Time,Strain,Reduced Relaxation Function,Elastic Response,Stress,Stress by dG,Stress by Integral Derivative
0,0,1,0,0,0,0
0.1,0.0001,0.8783013425487732,0.010000050000069649,0.01626113780916258,0.015044126454550758,0.007717970008820492
0.2,0.0002,0.8545957837460366,0.020000200001257795,0.02122625428856832,0.020741610608247876,0.014980467565318841
0.30000000000000004,0.00030000000000000003,0.8407801095025041,0.030000450004452617,0.03338651749263836,0.03195227553762407,0.02212937788598919
0.4,0.0004,0.8309991417820047,0.04000080001076434,0.03805589910789,0.037492617040734845,0.0291271160047256
0.5,0.0005,0.8234279489002334,0.05000125002085909,0.05001470083444215,0.04847208618264664,0.03606832103612363
0.6,0.0006,0.8172543066319844,0.06000180003606914,0.04786297622630516,0.053920960192196526,0.042919211524982674
0.7,0.0007,0.812045043543882,0.07000245005706063,0.053029899032565865,0.06474882078797248,0.04973258578634365
0.7999999999999999,0.0007999999999999999,0.807541615321988,0.08000320008538786,0.06410734990654646,0.07013310596678632,0.05648172593825661
0.8999999999999999,0.0009,0.8035772613674904,0.09000405012149493,0.06918375067144833,0.08084822435782964,0.06320285755829663
0.9999999999999999,0.0009999999999999998,0.8000381206867675,0.1000050001667141,0.08018175565211183,0.08618264698386044,0.0698742431856507
1.0999999999999999,0.0010999999999999998,0.7968429816441931,0.11000605022193355,0.08518720369079703,0.09680813502585386,0.07652332437227295
1.2,0.0012,0.7939318809169499,0.12000720028804146,0.09612132531319982,0.10210200878297299,0.08313187849119875
1.3,0.0013000000000000002,0.7912592818680579,0.13000845036614805,0.11440356583669022,0.11265320631679565,0.08972193048847524
1.4000000000000001,0.0014000000000000002,0.7887897882442721,0.14000980045736355,0.11861686891079815,0.11791295773632277,0.09627783710997903
1.5000000000000002,0.0015000000000000002,0.7864953402770362,0.15001125056257614,0.130182391104939,0.1284007938416025,0.10281795721969225
1.6000000000000003,0.0016000000000000003,0.7843533175654024,0.16001280068267398,0.13434981361470738,0.13363112611857172,0.10932861131990787
1.7000000000000004,0.0017000000000000003,0.7823452181129802,0.17001445081876732,0.1458726645554821,0.14406378416746135,0.11582551533614185
1.8000000000000005,0.0018000000000000006,0.7804557155146962,0.18001620097196636,0.14999995692691795,0.14926828893164407,0.12229653121485617
1.9000000000000006,0.0019000000000000006,0.7786719713951489,0.19001805114315928,0.16148520509465616,0.15965212648520938,0.1287553806569689
2.0000000000000004,0.0020000000000000005,0.7769831244144307,0.20002000133345632,0.1655768685621057,0.16483363641054155,0.13519116618628935
2.1000000000000005,0.0021000000000000007,0.7753799040776496,0.2100220515435236,0.1770285382517422,0.17517373516777623,0.14161605198541805
2.2000000000000006,0.0022000000000000006,0.7738543344673383,0.2200242017746934,0.18108819223379755,0.18033454160608114,0.14802015978253646
2.3000000000000007,0.002300000000000001,0.7723995038869923,0.23002645202785388,0.19250955621763083,0.19063505650529416,0.15441440405792412
2.400000000000001,0.0024000000000000007,0.7710093835667287,0.24002880230411527,0.1965401743903873,0.1957770511235174,0.16078975836204235
2.500000000000001,0.002500000000000001,0.7696786834023962,0.25003125260436576,0.20793394648135868,0.20604144266071933,0.1671561124821761
2.600000000000001,0.002600000000000001,0.7684027360054307,0.2600338029294935,0.211938015435933,0.21116621360618648,0.17350516227618068
2.700000000000001,0.002700000000000001,0.767177402647415,0.2700364532808308,0.2233064824020829,0.22139740845906142,0.17984594224932315
2.800000000000001,0.0028000000000000013,0.7659989963181447,0.28003920365882173,0.22728611223320017,0.2265063079532864,0.18617076835559046
2.9000000000000012,0.002900000000000001,0.7648642182914406,0.2900420540650206,0.23863122720981245,0.23670681359576395,0.19248795052580533
3.0000000000000013,0.0030000000000000014,0.7637701054493053,0.30004500450031557,0.24258823096686247,0.24180100683821426,0.19879034276454072
3.1000000000000014,0.0031000000000000016,0.762713986246545,0.31004805496559484,0.2539116814645149,0.2519729955244393,0.20508563337103414
3.2000000000000015,0.0032000000000000015,0.7616934436689783,0.3200512054617466,0.2578476337079042,0.25705349694829016,0.21136714756006186
3.3000000000000016,0.0033000000000000017,0.760706283893317,0.3300544559901031,0.26915089230605405,0.26719886866177545,0.21764203451307138
3.4000000000000017,0.0034000000000000015,0.7597505096269384,0.34005780655133044,0.2730671732164612,0.27226656938662497,0.22390403549291837
3.5000000000000018,0.003500000000000002,0.7588242973132157,0.3500612571465389,0.28435153612494546,0.282386999951616,0.23015982770966165
3.600000000000002,0.003600000000000002,0.7579259775487404,0.36006480777661665,0.28824936536358714,0.28744268895043557,0.23640352242692625
3.700000000000002,0.003700000000000002,0.7570540181842011,0.37006845844289593,0.29951598227760795,0.2975396674378672,0.24264138025295776
3.800000000000002,0.003800000000000002,0.7562070096793402,0.38007220914626494,0.3033964454117053,0.30258404812109063,0.24886784361986825
3.900000000000002,0.0039000000000000024,0.7553836523605523,0.3900760598873898,0.3146463429869089,0.31265890636701377,0.25508880272455686
4.000000000000002,0.004000000000000002,0.7545827452919988,0.40008001066782484,0.3185104124153003,0.31769260976020175,0.261298998121872
4.100000000000001,0.004100000000000001,0.7538031765211048,0.41008406148801413,0.32974451298114665,0.3277465459757456,0.2675039885311763
4.200000000000001,0.0042000000000000015,0.7530439144996648,0.42008821234928995,0.33359306472045025,0.332770141322849,0.2736987842758083
4.300000000000001,0.004300000000000001,0.7523040005145237,0.43009246325254047,0.3448122013812082,0.342804239201111,0.27988864571745
4.4,0.0044,0.7515825419885416,0.4400968141988759,0.34864602868808264,0.34781824259384475,0.2860688284401316
