Time;Stress;First Derivative;Rate in degrees;Second Derivative
153,8;-9,02E-09;6,999999999998405E-10;1,2217304763957523E-11;5,999999999997008E-09
153,9;-9,01E-09;1,0000000000001982E-10;1,7453292519946753E-12;-5,999999999998548E-09
154;-8,94E-09;7,000000000000395E-10;1,2217304763960995E-11;6,000000000000538E-09
154,1;-8,93E-09;1,0000000000000327E-10;1,7453292519943867E-12;-6,000000000000703E-09
154,2;-8,86E-09;7,000000000000395E-10;1,2217304763960995E-11;6,000000000000703E-09
154,3;-8,85E-09;9,999999999997485E-11;1,7453292519938906E-12;-5,999999999999282E-09
154,4;-8,78E-09;7,000000000000395E-10;1,2217304763960995E-11;6,000000000000988E-09
154,5;-8,77E-09;1,0000000000000327E-10;1,7453292519943867E-12;-6,000000000000703E-09
154,6;-8,71E-09;6,000000000000362E-10;1,0471975511966609E-11;5,000000000000613E-09
154,7;-8,70E-09;1,0000000000000327E-10;1,7453292519943867E-12;-5,000000000000613E-09
154,8;-8,63E-09;6,999999999998405E-10;1,2217304763957523E-11;5,999999999997008E-09
154,9;-8,62E-09;1,0000000000000327E-10;1,7453292519943867E-12;-5,999999999998714E-09
155;-8,55E-09;7,000000000000395E-10;1,2217304763960995E-11;6,000000000000703E-09
155,1;-8,54E-09;1,0000000000000327E-10;1,7453292519943867E-12;-6,000000000000703E-09
155,2;-8,48E-09;6,000000000000362E-10;1,0471975511966609E-11;5,000000000000613E-09
155,3;-8,47E-09;9,999999999997485E-11;1,7453292519938906E-12;-4,9999999999994765E-09
155,4;-8,40E-09;7,000000000000395E-10;1,2217304763960995E-11;6,000000000000988E-09
155,5;-8,39E-09;1,0000000000001982E-10;1,7453292519946753E-12;-6,000000000000538E-09
155,6;-8,33E-09;6,000000000000196E-10;1,047197551196632E-11;5,000000000000282E-09
155,7;-8,32E-09;1,0000000000001982E-10;1,7453292519946753E-12;-5,000000000000282E-09
155,8;-8,26E-09;5,999999999998657E-10;1,0471975511963633E-11;4,999999999997322E-09
155,9;-8,25E-09;1,0000000000000327E-10;1,7453292519943867E-12;-4,999999999998908E-09
156;-8,18E-09;7,000000000000395E-10;1,2217304763960995E-11;6,000000000000703E-09
156,1;-8,18E-09;0;0;-7,000000000000792E-09
156,2;-8,11E-09;7,000000000000395E-10;1,2217304763960995E-11;7,000000000000792E-09
156,3;-8,10E-09;9,999999999997485E-11;1,7453292519938906E-12;-5,999999999999282E-09
157,3;-7,76E-09;3,4000000000000007E-10;5,934119456780722E-12;2,4000000000002523E-10
157,4;-7,69E-09;7,000000000000395E-10;1,2217304763960995E-11;3,6000000000005984E-09
157,5;-7,69E-09;0;0;-7,000000000000792E-09
158,5;-7,36E-09;3,299999999999995E-10;5,7595865315812785E-12;3,299999999999995E-10
158,6;-7,30E-09;6,000000000000362E-10;1,0471975511966609E-11;2,7000000000005205E-09
158,7;-7,29E-09;1,0000000000000327E-10;1,7453292519943867E-12;-5,000000000000613E-09
159,7;-6,98E-09;3,0999999999999996E-10;5,410520681182421E-12;2,099999999999967E-10
159,8;-6,92E-09;5,999999999998657E-10;1,0471975511963633E-11;2,8999999999979977E-09
159,9;-6,92E-09;0;0;-5,999999999998998E-09
160,9;-6,58E-09;3,4000000000000007E-10;5,934119456780722E-12;3,4000000000000007E-10
161;-6,51E-09;7,000000000000395E-10;1,2217304763960995E-11;3,6000000000005984E-09
161,1;-6,50E-09;1,0000000000000327E-10;1,7453292519943867E-12;-6,000000000000703E-09
161,2;-6,44E-09;6,000000000000362E-10;1,0471975511966609E-11;5,000000000000613E-09
161,3;-6,44E-09;0;0;-5,9999999999989974E-09
162,3;-6,10E-09;3,4000000000000007E-10;5,934119456780722E-12;3,4000000000000007E-10
162,4;-6,04E-09;6,000000000000362E-10;1,0471975511966609E-11;2,600000000000509E-09
162,5;-6,04E-09;0;0;-6,000000000000703E-09
162,6;-5,98E-09;6,000000000000362E-10;1,0471975511966609E-11;6,000000000000703E-09
162,7;-5,97E-09;1,0000000000000327E-10;1,7453292519943867E-12;-5,000000000000613E-09
162,8;-5,91E-09;5,999999999998657E-10;1,0471975511963633E-11;4,999999999997487E-09
162,9;-5,90E-09;1,0000000000000327E-10;1,7453292519943867E-12;-4,999999999998908E-09
163;-5,84E-09;6,000000000000362E-10;1,0471975511966609E-11;5,000000000000613E-09
163,1;-5,83E-09;1,0000000000000327E-10;1,7453292519943867E-12;-5,000000000000613E-09
163,2;-5,78E-09;5,000000000000246E-10;8,726646259972077E-12;4,000000000000441E-09
163,3;-5,77E-09;9,999999999998312E-11;1,745329251994035E-12;-3,999999999999506E-09
163,4;-5,72E-09;5,000000000000246E-10;8,726646259972077E-12;4,000000000000643E-09
163,5;-5,71E-09;1,0000000000000327E-10;1,7453292519943867E-12;-4,000000000000441E-09
163,6;-5,66E-09;5,000000000000329E-10;8,726646259972223E-12;4,000000000000524E-09
163,7;-5,64E-09;2,0000000000000655E-10;3,4906585039887735E-12;-3,0000000000004342E-09
163,8;-5,59E-09;4,999999999998907E-10;8,726646259969741E-12;2,99999999999816E-09
163,9;-5,58E-09;1,0000000000000327E-10;1,7453292519943867E-12;-3,999999999999102E-09
164;-5,52E-09;6,000000000000362E-10;1,0471975511966609E-11;5,000000000000613E-09
164,1;-5,51E-09;1,0000000000000327E-10;1,7453292519943867E-12;-5,000000000000613E-09
164,2;-5,46E-09;5,000000000000329E-10;8,726646259972223E-12;4,000000000000524E-09
164,3;-5,45E-09;9,999999999997485E-11;1,7453292519938906E-12;-3,999999999999671E-09
164,4;-5,41E-09;4,0000000000002137E-10;6,981317007977691E-12;3,0000000000006357E-09
164,5;-5,39E-09;2,0000000000001482E-10;3,4906585039889177E-12;-2,0000000000001792E-09
164,6;-5,35E-09;4,0000000000002137E-10;6,981317007977691E-12;2,0000000000001792E-09
164,7;-5,33E-09;2,0000000000000655E-10;3,4906585039887735E-12;-2,000000000000262E-09
164,8;-5,28E-09;4,999999999998907E-10;8,726646259969741E-12;2,99999999999816E-09
164,9;-5,27E-09;1,0000000000000327E-10;1,7453292519943867E-12;-3,999999999999102E-09
165;-5,22E-09;5,000000000000329E-10;8,726646259972223E-12;4,000000000000524E-09
165,1;-5,20E-09;2,0000000000000655E-10;3,4906585039887735E-12;-3,0000000000004342E-09
165,2;-5,16E-09;4,0000000000002137E-10;6,981317007977691E-12;2,000000000000262E-09
165,3;-5,14E-09;1,9999999999995798E-10;3,4906585039879257E-12;-2,0000000000001792E-09
165,4;-5,10E-09;4,0000000000002137E-10;6,981317007977691E-12;2,0000000000007475E-09
165,5;-5,09E-09;1,0000000000001155E-10;1,7453292519945311E-12;-3,000000000000269E-09
165,6;-5,05E-09;4,0000000000002137E-10;6,981317007977691E-12;3,000000000000269E-09
165,7;-5,03E-09;2,0000000000000655E-10;3,4906585039887735E-12;-2,000000000000262E-09
165,8;-4,98E-09;4,999999999998907E-10;8,726646259969741E-12;2,99999999999816E-09
165,9;-4,96E-09;2,0000000000000655E-10;3,4906585039887735E-12;-2,9999999999990123E-09
166;-4,92E-09;4,0000000000002137E-10;6,981317007977691E-12;2,000000000000262E-09
166,1;-4,90E-09;2,0000000000001482E-10;3,4906585039889177E-12;-2,0000000000001792E-09
166,2;-4,86E-09;4,0000000000002137E-10;6,981317007977691E-12;2,0000000000001792E-09
166,3;-4,85E-09;9,999999999998312E-11;1,745329251994035E-12;-2,9999999999997005E-09
166,4;-4,81E-09;4,0000000000002137E-10;6,981317007977691E-12;3,000000000000553E-09
166,5;-4,79E-09;2,0000000000000655E-10;3,4906585039887735E-12;-2,000000000000262E-09
166,6;-4,75E-09;4,0000000000002137E-10;6,981317007977691E-12;2,000000000000262E-09
166,7;-4,73E-09;2,0000000000001482E-10;3,4906585039889177E-12;-2,0000000000001792E-09
166,8;-4,69E-09;3,999999999999077E-10;6,981317007975707E-12;1,999999999998474E-09
166,9;-4,67E-09;2,0000000000001482E-10;3,4906585039889177E-12;-1,9999999999990422E-09
167;-4,63E-09;4,0000000000002137E-10;6,981317007977691E-12;2,0000000000001792E-09
167,1;-4,61E-09;2,0000000000001482E-10;3,4906585039889177E-12;-2,0000000000001792E-09
167,2;-4,58E-09;3,000000000000098E-10;5,23598775598316E-12;1,0000000000000069E-09
167,3;-4,56E-09;1,9999999999995798E-10;3,4906585039879257E-12;-1,000000000000291E-09
167,4;-4,52E-09;4,0000000000002137E-10;6,981317007977691E-12;2,0000000000007475E-09
167,5;-4,51E-09;1,0000000000000327E-10;1,7453292519943867E-12;-3,0000000000003515E-09
167,6;-4,47E-09;4,0000000000002964E-10;6,981317007977835E-12;3,0000000000004342E-09
167,7;-4,45E-09;2,0000000000000655E-10;3,4906585039887735E-12;-2,0000000000003446E-09
167,8;-4,41E-09;3,999999999999077E-10;6,981317007975707E-12;1,9999999999985567E-09
167,9;-4,39E-09;2,0000000000001482E-10;3,4906585039889177E-12;-1,9999999999990422E-09
168;-4,35E-09;4,0000000000002137E-10;6,981317007977691E-12;2,0000000000001792E-09
168,1;-4,33E-09;2,0000000000001482E-10;3,4906585039889177E-12;-2,0000000000001792E-09
168,2;-4,30E-09;3,000000000000181E-10;5,2359877559833044E-12;1,0000000000000896E-09
168,3;-4,28E-09;1,999999999999497E-10;3,490658503987781E-12;-1,0000000000004565E-09
168,4;-4,25E-09;3,000000000000181E-10;5,2359877559833044E-12;1,0000000000007408E-09
168,5;-4,23E-09;2,0000000000001482E-10;3,4906585039889177E-12;-1,0000000000000896E-09
168,6;-4,20E-09;3,000000000000098E-10;5,23598775598316E-12;1,0000000000000069E-09
168,7;-4,17E-09;3,000000000000181E-10;5,2359877559833044E-12;8,271806125530747E-23
168,8;-4,14E-09;2,9999999999993284E-10;5,2359877559818165E-12;-8,525130188122702E-22
168,9;-4,12E-09;2,0000000000001482E-10;3,4906585039889177E-12;-9,99999999999237E-10
169;-4,08E-09;4,0000000000002137E-10;6,981317007977691E-12;2,0000000000001792E-09
169,1;-4,06E-09;2,0000000000001482E-10;3,4906585039889177E-12;-2,0000000000001792E-09
169,2;-4,03E-09;3,000000000000098E-10;5,23598775598316E-12;1,0000000000000069E-09
169,3;-4,01E-09;1,9999999999995798E-10;3,4906585039879257E-12;-1,000000000000291E-09
169,4;-3,98E-09;3,000000000000181E-10;5,2359877559833044E-12;1,000000000000658E-09
169,5;-3,96E-09;2,0000000000000655E-10;3,4906585039887735E-12;-1,0000000000001723E-09
169,6;-3,93E-09;3,000000000000181E-10;5,2359877559833044E-12;1,0000000000001723E-09
169,7;-3,91E-09;2,0000000000001482E-10;3,4906585039889177E-12;-1,0000000000000896E-09
169,8;-3,88E-09;2,9999999999993284E-10;5,2359877559818165E-12;9,999999999989529E-10
169,9;-3,85E-09;3,000000000000181E-10;5,2359877559833044E-12;8,525130188125127E-22
170;-3,82E-09;3,000000000000181E-10;5,2359877559833044E-12;0
170,1;-3,80E-09;2,0000000000000655E-10;3,4906585039887735E-12;-1,0000000000001723E-09
170,2;-3,78E-09;2,0000000000001482E-10;3,4906585039889177E-12;8,271806125530747E-23
170,3;-3,76E-09;1,999999999999497E-10;3,490658503987781E-12;-6,511462384439385E-22
170,4;-3,74E-09;2,0000000000001482E-10;3,4906585039889177E-12;6,511462384441235E-22
170,5;-3,72E-09;2,0000000000001068E-10;3,4906585039888454E-12;-4,1359030627653735E-23
170,6;-3,70E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
170,7;-3,68E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
170,8;-3,66E-09;1,9999999999995384E-10;3,4906585039878534E-12;-5,684281771886545E-22
170,9;-3,64E-09;2,0000000000001482E-10;3,4906585039889177E-12;6,097872078164698E-22
171;-3,62E-09;2,0000000000001068E-10;3,4906585039888454E-12;-4,1359030627653735E-23
171,1;-3,60E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
171,2;-3,58E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
171,3;-3,56E-09;1,9999999999995384E-10;3,4906585039878534E-12;-5,684281771886545E-22
171,4;-3,54E-09;2,0000000000001068E-10;3,4906585039888454E-12;5,684281771888161E-22
171,5;-3,52E-09;2,0000000000001482E-10;3,4906585039889177E-12;4,1359030627653735E-23
171,6;-3,50E-09;2,0000000000001068E-10;3,4906585039888454E-12;-4,1359030627653735E-23
171,7;-3,48E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
171,8;-3,47E-09;9,999999999997899E-11;1,7453292519939629E-12;-1,0000000000000896E-09
171,9;-3,45E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000003737E-09
172;-3,43E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
172,1;-3,41E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
172,2;-3,39E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
172,3;-3,37E-09;1,9999999999995384E-10;3,4906585039878534E-12;-5,684281771886545E-22
172,4;-3,35E-09;2,0000000000001482E-10;3,4906585039889177E-12;6,097872078164698E-22
172,5;-3,34E-09;1,0000000000000327E-10;1,7453292519943867E-12;-1,0000000000001723E-09
172,6;-3,32E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,000000000000131E-09
172,7;-3,30E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
172,8;-3,28E-09;1,9999999999995798E-10;3,4906585039879257E-12;-5,270691465610125E-22
172,9;-3,26E-09;2,0000000000001068E-10;3,4906585039888454E-12;5,270691465611623E-22
173;-3,24E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
173,1;-3,23E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
173,2;-3,21E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
173,3;-3,19E-09;1,9999999999995384E-10;3,4906585039878534E-12;-5,684281771886545E-22
173,4;-3,17E-09;2,0000000000001068E-10;3,4906585039888454E-12;5,684281771888161E-22
173,5;-3,16E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
173,6;-3,14E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
173,7;-3,12E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
173,8;-3,10E-09;1,9999999999995384E-10;3,4906585039878534E-12;-5,684281771886545E-22
173,9;-3,09E-09;1,0000000000000741E-10;1,7453292519944588E-12;-9,999999999995211E-10
174;-3,07E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
174,1;-3,05E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
174,2;-3,03E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
174,3;-3,02E-09;9,999999999997899E-11;1,7453292519939629E-12;-1,0000000000000896E-09
174,4;-3,00E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000003737E-09
174,5;-2,98E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
174,6;-2,97E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
174,7;-2,95E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
174,8;-2,93E-09;1,9999999999995384E-10;3,4906585039878534E-12;-5,684281771886545E-22
174,9;-2,92E-09;1,0000000000000741E-10;1,7453292519944588E-12;-9,999999999995211E-10
175;-2,90E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
175,1;-2,88E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
175,2;-2,87E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
175,3;-2,85E-09;1,9999999999995384E-10;3,4906585039878534E-12;9,99999999999237E-10
175,4;-2,83E-09;2,0000000000001068E-10;3,4906585039888454E-12;5,684281771888161E-22
175,5;-2,82E-09;1,0000000000000327E-10;1,7453292519943867E-12;-1,000000000000131E-09
175,6;-2,80E-09;2,0000000000001482E-10;3,4906585039889177E-12;1,0000000000001723E-09
175,7;-2,78E-09;2,0000000000001068E-10;3,4906585039888454E-12;-4,1359030627653735E-23
175,8;-2,77E-09;9,999999999997485E-11;1,7453292519938906E-12;-1,000000000000131E-09
175,9;-2,75E-09;2,0000000000001482E-10;3,4906585039889177E-12;1,0000000000004565E-09
176;-2,74E-09;1,0000000000000327E-10;1,7453292519943867E-12;-1,0000000000001723E-09
176,1;-2,72E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,000000000000131E-09
176,2;-2,70E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
176,3;-2,69E-09;9,999999999997899E-11;1,7453292519939629E-12;-1,0000000000000896E-09
176,4;-2,67E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000003737E-09
176,5;-2,66E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
176,6;-2,64E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
176,7;-2,62E-09;2,0000000000001068E-10;3,4906585039888454E-12;0
176,8;-2,61E-09;9,999999999997899E-11;1,7453292519939629E-12;-1,0000000000000896E-09
176,9;-2,59E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000003737E-09
177;-2,58E-09;1,0000000000000327E-10;1,7453292519943867E-12;-1,000000000000131E-09
177,1;-2,56E-09;2,0000000000001482E-10;3,4906585039889177E-12;1,0000000000001723E-09
177,2;-2,55E-09;1,0000000000000327E-10;1,7453292519943867E-12;-1,0000000000001723E-09
177,3;-2,53E-09;1,9999999999995384E-10;3,4906585039878534E-12;9,999999999992783E-10
177,4;-2,52E-09;1,0000000000000741E-10;1,7453292519944588E-12;-9,999999999995211E-10
177,5;-2,50E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
177,6;-2,49E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
177,7;-2,47E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
177,8;-2,46E-09;9,999999999997485E-11;1,7453292519938906E-12;-1,000000000000131E-09
177,9;-2,44E-09;2,0000000000001482E-10;3,4906585039889177E-12;1,0000000000004565E-09
178;-2,43E-09;1,0000000000000327E-10;1,7453292519943867E-12;-1,0000000000001723E-09
178,1;-2,41E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,000000000000131E-09
178,2;-2,40E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
178,3;-2,38E-09;1,9999999999995384E-10;3,4906585039878534E-12;9,99999999999237E-10
178,4;-2,37E-09;1,0000000000000741E-10;1,7453292519944588E-12;-9,999999999995211E-10
178,5;-2,35E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
178,6;-2,34E-09;1,0000000000000327E-10;1,7453292519943867E-12;-1,000000000000131E-09
178,7;-2,32E-09;2,0000000000001482E-10;3,4906585039889177E-12;1,0000000000001723E-09
178,8;-2,31E-09;9,999999999997485E-11;1,7453292519938906E-12;-1,0000000000001723E-09
178,9;-2,29E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,000000000000415E-09
179;-2,28E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
179,1;-2,27E-09;1,0000000000000741E-10;1,7453292519944588E-12;0
179,2;-2,25E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
179,3;-2,24E-09;9,999999999997485E-11;1,7453292519938906E-12;-1,000000000000131E-09
179,4;-2,22E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,000000000000415E-09
179,5;-2,21E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
179,6;-2,19E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
179,7;-2,18E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
179,8;-2,17E-09;9,999999999997485E-11;1,7453292519938906E-12;-3,2557311922196923E-22
179,9;-2,15E-09;2,0000000000001482E-10;3,4906585039889177E-12;1,0000000000004565E-09
180;-2,14E-09;1,0000000000000327E-10;1,7453292519943867E-12;-1,0000000000001723E-09
180,1;-2,12E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,000000000000131E-09
180,2;-2,11E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
180,3;-2,10E-09;9,999999999997485E-11;1,7453292519938906E-12;-3,2557311922196923E-22
180,4;-2,08E-09;2,0000000000001482E-10;3,4906585039889177E-12;1,0000000000004565E-09
180,5;-2,07E-09;1,0000000000000327E-10;1,7453292519943867E-12;-1,0000000000001723E-09
180,6;-2,06E-09;1,0000000000000741E-10;1,7453292519944588E-12;4,1359030627653735E-23
180,7;-2,04E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
180,8;-2,03E-09;9,999999999997899E-11;1,7453292519939629E-12;-1,0000000000000896E-09
180,9;-2,02E-09;1,0000000000000327E-10;1,7453292519943867E-12;2,428550579667543E-22
181;-2,00E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,000000000000131E-09
181,1;-1,99E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
181,2;-1,98E-09;1,0000000000000327E-10;1,7453292519943867E-12;-4,1359030627653735E-23
181,3;-1,96E-09;1,9999999999995798E-10;3,4906585039879257E-12;9,999999999993197E-10
181,4;-1,95E-09;1,0000000000000327E-10;1,7453292519943867E-12;-9,999999999996038E-10
181,5;-1,94E-09;1,0000000000000741E-10;1,7453292519944588E-12;4,1359030627653735E-23
181,6;-1,92E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
181,7;-1,91E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
181,8;-1,90E-09;9,999999999997485E-11;1,7453292519938906E-12;-3,2557311922196923E-22
181,9;-1,88E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,000000000000415E-09
182;-1,87E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
182,1;-1,86E-09;1,0000000000000534E-10;1,7453292519944227E-12;-2,0679515313826867E-23
182,2;-1,84E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000001103E-09
182,3;-1,83E-09;9,999999999997692E-11;1,7453292519939267E-12;-1,0000000000001103E-09
182,4;-1,82E-09;1,0000000000000741E-10;1,7453292519944588E-12;3,048936039082349E-22
182,5;-1,81E-09;1,0000000000000534E-10;1,7453292519944227E-12;-2,0679515313826867E-23
182,6;-1,79E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000001103E-09
182,7;-1,78E-09;1,0000000000000534E-10;1,7453292519944227E-12;-1,0000000000001103E-09
182,8;-1,77E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
182,9;-1,76E-09;1,0000000000000741E-10;1,7453292519944588E-12;3,048936039082349E-22
183;-1,74E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000000896E-09
183,1;-1,73E-09;1,0000000000000534E-10;1,7453292519944227E-12;-1,0000000000001103E-09
183,2;-1,72E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
183,3;-1,71E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
183,4;-1,69E-09;2,0000000000001275E-10;3,4906585039888817E-12;1,000000000000415E-09
183,5;-1,68E-09;1,0000000000000534E-10;1,7453292519944227E-12;-1,000000000000131E-09
183,6;-1,67E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
183,7;-1,66E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
183,8;-1,65E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
183,9;-1,63E-09;2,0000000000001275E-10;3,4906585039888817E-12;1,000000000000415E-09
184;-1,62E-09;1,0000000000000534E-10;1,7453292519944227E-12;-1,000000000000131E-09
184,1;-1,61E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
184,2;-1,60E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
184,3;-1,59E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
184,4;-1,57E-09;2,0000000000001275E-10;3,4906585039888817E-12;1,000000000000415E-09
184,5;-1,56E-09;1,0000000000000534E-10;1,7453292519944227E-12;-1,000000000000131E-09
184,6;-1,55E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
184,7;-1,54E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
184,8;-1,53E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
184,9;-1,51E-09;2,0000000000001275E-10;3,4906585039888817E-12;1,000000000000415E-09
185;-1,50E-09;1,0000000000000534E-10;1,7453292519944227E-12;-1,000000000000131E-09
185,1;-1,49E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
185,2;-1,48E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
185,3;-1,47E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
185,4;-1,46E-09;1,0000000000000741E-10;1,7453292519944588E-12;3,048936039082349E-22
185,5;-1,45E-09;1,0000000000000534E-10;1,7453292519944227E-12;-2,0679515313826867E-23
185,6;-1,43E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000001103E-09
185,7;-1,42E-09;1,0000000000000534E-10;1,7453292519944227E-12;-1,0000000000001103E-09
185,8;-1,41E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
185,9;-1,40E-09;1,0000000000000741E-10;1,7453292519944588E-12;3,048936039082349E-22
186;-1,39E-09;1,0000000000000534E-10;1,7453292519944227E-12;-2,0679515313826867E-23
186,1;-1,38E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
186,2;-1,37E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
186,3;-1,35E-09;1,9999999999995384E-10;3,4906585039878534E-12;9,999999999992577E-10
186,4;-1,34E-09;1,0000000000000741E-10;1,7453292519944588E-12;-9,999999999995211E-10
186,5;-1,33E-09;1,0000000000000534E-10;1,7453292519944227E-12;-2,0679515313826867E-23
186,6;-1,32E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
186,7;-1,31E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
186,8;-1,30E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
186,9;-1,29E-09;1,0000000000000534E-10;1,7453292519944227E-12;2,8421408859440803E-22
187;-1,28E-09;1,0000000000000741E-10;1,7453292519944588E-12;2,0679515313826867E-23
187,1;-1,27E-09;1,0000000000000534E-10;1,7453292519944227E-12;-2,0679515313826867E-23
187,2;-1,26E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
187,3;-1,25E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
187,4;-1,23E-09;2,0000000000001068E-10;3,4906585039888454E-12;1,0000000000003944E-09
187,5;-1,22E-09;1,0000000000000741E-10;1,7453292519944588E-12;-1,0000000000000896E-09
187,6;-1,21E-09;1,0000000000000534E-10;1,7453292519944227E-12;-2,0679515313826867E-23
187,7;-1,20E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
187,8;-1,19E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
187,9;-1,18E-09;1,0000000000000534E-10;1,7453292519944227E-12;2,8421408859440803E-22
188;-1,17E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
188,1;-1,16E-09;1,0000000000000741E-10;1,7453292519944588E-12;2,0679515313826867E-23
188,2;-1,15E-09;1,0000000000000534E-10;1,7453292519944227E-12;-2,0679515313826867E-23
188,3;-1,14E-09;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
188,4;-1,13E-09;1,0000000000000534E-10;1,7453292519944227E-12;2,8421408859440803E-22
188,5;-1,12E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
188,6;-1,11E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
