Time;Stress;First Derivative;Rate in degrees;Second Derivative
121,7;-5,53E-08;5,999999999999476E-09;1,0471975511965064E-10;-9,181704799337825E-21
121,8;-5,47E-08;6,000000000000328E-09;1,047197551196655E-10;8,51996030929667E-21
121,9;-5,41E-08;5,999999999999476E-09;1,0471975511965064E-10;-8,519960309295458E-21
122;-5,36E-08;5,000000000000329E-09;8,726646259972223E-11;-9,99999999999204E-09
122,1;-5,30E-08;6,000000000000328E-09;1,047197551196655E-10;1,000000000000056E-08
122,2;-5,25E-08;4,999999999999553E-09;8,726646259970867E-11;-1,0000000000006906E-08
122,3;-5,20E-08;5,000000000000263E-09;8,726646259972107E-11;7,105481461830911E-21
122,4;-5,15E-08;4,999999999999619E-09;8,726646259970982E-11;-6,4437369717875364E-21
122,5;-5,10E-08;5,000000000000263E-09;8,726646259972107E-11;6,443736971788452E-21
122,6;-5,05E-08;5,000000000000263E-09;8,726646259972107E-11;0
122,7;-5,00E-08;4,999999999999619E-09;8,726646259970982E-11;-6,4437369717875364E-21
122,8;-4,96E-08;4,000000000000197E-09;6,981317007977662E-11;-9,999999999994786E-09
122,9;-4,91E-08;4,999999999999553E-09;8,726646259970867E-11;9,999999999992703E-09
123;-4,87E-08;4,000000000000263E-09;6,981317007977778E-11;-9,999999999993462E-09
123,1;-4,82E-08;5,000000000000263E-09;8,726646259972107E-11;1,0000000000000568E-08
123,2;-4,78E-08;3,999999999999695E-09;6,981317007976785E-11;-1,000000000000483E-08
123,3;-4,74E-08;4,000000000000197E-09;6,981317007977662E-11;5,020986318197163E-21
123,4;-4,70E-08;3,999999999999695E-09;6,981317007976785E-11;-5,02098631819645E-21
123,5;-4,66E-08;4,000000000000197E-09;6,981317007977662E-11;5,020986318197163E-21
123,6;-4,62E-08;4,000000000000263E-09;6,981317007977778E-11;6,617444900424598E-22
123,7;-4,58E-08;3,999999999999629E-09;6,98131700797667E-11;-6,344475298281181E-21
123,8;-4,54E-08;4,000000000000197E-09;6,981317007977662E-11;5,682730808239623E-21
123,9;-4,50E-08;3,999999999999695E-09;6,981317007976785E-11;-5,02098631819645E-21
124;-4,47E-08;3,000000000000131E-09;5,2359877559832175E-11;-9,999999999996208E-09
124,1;-4,43E-08;4,000000000000263E-09;6,981317007977778E-11;1,0000000000001891E-08
124,2;-4,39E-08;3,999999999999629E-09;6,98131700797667E-11;-6,344475298281181E-21
124,3;-4,36E-08;3,0000000000001973E-09;5,235987755983333E-11;-9,999999999994885E-09
124,4;-4,32E-08;3,999999999999629E-09;6,98131700797667E-11;9,999999999993464E-09
124,5;-4,29E-08;3,0000000000001973E-09;5,235987755983333E-11;-9,999999999994885E-09
124,6;-4,26E-08;3,0000000000001973E-09;5,235987755983333E-11;0
124,7;-4,22E-08;3,999999999999629E-09;6,98131700797667E-11;9,999999999993464E-09
124,8;-4,19E-08;3,0000000000001973E-09;5,235987755983333E-11;-9,999999999994885E-09
124,9;-4,16E-08;2,999999999999705E-09;5,235987755982474E-11;-4,921724644690095E-21
125;-4,13E-08;3,0000000000001973E-09;5,235987755983333E-11;4,9217246446907945E-21
125,1;-4,10E-08;3,000000000000131E-09;5,2359877559832175E-11;-6,617444900424598E-22
125,2;-4,07E-08;2,9999999999997713E-09;5,2359877559825894E-11;-3,5982356646053634E-21
125,3;-4,04E-08;3,0000000000001973E-09;5,235987755983333E-11;4,259980154648335E-21
125,4;-4,01E-08;2,999999999999705E-09;5,235987755982474E-11;-4,921724644690095E-21
125,5;-3,98E-08;3,0000000000001973E-09;5,235987755983333E-11;4,9217246446907945E-21
125,6;-3,95E-08;3,000000000000131E-09;5,2359877559832175E-11;-6,617444900424598E-22
125,7;-3,92E-08;2,9999999999997713E-09;5,2359877559825894E-11;-3,5982356646053634E-21
125,8;-3,89E-08;3,0000000000001973E-09;5,235987755983333E-11;4,259980154648335E-21
125,9;-3,86E-08;2,999999999999705E-09;5,235987755982474E-11;-4,921724644690095E-21
126;-3,84E-08;2,0000000000001316E-09;3,490658503988889E-11;-9,999999999996303E-09
126,1;-3,81E-08;3,0000000000001973E-09;5,235987755983333E-11;1,0000000000001224E-08
126,2;-3,78E-08;2,999999999999705E-09;5,235987755982474E-11;-4,921724644690095E-21
126,3;-3,76E-08;2,0000000000001316E-09;3,490658503988889E-11;-9,999999999996303E-09
126,4;-3,73E-08;2,999999999999705E-09;5,235987755982474E-11;9,999999999994882E-09
126,5;-3,70E-08;3,0000000000001973E-09;5,235987755983333E-11;4,9217246446907945E-21
126,6;-3,68E-08;2,0000000000001316E-09;3,490658503988889E-11;-1,0000000000001224E-08
126,7;-3,65E-08;2,999999999999705E-09;5,235987755982474E-11;9,999999999994882E-09
126,8;-3,63E-08;2,0000000000001316E-09;3,490658503988889E-11;-9,999999999996303E-09
126,9;-3,60E-08;2,9999999999997713E-09;5,2359877559825894E-11;9,999999999995543E-09
127;-3,58E-08;2,0000000000000655E-09;3,4906585039887733E-11;-9,999999999997626E-09
127,1;-3,56E-08;2,0000000000001316E-09;3,490658503988889E-11;6,617444900424598E-22
127,2;-3,53E-08;2,9999999999997713E-09;5,2359877559825894E-11;9,999999999995543E-09
127,3;-3,51E-08;2,0000000000000655E-09;3,4906585039887733E-11;-9,999999999997626E-09
127,4;-3,49E-08;1,9999999999998475E-09;3,490658503988393E-11;-2,179620914077042E-21
127,5;-3,46E-08;3,0000000000001973E-09;5,235987755983333E-11;1,0000000000004067E-08
127,6;-3,44E-08;2,0000000000001316E-09;3,490658503988889E-11;-1,0000000000001224E-08
127,7;-3,42E-08;1,9999999999997813E-09;3,4906585039882777E-11;-3,5031098941617735E-21
127,8;-3,39E-08;3,0000000000001973E-09;5,235987755983333E-11;1,0000000000004728E-08
127,9;-3,37E-08;1,9999999999998475E-09;3,490658503988393E-11;-1,0000000000002646E-08
128;-3,35E-08;2,0000000000000655E-09;3,4906585039887733E-11;2,1796209140773517E-21
128,1;-3,33E-08;2,0000000000001316E-09;3,490658503988889E-11;6,617444900424598E-22
128,2;-3,31E-08;2,0000000000001316E-09;3,490658503988889E-11;0
128,3;-3,29E-08;1,999999999999563E-09;3,4906585039878964E-11;-5,686866711300772E-21
128,4;-3,27E-08;2,0000000000000655E-09;3,4906585039887733E-11;5,025122221259929E-21
128,5;-3,25E-08;2,0000000000001316E-09;3,490658503988889E-11;6,617444900424598E-22
128,6;-3,23E-08;2,0000000000001316E-09;3,490658503988889E-11;0
128,7;-3,21E-08;2,0000000000000655E-09;3,4906585039887733E-11;-6,617444900424598E-22
128,8;-3,19E-08;1,999999999999563E-09;3,4906585039878964E-11;-5,0251222212585E-21
128,9;-3,17E-08;2,0000000000001316E-09;3,490658503988889E-11;5,686866711302389E-21
129;-3,15E-08;2,0000000000001316E-09;3,490658503988889E-11;0
129,1;-3,13E-08;2,0000000000000655E-09;3,4906585039887733E-11;-6,617444900424598E-22
129,2;-3,11E-08;2,0000000000001316E-09;3,490658503988889E-11;6,617444900424598E-22
129,3;-3,09E-08;1,999999999999563E-09;3,4906585039878964E-11;-5,686866711300772E-21
129,4;-3,07E-08;2,0000000000001316E-09;3,490658503988889E-11;5,686866711302389E-21
129,5;-3,05E-08;2,0000000000000655E-09;3,4906585039887733E-11;-6,617444900424598E-22
129,6;-3,03E-08;2,0000000000001316E-09;3,490658503988889E-11;6,617444900424598E-22
129,7;-3,01E-08;2,0000000000001316E-09;3,490658503988889E-11;0
129,8;-3,00E-08;9,999999999997815E-10;1,7453292519939482E-11;-1,0000000000001228E-08
129,9;-2,98E-08;2,0000000000000986E-09;3,490658503988831E-11;1,0000000000003739E-08
130;-2,96E-08;2,0000000000000986E-09;3,490658503988831E-11;0
130,1;-2,94E-08;2,0000000000001316E-09;3,490658503988889E-11;3,308722450212299E-22
130,2;-2,93E-08;1,0000000000000327E-09;1,7453292519943867E-11;-1,0000000000001557E-08
130,3;-2,91E-08;1,999999999999563E-09;3,4906585039878964E-11;9,999999999993029E-09
130,4;-2,89E-08;2,0000000000000986E-09;3,490658503988831E-11;5,355994466281159E-21
130,5;-2,88E-08;1,0000000000000658E-09;1,7453292519944445E-11;-1,0000000000000895E-08
130,6;-2,86E-08;2,0000000000000986E-09;3,490658503988831E-11;1,0000000000000895E-08
130,7;-2,84E-08;2,0000000000001316E-09;3,490658503988889E-11;3,308722450212299E-22
130,8;-2,83E-08;9,999999999997815E-10;1,7453292519939482E-11;-1,0000000000001228E-08
130,9;-2,81E-08;2,0000000000000986E-09;3,490658503988831E-11;1,0000000000003739E-08
131;-2,79E-08;2,0000000000001316E-09;3,490658503988889E-11;3,308722450212299E-22
131,1;-2,78E-08;1,0000000000000327E-09;1,7453292519943867E-11;-1,0000000000001557E-08
131,2;-2,76E-08;2,0000000000001316E-09;3,490658503988889E-11;1,0000000000001557E-08
131,3;-2,74E-08;1,99999999999953E-09;3,490658503987839E-11;-6,017738956321908E-21
131,4;-2,73E-08;1,0000000000000658E-09;1,7453292519944445E-11;-9,99999999999521E-09
131,5;-2,71E-08;2,0000000000000986E-09;3,490658503988831E-11;1,0000000000000895E-08
131,6;-2,70E-08;1,0000000000000658E-09;1,7453292519944445E-11;-1,0000000000000895E-08
131,7;-2,68E-08;2,0000000000001316E-09;3,490658503988889E-11;1,0000000000001226E-08
131,8;-2,67E-08;9,999999999997484E-10;1,7453292519938904E-11;-1,0000000000001559E-08
131,9;-2,65E-08;2,0000000000001316E-09;3,490658503988889E-11;1,00000000000044E-08
132;-2,64E-08;1,0000000000000327E-09;1,7453292519943867E-11;-1,0000000000001557E-08
132,1;-2,62E-08;2,0000000000001316E-09;3,490658503988889E-11;1,0000000000001557E-08
132,2;-2,61E-08;1,0000000000000658E-09;1,7453292519944445E-11;-1,0000000000001226E-08
132,3;-2,59E-08;1,99999999999953E-09;3,490658503987839E-11;9,999999999992367E-09
132,4;-2,58E-08;1,0000000000000658E-09;1,7453292519944445E-11;-9,99999999999521E-09
132,5;-2,57E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
132,6;-2,55E-08;2,0000000000000986E-09;3,490658503988831E-11;1,0000000000000895E-08
132,7;-2,54E-08;1,0000000000000658E-09;1,7453292519944445E-11;-1,0000000000000895E-08
132,8;-2,52E-08;1,99999999999953E-09;3,490658503987839E-11;9,999999999992367E-09
132,9;-2,51E-08;1,0000000000000658E-09;1,7453292519944445E-11;-9,99999999999521E-09
133;-2,50E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
133,1;-2,48E-08;2,0000000000000986E-09;3,490658503988831E-11;1,0000000000000895E-08
133,2;-2,47E-08;1,0000000000000658E-09;1,7453292519944445E-11;-1,0000000000000895E-08
133,3;-2,46E-08;9,999999999997815E-10;1,7453292519939482E-11;-2,843433355650386E-21
133,4;-2,44E-08;2,0000000000000986E-09;3,490658503988831E-11;1,0000000000003739E-08
133,5;-2,43E-08;1,0000000000000658E-09;1,7453292519944445E-11;-1,0000000000000895E-08
133,6;-2,42E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
133,7;-2,40E-08;2,0000000000001316E-09;3,490658503988889E-11;1,0000000000001557E-08
133,8;-2,39E-08;9,999999999997815E-10;1,7453292519939482E-11;-1,0000000000001228E-08
133,9;-2,38E-08;1,0000000000000327E-09;1,7453292519943867E-11;2,5125611106299645E-21
134;-2,37E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,308722450212299E-22
134,1;-2,35E-08;2,0000000000001316E-09;3,490658503988889E-11;1,0000000000001226E-08
134,2;-2,34E-08;1,0000000000000327E-09;1,7453292519943867E-11;-1,0000000000001557E-08
134,3;-2,33E-08;9,999999999997815E-10;1,7453292519939482E-11;-2,51256111062925E-21
134,4;-2,32E-08;1,0000000000000658E-09;1,7453292519944445E-11;2,8434333556511944E-21
134,5;-2,30E-08;2,0000000000000986E-09;3,490658503988831E-11;1,0000000000000895E-08
134,6;-2,29E-08;1,0000000000000658E-09;1,7453292519944445E-11;-1,0000000000000895E-08
134,7;-2,28E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
134,8;-2,27E-08;9,999999999997484E-10;1,7453292519938904E-11;-3,174305600671522E-21
134,9;-2,26E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,1743056006724243E-21
135;-2,24E-08;2,0000000000001316E-09;3,490658503988889E-11;1,0000000000001226E-08
135,1;-2,23E-08;1,0000000000000327E-09;1,7453292519943867E-11;-1,0000000000001557E-08
135,2;-2,22E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,308722450212299E-22
135,3;-2,21E-08;9,999999999997815E-10;1,7453292519939482E-11;-2,843433355650386E-21
135,4;-2,20E-08;1,0000000000000658E-09;1,7453292519944445E-11;2,8434333556511944E-21
135,5;-2,18E-08;2,0000000000000986E-09;3,490658503988831E-11;1,0000000000000895E-08
135,6;-2,17E-08;1,0000000000000658E-09;1,7453292519944445E-11;-1,0000000000000895E-08
135,7;-2,16E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
135,8;-2,15E-08;9,999999999997815E-10;1,7453292519939482E-11;-2,51256111062925E-21
135,9;-2,14E-08;1,0000000000000658E-09;1,7453292519944445E-11;2,8434333556511944E-21
136;-2,13E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
136,1;-2,12E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
136,2;-2,10E-08;2,0000000000001316E-09;3,490658503988889E-11;1,0000000000001557E-08
136,3;-2,09E-08;9,999999999997815E-10;1,7453292519939482E-11;-1,0000000000001228E-08
136,4;-2,08E-08;1,0000000000000327E-09;1,7453292519943867E-11;2,5125611106299645E-21
136,5;-2,07E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,308722450212299E-22
136,6;-2,06E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
136,7;-2,05E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
136,8;-2,04E-08;9,999999999997815E-10;1,7453292519939482E-11;-2,51256111062925E-21
136,9;-2,03E-08;1,0000000000000658E-09;1,7453292519944445E-11;2,8434333556511944E-21
137;-2,02E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
137,1;-2,01E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
137,2;-2,00E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,308722450212299E-22
137,3;-1,99E-08;9,999999999997815E-10;1,7453292519939482E-11;-2,843433355650386E-21
137,4;-1,97E-08;2,0000000000000986E-09;3,490658503988831E-11;1,0000000000003739E-08
137,5;-1,97E-08;0;0;-2,000000000000212E-08
137,6;-1,95E-08;2,0000000000001316E-09;3,490658503988889E-11;2,0000000000002452E-08
137,7;-1,94E-08;1,0000000000000658E-09;1,7453292519944445E-11;-1,0000000000001226E-08
137,8;-1,93E-08;9,999999999997484E-10;1,7453292519938904E-11;-3,174305600671522E-21
137,9;-1,93E-08;0;0;-9,999999999998053E-09
138;-1,91E-08;2,0000000000001316E-09;3,490658503988889E-11;2,0000000000002452E-08
138,1;-1,91E-08;0;0;-2,0000000000002452E-08
138,2;-1,89E-08;2,0000000000000986E-09;3,490658503988831E-11;2,000000000000212E-08
138,3;-1,89E-08;0;0;-1,9999999999996437E-08
138,4;-1,87E-08;2,0000000000001316E-09;3,490658503988889E-11;2,0000000000002452E-08
138,5;-1,87E-08;0;0;-2,0000000000002452E-08
138,6;-1,86E-08;1,0000000000000327E-09;1,7453292519943867E-11;1,0000000000000895E-08
138,7;-1,85E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,308722450212299E-22
138,8;-1,84E-08;9,999999999997815E-10;1,7453292519939482E-11;-2,843433355650386E-21
138,9;-1,83E-08;1,0000000000000658E-09;1,7453292519944445E-11;2,8434333556511944E-21
139;-1,82E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
139,1;-1,81E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,308722450212299E-22
139,2;-1,80E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
139,3;-1,79E-08;9,999999999997484E-10;1,7453292519938904E-11;-3,174305600671522E-21
139,4;-1,78E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,1743056006724243E-21
139,5;-1,77E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
139,6;-1,76E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
139,7;-1,75E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
139,8;-1,74E-08;9,999999999997815E-10;1,7453292519939482E-11;-2,51256111062925E-21
139,9;-1,74E-08;0;0;-9,999999999998384E-09
140;-1,73E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
140,1;-1,72E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
140,2;-1,71E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
140,3;-1,70E-08;9,999999999997815E-10;1,7453292519939482E-11;-2,51256111062925E-21
140,4;-1,69E-08;1,0000000000000658E-09;1,7453292519944445E-11;2,8434333556511944E-21
140,5;-1,68E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
140,6;-1,67E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,308722450212299E-22
140,7;-1,67E-08;0;0;-1,0000000000001226E-08
140,8;-1,66E-08;9,999999999997815E-10;1,7453292519939482E-11;9,999999999995542E-09
140,9;-1,65E-08;1,0000000000000658E-09;1,7453292519944445E-11;2,8434333556511944E-21
141;-1,64E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
141,1;-1,64E-08;0;0;-1,0000000000000895E-08
141,2;-1,62E-08;2,0000000000001316E-09;3,490658503988889E-11;2,0000000000002452E-08
141,3;-1,62E-08;0;0;-1,9999999999996768E-08
141,4;-1,61E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
141,5;-1,60E-08;1,0000000000000327E-09;1,7453292519943867E-11;-3,308722450212299E-22
141,6;-1,59E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,308722450212299E-22
141,7;-1,59E-08;0;0;-1,0000000000001226E-08
141,8;-1,58E-08;9,999999999997815E-10;1,7453292519939482E-11;9,999999999995542E-09
141,9;-1,57E-08;1,0000000000000327E-09;1,7453292519943867E-11;2,5125611106299645E-21
142;-1,56E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,308722450212299E-22
142,1;-1,55E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
142,2;-1,54E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
142,3;-1,54E-08;0;0;-9,999999999998384E-09
142,4;-1,53E-08;1,0000000000000327E-09;1,7453292519943867E-11;1,0000000000000895E-08
142,5;-1,52E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,308722450212299E-22
142,6;-1,51E-08;1,0000000000000658E-09;1,7453292519944445E-11;0
142,7;-1,51E-08;0;0;-1,0000000000001226E-08
142,8;-1,50E-08;9,999999999997815E-10;1,7453292519939482E-11;9,999999999995542E-09
142,9;-1,49E-08;1,0000000000000493E-09;1,7453292519944154E-11;2,6779972331405794E-21
143;-1,48E-08;1,0000000000000493E-09;1,7453292519944154E-11;0
143,1;-1,48E-08;0;0;-1,000000000000106E-08
143,2;-1,47E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
143,3;-1,46E-08;9,99999999999765E-10;1,7453292519939194E-11;-3,008869478160954E-21
143,4;-1,45E-08;1,0000000000000493E-09;1,7453292519944154E-11;2,8434333556511944E-21
143,5;-1,45E-08;0;0;-1,000000000000106E-08
143,6;-1,44E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
143,7;-1,43E-08;1,0000000000000493E-09;1,7453292519944154E-11;-1,6543612251061494E-22
143,8;-1,43E-08;0;0;-9,999999999998218E-09
143,9;-1,42E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
144;-1,41E-08;1,0000000000000493E-09;1,7453292519944154E-11;-1,6543612251061494E-22
144,1;-1,41E-08;0;0;-1,000000000000106E-08
144,2;-1,40E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
144,3;-1,39E-08;9,99999999999765E-10;1,7453292519939194E-11;-3,008869478160954E-21
144,4;-1,38E-08;1,0000000000000658E-09;1,7453292519944445E-11;3,0088694781618093E-21
144,5;-1,38E-08;0;0;-1,0000000000001226E-08
144,6;-1,37E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
144,7;-1,36E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,6543612251061494E-22
144,8;-1,36E-08;0;0;-9,999999999998384E-09
144,9;-1,35E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
145;-1,34E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,6543612251061494E-22
145,1;-1,34E-08;0;0;-1,0000000000001226E-08
145,2;-1,33E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
145,3;-1,33E-08;0;0;-9,999999999998218E-09
145,4;-1,32E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
145,5;-1,31E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,6543612251061494E-22
145,6;-1,31E-08;0;0;-1,0000000000001226E-08
145,7;-1,30E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
145,8;-1,29E-08;9,999999999997815E-10;1,7453292519939482E-11;-2,677997233139818E-21
145,9;-1,29E-08;0;0;-9,999999999998384E-09
146;-1,28E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
146,1;-1,28E-08;0;0;-1,000000000000106E-08
146,2;-1,27E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
146,3;-1,27E-08;0;0;-9,999999999998384E-09
146,4;-1,26E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
146,5;-1,26E-08;0;0;-1,000000000000106E-08
146,6;-1,25E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
146,7;-1,24E-08;1,0000000000000493E-09;1,7453292519944154E-11;-1,6543612251061494E-22
146,8;-1,24E-08;0;0;-9,999999999998218E-09
146,9;-1,23E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
147;-1,22E-08;1,0000000000000493E-09;1,7453292519944154E-11;-1,6543612251061494E-22
147,1;-1,22E-08;0;0;-1,000000000000106E-08
147,2;-1,21E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
147,3;-1,21E-08;0;0;-9,999999999998218E-09
147,4;-1,20E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
147,5;-1,20E-08;0;0;-1,0000000000001226E-08
147,6;-1,19E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
147,7;-1,19E-08;0;0;-1,000000000000106E-08
147,8;-1,18E-08;9,999999999997815E-10;1,7453292519939482E-11;9,999999999995542E-09
147,9;-1,18E-08;0;0;-9,999999999998384E-09
148;-1,17E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
148,1;-1,17E-08;0;0;-1,000000000000106E-08
148,2;-1,16E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
148,3;-1,16E-08;0;0;-9,999999999998384E-09
148,4;-1,15E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
148,5;-1,15E-08;0;0;-1,000000000000106E-08
148,6;-1,14E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
148,7;-1,14E-08;0;0;-1,0000000000001226E-08
148,8;-1,13E-08;9,99999999999765E-10;1,7453292519939194E-11;9,999999999995376E-09
148,9;-1,13E-08;0;0;-9,999999999998218E-09
149;-1,12E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
149,1;-1,12E-08;0;0;-1,0000000000001226E-08
149,2;-1,11E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
149,3;-1,11E-08;0;0;-9,999999999998218E-09
149,4;-1,10E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
149,5;-1,10E-08;0;0;-1,0000000000001226E-08
149,6;-1,09E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
149,7;-1,09E-08;0;0;-1,000000000000106E-08
149,8;-1,08E-08;9,99999999999765E-10;1,7453292519939194E-11;9,999999999995376E-09
149,9;-1,08E-08;0;0;-9,999999999998218E-09
150;-1,07E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
150,1;-1,07E-08;0;0;-1,0000000000001226E-08
150,2;-1,06E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
150,3;-1,06E-08;0;0;-9,999999999998218E-09
150,4;-1,05E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
150,5;-1,05E-08;0;0;-1,0000000000001226E-08
150,6;-1,04E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
150,7;-1,04E-08;0;0;-1,000000000000106E-08
150,8;-1,03E-08;9,999999999997815E-10;1,7453292519939482E-11;9,999999999995542E-09
150,9;-1,03E-08;0;0;-9,999999999998384E-09
151;-1,02E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
151,1;-1,02E-08;0;0;-1,000000000000106E-08
151,2;-1,01E-08;1,0000000000000658E-09;1,7453292519944445E-11;1,0000000000001226E-08
151,3;-1,01E-08;0;0;-9,999999999998384E-09
151,4;-1,00E-08;1,0000000000000493E-09;1,7453292519944154E-11;1,000000000000106E-08
151,5;-1,00E-08;0;0;-1,000000000000106E-08
151,6;-9,95E-09;5,000000000000329E-10;8,726646259972223E-12;5,000000000000613E-09
151,7;-9,93E-09;2,0000000000000655E-10;3,4906585039887735E-12;-3,0000000000004342E-09
151,8;-9,86E-09;6,999999999998405E-10;1,2217304763957523E-11;4,9999999999972026E-09
151,9;-9,84E-09;2,0000000000000655E-10;3,4906585039887735E-12;-4,999999999998624E-09
152;-9,77E-09;7,000000000000395E-10;1,2217304763960995E-11;5,000000000000613E-09
152,1;-9,76E-09;1,0000000000001982E-10;1,7453292519946753E-12;-6,000000000000538E-09
152,2;-9,68E-09;8,000000000000427E-10;1,3962634015955382E-11;7,000000000000627E-09
152,3;-9,67E-09;9,999999999997485E-11;1,7453292519938906E-12;-6,9999999999990874E-09
152,4;-9,60E-09;7,000000000000395E-10;1,2217304763960995E-11;6,000000000000988E-09
152,5;-9,58E-09;2,0000000000000655E-10;3,4906585039887735E-12;-5,000000000000613E-09
152,6;-9,51E-09;7,000000000000395E-10;1,2217304763960995E-11;5,000000000000613E-09
152,7;-9,50E-09;1,0000000000000327E-10;1,7453292519943867E-12;-6,000000000000703E-09
152,8;-9,43E-09;6,999999999998405E-10;1,2217304763957523E-11;5,999999999997008E-09
152,9;-9,42E-09;1,0000000000001982E-10;1,7453292519946753E-12;-5,999999999998548E-09
153;-9,35E-09;7,000000000000395E-10;1,2217304763960995E-11;6,000000000000538E-09
153,1;-9,33E-09;2,0000000000000655E-10;3,4906585039887735E-12;-5,000000000000613E-09
153,2;-9,26E-09;7,000000000000395E-10;1,2217304763960995E-11;5,000000000000613E-09
153,3;-9,25E-09;9,999999999997485E-11;1,7453292519938906E-12;-5,999999999999282E-09
153,4;-9,18E-09;7,000000000000395E-10;1,2217304763960995E-11;6,000000000000988E-09
153,5;-9,17E-09;1,0000000000000327E-10;1,7453292519943867E-12;-6,000000000000703E-09
153,6;-9,10E-09;7,000000000000395E-10;1,2217304763960995E-11;6,000000000000703E-09
153,7;-9,09E-09;1,0000000000000327E-10;1,7453292519943867E-12;-6,000000000000703E-09
