Time;Strain;Reduced Relaxation Function;Elastic Response;Stress
11.2;0.06;0.933648371;0.85733;0.800444758
11.3;0.06;0.933450561;0.85733;0.80027517
11.4;0.06;0.933254516;0.85733;0.800107094
11.5;0.06;0.933060207;0.85733;0.799940507
11.6;0.06;0.932867605;0.85733;0.799775384
11.7;0.06;0.932676681;0.85733;0.799611699
11.8;0.06;0.932487408;0.85733;0.799449429
11.9;0.06;0.932299758;0.85733;0.799288551
12;0.06;0.932113704;0.85733;0.799129042
12.1;0.06;0.931929221;0.85733;0.798970879
12.2;0.06;0.931746283;0.85733;0.798814041
12.3;0.06;0.931564864;0.85733;0.798658505
12.4;0.06;0.931384941;0.85733;0.798504251
12.5;0.06;0.931206487;0.85733;0.798351258
12.6;0.06;0.931029481;0.85733;0.798199505
12.7;0.06;0.930853899;0.85733;0.798048973
12.8;0.06;0.930679718;0.85733;0.797899643
12.9;0.06;0.930506916;0.85733;0.797751494
13;0.06;0.93033547;0.85733;0.797604509
13.1;0.06;0.930165361;0.85733;0.797458669
13.2;0.06;0.929996566;0.85733;0.797313956
13.3;0.06;0.929829064;0.85733;0.797170352
13.4;0.06;0.929662837;0.85733;0.79702784
13.5;0.06;0.929497864;0.85733;0.796886404
13.6;0.06;0.929334126;0.85733;0.796746026
13.7;0.06;0.929171603;0.85733;0.796606691
13.8;0.06;0.929010278;0.85733;0.796468382
13.9;0.06;0.928850132;0.85733;0.796331083
14;0.06;0.928691146;0.85733;0.79619478
14.1;0.06;0.928533305;0.85733;0.796059458
14.2;0.06;0.928376589;0.85733;0.795925101
14.3;0.06;0.928220983;0.85733;0.795791696
14.4;0.06;0.928066471;0.85733;0.795659227
14.5;0.06;0.927913035;0.85733;0.795527682
14.6;0.06;0.92776066;0.85733;0.795397046
14.7;0.06;0.92760933;0.85733;0.795267307
14.8;0.06;0.927459031;0.85733;0.795138451
14.9;0.06;0.927309747;0.85733;0.795010466
15;0.06;0.927161464;0.85733;0.794883338
15.1;0.06;0.927014167;0.85733;0.794757055
15.2;0.06;0.926867842;0.85733;0.794631607
15.3;0.06;0.926722475;0.85733;0.794506979
15.4;0.06;0.926578053;0.85733;0.794383162
15.5;0.06;0.926434563;0.85733;0.794260144
15.6;0.06;0.926291991;0.85733;0.794137912
15.7;0.06;0.926150324;0.85733;0.794016458
15.8;0.06;0.926009551;0.85733;0.793895769
15.9;0.06;0.925869659;0.85733;0.793775835
16;0.06;0.925730636;0.85733;0.793656646
16.1;0.06;0.92559247;0.85733;0.793538192
16.2;0.06;0.925455149;0.85733;0.793420463
16.3;0.06;0.925318662;0.85733;0.793303449
16.4;0.06;0.925182998;0.85733;0.79318714
16.5;0.06;0.925048147;0.85733;0.793071527
16.6;0.06;0.924914096;0.85733;0.792956602
16.7;0.06;0.924780836;0.85733;0.792842354
16.8;0.06;0.924648357;0.85733;0.792728776
16.9;0.06;0.924516648;0.85733;0.792615858
17;0.06;0.924385699;0.85733;0.792503592
17.1;0.06;0.924255502;0.85733;0.792391969
17.2;0.06;0.924126045;0.85733;0.792280982
17.3;0.06;0.92399732;0.85733;0.792170622
17.4;0.06;0.923869317;0.85733;0.792060882
17.5;0.06;0.923742028;0.85733;0.791951753
17.6;0.06;0.923615444;0.85733;0.791843229
17.7;0.06;0.923489556;0.85733;0.791735301
17.8;0.06;0.923364355;0.85733;0.791627962
17.9;0.06;0.923239833;0.85733;0.791521206
18;0.06;0.923115982;0.85733;0.791415025
18.1;0.06;0.922992794;0.85733;0.791309412
18.2;0.06;0.922870261;0.85733;0.791204361
18.3;0.06;0.922748375;0.85733;0.791099864
18.4;0.06;0.922627129;0.85733;0.790995916
18.5;0.06;0.922506514;0.85733;0.79089251
18.6;0.06;0.922386525;0.85733;0.790789639
18.7;0.06;0.922267153;0.85733;0.790687298
18.8;0.06;0.922148391;0.85733;0.79058548
18.9;0.06;0.922030233;0.85733;0.79048418
19;0.06;0.921912672;0.85733;0.790383391
19.1;0.06;0.921795701;0.85733;0.790283108
19.2;0.06;0.921679313;0.85733;0.790183325
19.3;0.06;0.921563502;0.85733;0.790084037
19.4;0.06;0.921448262;0.85733;0.789985239
19.5;0.06;0.921333587;0.85733;0.789886924
19.6;0.06;0.92121947;0.85733;0.789789088
19.7;0.06;0.921105905;0.85733;0.789691725
19.8;0.06;0.920992887;0.85733;0.789594832
19.9;0.06;0.920880409;0.85733;0.789498401
20;0.06;0.920768467;0.85733;0.78940243
20.1;0.06;0.920657054;0.85733;0.789306912
20.2;0.06;0.920546166;0.85733;0.789211844
20.3;0.06;0.920435796;0.85733;0.789117221
20.4;0.06;0.920325939;0.85733;0.789023037
20.5;0.06;0.92021659;0.85733;0.788929289
20.6;0.06;0.920107745;0.85733;0.788835973
20.7;0.06;0.919999397;0.85733;0.788743083
20.8;0.06;0.919891543;0.85733;0.788650617
20.9;0.06;0.919784177;0.85733;0.788558569
21;0.06;0.919677295;0.85733;0.788466935
21.1;0.06;0.919570892;0.85733;0.788375713
21.2;0.06;0.919464963;0.85733;0.788284897
21.3;0.06;0.919359504;0.85733;0.788194483
21.4;0.06;0.91925451;0.85733;0.788104469
21.5;0.06;0.919149977;0.85733;0.78801485
21.6;0.06;0.919045901;0.85733;0.787925622
21.7;0.06;0.918942278;0.85733;0.787836783
21.8;0.06;0.918839103;0.85733;0.787748328
21.9;0.06;0.918736372;0.85733;0.787660254
22;0.06;0.918634082;0.85733;0.787572557
22.1;0.06;0.918532228;0.85733;0.787485235
22.2;0.06;0.918430807;0.85733;0.787398283
22.3;0.06;0.918329814;0.85733;0.787311699
22.4;0.06;0.918229247;0.85733;0.78722548
22.5;0.06;0.9181291;0.85733;0.787139622
22.6;0.06;0.918029372;0.85733;0.787054122
22.7;0.06;0.917930058;0.85733;0.786968977
22.8;0.06;0.917831154;0.85733;0.786884184
22.9;0.06;0.917732658;0.85733;0.78679974
23;0.06;0.917634566;0.85733;0.786715642
23.1;0.06;0.917536874;0.85733;0.786631888
23.2;0.06;0.91743958;0.85733;0.786548475
23.3;0.06;0.917342679;0.85733;0.786465399
23.4;0.06;0.91724617;0.85733;0.786382659
23.5;0.06;0.917150048;0.85733;0.786300251
23.6;0.06;0.917054311;0.85733;0.786218173
23.7;0.06;0.916958956;0.85733;0.786136422
23.8;0.06;0.916863979;0.85733;0.786054996
23.9;0.06;0.916769379;0.85733;0.785973891
24;0.06;0.916675151;0.85733;0.785893107
24.1;0.06;0.916581293;0.85733;0.78581264
24.2;0.06;0.916487803;0.85733;0.785732488
24.3;0.06;0.916394677;0.85733;0.785652648
24.4;0.06;0.916301912;0.85733;0.785573119
24.5;0.06;0.916209507;0.85733;0.785493897
24.6;0.06;0.916117459;0.85733;0.785414981
24.7;0.06;0.916025765;0.85733;0.785336369
24.8;0.06;0.915934422;0.85733;0.785258058
24.9;0.06;0.915843428;0.85733;0.785180046
25;0.06;0.91575278;0.85733;0.785102331
25.1;0.06;0.915662476;0.85733;0.785024911
25.2;0.06;0.915572514;0.85733;0.784947784
25.3;0.06;0.915482891;0.85733;0.784870947
25.4;0.06;0.915393605;0.85733;0.7847944
25.5;0.06;0.915304654;0.85733;0.784718139
25.6;0.06;0.915216035;0.85733;0.784642164
25.7;0.06;0.915127747;0.85733;0.784566471
25.8;0.06;0.915039786;0.85733;0.78449106
25.9;0.06;0.914952151;0.85733;0.784415927
26;0.06;0.91486484;0.85733;0.784341073
26.1;0.06;0.91477785;0.85733;0.784266494
26.2;0.06;0.914691179;0.85733;0.784192189
26.3;0.06;0.914604827;0.85733;0.784118156
26.4;0.06;0.914518789;0.85733;0.784044393
26.5;0.06;0.914433065;0.85733;0.7839709
26.6;0.06;0.914347653;0.85733;0.783897673
26.7;0.06;0.91426255;0.85733;0.783824712
26.8;0.06;0.914177754;0.85733;0.783752014
26.9;0.06;0.914093264;0.85733;0.783679578
27;0.06;0.914009079;0.85733;0.783607403
27.1;0.06;0.913925195;0.85733;0.783535487
27.2;0.06;0.913841612;0.85733;0.783463829
27.3;0.06;0.913758327;0.85733;0.783392426
27.4;0.06;0.913675338;0.85733;0.783321278
27.5;0.06;0.913592645;0.85733;0.783250382
27.6;0.06;0.913510245;0.85733;0.783179738
27.7;0.06;0.913428137;0.85733;0.783109344
27.8;0.06;0.913346318;0.85733;0.783039199
27.9;0.06;0.913264788;0.85733;0.7829693
28;0.06;0.913183544;0.85733;0.782899648
28.1;0.06;0.913102585;0.85733;0.782830239
28.2;0.06;0.91302191;0.85733;0.782761074
28.3;0.06;0.912941516;0.85733;0.78269215
28.4;0.06;0.912861403;0.85733;0.782623467
28.5;0.06;0.912781569;0.85733;0.782555022
28.6;0.06;0.912702012;0.85733;0.782486816
28.7;0.06;0.91262273;0.85733;0.782418845
28.8;0.06;0.912543723;0.85733;0.78235111
28.9;0.06;0.912464989;0.85733;0.782283609
29;0.06;0.912386526;0.85733;0.782216341
29.1;0.06;0.912308333;0.85733;0.782149304
29.2;0.06;0.912230409;0.85733;0.782082497
29.3;0.06;0.912152752;0.85733;0.782015919
29.4;0.06;0.912075361;0.85733;0.781949569
29.5;0.06;0.911998234;0.85733;0.781883446
29.6;0.06;0.91192137;0.85733;0.781817548
29.7;0.06;0.911844768;0.85733;0.781751875
29.8;0.06;0.911768426;0.85733;0.781686425
29.9;0.06;0.911692344;0.85733;0.781621197
30;0.06;0.911616519;0.85733;0.781556191
30.1;0.06;0.911540951;0.85733;0.781491404
30.2;0.06;0.911465639;0.85733;0.781426836
30.3;0.06;0.91139058;0.85733;0.781362486
30.4;0.06;0.911315775;0.85733;0.781298353
30.5;0.06;0.911241221;0.85733;0.781234436
30.6;0.06;0.911166917;0.85733;0.781170733
30.7;0.06;0.911092863;0.85733;0.781107244
30.8;0.06;0.911019057;0.85733;0.781043968
30.9;0.06;0.910945497;0.85733;0.780980903
31;0.06;0.910872184;0.85733;0.780918049
31.1;0.06;0.910799115;0.85733;0.780855405
31.2;0.06;0.910726289;0.85733;0.78079297
31.3;0.06;0.910653706;0.85733;0.780730742
31.4;0.06;0.910581364;0.85733;0.780668721
31.5;0.06;0.910509263;0.85733;0.780606906
31.6;0.06;0.9104374;0.85733;0.780545296
31.7;0.06;0.910365776;0.85733;0.78048389
31.8;0.06;0.910294388;0.85733;0.780422688
31.9;0.06;0.910223236;0.85733;0.780361687
32;0.06;0.910152319;0.85733;0.780300888
32.1;0.06;0.910081636;0.85733;0.780240289
32.2;0.06;0.910011185;0.85733;0.78017989
32.3;0.06;0.909940967;0.85733;0.780119689
32.4;0.06;0.909870979;0.85733;0.780059686
32.5;0.06;0.909801221;0.85733;0.779999881
32.6;0.06;0.909731691;0.85733;0.779940271
32.7;0.06;0.90966239;0.85733;0.779880856
32.8;0.06;0.909593315;0.85733;0.779821637
32.9;0.06;0.909524466;0.85733;0.77976261
33;0.06;0.909455842;0.85733;0.779703777
33.1;0.06;0.909387441;0.85733;0.779645135
33.2;0.06;0.909319264;0.85733;0.779586685
33.3;0.06;0.909251309;0.85733;0.779528425
33.4;0.06;0.909183575;0.85733;0.779470354
33.5;0.06;0.909116061;0.85733;0.779412473
33.6;0.06;0.909048767;0.85733;0.779354779
33.7;0.06;0.908981691;0.85733;0.779297273
33.8;0.06;0.908914832;0.85733;0.779239953
33.9;0.06;0.90884819;0.85733;0.779182819
34;0.06;0.908781764;0.85733;0.77912587
34.1;0.06;0.908715553;0.85733;0.779069105
34.2;0.06;0.908649556;0.85733;0.779012524
34.3;0.06;0.908583772;0.85733;0.778956125
34.4;0.06;0.908518201;0.85733;0.778899909
34.5;0.06;0.90845284;0.85733;0.778843874
34.6;0.06;0.908387691;0.85733;0.778788019
34.7;0.06;0.908322751;0.85733;0.778732344
34.8;0.06;0.908258021;0.85733;0.778676849
34.9;0.06;0.908193498;0.85733;0.778621532
35;0.06;0.908129183;0.85733;0.778566393
35.1;0.06;0.908065075;0.85733;0.77851143
35.2;0.06;0.908001172;0.85733;0.778456645
35.3;0.06;0.907937474;0.85733;0.778402035
35.4;0.06;0.907873981;0.85733;0.7783476
35.5;0.06;0.90781069;0.85733;0.778293339
35.6;0.06;0.907747603;0.85733;0.778239252
35.7;0.06;0.907684717;0.85733;0.778185338
35.8;0.06;0.907622032;0.85733;0.778131597
35.9;0.06;0.907559548;0.85733;0.778078027
36;0.06;0.907497263;0.85733;0.778024629
36.1;0.06;0.907435177;0.85733;0.777971401
36.2;0.06;0.907373289;0.85733;0.777918342
36.3;0.06;0.907311599;0.85733;0.777865453
36.4;0.06;0.907250105;0.85733;0.777812733
36.5;0.06;0.907188807;0.85733;0.77776018
36.6;0.06;0.907127704;0.85733;0.777707795
36.7;0.06;0.907066796;0.85733;0.777655576
36.8;0.06;0.907006081;0.85733;0.777603523
36.9;0.06;0.906945559;0.85733;0.777551636
37;0.06;0.90688523;0.85733;0.777499914
37.1;0.06;0.906825092;0.85733;0.777448356
37.2;0.06;0.906765145;0.85733;0.777396961
37.3;0.06;0.906705388;0.85733;0.77734573
37.4;0.06;0.906645821;0.85733;0.777294661
37.5;0.06;0.906586442;0.85733;0.777243754
37.6;0.06;0.906527252;0.85733;0.777193009
37.7;0.06;0.906468249;0.85733;0.777142424
37.8;0.06;0.906409433;0.85733;0.777091999
37.9;0.06;0.906350803;0.85733;0.777041734
38;0.06;0.906292358;0.85733;0.776991627
38.1;0.06;0.906234099;0.85733;0.77694168
38.2;0.06;0.906176023;0.85733;0.77689189
38.3;0.06;0.906118131;0.85733;0.776842257
38.4;0.06;0.906060422;0.85733;0.776792781
38.5;0.06;0.906002895;0.85733;0.776743462
38.6;0.06;0.905945549;0.85733;0.776694298
38.7;0.06;0.905888385;0.85733;0.776645289
38.8;0.06;0.9058314;0.85733;0.776596434
38.9;0.06;0.905774596;0.85733;0.776547734
39;0.06;0.90571797;0.85733;0.776499187
39.1;0.06;0.905661523;0.85733;0.776450793
39.2;0.06;0.905605253;0.85733;0.776402552
39.3;0.06;0.905549161;0.85733;0.776354462
39.4;0.06;0.905493245;0.85733;0.776306524
39.5;0.06;0.905437505;0.85733;0.776258736
39.6;0.06;0.905381941;0.85733;0.776211099
39.7;0.06;0.905326551;0.85733;0.776163612
39.8;0.06;0.905271335;0.85733;0.776116274
39.9;0.06;0.905216293;0.85733;0.776069085
40;0.06;0.905161424;0.85733;0.776022044
40.1;0.06;0.905106727;0.85733;0.77597515
40.2;0.06;0.905052202;0.85733;0.775928404
40.3;0.06;0.904997848;0.85733;0.775881805
40.4;0.06;0.904943665;0.85733;0.775835352
40.5;0.06;0.904889651;0.85733;0.775789045
40.6;0.06;0.904835807;0.85733;0.775742883
40.7;0.06;0.904782132;0.85733;0.775696866
40.8;0.06;0.904728626;0.85733;0.775650993
40.9;0.06;0.904675286;0.85733;0.775605263
41;0.06;0.904622114;0.85733;0.775559677
41.1;0.06;0.904569109;0.85733;0.775514234
41.2;0.06;0.90451627;0.85733;0.775468933
41.3;0.06;0.904463596;0.85733;0.775423775
41.4;0.06;0.904411087;0.85733;0.775378757
41.5;0.06;0.904358742;0.85733;0.77533388
41.6;0.06;0.904306561;0.85733;0.775289144
41.7;0.06;0.904254544;0.85733;0.775244548
