Time,Strain,Reduced Relaxation Function,Elastic Response,Stress,Stress by dG,Stress by Integral Derivative
0,0,1,0,0,0,0
0.1,0.0001,1,0.010000050000069649,0.010000050000069649,0.016666783333822245,0.007717970008820492
0.2,0.0002,1,0.020000200001257795,0.020000200001257795,0.023333650002695567,0.006307697232821799
0.30000000000000004,0.00030000000000000003,1,0.030000450004452617,0.030000450004452617,0.03666728334058197,0.00033325037142349634
0.4,0.0004,1,0.04000080001076434,0.04000080001076434,0.04333435001554104,-0.014769576199708742
0.5,0.0005,1,0.05000125002085909,0.05000125002085909,0.05666818336121556,-0.03443671378274553
0.6,0.0006,1,0.06000180003606914,0.06000180003606914,0.06333545004618318,-0.0632323680029646
0.7,0.0007,1,0.07000245005706063,0.07000245005706063,0.07666948340371664,-0.09659247016405673
0.7999999999999999,0.0007999999999999999,1,0.08000320008538786,0.08000320008538786,0.0833369501029857,-0.13908122589234445
0.8999999999999999,0.0009,1,0.09000405012149493,0.09000405012149493,0.09667118347637484,-0.18613456649341265
0.9999999999999999,0.0009999999999999998,1,0.1000050001667141,0.1000050001667141,0.10333885019372012,-0.24231669759487018
1.0999999999999999,0.0010999999999999998,1,0.11000605022193355,0.11000605022193355,0.11667328358710982,-0.30306355050337797
1.2,0.0012,1,0.12000720028804146,0.12000720028804146,0.12334115032630599,-0.3729393308483061
1.3,0.0013000000000000002,1,0.13000845036614805,0.13000845036614805,0.13667578374369313,-0.44737996993736084
1.4000000000000001,0.0014000000000000002,1,0.14000980045736355,0.14000980045736355,0.143343850509033,-0.5309496734011594
1.5000000000000002,0.0015000000000000002,1,0.15001125056257614,0.15001125056257614,0.1566786839544143,-0.6190843725490993
1.6000000000000003,0.0016000000000000003,1,0.16001280068267398,0.16001280068267398,0.16334695074959882,-0.7163482730132873
1.7000000000000004,0.0017000000000000003,1,0.17001445081876732,0.17001445081876732,0.17668198422697096,-0.8181773061041651
1.8000000000000005,0.0018000000000000006,1,0.18001620097196636,0.18001620097196636,0.18335045105629305,-0.9291356774550872
1.9000000000000006,0.0019000000000000006,1,0.19001805114315928,0.19001805114315928,0.19668568456972707,-1.0446593183781865
2.0000000000000004,0.0020000000000000005,1,0.20002000133345632,0.20002000133345632,0.2033543514371089,-1.1693124345081352
2.1000000000000005,0.0021000000000000007,1,0.2100220515435236,0.2100220515435236,0.21668978499030572,-1.2985309571586565
2.2000000000000006,0.0022000000000000006,1,0.2200242017746934,0.2200242017746934,0.2233586518997449,-1.4368790919653656
2.3000000000000007,0.002300000000000001,1,0.23002645202785388,0.23002645202785388,0.23669428549699667,-1.5797927702433354
2.400000000000001,0.0024000000000000007,1,0.24002880230411527,0.24002880230411527,0.24336335245256357,-1.7318361976297703
2.500000000000001,0.002500000000000001,1,0.25003125260436576,0.25003125260436576,0.2566991860977935,-1.8884453054411625
2.600000000000001,0.002600000000000001,1,0.2600338029294935,0.2600338029294935,0.2633684531032632,-2.054184299316205
2.700000000000001,0.002700000000000001,1,0.2700364532808308,0.2700364532808308,0.2767044868006163,-2.224489110572264
2.800000000000001,0.0028000000000000013,1,0.28003920365882173,0.28003920365882173,0.28337395385976294,-2.403923944849996
2.9000000000000012,0.002900000000000001,1,0.2900420540650206,0.2900420540650206,0.29671018761331047,-2.587924733467609
3.0000000000000013,0.0030000000000000014,1,0.30004500450031557,0.30004500450031557,0.30337985473064877,-2.781055682067039
3.1000000000000014,0.0031000000000000016,1,0.31004805496559484,0.31004805496559484,0.3167162885441649,-2.978752721968529
3.2000000000000015,0.0032000000000000015,1,0.3200512054617466,0.3200512054617466,0.32338615572339746,-3.18558005881523
3.3000000000000016,0.0033000000000000017,1,0.3300544559901031,0.3300544559901031,0.33672278960109936,-3.3969736239282584
3.4000000000000017,0.0034000000000000015,1,0.34005780655133044,0.34005780655133044,0.3433928568462208,-3.6174976229525573
3.5000000000000018,0.003500000000000002,1,0.3500612571465389,0.3500612571465389,0.3567296907918127,-3.8425879872106323
3.600000000000002,0.003600000000000002,1,0.36006480777661665,0.36006480777661665,0.36339995810682146,-4.076808922348572
3.700000000000002,0.003700000000000002,1,0.37006845844289593,0.37006845844289593,0.3767369921246666,-4.315596359690027
3.800000000000002,0.003800000000000002,1,0.38007220914626494,0.38007220914626494,0.38340745951378263,-4.5635145048827095
3.900000000000002,0.0039000000000000024,1,0.3900760598873898,0.3900760598873898,0.3967446936074348,-4.815999289252205
4.000000000000002,0.004000000000000002,1,0.40008001066782484,0.40008001066782484,0.40341536107479925,-5.077614918446719
4.100000000000001,0.004100000000000001,1,0.41008406148801413,0.41008406148801413,0.4167527952482575,-5.343797323793731
4.200000000000001,0.0042000000000000015,1,0.42008821234928995,0.42008821234928995,0.4234236627976473,-5.61911071094274
4.300000000000001,0.004300000000000001,1,0.43009246325254047,0.43009246325254047,0.43676129705512823,-5.8989910112222965
4.4,0.0044,1,0.4400968141988759,0.4400968141988759,0.44343236469061353,-6.1880024302834915
4.5,0.0045000000000000005,1,0.4501012651891845,0.4501012651891845,0.45677019903611615,-6.481580899456291
4.6,0.0046,1,0.46010581622457636,0.46010581622457636,0.46344146676169373,-6.784290624393106
4.699999999999999,0.004699999999999999,1,0.47011046730593975,0.47011046730593975,0.4767795011991427,-7.091567536425321
4.799999999999999,0.004799999999999999,1,0.4801152184341628,0.4801152184341628,0.48345096901858176,-7.407975841206841
4.899999999999999,0.004899999999999999,1,0.49012006961057786,0.49012006961057786,0.4967892035521926,-7.728951470069912
