Time;Numerical;Experimental
268;0,81716071;0,81695
270;0,81705389;0,81685
272;0,81694837;0,81682
274;0,81684414;0,81668
276;0,81674118;0,81649
278;0,81663948;0,81626
280;0,81653901;0,81633
282;0,81643977;0,81626
284;0,81634174;0,81627
286;0,81624491;0,81605
288;0,81614926;0,81572
290;0,81605477;0,81586
292;0,81596143;0,81593
294;0,81586924;0,81577
296;0,81577816;
298;0,8156882;
300;0,81559934;
302;0,81551155;
304;0,81542484;
306;0,81533919;
308;0,81525458;
310;0,815171;
312;0,81508844;
314;0,81500689;
316;0,81492633;
318;0,81484675;
320;0,81476815;
322;0,8146905;
324;0,8146138;
326;0,81453803;
328;0,81446319;
330;0,81438926;
332;0,81431624;
334;0,8142441;
336;0,81417284;
338;0,81410245;
340;0,81403292;
342;0,81396424;
344;0,8138964;
346;0,81382938;
348;0,81376318;
350;0,81369778;
352;0,81363319;
354;0,81356938;
356;0,81350635;
358;0,81344409;
360;0,81338258;
362;0,81332183;
364;0,81326182;
366;0,81320254;
368;0,81314398;
370;0,81308614;
372;0,813029;
374;0,81297256;
376;0,8129168;
378;0,81286173;
380;0,81280733;
382;0,81275359;
384;0,8127005;
386;0,81264807;
388;0,81259627;
390;0,81254511;
392;0,81249456;
394;0,81244464;
396;0,81239532;
398;0,81234661;
400;0,81229849;
402;0,81225095;
404;0,812204;
406;0,81215761;
408;0,8121118;
410;0,81206654;
412;0,81202183;
414;0,81197767;
416;0,81193405;
418;0,81189096;
420;0,81184839;
422;0,81180635;
424;0,81176481;
426;0,81172379;
428;0,81168326;
430;0,81164323;
432;0,81160368;
434;0,81156462;
436;0,81152603;
438;0,81148792;
440;0,81145026;
442;0,81141307;
444;0,81137633;
446;0,81134004;
448;0,81130419;
450;0,81126878;
452;0,8112338;
454;0,81119925;
456;0,81116512;
458;0,8111314;
460;0,8110981;
462;0,8110652;
464;0,81103271;
466;0,8110006;
468;0,8109689;
470;0,81093757;
472;0,81090663;
474;0,81087607;
476;0,81084588;
478;0,81081606;
480;0,8107866;
482;0,8107575;
484;0,81072875;
486;0,81070036;
488;0,81067231;
490;0,8106446;
492;0,81061723;
494;0,8105902;
496;0,81056349;
498;0,81053711;
500;0,81051106;
502;0,81048532;
504;0,81045989;
506;0,81043477;
508;0,81040996;
510;0,81038545;
512;0,81036125;
514;0,81033733;
516;0,81031371;
518;0,81029038;
520;0,81026733;
522;0,81024456;
524;0,81022207;
526;0,81019985;
528;0,81017791;
530;0,81015623;
532;0,81013481;
534;0,81011366;
536;0,81009277;
538;0,81007213;
540;0,81005174;
542;0,8100316;
544;0,8100117;
546;0,80999205;
548;0,80997264;
550;0,80995346;
552;0,80993452;
554;0,80991581;
556;0,80989733;
558;0,80987907;
560;0,80986104;
562;0,80984322;
564;0,80982563;
566;0,80980824;
568;0,80979107;
570;0,80977411;
572;0,80975736;
574;0,80974081;
576;0,80972446;
578;0,80970831;
580;0,80969236;
582;0,8096766;
584;0,80966103;
586;0,80964566;
588;0,80963047;
590;0,80961547;
592;0,80960065;
594;0,80958601;
596;0,80957155;
598;0,80955726;
600;0,80954315;
602;0,80952921;
604;0,80951544;
606;0,80950184;
608;0,80948841;
610;0,80947514;
612;0,80946203;
614;0,80944908;
616;0,80943629;
618;0,80942365;
620;0,80941117;
622;0,80939884;
624;0,80938666;
626;0,80937463;
628;0,80936275;
630;0,80935101;
632;0,80933941;
634;0,80932796;
636;0,80931664;
638;0,80930547;
640;0,80929443;
642;0,80928352;
644;0,80927275;
646;0,80926211;
648;0,80925159;
650;0,80924121;
652;0,80923095;
654;0,80922082;
656;0,80921081;
658;0,80920093;
660;0,80919116;
662;0,80918152;
664;0,80917199;
666;0,80916257;
668;0,80915328;
670;0,80914409;
672;0,80913502;
674;0,80912606;
676;0,8091172;
678;0,80910846;
680;0,80909982;
682;0,80909129;
684;0,80908286;
686;0,80907453;
688;0,80906631;
690;0,80905818;
692;0,80905016;
694;0,80904223;
696;0,8090344;
698;0,80902666;
700;0,80901902;
702;0,80901148;
704;0,80900402;
706;0,80899665;
708;0,80898938;
710;0,80898219;
712;0,80897509;
714;0,80896808;
716;0,80896116;
718;0,80895431;
720;0,80894755;
722;0,80894088;
724;0,80893428;
726;0,80892777;
728;0,80892133;
730;0,80891498;
732;0,8089087;
734;0,8089025;
736;0,80889637;
738;0,80889032;
740;0,80888434;
742;0,80887843;
744;0,8088726;
746;0,80886684;
748;0,80886114;
750;0,80885552;
752;0,80884997;
754;0,80884448;
756;0,80883906;
758;0,80883371;
760;0,80882842;
762;0,8088232;
764;0,80881804;
766;0,80881294;
768;0,8088079;
770;0,80880293;
772;0,80879802;
774;0,80879316;
776;0,80878837;
778;0,80878363;
780;0,80877896;
782;0,80877434;
784;0,80876977;
786;0,80876526;
788;0,80876081;
790;0,80875641;
792;0,80875206;
794;0,80874777;
796;0,80874353;
798;0,80873934;
800;0,8087352;
802;0,80873112;
804;0,80872708;
806;0,80872309;
808;0,80871915;
810;0,80871526;
812;0,80871142;
814;0,80870762;
816;0,80870387;
818;0,80870016;
820;0,8086965;
822;0,80869289;
824;0,80868932;
826;0,80868579;
828;0,80868231;
830;0,80867886;
832;0,80867546;
834;0,8086721;
836;0,80866879;
838;0,80866551;
840;0,80866227;
842;0,80865907;
844;0,80865592;
846;0,80865279;
848;0,80864971;
850;0,80864667;
852;0,80864366;
854;0,80864069;
856;0,80863775;
858;0,80863486;
860;0,80863199;
862;0,80862916;
864;0,80862637;
866;0,80862361;
868;0,80862088;
870;0,80861819;
872;0,80861553;
874;0,8086129;
876;0,8086103;
878;0,80860774;
880;0,80860521;
882;0,80860271;
884;0,80860023;
886;0,80859779;
888;0,80859538;
890;0,808593;
892;0,80859065;
894;0,80858832;
896;0,80858602;
898;0,80858376;
900;0,80858152;
902;0,8085793;
904;0,80857712;
906;0,80857496;
908;0,80857282;
910;0,80857072;
912;0,80856863;
914;0,80856658;
916;0,80856455;
918;0,80856254;
920;0,80856056;
922;0,8085586;
924;0,80855667;
926;0,80855476;
928;0,80855287;
930;0,80855101;
932;0,80854917;
934;0,80854735;
936;0,80854555;
938;0,80854378;
940;0,80854202;
942;0,80854029;
944;0,80853858;
946;0,80853689;
948;0,80853522;
950;0,80853357;
952;0,80853194;
954;0,80853033;
956;0,80852875;
958;0,80852718;
960;0,80852563;
962;0,80852409;
964;0,80852258;
966;0,80852109;
968;0,80851961;
970;0,80851815;
972;0,80851671;
974;0,80851529;
976;0,80851388;
978;0,80851249;
980;0,80851112;
982;0,80850977;
984;0,80850843;
986;0,80850711;
988;0,8085058;
990;0,80850451;
992;0,80850324;
994;0,80850198;
996;0,80850073;
998;0,80849951;
1000;0,80849829;
1002;0,80849709;
1004;0,80849591;
1006;0,80849474;
1008;0,80849358;
1010;0,80849244;
1012;0,80849132;
1014;0,8084902;
1016;0,8084891;
1018;0,80848802;
1020;0,80848694;
1022;0,80848588;
1024;0,80848484;
1026;0,8084838;
1028;0,80848278;
1030;0,80848177;
1032;0,80848077;
1034;0,80847979;
1036;0,80847882;
1038;0,80847786;
1040;0,80847691;
1042;0,80847597;
1044;0,80847504;
1046;0,80847413;
1048;0,80847322;
1050;0,80847233;
1052;0,80847145;
1054;0,80847058;
1056;0,80846972;
1058;0,80846887;
1060;0,80846803;
1062;0,8084672;
1064;0,80846638;
1066;0,80846557;
1068;0,80846477;
1070;0,80846398;
1072;0,8084632;
1074;0,80846243;
1076;0,80846167;
1078;0,80846092;
1080;0,80846017;
1082;0,80845944;
1084;0,80845871;
1086;0,808458;
1088;0,80845729;
1090;0,80845659;
1092;0,8084559;
1094;0,80845522;
1096;0,80845455;
1098;0,80845388;
1100;0,80845323;
1102;0,80845258;
1104;0,80845194;
1106;0,8084513;
1108;0,80845068;
1110;0,80845006;
1112;0,80844945;
1114;0,80844885;
1116;0,80844825;
1118;0,80844766;
1120;0,80844708;
1122;0,80844651;
1124;0,80844594;
1126;0,80844538;
1128;0,80844483;
1130;0,80844428;
1132;0,80844374;
1134;0,80844321;
1136;0,80844268;
1138;0,80844216;
1140;0,80844164;
1142;0,80844114;
1144;0,80844064;
1146;0,80844014;
1148;0,80843965;
1150;0,80843917;
1152;0,80843869;
1154;0,80843822;
1156;0,80843775;
1158;0,80843729;
1160;0,80843684;
1162;0,80843639;
1164;0,80843594;
1166;0,80843551;
1168;0,80843507;
1170;0,80843465;
1172;0,80843422;
1174;0,80843381;
1176;0,80843339;
1178;0,80843299;
1180;0,80843258;
1182;0,80843219;
1184;0,80843179;
1186;0,80843141;
1188;0,80843102;
1190;0,80843065;
1192;0,80843027;
1194;0,8084299;
1196;0,80842954;
1198;0,80842918;
1200;0,80842882;
1202;0,80842847;
1204;0,80842812;
1206;0,80842778;
1208;0,80842744;
1210;0,80842711;
1212;0,80842678;
1214;0,80842645;
1216;0,80842613;
1218;0,80842581;
1220;0,80842549;
1222;0,80842518;
1224;0,80842488;
1226;0,80842457;
1228;0,80842427;
1230;0,80842398;
1232;0,80842369;
1234;0,8084234;
1236;0,80842311;
1238;0,80842283;
1240;0,80842255;
1242;0,80842228;
1244;0,808422;
1246;0,80842174;
1248;0,80842147;
1250;0,80842121;
1252;0,80842095;
1254;0,8084207;
1256;0,80842044;
1258;0,80842019;
1260;0,80841995;
1262;0,8084197;
1264;0,80841946;
1266;0,80841923;
1268;0,80841899;
1270;0,80841876;
1272;0,80841853;
1274;0,80841831;
1276;0,80841808;
1278;0,80841786;
1280;0,80841764;
1282;0,80841743;
1284;0,80841722;
1286;0,80841701;
1288;0,8084168;
1290;0,80841659;
1292;0,80841639;
1294;0,80841619;
1296;0,808416;
1298;0,8084158;
1300;0,80841561;
1302;0,80841542;
1304;0,80841523;
1306;0,80841504;
1308;0,80841486;
1310;0,80841468;
1312;0,8084145;
1314;0,80841432;
1316;0,80841415;
1318;0,80841398;
1320;0,80841381;
1322;0,80841364;
1324;0,80841347;
1326;0,80841331;
1328;0,80841314;
1330;0,80841298;
1332;0,80841283;
1334;0,80841267;
1336;0,80841251;
1338;0,80841236;
1340;0,80841221;
1342;0,80841206;
1344;0,80841192;
1346;0,80841177;
1348;0,80841163;
1350;0,80841148;
1352;0,80841134;
1354;0,80841121;
1356;0,80841107;
1358;0,80841093;
1360;0,8084108;
1362;0,80841067;
1364;0,80841054;
1366;0,80841041;
1368;0,80841028;
1370;0,80841016;
1372;0,80841004;
1374;0,80840991;
1376;0,80840979;
1378;0,80840967;
1380;0,80840955;
1382;0,80840944;
1384;0,80840932;
1386;0,80840921;
1388;0,8084091;
1390;0,80840899;
1392;0,80840888;
1394;0,80840877;
1396;0,80840866;
1398;0,80840856;
1400;0,80840845;
1402;0,80840835;
1404;0,80840825;
1406;0,80840815;
1408;0,80840805;
1410;0,80840795;
1412;0,80840785;
1414;0,80840776;
1416;0,80840766;
1418;0,80840757;
1420;0,80840748;
1422;0,80840738;
1424;0,80840729;
1426;0,80840721;
1428;0,80840712;
1430;0,80840703;
1432;0,80840695;
1434;0,80840686;
1436;0,80840678;
1438;0,80840669;
1440;0,80840661;
1442;0,80840653;
1444;0,80840645;
1446;0,80840637;
1448;0,8084063;
1450;0,80840622;
1452;0,80840614;
1454;0,80840607;
1456;0,80840599;
1458;0,80840592;
1460;0,80840585;
1462;0,80840578;
1464;0,80840571;
1466;0,80840564;
1468;0,80840557;
1470;0,8084055;
1472;0,80840543;
1474;0,80840537;
1476;0,8084053;
1478;0,80840524;
1480;0,80840517;
1482;0,80840511;
1484;0,80840505;
1486;0,80840499;
1488;0,80840493;
1490;0,80840487;
1492;0,80840481;
1494;0,80840475;
1496;0,80840469;
1498;0,80840463;
1500;0,80840458;
1502;0,80840452;
1504;0,80840447;
1506;0,80840441;
1508;0,80840436;
1510;0,8084043;
1512;0,80840425;
1514;0,8084042;
1516;0,80840415;
1518;0,8084041;
1520;0,80840405;
1522;0,808404;
1524;0,80840395;
1526;0,8084039;
1528;0,80840385;
1530;0,80840381;
1532;0,80840376;
1534;0,80840372;
1536;0,80840367;
1538;0,80840362;
1540;0,80840358;
1542;0,80840354;
1544;0,80840349;
1546;0,80840345;
1548;0,80840341;
1550;0,80840337;
1552;0,80840333;
1554;0,80840329;
1556;0,80840325;
1558;0,80840321;
1560;0,80840317;
1562;0,80840313;
1564;0,80840309;
1566;0,80840305;
1568;0,80840302;
1570;0,80840298;
1572;0,80840294;
1574;0,80840291;
1576;0,80840287;
1578;0,80840284;
1580;0,8084028;
1582;0,80840277;
1584;0,80840273;
1586;0,8084027;
1588;0,80840267;
1590;0,80840263;
1592;0,8084026;
1594;0,80840257;
1596;0,80840254;
1598;0,80840251;
1600;0,80840248;
1602;0,80840245;
1604;0,80840242;
1606;0,80840239;
1608;0,80840236;
1610;0,80840233;
1612;0,8084023;
1614;0,80840227;
1616;0,80840225;
1618;0,80840222;
1620;0,80840219;
1622;0,80840217;
1624;0,80840214;
1626;0,80840211;
1628;0,80840209;
1630;0,80840206;
1632;0,80840204;
1634;0,80840201;
1636;0,80840199;
1638;0,80840196;
1640;0,80840194;
1642;0,80840192;
1644;0,80840189;
1646;0,80840187;
1648;0,80840185;
1650;0,80840182;
1652;0,8084018;
1654;0,80840178;
1656;0,80840176;
1658;0,80840174;
1660;0,80840172;
1662;0,80840169;
1664;0,80840167;
1666;0,80840165;
1668;0,80840163;
1670;0,80840161;
1672;0,80840159;
1674;0,80840157;
1676;0,80840155;
1678;0,80840154;
1680;0,80840152;
1682;0,8084015;
1684;0,80840148;
1686;0,80840146;
1688;0,80840144;
1690;0,80840143;
1692;0,80840141;
1694;0,80840139;
1696;0,80840138;
1698;0,80840136;
1700;0,80840134;
1702;0,80840133;
1704;0,80840131;
1706;0,80840129;
1708;0,80840128;
1710;0,80840126;
1712;0,80840125;
1714;0,80840123;
1716;0,80840122;
1718;0,8084012;
1720;0,80840119;
1722;0,80840117;
1724;0,80840116;
1726;0,80840114;
1728;0,80840113;
1730;0,80840112;
1732;0,8084011;
1734;0,80840109;
1736;0,80840108;
1738;0,80840106;
1740;0,80840105;
1742;0,80840104;
1744;0,80840102;
1746;0,80840101;
1748;0,808401;
1750;0,80840099;
1752;0,80840098;
1754;0,80840096;
1756;0,80840095;
1758;0,80840094;
1760;0,80840093;
1762;0,80840092;
1764;0,80840091;
1766;0,8084009;
1768;0,80840088;
1770;0,80840087;
1772;0,80840086;
1774;0,80840085;
1776;0,80840084;
1778;0,80840083;
1780;0,80840082;
1782;0,80840081;
1784;0,8084008;
1786;0,80840079;
1788;0,80840078;
1790;0,80840077;
1792;0,80840076;
1794;0,80840075;
1796;0,80840074;
1798;0,80840074;
1800;0,80840073;
