Time;Stress
0;0,91316
2;0,88778
4;0,87938
6;0,8739
8;0,8701
10;0,86693
12;0,86415
14;0,86188
16;0,85982
18;0,85823
20;0,8564
22;0,85485
24;0,85381
26;0,85277
28;0,85151
30;0,85075
32;0,84948
34;0,84876
36;0,84774
38;0,84698
40;0,84617
42;0,8455
44;0,84471
46;0,84421
48;0,84358
50;0,8429
52;0,84217
54;0,84153
56;0,84139
58;0,84057
60;0,84011
62;0,83979
64;0,83965
66;0,83902
68;0,83855
70;0,83806
72;0,83787
74;0,8374
76;0,83696
78;0,83645
80;0,83627
82;0,83561
84;0,83519
86;0,83525
88;0,83505
90;0,83446
92;0,83414
94;0,83383
96;0,83339
98;0,83311
100;0,83264
102;0,83238
104;0,83208
106;0,83169
108;0,83122
110;0,83108
112;0,83089
114;0,83042
116;0,83028
118;0,83014
120;0,82995
122;0,82954
124;0,82943
126;0,8291
128;0,82883
130;0,8287
132;0,82846
134;0,82812
136;0,82793
138;0,82788
140;0,82757
142;0,82723
144;0,82725
146;0,82681
148;0,82679
150;0,8266
152;0,82616
154;0,82591
156;0,82563
158;0,82556
160;0,8254
162;0,82533
164;0,82494
166;0,82464
168;0,82463
170;0,82421
172;0,8242
174;0,82388
176;0,8237
178;0,82356
180;0,82345
182;0,8231
184;0,82295
186;0,82277
188;0,82257
190;0,82249
192;0,82249
194;0,82227
196;0,82203
198;0,82183
200;0,82169
202;0,82172
204;0,82149
206;0,82141
208;0,82127
210;0,82101
212;0,82083
214;0,82081
216;0,8207
218;0,82062
220;0,82022
222;0,81998
224;0,81972
226;0,81968
228;0,81964
230;0,81961
232;0,81941
234;0,81914
236;0,81898
238;0,81902
240;0,81868
242;0,81899
244;0,81844
246;0,81854
248;0,81831
250;0,81825
252;0,81792
254;0,81792
256;0,81784
258;0,8177
260;0,81754
262;0,8175
264;0,81719
266;0,81714
268;0,81695
270;0,81685
272;0,81682
274;0,81668
276;0,81649
278;0,81626
280;0,81633
282;0,81626
284;0,81627
286;0,81605
288;0,81572
290;0,81586
292;0,81593
294;0,81577
