Time,Stress,Time,Derivative,Second Derivative
0,2.02609,,
0.1,2.02253,-0.035599999999997856,
0.4,2.00862,-0.029399999999997196,0.020666666666668863
0.9,1.99265,-0.019299999999999876,0.02019999999999464
1.2,1.98609,-0.01600000000000048,0.010999999999997992
1.3,1.98459,-0.014999999999998334,0.010000000000021441
1.6,1.9796,-0.009099999999999655,0.01966666666666226
2.6,1.96449,-0.007699999999999367,0.0014000000000002882
2.8,1.96199,-0.007600000000000966,0.0004999999999920049
3.3,1.95684,-0.0043000000000015404,0.006599999999998852
5,1.94072,-0.0009999999999998933,0.001941176470589204
5.9,1.93391,0.0012000000000011938,0.0024444444444456518
6.4,1.93033,0.005700000000001784,0.00900000000000118
9.3,1.91376,0.0058999999999986,6.896551724028122E-05
10.4,1.90876,0.006600000000001073,0.0006363636363658847
11.7,1.90244,0.008399999999999548,0.0013846153846142132
12,1.90231,0.012299999999998467,0.012999999999996363
28,1.85544,0.01459999999999996,0.00014375000000009335
41.4,1.83127,0.015300000000000097,5.223880597015943E-05
106.6,1.76627,0.01640000000000179,1.6871165644197782E-05
212.9,1.70966,0.016799999999999992,3.7629350893527788E-06
