Time;Stress;Time;Derivative;Second Derivative
120,3;1,75599;-0,007;0,000208194;sim
120,4;1,75517;-0,0082;0,000197995;sim
120,5;1,75571;0,0054;0,000311352;sim
120,6;1,75555;-0,0016;0,000252711;sim
120,7;1,75552;-0,0003;0,000263333;sim
120,8;1,75508;-0,0044;0,000228976;sim
120,9;1,75504;-0,0004;0,000262063;sim
121;1,75545;0,0041;0,000299252;sim
121,1;1,75639;0,0094;0,000343023;sim
121,2;1,75448;-0,0191;0,000106224;sim
121,3;1,75475;0,0027;0,000286899;sim
121,4;1,75584;0,0109;0,000354598;sim
121,5;1,7551;-0,0074;0,000202815;sim
121,6;1,75539;0,0029;0,000287841;sim
121,7;1,75534;-0,0005;0,000259504;sim
121,8;1,75464;-0,007;0,000205615;sim
121,9;1,75448;-0,0016;0,00025;sim
122;1,75487;0,0039;0,000295136;sim
122,1;1,75476;-0,0011;0,000253707;sim
122,2;1,75466;-0,001;0,000254321;sim
122,3;1,75502;0,0036;0,000291941;sim
122,4;1,75447;-0,0055;0,000216927;sim
122,5;1,75426;-0,0021;0,000244663;sim
122,6;1,75423;-0,0003;0,000259229;sim
122,7;1,75494;0,0071;0,000319672;sim
122,8;1,75415;-0,0079;0,00019656;sim
122,9;1,75445;0,003;0,000285597;sim
123;1,75441;-0,0004;0,000257563;sim
123,1;1,75371;-0,007;0,000203431;sim
123,2;1,75396;0,0025;0,000280816;sim
123,3;1,754;0,0004;0,000263458;sim
123,4;1,75405;0,0005;0,000264059;sim
123,5;1,75416;0,0011;0,00026873;sim
123,6;1,75343;-0,0073;0,000200163;sim
123,7;1,75398;0,0055;0,000304065;sim
123,8;1,75452;0,0054;0,000303006;sim
123,9;1,75305;-0,0147;0,00013961;sim
124;1,75331;0,0026;0,000279805;sim
124,1;1,75407;0,0076;0,000320097;sim
124,2;1,75408;0,0001;0,000259109;sim
124,3;1,75349;-0,0059;0,000210356;sim
124,4;1,75338;-0,0011;0,000248989;sim
124,5;1,75305;-0,0033;0,000231018;sim
124,6;1,75374;0,0069;0,000313156;sim
124,7;1,75276;-0,0098;0,000178226;sim
124,8;1,75335;0,0059;0,000304593;sim
124,9;1,75356;0,0021;0,000273752;sim
125;1,75318;-0,0038;0,000226066;sim
125,1;1,75196;-0,0122;0,00015836;sim
125,2;1,75311;0,0115;0,000348594;sim
125,3;1,75275;-0,0036;0,000227127;sim
125,4;1,75317;0,0042;0,000289495;sim
125,5;1,75198;-0,0119;0,000160256;sim
125,6;1,7532;0,0122;0,000353082;sim
125,7;1,7525;-0,007;0,0001992;sim
125,8;1,75164;-0,0086;0,000186251;sim
125,9;1,75255;0,0091;0,000327476;sim
126;1,75256;1,00E-04;0,000255387;sim
126,1;1,7522;-0,0036;0,000225678;sim
126,2;1,75179;-0,0041;0,000221514;sim
126,3;1,75245;0,0066;0,000306529;sim
126,4;1,75225;-0,002;0,000237868;sim
126,5;1,75238;0,0013;0,000263911;sim
126,6;1,75164;-0,0074;0,000194599;sim
126,7;1,75176;0,0012;0,000262698;sim
126,8;1,75183;0,0007;0,000258525;sim
126,9;1,75197;0,0014;0,000263867;sim
127;1,75171;-0,0026;0,000231987;sim
127,1;1,75145;-0,0026;0,000231804;sim
127,2;1,75135;-0,001;0,000244269;sim
127,3;1,75087;-0,0048;0,00021406;sim
127,4;1,75159;0,0072;0,000308603;sim
127,5;1,75171;0,0012;0,000261041;sim
127,6;1,75108;-0,0063;0,000201734;sim
127,7;1,75114;0,0006;0,000255906;sim
127,8;1,75109;-0,0005;0,00024705;sim
127,9;1,75143;0,0034;0,000277516;sim
128;1,75146;0,0003;0,000252946;sim
128,1;1,7505;-0,0096;0,000175039;sim
128,2;1,75089;0,0039;0,000280784;sim
128,3;1,75018;-0,0071;0,000194357;sim
128,4;1,75063;0,0045;0,000285043;sim
128,5;1,75013;-0,005;0,000210485;sim
128,6;1,75077;0,0064;0,000299453;sim
128,7;1,75042;-0,0035;0,000221875;sim
128,8;1,75054;0,0012;0,000258392;sim
128,9;1,75002;-0,0052;0,000208268;sim
129;1,75019;0,0017;0,000261886;sim
129,1;1,75001;-0,0018;0,000234424;sim
129,2;1,75113;0,0112;0,000335409;sim
129,3;1,75025;-0,0088;0,000179627;sim
129,4;1,75012;-0,0013;0,000237762;sim
129,5;1,7504;0,0028;0,00026941;sim
129,6;1,75063;0,0023;0,000265322;sim
129,7;1,75061;-0,0002;0,000245736;sim
129,8;1,74963;-0,0098;0,000171185;sim
129,9;1,74958;-0,0005;0,000243034;sim
130;1,74953;-0,0005;0,000242846;sim
130,1;1,74924;-0,0029;0,000224111;sim
130,2;1,74918;-0,0006;0,000241699;sim
130,3;1,75029;0,0111;0,00033179;sim
130,4;1,74964;-0,0065;0,000195837;sim
130,5;1,7484;-0,0124;0,000150231;sim
130,6;1,74946;0,0106;0,000327175;sim
130,7;1,74924;-0,0022;0,000228462;sim
130,8;1,74917;-0,0007;0,000239816;sim
130,9;1,74937;0,002;0,000260369;sim
131;1,74927;-0,001;0,000237145;sim
131,1;1,74876;-0,0051;0,000205521;sim
131,2;1,74944;0,0068;0,000296552;sim
131,3;1,74938;-0,0006;0,000239663;sim
131,4;1,74904;-0,0034;0,000218057;sim
131,5;1,74808;-0,0096;0,000170489;sim
131,6;1,74821;0,0013;0,000253629;sim
131,7;1,74891;0,007;0,000296947;sim
131,8;1,74904;0,0013;0,000253242;sim
131,9;1,74868;-0,0036;0,000215701;sim
132;1,74845;-0,0023;0,000225438;sim
132,1;1,74828;-0,0017;0,000229833;sim
132,2;1,74818;-0,001;0,000234981;sim
132,3;1,74809;-0,0009;0,000235562;sim
132,4;1,74819;0,001;0,00024981;sim
132,5;1,74762;-0,0057;0,000198786;sim
132,6;1,74783;0,0021;0,000257771;sim
132,7;1,74733;-0,005;0,000203788;sim
132,8;1,74751;0,0018;0,00025511;sim
132,9;1,74789;0,0038;0,000270045;sim
133;1,74749;-0,004;0,000210884;sim
133,1;1,74745;-0,0004;0,000237915;sim
133,2;1,74749;0,0004;0,000243774;sim
133,3;1,74742;-0,0007;0,000235294;sim
133,4;1,74798;0,0056;0,000282592;sim
133,5;1,74807;0,0009;0,000246988;sim
133,6;1,74772;-0,0035;0,000213695;sim
133,7;1,7473;-0,0042;0,000208271;sim
133,8;1,7474;0,001;0,000247183;sim
133,9;1,74773;0,0033;0,000264264;sim
134;1,74728;-0,0045;0,000205551;sim
134,1;1,74724;-0,0004;0,000236132;sim
134,2;1,7478;0,0056;0,000280899;sim
134,3;1,74734;-0,0046;0,000204341;sim
134,4;1,74732;-0,0002;0,000237098;sim
134,5;1,74698;-0,0034;0,000213004;sim
134,6;1,74704;0,0006;0,000242718;sim
134,7;1,74673;-0,0031;0,000214925;sim
134,8;1,7465;-0,0023;0,000220731;sim
134,9;1,74743;0,0093;0,000307004;sim
135;1,74661;-0,0082;0,000176471;sim
135,1;1,74737;0,0076;0,000293899;sim
135,2;1,74682;-0,0055;0,000196283;sim
135,3;1,74658;-0,0024;0,000219168;sim
135,4;1,74619;-0,0039;0,000207869;sim
135,5;1,74652;0,0033;0,000261128;sim
135,6;1,74618;-0,0034;0,000211268;sim
135,7;1,74695;0,0077;0,000293333;sim
135,8;1,74609;-0,0086;0,000172465;sim
135,9;1,746;-0,0009;0,00022929;sim
136;1,74525;-0,0075;0,00018034;sim
136,1;1,74632;0,0107;0,000314623;sim
136,2;1,74602;-0,003;0,000213284;sim
136,3;1,74527;-0,0075;0,000179941;sim
136,4;1,74561;0,0034;0,000260133;sim
136,5;1,74502;-0,0059;0,000191458;sim
136,6;1,74647;0,0145;0,000341428;sim
136,7;1,74529;-0,0118;0,000147794;sim
136,8;1,74579;0,005;0,000271124;sim
136,9;1,74564;-0,0015;0,000223201;sim
137;1,74458;-0,0106;0,000156273;sim
137,1;1,74553;0,0095;0,000303519;sim
137,2;1,74536;-0,0017;0,000221245;sim
137,3;1,74536;0;0,000233529;sim
137,4;1,74521;-0,0015;0,000222385;sim
137,5;1,74466;-0,0055;0,000192982;sim
137,6;1,74546;0,008;0,000291454;sim
137,7;1,74527;-0,0019;0,000218978;sim
137,8;1,74456;-0,0071;0,00018089;sim
137,9;1,74453;-0,0003;0,000230321;sim
138;1,74499;0,0046;0,000265841;sim
138,1;1,74552;0,0053;0,000270742;sim
138,2;1,74503;-0,0049;0,000196364;sim
138,3;1,74442;-0,0061;0,0001875;sim
138,4;1,74479;0,0037;0,000258533;sim
138,5;1,74431;-0,0048;0,000196662;sim
138,6;1,74461;0,003;0,000253082;sim
138,7;1,74396;-0,0065;0,000184058;sim
138,8;1,74508;0,0112;0,000312093;sim
138,9;1,74375;-0,0133;0,000134588;sim
139;1,74391;0,0016;0,000242227;sim
139,1;1,74437;0,0046;0,000263728;sim
139,2;1,744;-0,0037;0,00020361;sim
139,3;1,7443;0,003;0,000251804;sim
139,4;1,7441;-0,002;0,000215573;sim
139,5;1,74407;-0,0003;0,000227666;sim
139,6;1,74412;0,0005;0,000233261;sim
139,7;1,74387;-0,0025;0,000211511;sim
139,8;1,74364;-0,0023;0,000212797;sim
139,9;1,74386;0,0022;0,000244971;sim
140;1,74444;0,0058;0,000270639;sim
140,1;1,74408;-0,0036;0,000203013;sim
140,2;1,74435;0,0027;0,000248029;sim
140,3;1,74332;-0,0103;0,000154728;sim
140,4;1,74327;-0,0005;0,000224767;sim
140,5;1,74347;0,002;0,000242489;sim
140,6;1,74277;-0,007;0,000177984;sim
140,7;1,74367;0,009;0,000292143;sim
140,8;1,74365;-0,0002;0,000226267;sim
140,9;1,74247;-0,0118;0,000143367;sim
141;1,74259;0,0012;0,000235923;sim
141,1;1,74309;0,005;0,000262821;sim
141,2;1,74247;-0,0062;0,000182918;sim
141,3;1,74377;0,013;0,000319346;sim
141,4;1,74298;-0,0079;0,000170576;sim
141,5;1,74343;0,0045;0,000258523;sim
141,6;1,74275;-0,0068;0,000178141;sim
141,7;1,74214;-0,0061;0,000182979;sim
141,8;1,74271;0,0057;0,000266478;sim
141,9;1,74213;-0,0058;0,000184844;sim
142;1,74259;0,0046;0,000258316;sim
142,1;1,74299;0,004;0,00025389;sim
142,2;1,74233;-0,0066;0,000178799;sim
142,3;1,7423;-0,0003;0,000223164;sim
142,4;1,74168;-0,0062;0,000181369;sim
142,5;1,74242;0,0074;0,000277151;sim
142,6;1,74219;-0,0023;0,000208598;sim
142,7;1,74238;0,0019;0,000238028;sim
142,8;1,74212;-0,0026;0,000206193;sim
142,9;1,74177;-0,0035;0,000199719;sim
143;1,74162;-0,0015;0,000213633;sim
143,1;1,74218;0,0056;0,000263343;sim
143,2;1,74154;-0,0064;0,000178947;sim
143,3;1,74237;0,0083;0,000281907;sim
143,4;1,74154;-0,0083;0,000165382;sim
143,5;1,74154;0;0,000223389;sim
143,6;1,74113;-0,0041;0,000194542;sim
143,7;1,74182;0,0069;0,000271329;sim
143,8;1,74139;-0,0043;0,000192872;sim
143,9;1,74184;0,0045;0,00025419;sim
144;1,74041;-0,0143;0,000122819;sim
144,1;1,74173;0,0132;0,000314505;sim
144,2;1,74093;-0,008;0,000166551;sim
144,3;1,74152;0,0059;0,000263231;sim
144,4;1,74175;0,0023;0,000237996;sim
144,5;1,74095;-0,008;0,000166203;sim
144,6;1,74083;-0,0012;0,000213343;sim
144,7;1,74052;-0,0031;0,0002;sim
144,8;1,74058;0,0006;0,000225538;sim
144,9;1,74107;0,0049;0,000255201;sim
145;1,7401;-0,0097;0,000153846;sim
145,1;1,74015;0,0005;0,000224377;sim
145,2;1,74135;0,012;0,000303806;sim
145,3;1,74038;-0,0097;0,000153527;sim
145,4;1,74019;-0,0019;0,000207326;sim
145,5;1,74031;0,0012;0,000228591;sim
145,6;1,74057;0,0026;0,000238095;sim
145,7;1,73964;-0,0093;0,000155862;sim
145,8;1,74027;0,0063;0,000263267;sim
145,9;1,73945;-0,0082;0,000163223;sim
146;1,7398;0,0035;0,000243634;sim
146,1;1,73975;-0,0005;0,000215956;sim
146,2;1,73996;0,0021;0,000233677;sim
146,3;1,74069;0,0073;0,000269231;sim
146,4;1,73988;-0,0081;0,000163349;sim
146,5;1,73987;-0,0001;0,000218107;sim
146,6;1,73928;-0,0059;0,000178204;sim
146,7;1,73954;0,0026;0,000236301;sim
146,8;1,74013;0,0059;0,000258727;sim
146,9;1,73917;-0,0096;0,000152531;sim
147;1,73987;0,007;0,000265892;sim
147,1;1,73967;-0,002;0,000204235;sim
147,2;1,73938;-0,0029;0,000197952;sim
147,3;1,73935;-0,0003;0,000215553;sim
147,4;1,73956;0,0021;0,000231766;sim
147,5;1,73898;-0,0058;0,000177793;sim
147,6;1,73891;-0,0007;0,000212389;sim
147,7;1,73905;0,0014;0,000226531;sim
147,8;1,73962;0,0057;0,000255608;sim
147,9;1,73897;-0,0065;0,000172554;sim
148;1,73908;0,0011;0,000224033;sim
148,1;1,73873;-0,0035;0,000192673;sim
148,2;1,73831;-0,0042;0,000187797;sim
148,3;1,73836;0,0005;0,000219512;sim
148,4;1,73892;0,0056;0,000253893;sim
148,5;1,73849;-0,0043;0,000186739;sim
148,6;1,73855;0,0006;0,000219743;sim
148,7;1,73855;0;0,000215541;sim
148,8;1,7384;-0,0015;0,000205267;sim
148,9;1,73798;-0,0042;0,00018691;sim
149;1,73808;0,001;0,000221848;sim
149,1;1,73926;0,0118;0,000294474;sim
149,2;1,73838;-0,0088;0,000155556;sim
149,3;1,73822;-0,0016;0,000203903;sim
149,4;1,73844;0,0022;0,000229321;sim
149,5;1,73861;0,0017;0,000225806;sim
149,6;1,7375;-0,0111;0,000139691;sim
149,7;1,73767;0,0017;0,000225503;sim
149,8;1,73774;0,0007;0,000218645;sim
149,9;1,73776;0,0002;0,000215147;sim
150;1,73719;-0,0057;0,000175486;sim
150,1;1,73738;0,0019;0,000226238;sim
150,2;1,7388;0,0142;0,000308361;sim
150,3;1,73813;-0,0067;0,000168449;sim
150,4;1,73736;-0,0077;0,000161657;sim
150,5;1,73796;0,006;0,000253004;sim
150,6;1,73657;-0,0139;0,00012008;sim
150,7;1,73708;0,0051;0,000246667;sim
150,8;1,73714;0,0006;0,000216522;sim
150,9;1,73754;0,004;0,000239015;sim
151;1,73738;-0,0016;0,000201597;sim
151,1;1,73752;0,0014;0,00022141;sim
151,2;1,73768;0,0016;0,000222591;sim
151,3;1,73709;-0,0059;0,000172643;sim
151,4;1,73721;0,0012;0,000219642;sim
151,5;1,73689;-0,0032;0,000190318;sim
151,6;1,73721;0,0032;0,000232604;sim
151,7;1,73658;-0,0063;0,000169536;sim
151,8;1,7369;0,0032;0,000232296;sim
151,9;1,73665;-0,0025;0,000194444;sim
152;1,73701;0,0036;0,000234633;sim
152,1;1,73655;-0,0046;0,000180317;sim
152,2;1,73687;0,0032;0,000231683;sim
152,3;1,73723;0,0036;0,000234169;sim
152,4;1,73635;-0,0088;0,000152274;sim
152,5;1,73701;0,0066;0,000253623;sim
152,6;1,73622;-0,0079;0,000157999;sim
152,7;1,73671;0,0049;0,000242105;sim
152,8;1,73642;-0,0029;0,000190664;sim
152,9;1,73623;-0,0019;0,000197109;sim
153;1,73603;-0,002;0,000196323;sim
153,1;1,73639;0,0036;0,00023294;sim
153,2;1,7363;-0,0009;0,000203279;sim
153,3;1,73601;-0,0029;0,000190039;sim
153,4;1,73596;-0,0005;0,000205632;sim
153,5;1,73541;-0,0055;0,000172775;sim
153,6;1,736;0,0059;0,00024722;sim
153,7;1,73577;-0,0023;0,000193464;sim
153,8;1,73559;-0,0018;0,000196604;sim
153,9;1,73591;0,0032;0,000229112;sim
154;1,73525;-0,0066;0,000165036;sim
154,1;1,73553;0,0028;0,000226206;sim
154,2;1,73596;0,0043;0,000235831;sim
154,3;1,73592;-0,0004;0,000205078;sim
154,4;1,73486;-0,0106;0,000138582;sim
154,5;1,73564;0,0078;0,000258127;sim
154,6;1,73499;-0,0065;0,000165042;sim
154,7;1,7347;-0,0029;0,000188312;sim
154,8;1,7359;0,012;0,00028488;sim
154,9;1,73561;-0,0029;0,000188067;sim
155;1,73488;-0,0073;0,00015943;sim
155,1;1,73563;0,0075;0,000255181;sim
155,2;1,73538;-0,0025;0,000190291;sim
155,3;1,73529;-0,0009;0,000200517;sim
155,4;1,73485;-0,0044;0,000177763;sim
155,5;1,73501;0,0016;0,000216408;sim
155,6;1,73493;-0,0008;0,000200775;sim
155,7;1,73501;0,0008;0,000210968;sim
155,8;1,73453;-0,0048;0,000174726;sim
155,9;1,73458;0,0005;0,000208763;sim
156;1,73481;0,0023;0,000220219;sim
156,1;1,73368;-0,0113;0,000132561;sim
156,2;1,73443;0,0075;0,000253376;sim
156,3;1,73468;0,0025;0,00022108;sim
156,4;1,73497;0,0029;0,000223507;sim
156,5;1,73437;-0,006;0,000166239;sim
156,6;1,73448;0,0011;0,000211674;sim
156,7;1,73466;0,0018;0,000216026;sim
156,8;1,73449;-0,0017;0,000193466;sim
156,9;1,73398;-0,0051;0,000171575;sim
157;1,73491;0,0093;0,000263596;sim
157,1;1,73488;-0,0003;0,000202046;sim
157,2;1,73393;-0,0095;0,000143131;sim
157,3;1,73415;0,0022;0,000217752;sim
157,4;1,73423;0,0008;0,000208679;sim
157,5;1,73299;-0,0124;0,000124362;sim
157,6;1,73331;0,0032;0,000223709;sim
157,7;1,73396;0,0065;0,000244586;sim
157,8;1,73415;0,0019;0,00021515;sim
157,9;1,73345;-0,007;0,000158397;sim
158;1,73413;0,0068;0,000246027;sim
158,1;1,73305;-0,0108;0,000134053;sim
158,2;1,7332;0,0015;0,000212063;sim
158,3;1,73357;0,0037;0,000225888;sim
158,4;1,7332;-0,0037;0,000178821;sim
158,5;1,73342;0,0022;0,000216096;sim
158,6;1,73413;0,0071;0,000246992;sim
158,7;1,73407;-0,0006;0,000198101;sim
158,8;1,73368;-0,0039;0,000177103;sim
158,9;1,73309;-0,0059;0,000164349;sim
159;1,733;-0,0009;0,000195831;sim
159,1;1,73281;-0,0019;0,000189394;sim
159,2;1,73315;0,0034;0,000222713;sim
159,3;1,73287;-0,0028;0,00018348;sim
159,4;1,73345;0,0058;0,000237555;sim
159,5;1,73327;-0,0018;0,000189547;sim
159,6;1,73276;-0,0051;0,00016866;sim
159,7;1,73299;0,0023;0,000215094;sim
159,8;1,73267;-0,0032;0,00018039;sim
159,9;1,73271;0,0004;0,000202889;sim
160;1,73281;0,001;0,000206529;sim
160,1;1,73241;-0,004;0,000175031;sim
160,2;1,7329;0,0049;0,000230721;sim
160,3;1,7322;-0,007;0,000156015;sim
160,4;1,73237;0,0017;0,000210394;sim
160,5;1,7324;0,0003;0,000201502;sim
160,6;1,73258;0,0018;0,000210757;sim
160,7;1,73183;-0,0075;0,0001525;sim
160,8;1,73274;0,0091;0,00025609;sim
160,9;1,73215;-0,0059;0,000162297;sim
161;1,73133;-0,0082;0,000147848;sim
161,1;1,73294;0,0161;0,000299252;sim
161,2;1,73258;-0,0036;0,000176324;sim
161,3;1,73263;0,0005;0,000201743;sim
161,4;1,73264;0,0001;0,000199129;sim
161,5;1,73204;-0,006;0,00016107;sim
161,6;1,73251;0,0047;0,00022747;sim
161,7;1,73203;-0,0048;0,000168323;sim
161,8;1,73203;0;0,000198014;sim
161,9;1,73206;0,0003;0,000199752;sim
162;1,73188;-0,0018;0,000186609;sim
162,1;1,73181;-0,0007;0,000193309;sim
162,2;1,73159;-0,0022;0,000183901;sim
162,3;1,73156;-0,0003;0,000195545;sim
162,4;1,732;0,0044;0,00022449;sim
162,5;1,73158;-0,0042;0,000171199;sim
162,6;1,73196;0,0038;0,000220506;sim
162,7;1,73117;-0,0079;0,000148148;sim
162,8;1,73159;0,0042;0,000222702;sim
162,9;1,73161;0,0002;0,000197904;sim
163;1,73186;0,0025;0,000211953;sim
163,1;1,73165;-0,0021;0,000183498;sim
163,2;1,73142;-0,0023;0,000182154;sim
163,3;1,73174;0,0032;0,000215867;sim
163,4;1,73067;-0,0107;0,000130301;sim
163,5;1,73126;0,0059;0,000232187;sim
163,6;1,73112;-0,0014;0,000187231;sim
163,7;1,73187;0,0075;0,000241718;sim
163,8;1,73093;-0,0094;0,000137952;sim
163,9;1,7309;-0,0003;0,000193627;sim
164;1,73085;-0,0005;0,000192284;sim
164,1;1,73056;-0,0029;0,000177479;sim
164,2;1,73086;0,003;0,000213456;sim
164,3;1,73135;0,0049;0,000224939;sim
164,4;1,73045;-0,009;0,00013989;sim
164,5;1,72993;-0,0052;0,000163004;sim
164,6;1,73046;0,0053;0,000226968;sim
164,7;1,73079;0,0033;0,000214634;sim
164,8;1,73096;0,0017;0,000204753;sim
164,9;1,73058;-0,0038;0,000171133;sim
165;1,73017;-0,0041;0,000169203;sim
165,1;1,73;-0,0017;0,000183698;sim
165,2;1,73032;0,0032;0,000213374;sim
165,3;1,73003;-0,0029;0,000176185;sim
165,4;1,72989;-0,0014;0,000185185;sim
165,5;1,73054;0,0065;0,00023301;sim
165,6;1,7294;-0,0114;0,000124318;sim
165,7;1,72977;0,0037;0,000215758;sim
165,8;1,73087;0,011;0,000259843;sim
165,9;1,72975;-0,0112;0,000125303;sim
166;1,73015;0,004;0,000217181;sim
166,1;1,72948;-0,0067;0,000152358;sim
166,2;1,72981;0,0033;0,000212689;sim
166,3;1,72995;0,0014;0,000201087;sim
166,4;1,72946;-0,0049;0,000162945;sim
166,5;1,72883;-0,0063;0,000154403;sim
166,6;1,7295;0,0067;0,00023267;sim
166,7;1,7294;-0,001;0,000186145;sim
166,8;1,73027;0,0087;0,000244431;sim
166,9;1,72896;-0,0131;0,000113117;sim
167;1,72928;0,0032;0,000211064;sim
167,1;1,73008;0,008;0,000239784;sim
167,2;1,73014;0,0006;0,000195195;sim
167,3;1,72922;-0,0092;0,000136255;sim
167,4;1,72986;0,0064;0,000229754;sim
167,5;1,7292;-0,0066;0,000151679;sim
167,6;1,7292;0;0,000191132;sim
167,7;1,72977;0,0057;0,00022515;sim
167,8;1,72857;-0,012;0,00011909;sim
167,9;1,72912;0,0055;0,000223684;sim
168;1,72927;0,0015;0,000199641;sim
168,1;1,72865;-0,0062;0,000153524;sim
168,2;1,72817;-0,0048;0,000161791;sim
168,3;1,72886;0,0069;0,000231504;sim
168,4;1,72772;-0,0114;0,000122242;sim
168,5;1,7292;0,0148;0,000278308;sim
168,6;1,7294;0,002;0,000201906;sim
168,7;1,72856;-0,0084;0,000139881;sim
168,8;1,72846;-0,001;0,000183819;sim
168,9;1,72959;0,0113;0,000256837;sim
169;1,7284;-0,0119;0,000118835;sim
169,1;1,72881;0,0041;0,000213777;sim
169,2;1,7289;0,0009;0,000194659;sim
169,3;1,72809;-0,0081;0,000141163;sim
169,4;1,72855;0,0046;0,00021636;sim
169,5;1,72883;0,0028;0,000205569;sim
169,6;1,72797;-0,0086;0,000137951;sim
169,7;1,72792;-0,0005;0,000185799;sim
169,8;1,72829;0,0037;0,000210526;sim
169,9;1,7292;0,0091;0,000242317;sim
170;1,7277;-0,015;9,98E-05;sim
170,1;1,72784;0,0014;0,000196576;sim
170,2;1,72805;0,0021;0,00020059;sim
170,3;1,72816;0,0011;0,000194575;sim
170,4;1,72785;-0,0031;0,000169711;sim
170,5;1,72778;-0,0007;0,000183746;sim
170,6;1,72772;-0,0006;0,000184226;sim
170,7;1,72746;-0,0026;0,000172353;sim
170,8;1,72774;0,0028;0,000203998;sim
170,9;1,72784;0,001;0,000193302;sim
171;1,72736;-0,0048;0,000159131;sim
171,1;1,72758;0,0022;0,000200117;sim
171,2;1,72794;0,0036;0,000208211;sim
171,3;1,7269;-0,0104;0,000126026;sim
171,4;1,72726;0,0036;0,000207967;sim
171,5;1,72728;0,0002;0,000187939;sim
171,6;1,72679;-0,0049;0,000157987;sim
171,7;1,72734;0,0055;0,000218713;sim
171,8;1,72788;0,0054;0,000218001;sim
171,9;1,72803;0,0015;0,000195093;sim
172;1,72671;-0,0132;0,000109165;sim
172,1;1,72734;0,0063;0,00022287;sim
172,2;1,72708;-0,0026;0,000170845;sim
172,3;1,72679;-0,0029;0,000168998;sim
172,4;1,72701;0,0022;0,000198602;sim
172,5;1,72616;-0,0085;0,000136205;sim
172,6;1,72704;0,0088;0,000236766;sim
172,7;1,72683;-0,0021;0,000173256;sim
172,8;1,72666;-0,0017;0,000175479;sim
172,9;1,72637;-0,0029;0,000168409;sim
173;1,72679;0,0042;0,000209518;sim
173,1;1,72601;-0,0078;0,000139791;sim
173,2;1,72669;0,0068;0,000224348;sim
173,3;1,72613;-0,0056;0,000152375;sim
173,4;1,72661;0,0048;0,000212507;sim
173,5;1,72713;0,0052;0,000214699;sim
173,6;1,72661;-0,0052;0,000154425;sim
173,7;1,72557;-0,0104;0,000124277;sim
173,8;1,72621;0,0064;0,000221259;sim
173,9;1,72542;-0,0079;0,000138568;sim
174;1,72603;0,0061;0,000219273;sim
174,1;1,72651;0,0048;0,000211649;sim
174,2;1,72569;-0,0082;0,000136599;sim
174,3;1,72619;0,005;0,000212558;sim
174,4;1,72608;-0,0011;0,000177317;sim
174,5;1,72611;0,0003;0,00018527;sim
174,6;1,72589;-0,0022;0,000170788;sim
174,7;1,72541;-0,0048;0,000155747;sim
174,8;1,72576;0,0035;0,000203331;sim
174,9;1,72544;-0,0032;0,000164753;sim
175;1,72608;0,0064;0,000219736;sim
175,1;1,72496;-0,0112;0,000118693;sim
175,2;1,72593;0,0097;0,000238395;sim
175,3;1,725;-0,0093;0,000129439;sim
175,4;1,72594;0,0094;0,000236405;sim
175,5;1,72509;-0,0085;0,000133867;sim
175,6;1,72543;0,0034;0,00020183;sim
175,7;1,7251;-0,0033;0,000163429;sim
175,8;1,72528;0,0018;0,000192461;sim
175,9;1,72498;-0,003;0,000164954;sim
176;1,72493;-0,0005;0,000179122;sim
176,1;1,72459;-0,0034;0,000162486;sim
176,2;1,72449;-0,001;0,000176068;sim
176,3;1,72489;0,004;0,000204442;sim
176,4;1,72489;0;0,000181559;sim
176,5;1,72533;0,0044;0,000206485;sim
176,6;1,72472;-0,0061;0,000146674;sim
176,7;1,72471;-0,0001;0,000180682;sim
176,8;1,72502;0,0031;0,000198751;sim
176,9;1,72465;-0,0037;0,000160045;sim
177;1,72497;0,0032;0,000199092;sim
177,1;1,72501;0,0004;0,000183107;sim
177,2;1,72484;-0,0017;0,000171105;sim
177,3;1,72459;-0,0025;0,000166478;sim
177,4;1,72464;0,0005;0,000183362;sim
177,5;1,72381;-0,0083;0,000133484;sim
177,6;1,72531;0,015;0,000265122;sim
177,7;1,72379;-0,0152;9,44E-05;sim
177,8;1,72407;0,0028;0,000195935;sim
177,9;1,72435;0,0028;0,000195824;sim
178;1,72426;-0,0009;0,000174845;sim
178,1;1,72366;-0,006;0,000145998;sim
178,2;1,7239;0,0024;0,000193239;sim
178,3;1,72312;-0,0078;0,000135698;sim
178,4;1,72395;0,0083;0,000226224;sim
178,5;1,72451;0,0056;0,000210911;sim
178,6;1,72308;-0,0143;9,89E-05;sim
178,7;1,72371;0,0063;0,000214607;sim
178,8;1,72378;0,0007;0,000183043;sim
178,9;1,72353;-0,0025;0,000164983;sim
179;1,72402;0,0049;0,000206394;sim
179,1;1,72331;-0,0071;0,000139013;sim
179,2;1,72353;0,0022;0,000191036;sim
179,3;1,72348;-0,0005;0,000175812;sim
179,4;1,72418;0,007;0,000217683;sim
179,5;1,72279;-0,0139;0,000100671;sim
179,6;1,72399;0,012;0,000245388;sim
179,7;1,72351;-0,0048;0,000151397;sim
179,8;1,72357;0,0006;0,000181463;sim
179,9;1,72356;-0,0001;0,000177455;sim
180;1,723;-0,0056;0,000146682;sim
180,1;1,7237;0,007;0,000216834;sim
180,2;1,72325;-0,0045;0,000152646;sim
180,3;1,72258;-0,0067;0,000140312;sim
180,4;1,723;0,0042;0,00020089;sim
180,5;1,72319;0,0019;0,000187987;sim
