Time;Stress;Time;Derivative;Second Derivative
60,1;1,80654;0,0004;0,000543771;sim
60,2;1,80634;-0,002;0,000502521;sim
60,3;1,80629;-0,0005;0,000526846;sim
60,4;1,80657;0,0028;0,00058124;sim
60,5;1,80673;0,0016;0,000560201;sim
60,6;1,80541;-0,0132;0,000312187;sim
60,7;1,80674;0,0133;0,000753333;sim
60,8;1,80565;-0,0109;0,000349418;sim
60,9;1,80593;0,0028;0,000576412;sim
61;1,80549;-0,0044;0,000456053;sim
61,1;1,80566;0,0017;0,000556291;sim
61,2;1,80567;0,0001;0,000528926;sim
61,3;1,80591;0,0024;0,000566007;sim
61,4;1,80609;0,0018;0,000555189;sim
61,5;1,80514;-0,0095;0,000368421;sim
61,6;1,80482;-0,0032;0,000471264;sim
61,7;1,80488;0,0006;0,000532787;sim
61,8;1,8048;-0,0008;0,000509002;sim
61,9;1,804;-0,008;0,000390523;sim
62;1,80482;0,0082;0,00065416;sim
62,1;1,80362;-0,012;0,000324104;sim
62,2;1,80391;0,0029;0,000565854;sim
62,3;1,80424;0,0033;0,000571429;sim
62,4;1,80361;-0,0063;0,000414911;sim
62,5;1,80363;0,0002;0,000519417;sim
62,6;1,80386;0,0023;0,000552504;sim
62,7;1,80416;0,003;0,000562903;sim
62,8;1,80334;-0,0082;0,000381643;sim
62,9;1,80373;0,0039;0,000575563;sim
63;1,80369;-0,0004;0,000505618;sim
63,1;1,80404;0,0035;0,000567308;sim
63,2;1,80349;-0,0055;0,0004224;sim
63,3;1,80282;-0,0067;0,000402556;sim
63,4;1,80323;0,0041;0,000574163;sim
63,5;1,80303;-0,002;0,000476115;sim
63,6;1,80158;-0,0145;0,00027663;sim
63,7;1,80281;0,0123;0,000701587;sim
63,8;1,80174;-0,0107;0,000335975;sim
63,9;1,80207;0,0033;0,000556962;sim
64;1,80209;0,0002;0,000507109;sim
64,1;1,8027;0,0061;0,000599369;sim
64,2;1,8017;-0,01;0,000344882;sim
64,3;1,80194;0,0024;0,000539308;sim
64,4;1,8016;-0,0034;0,00044741;sim
64,5;1,80123;-0,0037;0,000442006;sim
64,6;1,80131;0,0008;0,000511737;sim
64,7;1,80153;0,0022;0,000532812;sim
64,8;1,80127;-0,0026;0,000457098;sim
64,9;1,80169;0,0042;0,000562305;sim
65;1,80138;-0,0031;0,0004479;sim
65,1;1,80062;-0,0076;0,000377329;sim
65,2;1,80063;1,00E-04;0,000496124;sim
65,3;1,80078;0,0015;0,000517028;sim
65,4;1,80137;0,0059;0,000584235;sim
65,5;1,80067;-0,007;0,000384259;sim
65,6;1,80099;0,0032;0,000540832;sim
65,7;1,80113;0,0014;0,000512308;sim
65,8;1,80034;-0,0079;0,000368664;sim
65,9;1,8005;0,0016;0,000513804;sim
66;1,80045;-0,0005;0,000480858;sim
66,1;1,79987;-0,0058;0,000399083;sim
66,2;1,79991;0,0004;0,00049313;sim
66,3;1,80067;0,0076;0,000602134;sim
66,4;1,80018;-0,0049;0,000410959;sim
66,5;1,79962;-0,0056;0,000399696;sim
66,6;1,79918;-0,0044;0,000417299;sim
66,7;1,79963;0,0045;0,000551515;sim
66,8;1,79975;0,0012;0,000500756;sim
66,9;1,79926;-0,0049;0,000407855;sim
67;1,79923;-0,0003;0,000476621;sim
67,1;1,79954;0,0031;0,000527108;sim
67,2;1,79929;-0,0025;0,000442105;sim
67,3;1,79839;-0,009;0,000343844;sim
67,4;1,79825;-0,0014;0,000457271;sim
67,5;1,79842;0,0017;0,000502994;sim
67,6;1,79844;0,0002;0,000479821;sim
67,7;1,7988;0,0036;0,000529851;sim
67,8;1,79828;-0,0052;0,000397914;sim
67,9;1,7977;-0,0058;0,000388393;sim
68;1,79773;0,0003;0,000478455;sim
68,1;1,79764;-0,0009;0,000459941;sim
68,2;1,79841;0,0077;0,000586667;sim
68,3;1,79835;-0,0006;0,000463018;sim
68,4;1,79747;-0,0088;0,000341211;sim
68,5;1,79796;0,0049;0,000542773;sim
68,6;1,79729;-0,0067;0,000371134;sim
68,7;1,79748;0,0019;0,000497059;sim
68,8;1,79788;0,004;0,000527166;sim
68,9;1,79752;-0,0036;0,000414956;sim
69;1,79691;-0,0061;0,000377745;sim
69,1;1,79691;0;0,000466374;sim
69,2;1,79697;0,0006;0,000474453;sim
69,3;1,79697;0;0,000465015;sim
69,4;1,79657;-0,004;0,000406114;sim
69,5;1,79673;0,0016;0,000486919;sim
69,6;1,79585;-0,0088;0,000335269;sim
69,7;1,79633;0,0048;0,000531884;sim
69,8;1,79614;-0,0019;0,000434153;sim
69,9;1,79563;-0,0051;0,000387283;sim
70;1,79681;0,0118;0,000630592;sim
70,1;1,79637;-0,0044;0,000396254;sim
70,2;1,79603;-0,0034;0,000410072;sim
70,3;1,79568;-0,0035;0,000408046;sim
70,4;1,7957;0,0002;0,000460545;sim
70,5;1,79635;0,0065;0,000550143;sim
70,6;1,79552;-0,0083;0,000337625;sim
70,7;1,79523;-0,0029;0,000414286;sim
70,8;1,79591;0,0068;0,000552068;sim
70,9;1,79598;0,0007;0,000464387;sim
71;1,79581;-0,0017;0,000429587;sim
71,1;1,79601;0,002;0,000481534;sim
71,2;1,7952;-0,0081;0,000337589;sim
71,3;1,79571;0,0051;0,000524079;sim
71,4;1,79455;-0,0116;0,000287129;sim
71,5;1,79449;-0,0006;0,00044209;sim
71,6;1,79468;0,0019;0,000476728;sim
71,7;1,79443;-0,0025;0,000414085;sim
71,8;1,79458;0,0015;0,000469761;sim
71,9;1,79443;-0,0015;0,000426966;sim
72;1,79431;-0,0012;0,000430575;sim
72,1;1,79456;0,0025;0,000481793;sim
72,2;1,79411;-0,0045;0,000383217;sim
72,3;1,79455;0,0044;0,000506983;sim
72,4;1,79413;-0,0042;0,000386332;sim
72,5;1,79425;0,0012;0,000461003;sim
72,6;1,79404;-0,0021;0,000414465;sim
72,7;1,79377;-0,0027;0,000405556;sim
72,8;1,79308;-0,0069;0,000346741;sim
72,9;1,79315;0,0007;0,000451524;sim
73;1,79358;0,0043;0,000500692;sim
73,1;1,79364;0,0006;0,000448895;sim
73,2;1,79373;0,0009;0,000452414;sim
73,3;1,7928;-0,0093;0,000311295;sim
73,4;1,79293;0,0013;0,000456671;sim
73,5;1,79219;-0,0074;0,000336538;sim
73,6;1,79277;0,0058;0,000517147;sim
73,7;1,79305;0,0028;0,000475342;sim
73,8;1,79243;-0,0062;0,000351573;sim
73,9;1,79269;0,0026;0,000471311;sim
74;1,79223;-0,0046;0,000372442;sim
74,1;1,79216;-0,0007;0,000425068;sim
74,2;1,79165;-0,0051;0,000364626;sim
74,3;1,79235;0,007;0,000528533;sim
74,4;1,79241;0,0006;0,000440977;sim
74,5;1,79223;-0,0018;0,000407859;sim
74,6;1,79199;-0,0024;0,000399188;sim
74,7;1,79218;0,0019;0,000456757;sim
74,8;1,79116;-0,0102;0,000292848;sim
74,9;1,79113;-0,0003;0,000425876;sim
75;1,79064;-0,0049;0,000363392;sim
75,1;1,792;0,0136;0,000611559;sim
75,2;1,79096;-0,0104;0,000288591;sim
75,3;1,7912;0,0024;0,000459786;sim
75,4;1,79087;-0,0033;0,000382865;sim
75,5;1,79063;-0,0024;0,000394385;sim
75,6;1,79112;0,0049;0,000491322;sim
75,7;1,79061;-0,0051;0,000357333;sim
75,8;1,79013;-0,0048;0,000360852;sim
75,9;1,7906;0,0047;0,000486702;sim
76;1,7895;-0,011;0,000277556;sim
76,1;1,79063;0,0113;0,000572944;sim
76,2;1,78952;-0,0111;0,000275497;sim
76,3;1,78929;-0,0023;0,000391534;sim
76,4;1,78979;0,005;0,00048745;sim
76,5;1,79007;0,0028;0,000457784;sim
76,6;1,78942;-0,0065;0,000334651;sim
76,7;1,79;0,0058;0,000496053;sim
76,8;1,78944;-0,0056;0,000345598;sim
76,9;1,78944;0;0,000418635;sim
77;1,79003;0,0059;0,000495413;sim
77,1;1,78959;-0,0044;0,000359948;sim
77,2;1,78932;-0,0027;0,000381699;sim
77,3;1,78907;-0,0025;0,000383812;sim
77,4;1,78837;-0,007;0,000324641;sim
77,5;1,78889;0,0052;0,000483073;sim
77,6;1,78919;0,003;0,000453836;sim
77,7;1,78886;-0,0033;0,000371429;sim
77,8;1,78837;-0,0049;0,000350195;sim
77,9;1,78884;0,0047;0,000474093;sim
78;1,78869;-0,0015;0,000393273;sim
78,1;1,78829;-0,004;0,000360465;sim
78,2;1,78842;0,0013;0,000428387;sim
78,3;1,78879;0,0037;0,000458763;sim
78,4;1,78792;-0,0087;0,000298584;sim
78,5;1,78821;0,0029;0,000447301;sim
78,6;1,78849;0,0028;0,000445443;sim
78,7;1,7872;-0,0129;0,00024359;sim
78,8;1,78773;0,0053;0,000476312;sim
78,9;1,7883;0,0057;0,000480818;sim
79;1,78717;-0,0113;0,000263091;sim
79,1;1,7876;0,0043;0,000461735;sim
79,2;1,78699;-0,0061;0,000328662;sim
79,3;1,78791;0,0092;0,000522901;sim
79,4;1,78663;-0,0128;0,000242694;sim
79,5;1,78732;0,0069;0,000492386;sim
79,6;1,78642;-0,009;0,000290241;sim
79,7;1,78714;0,0072;0,000494937;sim
79,8;1,78581;-0,0133;0,000235145;sim
79,9;1,78642;0,0061;0,000479798;sim
80;1,787;0,0058;0,00047541;sim
80,1;1,78705;0,0005;0,00040806;sim
80,2;1,78593;-0,0112;0,000260377;sim
80,3;1,78599;0,0006;0,000408291;sim
80,4;1,78648;0,0049;0,000461731;sim
80,5;1,78631;-0,0017;0,000378446;sim
80,6;1,78542;-0,0089;0,00028786;sim
80,7;1,78633;0,0091;0,0005125;sim
80,8;1,78539;-0,0094;0,000280899;sim
80,9;1,78606;0,0067;0,000481297;sim
81;1,78576;-0,003;0,0003599;sim
81,1;1,78513;-0,0063;0,000318408;sim
81,2;1,78571;0,0058;0,000468323;sim
81,3;1,78584;0,0013;0,000411911;sim
81,4;1,78517;-0,0067;0,000312268;sim
81,5;1,78606;0,0089;0,00050495;sim
81,6;1,78427;-0,0179;0,000173053;sim
81,7;1,78495;0,0068;0,000477778;sim
81,8;1,78479;-0,0016;0,000373613;sim
81,9;1,78505;0,0026;0,000424877;sim
82;1,78499;-0,0006;0,000384994;sim
82,1;1,78484;-0,0015;0,000373464;sim
82,2;1,78478;-0,0006;0,000384049;sim
82,3;1,78501;0,0023;0,000419118;sim
82,4;1,78474;-0,0027;0,000357405;sim
82,5;1,78418;-0,0056;0,000321516;sim
82,6;1,78483;0,0065;0,000468864;sim
82,7;1,78393;-0,009;0,000279268;sim
82,8;1,78451;0,0058;0,000459196;sim
82,9;1,78375;-0,0076;0,00029562;sim
83;1,78372;-0,0003;0,000383961;sim
83,1;1,78375;0,0003;0,000390777;sim
83,2;1,78445;0,007;0,000471515;sim
83,3;1,78315;-0,013;0,000228814;sim
83,4;1,78349;0,0034;0,000426844;sim
83,5;1,7842;0,0071;0,000471014;sim
83,6;1,78306;-0,0114;0,000247286;sim
83,7;1,78331;0,0025;0,000414458;sim
83,8;1,78323;-0,0008;0,000374248;sim
83,9;1,78306;-0,0017;0,000362981;sim
84;1,78283;-0,0023;0,000355342;sim
84,1;1,78218;-0,0065;0,000304556;sim
84,2;1,78248;0,003;0,000417964;sim
84,3;1,78318;0,007;0,000465311;sim
84,4;1,78255;-0,0063;0,000305854;sim
84,5;1,78216;-0,0039;0,000334129;sim
84,6;1,78214;-0,0002;0,000377831;sim
84,7;1,78222;0,0008;0,000389286;sim
84,8;1,78262;0,004;0,000426873;sim
84,9;1,78244;-0,0018;0,000357482;sim
85;1,78136;-0,0108;0,000250297;sim
85,1;1,7821;0,0074;0,00046564;sim
85,2;1,78225;0,0015;0,000395266;sim
85,3;1,78147;-0,0078;0,00028487;sim
85,4;1,78248;0,0101;0,000495868;sim
85,5;1,78112;-0,0136;0,000215802;sim
85,6;1,78084;-0,0028;0,000342756;sim
85,7;1,78197;0,0113;0,000508235;sim
85,8;1,78096;-0,0101;0,000256169;sim
85,9;1,78133;0,0037;0,00041784;sim
86;1,78121;-0,0012;0,000359906;sim
86,1;1,78164;0,0043;0,000423888;sim
86,2;1,7813;-0,0034;0,000333333;sim
86,3;1,78058;-0,0072;0,000288551;sim
86,4;1,78025;-0,0033;0,000333722;sim
86,5;1,78093;0,0068;0,000451049;sim
86,6;1,78089;-0,0004;0,000366705;sim
86,7;1,78066;-0,0023;0,000344186;sim
86,8;1,78091;0,0025;0,000399535;sim
86,9;1,78151;0,006;0,000439675;sim
87;1,78072;-0,0079;0,0002781;sim
87,1;1,78026;-0,0046;0,000315972;sim
87,2;1,77982;-0,0044;0,000317919;sim
87,3;1,78065;0,0083;0,000464203;sim
87,4;1,7802;-0,0045;0,000316032;sim
87,5;1,77975;-0,0045;0,000315668;sim
87,6;1,78001;0,0026;0,000397008;sim
87,7;1,77991;-0,001;0,000355172;sim
87,8;1,77917;-0,0074;0,000281286;sim
87,9;1,77964;0,0047;0,000419725;sim
88;1,77923;-0,0041;0,000318442;sim
88,1;1,77933;0,001;0,00037643;sim
88,2;1,77968;0,0035;0,000404571;sim
88,3;1,77959;-0,0009;0,000353881;sim
88,4;1,77954;-0,0005;0,000358039;sim
88,5;1,7799;0,0036;0,000404328;sim
88,6;1,77897;-0,0093;0,00025711;sim
88,7;1,77986;0,0089;0,000463636;sim
88,8;1,77849;-0,0137;0,000206583;sim
88,9;1,77887;0,0038;0,000404762;sim
89;1,77888;0,0001;0,000362401;sim
89,1;1,7782;-0,0068;0,000283937;sim
89,2;1,77878;0,0058;0,000425989;sim
89,3;1,77908;0,003;0,000393905;sim
89,4;1,77853;-0,0055;0,000297632;sim
89,5;1,77869;0,0016;0,000377252;sim
89,6;1,77805;-0,0064;0,000286839;sim
89,7;1,77806;0,0001;0,000359551;sim
89,8;1,77838;0,0032;0,000393939;sim
89,9;1,77805;-0,0033;0,000320628;sim
90;1,77741;-0,0064;0,000285554;sim
90,1;1,7774;-1,00E-04;0,000355705;sim
90,2;1,77732;-0,0008;0,000347486;sim
90,3;1,778;0,0068;0,00043192;sim
90,4;1,77739;-0,0061;0,000287625;sim
90,5;1,77696;-0,0043;0,00030735;sim
90,6;1,77752;0,0056;0,00041713;sim
90,7;1,77714;-0,0038;0,000312222;sim
90,8;1,77764;0,005;0,000409545;sim
90,9;1,7776;-0,0004;0,000349224;sim
91;1,77698;-0,0062;0,000284607;sim
91,1;1,77733;0,0035;0,000391593;sim
91,2;1,77705;-0,0028;0,000321547;sim
91,3;1,77701;-0,0004;0,000347682;sim
91,4;1,77684;-0,0017;0,000332966;sim
91,5;1,77752;0,0068;0,000426211;sim
91,6;1,7763;-0,0122;0,000216722;sim
91,7;1,77654;0,0024;0,000376923;sim
91,8;1,77691;0,0037;0,000390779;sim
91,9;1,77638;-0,0053;0,000291667;sim
92;1,77665;0,0027;0,00037897;sim
92,1;1,77591;-0,0074;0,000268053;sim
92,2;1,7762;0,0029;0,000380328;sim
92,3;1,77629;0,0009;0,000358079;sim
92,4;1,77614;-0,0015;0,000331516;sim
92,5;1,77612;-0,0002;0,000345316;sim
92,6;1,77597;-0,0015;0,000330794;sim
92,7;1,77568;-0,0029;0,000315217;sim
92,8;1,77516;-0,0052;0,000289902;sim
92,9;1,77581;0,0065;0,000416486;sim
93;1,77475;-0,0106;0,000230769;sim
93,1;1,77551;0,0076;0,000427489;sim
93,2;1,77507;-0,0044;0,000297297;sim
93,3;1,775;-0,0007;0,000336933;sim
93,4;1,7756;0,006;0,000408846;sim
93,5;1,77571;0,0011;0,000355603;sim
93,6;1,77529;-0,0042;0,00029817;sim
93,7;1,77393;-0,0136;0,000196774;sim
93,8;1,77516;0,0123;0,000474758;sim
93,9;1,77443;-0,0073;0,000263948;sim
94;1,77386;-0,0057;0,000280815;sim
94,1;1,77501;0,0115;0,000464668;sim
94,2;1,77429;-0,0072;0,000264171;sim
94,3;1,77378;-0,0051;0,000286325;sim
94,4;1,77415;0,0037;0,000379936;sim
94,5;1,77454;0,0039;0,000381663;sim
94,6;1,77512;0,0058;0,000401491;sim
94,7;1,77452;-0,006;0,000275532;sim
94,8;1,77486;0,0034;0,000375133;sim
94,9;1,77393;-0,0093;0,000239915;sim
95;1,77431;0,0038;0,000378579;sim
95,1;1,77439;0,0008;0,000346398;sim
95,2;1,7737;-0,0069;0,00026455;sim
95,3;1,77364;-0,0006;0,000330867;sim
95,4;1,77297;-0,0067;0,000266103;sim
95,5;1,7732;0,0023;0,000360759;sim
95,6;1,77382;0,0062;0,000401475;sim
95,7;1,77434;0,0052;0,000390526;sim
95,8;1,77364;-0,007;0,00026183;sim
95,9;1,77293;-0,0071;0,000260504;sim
96;1,77248;-0,0045;0,000287513;sim
96,1;1,77317;0,0069;0,000406709;sim
96,2;1,77295;-0,0022;0,000310995;sim
96,3;1,77225;-0,007;0,00026046;sim
96,4;1,77285;0,006;0,000396029;sim
96,5;1,77285;0;0,000332985;sim
96,6;1,77294;0,0009;0,000342023;sim
96,7;1,77309;0,0015;0,000347917;sim
96,8;1,77289;-0,002;0,000311134;sim
96,9;1,77199;-0,009;0,000238046;sim
97;1,77228;0,0029;0,000361371;sim
97,1;1,77259;0,0031;0,000363071;sim
97,2;1,7721;-0,0049;0,000279793;sim
97,3;1,77202;-0,0008;0,000321946;sim
97,4;1,77204;0,0002;0,000331954;sim
97,5;1,77204;0;0,000329545;sim
97,6;1,77207;0,0003;0,000332301;sim
97,7;1,77284;0,0077;0,000408247;sim
97,8;1,77172;-0,0112;0,000213182;sim
97,9;1,77144;-0,0028;0,000299383;sim
98;1,77129;-0,0015;0,000312436;sim
98,1;1,772;0,0071;0,000400411;sim
98,2;1,77187;-0,0013;0,000313846;sim
98,3;1,77123;-0,0064;0,00026127;sim
98,4;1,7719;0,0067;0,000395087;sim
98,5;1,77101;-0,0089;0,000235174;sim
98,6;1,77202;0,0101;0,000429009;sim
98,7;1,77143;-0,0059;0,000265306;sim
98,8;1,77109;-0,0034;0,00029052;sim
98,9;1,77074;-0,0035;0,000289206;sim
99;1,77086;0,0012;0,000336724;sim
99,1;1,77107;0,0021;0,000345528;sim
99,2;1,77093;-0,0014;0,000309645;sim
99,3;1,77063;-0,003;0,000293103;sim
99,4;1,77033;-0,003;0,000292806;sim
99,5;1,7707;0,0037;0,000360324;sim
99,6;1,77032;-0,0038;0,000284125;sim
99,7;1,77074;0,0042;0,000364646;sim
99,8;1,77017;-0,0057;0,000264379;sim
99,9;1,76988;-0,0029;0,000292339;sim
100;1,77006;0,0018;0,000339376;sim
100,1;1,76992;-0,0014;0,000306841;sim
100,2;1,77029;0,0037;0,000357789;sim
100,3;1,76985;-0,0044;0,000276104;sim
100,4;1,76968;-0,0017;0,000302909;sim
100,5;1,76987;0,0019;0,000338677;sim
100,6;1,76889;-0,0098;0,000221221;sim
100,7;1,76929;0,004;0,000359;sim
100,8;1,76997;0,0068;0,000386613;sim
100,9;1,76825;-0,0172;0,000146707;sim
101;1,76911;0,0086;0,000403789;sim
101,1;1,76862;-0,0049;0,000268924;sim
101,2;1,76939;0,0077;0,00039403;sim
101,3;1,76889;-0,005;0,000267396;sim
101,4;1,76891;0,0002;0,000318769;sim
101,5;1,76892;0,0001;0,00031746;sim
101,6;1,76867;-0,0025;0,000291378;sim
101,7;1,76889;0,0022;0,000337624;sim
101,8;1,76843;-0,0046;0,00027003;sim
101,9;1,76833;-0,001;0,000305336;sim
102;1,76868;0,0035;0,000349457;sim
102,1;1,76872;0,0004;0,00031854;sim
102,2;1,76782;-0,009;0,000225616;sim
102,3;1,76843;0,0061;0,000374016;sim
102,4;1,76873;0,003;0,000343166;sim
102,5;1,76867;-0,0006;0,000307466;sim
102,6;1,76832;-0,0035;0,000278705;sim
102,7;1,76814;-0,0018;0,000295098;sim
102,8;1,76827;0,0013;0,000325171;sim
102,9;1,76757;-0,007;0,00024364;sim
103;1,76782;0,0025;0,000336266;sim
103,1;1,76827;0,0045;0,000355469;sim
103,2;1,76694;-0,0133;0,000181463;sim
103,3;1,76715;0,0021;0,000331384;sim
103,4;1,76799;0,0084;0,000392405;sim
103,5;1,76776;-0,0023;0,000287938;sim
103,6;1,76691;-0,0085;0,000227405;sim
103,7;1,76741;0,005;0,000358252;sim
103,8;1,76718;-0,0023;0,0002871;sim
103,9;1,76776;0,0058;0,00036531;sim
104;1,76727;-0,0049;0,000261375;sim
104,1;1,7665;-0,0077;0,000234043;sim
104,2;1,76667;0,0017;0,000324638;sim
104,3;1,76705;0,0038;0,000344595;sim
104,4;1,76636;-0,0069;0,00024108;sim
104,5;1,76604;-0,0032;0,000276493;sim
104,6;1,76698;0,0094;0,000397498;sim
104,7;1,76716;0,0018;0,000324038;sim
104,8;1,76695;-0,0021;0,000286263;sim
104,9;1,76643;-0,0052;0,000256238;sim
105;1,76583;-0,006;0,000248322;sim
105,1;1,76569;-0,0014;0,000292146;sim
105,2;1,76641;0,0072;0,000374163;sim
105,3;1,76586;-0,0055;0,00025239;sim
105,4;1,76537;-0,0049;0,00025788;sim
105,5;1,76628;0,0091;0,000391221;sim
105,6;1,76621;-0,0007;0,000297426;sim
105,7;1,76609;-0,0012;0,000292381;sim
105,8;1,76587;-0,0022;0,000282588;sim
105,9;1,76562;-0,0025;0,000279468;sim
106;1,7657;0,0008;0,000310541;sim
106,1;1,76573;0,0003;0,000305503;sim
106,2;1,76573;0;0,00030237;sim
106,3;1,76535;-0,0038;0,000266098;sim
106,4;1,76622;0,0087;0,000384106;sim
106,5;1,76463;-0,0159;0,000151229;sim
106,6;1,76627;0,0164;0,000456091;sim
106,7;1,76505;-0,0122;0,000185849;sim
106,8;1,76553;0,0048;0,0003459;sim
106,9;1,76499;-0,0054;0,000249529;sim
107;1,76455;-0,0044;0,000258702;sim
107,1;1,76489;0,0034;0,000331767;sim
107,2;1,76488;-0,0001;0,000298592;sim
107,3;1,76434;-0,0054;0,000248593;sim
107,4;1,7642;-0,0014;0,000285848;sim
107,5;1,76478;0,0058;0,000352996;sim
107,6;1,76407;-0,0071;0,000231993;sim
107,7;1,76513;0,0106;0,000397196;sim
107,8;1,76437;-0,0076;0,000226891;sim
107,9;1,76478;0,0041;0,000335821;sim
108;1,7648;0,0002;0,000299161;sim
108,1;1,76395;-0,0085;0,000217877;sim
108,2;1,76453;0,0058;0,000350698;sim
108,3;1,76425;-0,0028;0,000270446;sim
108,4;1,76296;-0,0129;0,000176416;sim
108,5;1,76364;0,0068;0,000358998;sim
108,6;1,76379;0,0015;0,000309546;sim
108,7;1,76327;-0,0052;0,000247222;sim
108,8;1,76376;0,0049;0,000340426;sim
108,9;1,76395;0,0019;0,000312384;sim
109;1,76395;0;0,000294552;sim
109,1;1,76362;-0,0033;0,000263838;sim
109,2;1,76378;0,0016;0,000308756;sim
109,3;1,76295;-0,0083;0,000217311;sim
109,4;1,76298;0,0003;0,000296228;sim
109,5;1,76373;0,0075;0,000362132;sim
109,6;1,76359;-0,0014;0,000280073;sim
109,7;1,76329;-0,003;0,000265138;sim
109,8;1,76261;-0,0068;0,000230064;sim
109,9;1,76318;0,0057;0,000344322;sim
110;1,76288;-0,003;0,00026441;sim
110,1;1,76265;-0,0023;0,000270567;sim
110,2;1,76307;0,0042;0,00032968;sim
110,3;1,76291;-0,0016;0,00027646;sim
110,4;1,76233;-0,0058;0,000237922;sim
110,5;1,76223;-0,001;0,000281421;sim
110,6;1,7625;0,0027;0,000314832;sim
110,7;1,76289;0,0039;0,000325455;sim
110,8;1,76259;-0,003;0,000262489;sim
110,9;1,76286;0,0027;0,000313975;sim
111;1,76218;-0,0068;0,000227561;sim
111,1;1,76271;0,0053;0,000336957;sim
111,2;1,76179;-0,0092;0,00020543;sim
111,3;1,76173;-0,0006;0,000283002;sim
111,4;1,76242;0,0069;0,000350497;sim
111,5;1,76184;-0,0058;0,00023556;sim
111,6;1,76176;-0,0008;0,000280433;sim
111,7;1,76152;-0,0024;0,000265766;sim
111,8;1,76191;0,0039;0,000322232;sim
111,9;1,7619;-0,0001;0,000285971;sim
112;1,76207;0,0017;0,000301887;sim
112,1;1,7614;-0,0067;0,000226212;sim
112,2;1,76099;-0,0041;0,000249327;sim
112,3;1,76158;0,0059;0,00033871;sim
112,4;1,76146;-0,0012;0,000274843;sim
112,5;1,76086;-0,006;0,000231664;sim
112,6;1,76109;0,0023;0,00030563;sim
112,7;1,76144;0,0035;0,000316071;sim
112,8;1,76048;-0,0096;0,00019893;sim
112,9;1,76063;0,0015;0,000297683;sim
113;1,76044;-0,0019;0,000267142;sim
113,1;1,76125;0,0081;0,000355872;sim
113,2;1,76035;-0,009;0,000203556;sim
113,3;1,76092;0,0057;0,000333925;sim
113,4;1,75966;-0,0126;0,000171251;sim
113,5;1,76023;0,0057;0,000333333;sim
113,6;1,7601;-0,0013;0,000271036;sim
113,7;1,76107;0,0097;0,000368142;sim
113,8;1,75958;-0,0149;0,000150309;sim
113,9;1,76038;0,008;0,000352473;sim
114;1,7607;0,0032;0,000309797;sim
114,1;1,76067;-0,0003;0,00027866;sim
114,2;1,76028;-0,0039;0,000246696;sim
114,3;1,76017;-0,0011;0,000271127;sim
114,4;1,75922;-0,0095;0,00019701;sim
114,5;1,76001;0,0079;0,000349736;sim
114,6;1,75949;-0,0052;0,000234416;sim
114,7;1,7598;0,0031;0,000307018;sim
114,8;1,7592;-0,006;0,000226994;sim
114,9;1,75948;0,0028;0,000303853;sim
115;1,7595;0,0002;0,00028084;sim
115,1;1,76019;0,0069;0,000339161;sim
115,2;1,7589;-0,0129;0,000165939;sim
115,3;1,75889;-1,00E-04;0,000277487;sim
115,4;1,75964;0,0075;0,000343505;sim
115,5;1,75843;-0,0121;0,000172474;sim
115,6;1,7588;0,0037;0,000309835;sim
115,7;1,75956;0,0076;0,000343478;sim
115,8;1,75904;-0,0052;0,000231972;sim
115,9;1,75899;-0,0005;0,000272569;sim
116;1,75881;-0,0018;0,000261058;sim
116,1;1,75878;-0,0003;0,00027383;sim
116,2;1,75866;-0,0012;0,000265801;sim
116,3;1,75881;0,0015;0,000288927;sim
116,4;1,75921;0,004;0,000310285;sim
116,5;1,75834;-0,0087;0,000200345;sim
116,6;1,75862;0,0028;0,000299396;sim
116,7;1,75806;-0,0056;0,000226724;sim
116,8;1,7584;0,0034;0,000304048;sim
116,9;1,7582;-0,002;0,000257315;sim
117;1,75759;-0,0061;0,00022184;sim
117,1;1,75776;0,0017;0,00028866;sim
117,2;1,75787;0,0011;0,000283262;sim
117,3;1,75746;-0,0041;0,000238422;sim
117,4;1,75775;0,0029;0,000298201;sim
117,5;1,75729;-0,0046;0,000233733;sim
117,6;1,75775;0,0046;0,000312233;sim
117,7;1,75711;-0,0064;0,000217949;sim
117,8;1,75742;0,0031;0,00029889;sim
117,9;1,75736;-0,0006;0,000267065;sim
118;1,75737;0,0001;0,000272805;sim
118,1;1,75789;0,0052;0,000316014;sim
118,2;1,75682;-0,0107;0,000180426;sim
118,3;1,75589;-0,0093;0,000192177;sim
118,4;1,75661;0,0072;0,000332201;sim
118,5;1,75783;0,0122;0,000374363;sim
118,6;1,75736;-0,0047;0,000230704;sim
118,7;1,75739;0,0003;0,000272881;sim
118,8;1,75646;-0,0093;0,000191363;sim
118,9;1,75562;-0,0084;0,000198816;sim
119;1,75668;0,0106;0,000359256;sim
119,1;1,75727;0,0059;0,000319257;sim
119,2;1,75721;-0,0006;0,000264135;sim
119,3;1,75662;-0,0059;0,000219224;sim
119,4;1,75621;-0,0041;0,000234204;sim
119,5;1,75675;0,0054;0,000313973;sim
119,6;1,75713;0,0038;0,000300252;sim
119,7;1,75664;-0,0049;0,000226891;sim
119,8;1,75609;-0,0055;0,000221662;sim
119,9;1,7558;-0,0029;0,000243289;sim
120;1,75694;0,0114;0,000362951;sim
120,1;1,7555;-0,0144;0,000146566;sim
120,2;1,75669;0,0119;0,000366527;sim
