Time;Left Size/Right Size
0,1;3,306671823466243;3,4011973816621555
0,2;3,217561113812671;3,4011973816621555
0,30000000000000004;3,1323352383311667;3,4011973816621555
0,4;3,05112549011911;3,4011973816621555
0,5;2,973993216586781;3,4011973816621555
0,6;2,9002977906057996;3,4011973816621555
0,7;2,8300620954653146;3,4011973816621555
0,7999999999999999;2,7630373487176936;3,4011973816621555
0,8999999999999999;2,6989197265638656;3,4011973816621555
0,9999999999999999;2,637643120096726;3,4011973816621555
1,0999999999999999;2,57902399494475;3,4011973816621555
1,2;2,5228468856692476;3,4011973816621555
1,3;2,469027879438763;3,4011973816621555
1,4000000000000001;2,417423858201002;3,4011973816621555
1,5000000000000002;2,3678838645518914;3,4011973816621555
1,6000000000000003;2,320296114280151;3,4011973816621555
1,7000000000000004;2,2745762948273214;3,4011973816621555
1,8000000000000005;2,230596849870705;3,4011973816621555
1,9000000000000006;2,1882653312169023;3,4011973816621555
