Time;Left Size/Right Size
0,1;4,246788932189257;4,353855757707185
0,2;4,146254961646662;4,353855757707185
0,30000000000000004;4,050615068227513;4,353855757707185
0,4;3,960054758911892;4,353855757707185
0,5;3,8739966006905058;4,353855757707185
0,6;3,7922016275484394;4,353855757707185
0,7;3,7145260850959203;4,353855757707185
0,7999999999999999;3,640543869086659;4,353855757707185
0,8999999999999999;3,570080851884836;4,353855757707185
0,9999999999999999;3,502852859649472;4,353855757707185
1,0999999999999999;3,438693766063383;4,353855757707185
1,2;3,3773586758684107;4,353855757707185
1,3;3,3187139809357276;4,353855757707185
1,4000000000000001;3,2625844640175377;4,353855757707185
1,5000000000000002;3,2087948198776797;4,353855757707185
1,6000000000000003;3,157217923583451;4,353855757707185
1,7000000000000004;3,1077062858860645;4,353855757707185
1,8000000000000005;3,0601387766294836;4,353855757707185
1,9000000000000006;3,014413673164594;4,353855757707185
