Time;Left Size/Right Size
0,1;4,402865303066434;4,499809670330265
0,2;4,311557025062844;4,499809670330265
0,30000000000000004;4,224138429499266;4,499809670330265
0,4;4,14096276091317;4,499809670330265
0,5;4,061501967069576;4,499809670330265
0,6;3,985726189222928;4,499809670330265
0,7;3,9132706706239224;4,499809670330265
0,7999999999999999;3,844041355639229;4,499809670330265
0,8999999999999999;3,777730579409845;4,499809670330265
0,9999999999999999;3,7142699557414622;4,499809670330265
1,0999999999999999;3,6534745369327317;4,499809670330265
1,2;3,5951446656305293;4,499809670330265
1,3;3,539173563630346;4,499809670330265
1,4000000000000001;3,485395769557924;4,499809670330265
1,5000000000000002;3,4337117520273854;4,499809670330265
1,6000000000000003;3,383982521221358;4,499809670330265
1,7000000000000004;3,3361171443180875;4,499809670330265
1,8000000000000005;3,2899977150572197;4,499809670330265
1,9000000000000006;3,2455315796343496;4,499809670330265
