Time;Left Size/Right Size
0,1;3,594426506223777;3,6888794541139363
0,2;3,5035813748543325;3,6888794541139363
0,30000000000000004;3,417610512256881;3,6888794541139363
0,4;3,3356053180095544;3,6888794541139363
0,5;3,257579285575178;3,6888794541139363
0,6;3,1830233572934095;3,6888794541139363
0,7;3,1120409151890436;3,6888794541139363
0,7999999999999999;3,0440924827448326;3,6888794541139363
0,8999999999999999;2,9791843153490896;3,6888794541139363
0,9999999999999999;2,917112206180144;3,6888794541139363
1,0999999999999999;2,8576546168605863;3,6888794541139363
1,2;2,800701920668054;3,6888794541139363
1,3;2,7461003753267113;3,6888794541139363
1,4000000000000001;2,693674227778405;3,6888794541139363
1,5000000000000002;2,643340361893174;3,6888794541139363
1,6000000000000003;2,5949595615065264;3,6888794541139363
1,7000000000000004;2,548440726027197;3,6888794541139363
1,8000000000000005;2,503665826128577;3,6888794541139363
1,9000000000000006;2,460552611553242;3,6888794541139363
