Time;Left Size/Right Size
0,1;5,548893641767997;5,991464547107982
0,2;5,197387995258949;5,991464547107982
0,30000000000000004;4,912508216701148;5,991464547107982
0,4;4,67719720879264;5,991464547107982
0,5;4,4792840298202075;5,991464547107982
0,6;4,310073067985602;5,991464547107982
0,7;4,163246527161503;5,991464547107982
0,7999999999999999;4,0341500718312115;5,991464547107982
0,8999999999999999;3,9193165643392005;5,991464547107982
0,9999999999999999;3,816123630228741;5,991464547107982
1,0999999999999999;3,7225627300539013;5,991464547107982
1,2;3,6370732537951644;5,991464547107982
1,3;3,5584275013811815;5,991464547107982
1,4000000000000001;3,4856469944082042;5,991464547107982
1,5000000000000002;3,4179425038712323;5,991464547107982
1,6000000000000003;3,3546701191055357;5,991464547107982
1,7000000000000004;3,2952987383571726;5,991464547107982
1,8000000000000005;3,2393859260955433;5,991464547107982
1,9000000000000006;3,1865596240269576;5,991464547107982
