Time;Left Size/Right Size
0,1;3,99875804515231;4,0943445622221
0,2;3,907110395005684;4,0943445622221
0,30000000000000004;3,820501125372505;4,0943445622221
0,4;3,7377509440146235;4,0943445622221
0,5;3,658778052740646;4,0943445622221
0,6;3,583519584146636;4,0943445622221
0,7;3,511691372041201;4,0943445622221
0,7999999999999999;3,4429461684022242;4,0943445622221
0,8999999999999999;3,3772343525566186;4,0943445622221
0,9999999999999999;3,3143547042385046;4,0943445622221
1,0999999999999999;3,2540673727248173;4,0943445622221
1,2;3,1962909799731976;4,0943445622221
1,3;3,140870531353651;4,0943445622221
1,4000000000000001;3,087629401690314;4,0943445622221
1,5000000000000002;3,0364937792650877;4,0943445622221
1,6000000000000003;2,9873110777030747;4,0943445622221
1,7000000000000004;2,9399763156703065;4,0943445622221
1,8000000000000005;2,8944086557520765;4,0943445622221
1,9000000000000006;2,8504909829343554;4,0943445622221
