Time;Left Size/Right Size
0,1;2,903473117965961;2,995732273553991
0,2;2,815415487812994;2,995732273553991
0,30000000000000004;2,7318390114779403;2,995732273553991
0,4;2,6523835244687177;2,995732273553991
0,5;2,5767752438248483;2,995732273553991
0,6;2,504708731300656;2,995732273553991
0,7;2,4360951788407252;2,995732273553991
0,7999999999999999;2,370648388440882;2,995732273553991
0,8999999999999999;2,308176896940366;2,995732273553991
0,9999999999999999;2,2485022914669472;2,995732273553991
1,0999999999999999;2,1914583358789113;2,995732273553991
1,2;2,1368901147866977;2,995732273553991
1,3;2,084667197247655;2,995732273553991
1,4000000000000001;2,0346247390418664;2,995732273553991
1,5000000000000002;1,9866537384101823;2,995732273553991
1,6000000000000003;1,9406368750657443;2,995732273553991
1,7000000000000004;1,896464626826718;2,995732273553991
1,8000000000000005;1,8540347017593723;2,995732273553991
1,9000000000000006;1,813251514545017;2,995732273553991
