Time;Left Size/Right Size
0,1;4,95685792492142;5,115995809754082
0,2;4,8105755488527775;5,115995809754082
0,30000000000000004;4,675191958556751;5,115995809754082
0,4;4,549806605589083;5,115995809754082
0,5;4,433558479691601;5,115995809754082
0,6;4,325399487661913;5,115995809754082
0,7;4,224571321570725;5,115995809754082
0,7999999999999999;4,1304243872768085;5,115995809754082
0,8999999999999999;4,042280203725442;5,115995809754082
0,9999999999999999;3,959592369758874;5,115995809754082
1,0999999999999999;3,881887192608836;5,115995809754082
1,2;3,8086988051177535;5,115995809754082
1,3;3,739634961275501;5,115995809754082
1,4000000000000001;3,6743514312604875;5,115995809754082
1,5000000000000002;3,612519526614548;5,115995809754082
1,6000000000000003;3,553855417011888;5,115995809754082
1,7000000000000004;3,4981075069633354;5,115995809754082
1,8000000000000005;3,445039351221292;5,115995809754082
1,9000000000000006;3,3944432890436462;5,115995809754082
