Time;Left Size/Right Size
0,1;5,755907836917264;6,551080335043404
0,2;5,2346737432473605;6,551080335043404
0,30000000000000004;4,866486006346072;6,551080335043404
0,4;4,589496852687719;6,551080335043404
0,5;4,370408553571348;6,551080335043404
0,6;4,190298217200302;6,551080335043404
0,7;4,037814090797532;6,551080335043404
0,7999999999999999;3,905781463953248;6,551080335043404
0,8999999999999999;3,7894435800181925;6,551080335043404
0,9999999999999999;3,685510275910957;6,551080335043404
1,0999999999999999;3,5916207629866332;6,551080335043404
1,2;3,506027212013415;6,551080335043404
1,3;3,427400709215888;6,551080335043404
1,4000000000000001;3,354707727676276;6,551080335043404
1,5000000000000002;3,2871287698376044;6,551080335043404
1,6000000000000003;3,2240031324806346;6,551080335043404
1,7000000000000004;3,164790381241904;6,551080335043404
1,8000000000000005;3,109042831112253;6,551080335043404
1,9000000000000006;3,0563854694898156;6,551080335043404
