Time;Left Size/Right Size
0,1;3,8167692951248746;3,912023005428146
0,2;3,725727180456743;3,912023005428146
0,30000000000000004;3,639176820869176;3,912023005428146
0,4;3,5567578427542847;3,912023005428146
0,5;3,478196417472529;3,912023005428146
0,6;3,4031870675130067;3,912023005428146
0,7;3,3316409464445416;3,912023005428146
0,7999999999999999;3,2632718181806086;3,912023005428146
0,8999999999999999;3,197888181664301;3,912023005428146
0,9999999999999999;3,135311586286989;3,912023005428146
1,0999999999999999;3,0753757583218935;3,912023005428146
1,2;3,017925744942584;3,912023005428146
1,3;2,962831077915993;3,912023005428146
1,4000000000000001;2,9099268758772245;3,912023005428146
1,5000000000000002;2,859104100066789;3,912023005428146
1,6000000000000003;2,810245393341444;3,912023005428146
1,7000000000000004;2,7632411968063497;3,912023005428146
1,8000000000000005;2,717989181957437;3,912023005428146
1,9000000000000006;2,6743937270478204;3,912023005428146
