Time;Left Size/Right Size
0,1;4,194369730715223;4,382026634673881
0,2;4,023771205050893;4,382026634673881
0,30000000000000004;3,868804027312;4,382026634673881
0,4;3,727351720366012;4,382026634673881
0,5;3,59791260533631;4,382026634673881
0,6;3,4790332796725805;4,382026634673881
0,7;3,3695314116683215;4,382026634673881
0,7999999999999999;3,268395243455561;4,382026634673881
0,8999999999999999;3,174679120752642;4,382026634673881
0,9999999999999999;3,087605636927594;4,382026634673881
1,0999999999999999;3,0064712015190445;4,382026634673881
1,2;2,930679723061189;4,382026634673881
1,3;2,859685231483875;4,382026634673881
1,4000000000000001;2,793033100477578;4,382026634673881
1,5000000000000002;2,730302753065218;4,382026634673881
1,6000000000000003;2,671131121133538;4,382026634673881
1,7000000000000004;2,6151978875042228;4,382026634673881
1,8000000000000005;2,56221573306755;4,382026634673881
1,9000000000000006;2,5119318875470995;4,382026634673881
