Time,Strain,Strain Derivative,Reduced Relaxation Function,Reduced Relaxation Function Derivative,Elastic Response,Elastic Response Derivative,Stress,Stress by Integral,Stress by dG
965.700000000151,0.06,0,0.9000017773218716,-1.863802298367509E-08,1.2974725669267309,0,1.167877612217718,1.167739766935938,1.1677397480898475
965.800000000151,0.06,0,0.9000017754590462,-1.861848832140006E-08,1.2974725669267309,0,1.1678775970092552,1.1677397517814825,1.167739732941829
965.9000000001511,0.06,0,0.9000017735981732,-1.859897413356221E-08,1.2974725669267309,0,1.1678775818167302,1.1677397366543119,1.1677397178013733
966.0000000001511,0.06,0,0.9000017717392508,-1.857948039870209E-08,1.2974725669267309,0,1.167877566640129,1.1677397215248675,1.167739702685092
966.1000000001511,0.06,0,0.9000017698822765,-1.8560007095382763E-08,1.2974725669267309,0,1.1678775514794342,1.1677397064204342,1.1677396875763573
966.2000000001511,0.06,0,0.9000017680272486,-1.8540554202189776E-08,1.2974725669267309,0,1.1678775363346305,1.1677396913353277,1.1677396724917462
966.3000000001512,0.06,0,0.900001766174165,-1.8521121697731105E-08,1.2974725669267309,0,1.1678775212057,1.167739676252495,1.1677396574146661
966.4000000001512,0.06,0,0.9000017643230236,-1.8501709560637154E-08,1.2974725669267309,0,1.1678775060926265,1.167739661196947,1.1677396423616588
966.5000000001512,0.06,0,0.9000017624738225,-1.8482317769560688E-08,1.2974725669267309,0,1.1678774909953937,1.1677396461641365,1.1677396273161673
966.6000000001512,0.06,0,0.9000017606265593,-1.846294630317695E-08,1.2974725669267309,0,1.1678774759139827,1.1677396311245047,1.167739612294698
966.7000000001512,0.06,0,0.9000017587812325,-1.8443595140183433E-08,1.2974725669267309,0,1.1678774608483804,1.167739616128074,1.167739597280728
966.8000000001513,0.06,0,0.9000017569378397,-1.842426425929999E-08,1.2974725669267309,0,1.167877445798567,1.1677396011293695,1.1677395822907306
966.9000000001513,0.06,0,0.9000017550963789,-1.8404953639268775E-08,1.2974725669267309,0,1.1678774307645274,1.167739586164771,1.1677395673082167
967.0000000001513,0.06,0,0.9000017532568483,-1.838566325885423E-08,1.2974725669267309,0,1.1678774157462473,1.1677395711944882,1.1677395523496252
