Time,Strain,Strain Derivative,Reduced Relaxation Function,Reduced Relaxation Function Derivative,Elastic Response,Elastic Response Derivative,Stress,Stress by Integral,Stress by dG
29.300000000000146,0.05860000000000029,0.002,0.922301410425984,-0.0008005942867481637,1.5115294620914332,0.0684420480804561,1.4326325987420876,1.429227567825322,1.4292254880056936
29.400000000000148,0.058800000000000296,0.002,0.9222214666295987,-0.0007982843078422321,1.5183806184704598,0.06858112655495034,1.4367408741246441,1.4356177086345667,1.4356155236800754
29.50000000000015,0.0590000000000003,0.002,0.9221417530343332,-0.0007959902314958417,1.5252456968229577,0.06872048764550605,1.4454442388688815,1.442020432307416,1.4420183431539164
29.60000000000015,0.0592000000000003,0.002,0.9220622680597428,-0.0007937118619408105,1.5321247254392385,0.06886013192641655,1.4495686235761374,1.4484359661402735,1.4484337724125682
29.700000000000152,0.05940000000000031,0.002,0.9219830101448223,-0.0007914490061567951,1.5390177326671008,0.06900005997314215,1.4583067933661233,1.4548641367407988,1.4548620382241588
29.800000000000153,0.059600000000000306,0.002,0.9219039777477326,-0.0007892014738319792,1.5459247469119473,0.06914027236231254,1.4624473563932665,1.4613051703550894,1.4613029678176483
29.900000000000155,0.05980000000000031,0.002,0.9218251693455316,-0.0007869690773243302,1.5528457966369036,0.06928076967172915,1.4712204762595216,1.4677588948277531,1.4677567869188421
30.000000000000156,0.06,0,0.9217465834339104,-0.0007847516316234105,1.5597809103629217,0,1.4753772868355413,1.4730673343188094,1.474223323985455
30.100000000000158,0.06,0,0.9216682185269301,-0.0007825489543127338,1.5597809103629217,0,1.4749104861698366,1.4737644075830936,1.473759348624933
30.20000000000016,0.06,0,0.9215900731567662,-0.0007803608655326648,1.5597809103629217,0,1.4744587971522631,1.4733151186023896,1.4733152466372
30.30000000000016,0.06,0,0.9215121458734534,-0.000778187187943849,1.5597809103629217,0,1.4740209911280748,1.4728841358916256,1.4728798390089068
30.400000000000162,0.06,0,0.9214344352446356,-0.0007760277466911667,1.5597809103629217,0,1.4735959565397745,1.4724611514484565,1.4724612715601573
30.500000000000163,0.06,0,0.9213569398553202,-0.0007738823693682053,1.5597809103629217,0,1.4731826875027323,1.4720537236075515,1.4720500511768317
30.600000000000165,0.06,0,0.9212796583076334,-0.0007717508859822405,1.5597809103629217,0,1.4727802734992317,1.4716530727369914,1.4716531860896436
30.700000000000166,0.06,0,0.9212025892205821,-0.0007696331289197191,1.5597809103629217,0,1.472387890081403,1.4712657245207694,1.4712625644387425
30.800000000000168,0.06,0,0.9211257312298169,-0.0007675289329122371,1.5597809103629217,0,1.4720047904842364,1.470884152271772,1.4708842598214344
30.90000000000017,0.06,0,0.9210490829873988,-0.0007654381350030072,1.5597809103629217,0,1.4716302980595102,1.4705140325534671,1.47051129348517
31.00000000000017,0.06,0,0.9209726431615715,-0.0007633605745138042,1.5597809103629217,0,1.4712637994502487,1.4701488672533358,1.4701489697849348
31.100000000000172,0.06,0,0.9208964104365324,-0.0007612960930123872,1.5597809103629217,0,1.4709047384331886,1.4697936333945627,1.469791240907376
31.200000000000173,0.06,0,0.9208203835122124,-0.0007592445342803879,1.5597809103629217,0,1.4705526103637838,1.4694426786232384,1.4694427767832798
31.300000000000175,0.06,0,0.9207445611040543,-0.0007572057442816584,1.5597809103629217,0,1.4702069571647882,1.4691004023717547,1.4690982957898138
31.400000000000176,0.06,0,0.9206689419427968,-0.0007551795711310753,1.5597809103629217,0,1.4698673628051433,1.468761849046345,1.4687619433681345
31.500000000000178,0.06,0,0.9205935247742609,-0.0007531658650637883,1.5597809103629217,0,1.4695334492211556,1.4684309399484086,1.4684290697918125
31.60000000000018,0.06,0,0.9205183083591394,-0.0007511644784049124,1.5597809103629217,0,1.4692048726366558,1.468103294768106,1.4681033856929626
31.70000000000018,0.06,0,0.9204432914727891,-0.0007491752655396531,1.5597809103629217,0,1.4688813202430655,1.4677824378317617,1.4677807637346105
31.800000000000182,0.06,0,0.9203684729050268,-0.0007471980828838603,1.5597809103629217,0,1.468562507204105,1.467464465039967,1.4674645529336214
31.900000000000183,0.06,0,0.9202938514599269,-0.0007452327888550047,1.5597809103629217,0,1.468248173953378,1.4671525699966104,1.467151059011055
32.000000000000185,0.06,0,0.9202194259556239,-0.0007432792438435705,1.5597809103629217,0,1.4679380837561267,1.466843243974143,1.466843329141001
32.100000000000186,0.06,0,0.9201451952241152,-0.000741337310184858,1.5597809103629217,0,1.467632020509305,1.4665394039763058,1.4665380291940504
32.20000000000019,0.06,0,0.920071158111069,-0.0007394068521311902,1.5597809103629217,0,1.467329786756615,1.4662378706528578,1.4662379533471799
32.30000000000019,0.06,0,0.919997313475633,-0.0007374877358245196,1.5597809103629217,0,1.4670312018974911,1.4659413286518053,1.4659400680813175
32.40000000000019,0.06,0,0.9199236601902477,-0.0007355798292694252,1.5597809103629217,0,1.4667361005709816,1.4656468740898099,1.4656469545250834
