Time,Strain,Strain Derivative,Reduced Relaxation Function,Reduced Relaxation Function Derivative,Elastic Response,Elastic Response Derivative,Stress,Stress by Integral,Stress by dG
113.29999999999784,0.06,0,0.8729160899987674,-0.0003317593679297206,2.9061416689580937,0,2.552552454817842,2.552370613556718,2.5523705838870527
113.39999999999783,0.06,0,0.8728829236522809,-0.0003315676075228636,2.9061416689580937,0,2.5524459076921766,2.5522640819497155,2.5522640833689594
113.49999999999783,0.06,0,0.8728497764681358,-0.00033137612092694,2.9061416689580937,0,2.5523394354093485,2.5521576561627057,2.5521576266026815
113.59999999999782,0.06,0,0.8728166484190036,-0.0003311849070889585,2.9061416689580937,0,2.55223303780865,2.552051274024336,2.5520512754361055
113.69999999999781,0.06,0,0.872783539477661,-0.0003309939649610661,2.9061416689580937,0,2.5521267147300533,2.551944997263149,2.551944967816406
113.79999999999781,0.06,0,0.8727504496169892,-0.0003308032935005218,2.9061416689580937,0,2.552020466014255,2.551838763952219,2.5518387653627492
113.8999999999978,0.06,0,0.8727173788099734,-0.00033061289166967195,2.9061416689580937,0,2.551914291502645,2.5517326355932823,2.5517326062528647
113.9999999999978,0.06,0,0.8726843270297021,-0.0003304227584359236,2.9061416689580937,0,2.5518081910372983,2.5516265504739977,2.5516265518791275
114.09999999999779,0.06,0,0.8726512942493672,-0.00033023289277171996,2.9061416689580937,0,2.5517021644610014,2.5515205698783916,2.5515205406478727
114.19999999999779,0.06,0,0.8726182804422628,-0.000330043293654515,2.9061416689580937,0,2.5515962116172166,2.5514146323263276,2.5514146337265946
114.29999999999778,0.06,0,0.8725852855817853,-0.0003298539600667483,2.9061416689580937,0,2.551490332350102,2.551308798870764,2.5513087697483092
114.39999999999777,0.06,0,0.8725523096414323,-0.00032966489099581995,2.9061416689580937,0,2.551384526504481,2.5512030082597903,2.551203009657518
114.49999999999777,0.06,0,0.8725193525948024,-0.0003294760854340659,2.9061416689580937,0,2.5512787939258743,2.551097321327518,2.551097292312011
114.59999999999776,0.06,0,0.8724864144155952,-0.000329287542378733,2.9061416689580937,0,2.551173134460476,2.5509916770417362,2.5509916784351656
114.69999999999776,0.06,0,0.8724534950776097,-0.00032909926083195506,2.9061416689580937,0,2.5510675479551432,2.5508861360179935,2.5508861071076594
114.79999999999775,0.06,0,0.872420594554745,-0.00032891123980072727,2.9061416689580937,0,2.5509620342574086,2.550780637444916,2.550780638833598
114.89999999999775,0.06,0,0.8723877128209988,-0.0003287234782968829,2.9061416689580937,0,2.5508565932154657,2.550675241717215,2.5506752129146775
114.99999999999774,0.06,0,0.8723548498504674,-0.00032853597533706857,2.9061416689580937,0,2.5507512246781783,2.5505698882525962,2.550569889637564
115.09999999999773,0.06,0,0.8723220056173457,-0.0003283487299427201,2.9061416689580937,0,2.5506459284950647,2.5504646372243656,2.550464608523122
115.19999999999773,0.06,0,0.8722891800959258,-0.00032816174114003865,2.9061416689580937,0,2.5505407045162953,2.550359428261686,2.550359429642392
115.29999999999772,0.06,0,0.872256373260597,-0.000327975007959967,2.9061416689580937,0,2.5504355525927025,2.550254321332659,2.5502542927335776
115.39999999999772,0.06,0,0.8722235850858453,-0.00032778852943816543,2.9061416689580937,0,2.5503304725757565,2.5501492562773365,2.55014925765389
115.49999999999771,0.06,0,0.8721908155462528,-0.00032760230461498864,2.9061416689580937,0,2.5502254643175934,2.5500442928520783,2.550044264357056
115.5999999999977,0.06,0,0.8721580646164976,-0.00032741633253546143,2.9061416689580937,0,2.5501205276709635,2.5499393711157836,2.5499393724882378
115.6999999999977,0.06,0,0.8721253322713527,-0.00032723061224925647,2.9061416689580937,0,2.550015662489279,2.5498345506079545,2.5498345222148875
115.7999999999977,0.06,0,0.8720926184856861,-0.00032704514281066963,2.9061416689580937,0,2.549910868626584,2.5497297716043477,2.5497297729718853
115.89999999999769,0.06,0,0.8720599232344602,-0.0003268599232785982,2.9061416689580937,0,2.549806145937552,2.5496250934315867,2.5496250651386267
115.99999999999768,0.06,0,0.8720272464927313,-0.00032667495271651684,2.9061416689580937,0,2.5497014942774903,2.549520456578307,2.5495204579414525
116.09999999999768,0.06,0,0.871994588235649,-0.0003264902301924551,2.9061416689580937,0,2.5495969135023318,2.5494159201650746,2.549415891969944
116.19999999999767,0.06,0,0.8719619484384559,-0.00032630575477897466,2.9061416689580937,0,2.5494924034686344,2.549311424883456,2.5493114262436287
116.29999999999767,0.06,0,0.871929327076487,-0.0003261215255531462,2.9061416689580937,0,2.5493879640335764,2.5492070296533598,2.54920700156053
116.39999999999766,0.06,0,0.8718967241251696,-0.00032593754159652755,2.9061416689580937,0,2.549283595054958,2.549102675378947,2.549102676735074
116.49999999999766,0.06,0,0.8718641395600225,-0.00032575380199514057,2.9061416689580937,0,2.549179296391187,2.548998420768669,2.548998392771996
116.59999999999765,0.06,0,0.8718315733566557,-0.000325570305839449,2.9061416689580937,0,2.5490750679012883,2.548894206929333,2.5488942082823156
116.69999999999764,0.06,0,0.8717990254907699,-0.0003253870522243365,2.9061416689580937,0,2.548970909444893,2.548790092376123,2.548790064475774
116.79999999999764,0.06,0,0.8717664959381561,-0.000325204040249084,2.9061416689580937,0,2.548866820882242,2.5486860184133775,2.54868601976166
116.89999999999763,0.06,0,0.8717339846746954,-0.0003250212690173482,2.9061416689580937,0,2.5487628020741737,2.5485820433556228,2.5485820155530248
116.99999999999763,0.06,0,0.8717014916763577,-0.0003248387376371393,2.9061416689580937,0,2.548658852882133,2.5484781087172337,2.548478110059087
117.09999999999762,0.06,0,0.8716690169192024,-0.0003246564452207993,2.9061416689580937,0,2.548554973168154,2.548374272599574,2.548374244894534
117.19999999999762,0.06,0,0.8716365603793775,-0.00032447439088498036,2.9061416689580937,0,2.548451162794876,2.548270476730181,2.5482704780701604
117.29999999999761,0.06,0,0.8716041220331188,-0.0003242925737506233,2.9061416689580937,0,2.5483474216255093,2.5481667790145934,2.5481667514006254
117.3999999999976,0.06,0,0.8715717018567498,-0.0003241109929429359,2.9061416689580937,0,2.5482437495238734,2.5480631213625315,2.54806312269993
117.4999999999976,0.06,0,0.8715392998266817,-0.0003239296475913719,2.9061416689580937,0,2.5481401463543634,2.5479595614984873,2.5479595339810626
117.59999999999759,0.06,0,0.8715069159194119,-0.0003237485368296091,2.9061416689580937,0,2.548036611981962,2.5478560415325546,2.5478560428628394
117.69999999999759,0.06,0,0.8714745501115249,-0.000323567659795529,2.9061416689580937,0,2.54793314627222,2.5477526189803257,2.5477525915549535
117.79999999999758,0.06,0,0.8714422023796906,-0.00032338701563119524,2.9061416689580937,0,2.5478297490912767,2.5476492361539727,2.5476492374826343
117.89999999999758,0.06,0,0.8714098727006647,-0.00032320660348283297,2.9061416689580937,0,2.5477264203058345,2.5475459503837783,2.547545923050665
117.99999999999757,0.06,0,0.8713775610512884,-0.0003230264225008074,2.9061416689580937,0,2.547623159783184,2.5474427041675085,2.5474427054922693
118.09999999999756,0.06,0,0.8713452674084872,-0.00032284647183960407,2.9061416689580937,0,2.54751996739116,2.547339554645589,2.5473395274057262
118.19999999999756,0.06,0,0.8713129917492711,-0.0003226667506578074,2.9061416689580937,0,2.5474168429981816,2.5472364445133167,2.5472364458338173
