;First Relaxation;;Second Relaxation;
Time;Experimental;Numerical;Experimental;Numerical
53.3;1.74402;1.879093879;1.61704;1.640150785
53.4;1.74354;1.878867827;1.61694;1.6400425
53.5;1.74401;1.878642421;1.61703;1.639934403
53.6;1.74346;1.878417658;1.61679;1.639826492
53.7;1.74295;1.878193534;1.61708;1.639718768
53.8;1.74289;1.877970046;1.61667;1.639611229
53.9;1.74226;1.877747192;1.6155;1.639503874
54;1.74201;1.877524967;1.61618;1.639396703
54.1;1.74181;1.87730337;1.61637;1.639289716
54.2;1.74213;1.877082397;1.61621;1.63918291
54.3;1.74141;1.876862044;1.61533;1.639076286
54.4;1.74109;1.876642309;1.61535;1.638969843
54.5;1.74026;1.876423189;1.61558;1.638863579
54.6;1.74086;1.876204681;1.61538;1.638757495
54.7;1.74015;1.875986782;1.61571;1.63865159
54.8;1.73989;1.875769488;1.61546;1.638545862
54.9;1.74015;1.875552797;1.6153;1.638440311
55;1.73889;1.875336707;1.61508;1.638334937
55.1;1.73957;1.875121213;1.61485;1.638229738
55.2;1.7397;1.874906312;1.61462;1.638124715
55.3;1.73945;1.874692004;1.61442;1.638019865
55.4;1.73876;1.874478283;1.61497;1.637915189
55.5;1.73838;1.874265147;1.61509;1.637810686
55.6;1.73774;1.874052594;1.61442;1.637706355
55.7;1.73873;1.873840621;1.61444;1.637602195
55.8;1.73789;1.873629224;1.61482;1.637498206
55.9;1.73738;1.873418401;1.61512;1.637394387
56;1.73675;1.87320815;1.61367;1.637290737
56.1;1.73646;1.872998467;1.6143;1.637187256
56.2;1.7374;1.872789349;1.6139;1.637083943
56.3;1.73712;1.872580794;1.6137;1.636980797
56.4;1.7358;1.872372799;1.61425;1.636877817
56.5;1.73587;1.872165361;1.61358;1.636775004
56.6;1.73572;1.871958478;1.61322;1.636672356
56.7;1.73553;1.871752147;1.61273;1.636569872
56.8;1.73592;1.871546365;1.61375;1.636467552
56.9;1.7358;1.87134113;1.61315;1.636365396
57;1.73464;1.871136438;1.61274;1.636263402
57.1;1.73395;1.870932288;1.61295;1.63616157
57.2;1.73367;1.870728676;1.61252;1.6360599
57.3;1.73339;1.8705256;1.61218;1.63595839
57.4;1.73315;1.870323057;1.61285;1.63585704
57.5;1.7337;1.870121045;1.61229;1.635755849
57.6;1.73318;1.869919561;1.61301;1.635654817
57.7;1.73372;1.869718602;1.61208;1.635553944
57.8;1.73297;1.869518167;1.61201;1.635453227
57.9;1.73298;1.869318252;1.61131;1.635352668
58;1.73241;1.869118855;1.61103;1.635252265
58.1;1.73262;1.868919973;1.61147;1.635152017
58.2;1.73145;1.868721604;1.61119;1.635051924
58.3;1.73201;1.868523746;1.61168;1.634951986
58.4;1.73151;1.868326395;1.6114;1.634852201
58.5;1.73186;1.86812955;1.61165;1.63475257
58.6;1.73075;1.867933208;1.61087;1.634653091
58.7;1.73149;1.867737367;1.61078;1.634553764
58.8;1.73085;1.867542023;1.61073;1.634454588
58.9;1.73049;1.867347175;1.61187;1.634355563
59;1.73084;1.86715282;1.61033;1.634256689
59.1;1.72973;1.866958957;1.61092;1.634157963
59.2;1.72997;1.866765581;1.61054;1.634059387
59.3;1.72883;1.866572692;1.61051;1.633960959
59.4;1.72894;1.866380287;1.61019;1.633862679
59.5;1.7292;1.866188363;1.61065;1.633764546
59.6;1.72871;1.865996918;1.61042;1.63366656
59.7;1.72909;1.86580595;1.6101;1.63356872
59.8;1.72817;1.865615456;1.61037;1.633471025
59.9;1.72865;1.865425435;1.60949;1.633373475
60;1.72828;1.865235883;1.60953;1.633276069
60.1;1.72734;1.865046799;1.60933;1.633178808
60.2;1.72698;1.86485818;1.60928;1.633081689
60.3;1.72675;1.864670025;1.60956;1.632984713
60.4;1.72744;1.86448233;1.60972;1.63288788
60.5;1.72582;1.864295094;1.6084;1.632791187
60.6;1.72608;1.864108314;1.60973;1.632694636
60.7;1.72639;1.863921988;1.60864;1.632598225
60.8;1.72546;1.863736115;1.60892;1.632501955
60.9;1.72567;1.863550691;1.60848;1.632405823
61;1.72534;1.863365715;1.60865;1.632309831
61.1;1.72553;1.863181184;1.60866;1.632213976
61.2;1.72527;1.862997096;1.6089;1.63211826
61.3;1.72491;1.86281345;1.60908;1.63202268
61.4;1.7245;1.862630243;1.60813;1.631927238
61.5;1.72431;1.862447473;1.60781;1.631831931
61.6;1.72385;1.862265137;1.60787;1.631736761
61.7;1.72271;1.862083235;1.60779;1.631641725
61.8;1.7233;1.861901763;1.60699;1.631546824
61.9;1.7233;1.861720719;1.60781;1.631452057
62;1.72356;1.861540102;1.60661;1.631357424
62.1;1.72284;1.86135991;1.6069;1.631262923
62.2;1.72251;1.86118014;1.60723;1.631168556
62.3;1.72273;1.86100079;1.6066;1.63107432
62.4;1.72218;1.860821859;1.60662;1.630980216
62.5;1.7214;1.860643344;1.60685;1.630886243
62.6;1.7218;1.860465243;1.60715;1.6307924
62.7;1.72195;1.860287555;1.60633;1.630698688
62.8;1.72181;1.860110277;1.60672;1.630605105
62.9;1.72202;1.859933408;1.60668;1.630511651
63;1.72121;1.859756945;1.60703;1.630418326
63.1;1.72133;1.859580886;1.60648;1.630325129
63.2;1.7204;1.85940523;1.60581;1.630232059
63.3;1.72145;1.859229975;1.60622;1.630139117
63.4;1.71989;1.859055118;1.60602;1.630046301
63.5;1.71998;1.858880658;1.60457;1.629953612
63.6;1.7198;1.858706593;1.6058;1.629861048
63.7;1.71927;1.858532921;1.60473;1.629768609
63.8;1.71958;1.858359641;1.60506;1.629676296
63.9;1.71894;1.858186749;1.60508;1.629584106
64;1.71932;1.858014245;1.60569;1.62949204
64.1;1.71829;1.857842126;1.60469;1.629400098
64.2;1.71874;1.857670391;1.60493;1.629308279
64.3;1.71839;1.857499038;1.60459;1.629216582
64.4;1.71823;1.857328065;1.60422;1.629125007
64.5;1.71779;1.85715747;1.6043;1.629033553
64.6;1.71725;1.856987252;1.60452;1.628942221
64.7;1.71775;1.856817408;1.60426;1.628851009
64.8;1.71699;1.856647937;1.60468;1.628759917
64.9;1.71666;1.856478837;1.60437;1.628668945
65;1.71657;1.856310106;1.60361;1.628578093
65.1;1.71675;1.856141743;1.60362;1.628487359
65.2;1.71621;1.855973746;1.60377;1.628396744
65.3;1.71614;1.855806112;1.60436;1.628306247
65.4;1.7151;1.855638841;1.60366;1.628215867
65.5;1.71562;1.855471931;1.60398;1.628125604
65.6;1.71504;1.855305379;1.60412;1.628035458
65.7;1.71463;1.855139184;1.60333;1.627945428
65.8;1.71467;1.854973345;1.60349;1.627855514
65.9;1.71475;1.85480786;1.60344;1.627765716
66;1.71433;1.854642727;1.60286;1.627676032
66.1;1.71374;1.854477944;1.6029;1.627586463
66.2;1.71368;1.85431351;1.60366;1.627497009
66.3;1.71437;1.854149422;1.60317;1.627407667
66.4;1.71374;1.853985681;1.60261;1.62731844
66.5;1.71395;1.853822283;1.60217;1.627229325
66.6;1.71366;1.853659227;1.60262;1.627140322
66.7;1.71253;1.853496512;1.60274;1.627051432
66.8;1.71259;1.853334136;1.60225;1.626962653
66.9;1.71258;1.853172097;1.60222;1.626873986
67;1.71278;1.853010394;1.60253;1.626785429
67.1;1.71245;1.852849025;1.60228;1.626696983
67.2;1.71285;1.852687988;1.60138;1.626608647
67.3;1.71244;1.852527283;1.60124;1.62652042
67.4;1.71177;1.852366907;1.60141;1.626432303
67.5;1.7118;1.852206858;1.60143;1.626344295
67.6;1.71108;1.852047137;1.60179;1.626256395
67.7;1.71118;1.851887739;1.60127;1.626168604
67.8;1.71168;1.851728666;1.60069;1.62608092
67.9;1.71155;1.851569913;1.60072;1.625993343
68;1.71085;1.851411481;1.60063;1.625905873
68.1;1.70981;1.851253368;1.6014;1.62581851
68.2;1.7107;1.851095572;1.60134;1.625731253
68.3;1.70955;1.850938091;1.60046;1.625644102
68.4;1.70967;1.850780925;1.60095;1.625557056
68.5;1.70913;1.850624072;1.60028;1.625470116
68.6;1.70953;1.850467529;1.60047;1.62538328
68.7;1.70905;1.850311297;1.60087;1.625296548
68.8;1.70863;1.850155373;1.60051;1.62520992
68.9;1.70899;1.849999756;1.5999;1.625123396
69;1.7087;1.849844444;1.5999;1.625036975
69.1;1.70819;1.849689436;1.59996;1.624950657
69.2;1.70764;1.849534731;1.59996;1.624864442
69.3;1.70741;1.849380327;1.59956;1.624778328
69.4;1.7073;1.849226222;1.59972;1.624692317
69.5;1.70744;1.849072416;1.59884;1.624606406
69.6;1.70721;1.848918907;1.59932;1.624520597
69.7;1.70746;1.848765694;1.59913;1.624434888
69.8;1.70688;1.848612775;1.59862;1.62434928
69.9;1.70643;1.848460148;1.5998;1.624263772
70;1.70672;1.848307813;1.59936;1.624178364
70.1;1.70639;1.848155768;1.59902;1.624093054
70.2;1.70582;1.848004012;1.59867;1.624007844
70.3;1.70596;1.847852543;1.59869;1.623922732
70.4;1.70487;1.84770136;1.59934;1.623837719
70.5;1.70526;1.847550461;1.59851;1.623752804
70.6;1.70589;1.847399846;1.59822;1.623667986
70.7;1.705;1.847249513;1.5989;1.623583265
70.8;1.70519;1.847099461;1.59897;1.623498642
70.9;1.70478;1.846949688;1.5988;1.623414114
71;1.70512;1.846800194;1.599;1.623329684
71.1;1.70422;1.846650976;1.59819;1.623245349
71.2;1.70403;1.846502034;1.5987;1.62316111
71.3;1.70387;1.846353365;1.59754;1.623076966
71.4;1.70372;1.84620497;1.59748;1.622992917
71.5;1.70404;1.846056847;1.59767;1.622908962
71.6;1.70358;1.845908994;1.59742;1.622825102
71.7;1.70354;1.84576141;1.59757;1.622741336
71.8;1.70329;1.845614094;1.59742;1.622657664
71.9;1.70275;1.845467045;1.5973;1.622574085
72;1.70304;1.845320261;1.59755;1.622490599
72.1;1.70223;1.845173741;1.5971;1.622407205
72.2;1.70261;1.845027485;1.59754;1.622323904
72.3;1.70267;1.84488149;1.59712;1.622240696
72.4;1.70196;1.844735756;1.59724;1.622157579
72.5;1.70159;1.844590281;1.59703;1.622074553
72.6;1.70163;1.844445064;1.59676;1.621991619
72.7;1.70143;1.844300104;1.59607;1.621908775
72.8;1.70126;1.8441554;1.59614;1.621826022
72.9;1.70135;1.844010951;1.59657;1.621743359
73;1.70068;1.843866755;1.59663;1.621660787
73.1;1.70007;1.843722811;1.59672;1.621578304
73.2;1.70142;1.843579119;1.59579;1.62149591
73.3;1.69933;1.843435676;1.59592;1.621413605
73.4;1.69992;1.843292482;1.59518;1.621331389
73.5;1.69974;1.843149536;1.59576;1.621249262
73.6;1.69987;1.843006836;1.59604;1.621167223
73.7;1.69944;1.842864382;1.59542;1.621085271
73.8;1.69961;1.842722172;1.59568;1.621003407
73.9;1.69952;1.842580205;1.59522;1.620921631
74;1.69856;1.84243848;1.59515;1.620839942
74.1;1.6983;1.842296996;1.59464;1.620758339
74.2;1.69818;1.842155752;1.59534;1.620676823
74.3;1.69935;1.842014746;1.5954;1.620595393
74.4;1.69871;1.841873978;1.59522;1.620514048
74.5;1.69767;1.841733446;1.59498;1.62043279
74.6;1.69798;1.84159315;1.59517;1.620351616
74.7;1.69746;1.841453089;1.59415;1.620270528
74.8;1.69773;1.84131326;1.59412;1.620189525
74.9;1.69726;1.841173664;1.59363;1.620108606
75;1.69713;1.841034299;1.59499;1.620027771
75.1;1.69722;1.840895164;1.59395;1.61994702
75.2;1.69643;1.840756258;1.59419;1.619866353
75.3;1.69663;1.84061758;1.59386;1.61978577
75.4;1.69611;1.840479129;1.59362;1.619705269
75.5;1.69658;1.840340904;1.59411;1.619624851
75.6;1.69604;1.840202903;1.5936;1.619544516
75.7;1.69541;1.840065127;1.59312;1.619464264
75.8;1.69595;1.839927574;1.59359;1.619384093
75.9;1.69568;1.839790242;1.59249;1.619304004
76;1.69501;1.839653131;1.59362;1.619223997
76.1;1.69533;1.83951624;1.59251;1.619144071
76.2;1.69546;1.839379568;1.59228;1.619064226
76.3;1.69509;1.839243114;1.59278;1.618984462
76.4;1.69469;1.839106876;1.59306;1.618904779
76.5;1.69457;1.838970855;1.59241;1.618825175
76.6;1.69479;1.838835048;1.59299;1.618745652
76.7;1.69396;1.838699455;1.59243;1.618666208
76.8;1.69365;1.838564076;1.59243;1.618586844
76.9;1.69367;1.838428908;1.59302;1.61850756
77;1.69377;1.838293951;1.59258;1.618428354
77.1;1.69309;1.838159204;1.59231;1.618349227
77.2;1.69226;1.838024667;1.59206;1.618270178
77.3;1.69352;1.837890337;1.59136;1.618191208
77.4;1.69257;1.837756215;1.59188;1.618112316
77.5;1.69281;1.837622299;1.59218;1.618033502
77.6;1.69266;1.837488589;1.59185;1.617954765
77.7;1.69238;1.837355083;1.59136;1.617876106
77.8;1.69225;1.837221781;1.59183;1.617797523
77.9;1.69148;1.837088681;1.59168;1.617719018
78;1.69186;1.836955783;1.59128;1.617640589
78.1;1.69219;1.836823086;1.59141;1.617562236
78.2;1.69215;1.836690588;1.59178;1.617483959
78.3;1.69167;1.83655829;1.59091;1.617405759
78.4;1.69091;1.83642619;1.5912;1.617327634
78.5;1.69053;1.836294287;1.59148;1.617249584
78.6;1.6913;1.836162581;1.59019;1.61717161
78.7;1.69035;1.836031069;1.59072;1.61709371
78.8;1.6907;1.835899753;1.59129;1.617015886
78.9;1.69045;1.83576863;1.59016;1.616938136
79;1.68977;1.8356377;1.59059;1.61686046
79.1;1.68985;1.835506963;1.58998;1.616782858
79.2;1.68967;1.835376416;1.5909;1.61670533
79.3;1.68929;1.83524606;1.58962;1.616627875
79.4;1.69009;1.835115893;1.59031;1.616550494
79.5;1.68974;1.834985914;1.58941;1.616473187
79.6;1.68937;1.834856124;1.59013;1.616395952
79.7;1.68814;1.83472652;1.5888;1.616318789
79.8;1.68889;1.834597103;1.58941;1.6162417
79.9;1.68857;1.834467871;1.58999;1.616164682
80;1.68894;1.834338823;1.59004;1.616087737
80.1;1.68899;1.834209959;1.58892;1.616010864
80.2;1.68797;1.834081278;1.58898;1.615934062
80.3;1.68855;1.833952778;1.58947;1.615857332
80.4;1.68822;1.83382446;1.5893;1.615780672
80.5;1.68764;1.833696323;1.58841;1.615704084
80.6;1.68729;1.833568365;1.58932;1.615627567
80.7;1.68808;1.833440586;1.58838;1.61555112
80.8;1.68749;1.833312985;1.58905;1.615474744
80.9;1.68727;1.833185561;1.58875;1.615398438
81;1.68722;1.833058314;1.58812;1.615322201
81.1;1.68642;1.832931242;1.5887;1.615246035
81.2;1.68672;1.832804345;1.58883;1.615169938
81.3;1.68672;1.832677623;1.58816;1.615093911
81.4;1.68643;1.832551074;1.58905;1.615017952
81.5;1.68636;1.832424697;1.58726;1.614942063
81.6;1.68551;1.832298493;1.58794;1.614866242
81.7;1.68583;1.832172459;1.58778;1.61479049
81.8;1.68579;1.832046596;1.58804;1.614714806
81.9;1.68559;1.831920902;1.58798;1.614639191
82;1.68528;1.831795378;1.58783;1.614563643
82.1;1.68511;1.831670021;1.58777;1.614488163
82.2;1.68505;1.831544832;1.588;1.614412751
82.3;1.68495;1.83141981;1.58773;1.614337406
82.4;1.68499;1.831294953;1.58717;1.614262128
82.5;1.68412;1.831170262;1.58782;1.614186918
82.6;1.68366;1.831045735;1.58692;1.614111774
82.7;1.68442;1.830921372;1.5875;1.614036696
82.8;1.68437;1.830797173;1.58674;1.613961685
82.9;1.68376;1.830673135;1.58671;1.613886741
83;1.68345;1.830549259;1.58674;1.613811862
83.1;1.68322;1.830425545;1.58744;1.61373705
83.2;1.68373;1.83030199;1.58614;1.613662302
83.3;1.68315;1.830178595;1.58648;1.613587621
83.4;1.68298;1.830055359;1.58719;1.613513005
83.5;1.6827;1.829932281;1.58605;1.613438454
83.6;1.68293;1.829809361;1.5863;1.613363967
83.7;1.68277;1.829686597;1.58622;1.613289546
83.8;1.68278;1.82956399;1.58605;1.613215189
83.9;1.68269;1.829441538;1.58582;1.613140897
84;1.68248;1.829319241;1.58517;1.613066668
84.1;1.68235;1.829197098;1.58547;1.612992504
84.2;1.6817;1.829075108;1.58617;1.612918404
84.3;1.68126;1.828953272;1.58554;1.612844367
84.4;1.68117;1.828831587;1.58515;1.612770394
84.5;1.68124;1.828710054;1.58513;1.612696484
84.6;1.68148;1.828588672;1.58521;1.612622638
84.7;1.68073;1.82846744;1.58561;1.612548854
84.8;1.6802;1.828346358;1.58543;1.612475133
84.9;1.68122;1.828225424;1.58435;1.612401475
85;1.67982;1.828104639;1.58509;1.612327879
85.1;1.68056;1.827984002;1.58524;1.612254346
85.2;1.68064;1.827863511;1.58446;1.612180875
85.3;1.6797;1.827743167;1.58547;1.612107465
85.4;1.67947;1.827622969;1.58411;1.612034118
85.5;1.67981;1.827502916;1.58383;1.611960832
85.6;1.67917;1.827383008;1.58496;1.611887608
85.7;1.67948;1.827263243;1.58395;1.611814445
85.8;1.67913;1.827143622;1.58432;1.611741343
85.9;1.6784;1.827024143;1.5842;1.611668302
86;1.67887;1.826904807;1.58463;1.611595322
86.1;1.67855;1.826785612;1.58429;1.611522402
86.2;1.67877;1.826666558;1.58357;1.611449543
86.3;1.67835;1.826547644;1.58324;1.611376744
86.4;1.67807;1.82642887;1.58392;1.611304006
86.5;1.67878;1.826310235;1.58388;1.611231327
86.6;1.67806;1.826191738;1.58365;1.611158709
86.7;1.67772;1.82607338;1.5839;1.61108615
86.8;1.67823;1.825955159;1.5845;1.61101365
86.9;1.67799;1.825837075;1.58371;1.61094121
87;1.6767;1.825719127;1.58325;1.610868829
87.1;1.67744;1.825601314;1.58281;1.610796508
87.2;1.67734;1.825483637;1.58364;1.610724245
87.3;1.67713;1.825366094;1.58319;1.610652041
87.4;1.67703;1.825248685;1.58274;1.610579895
87.5;1.67708;1.825131409;1.583;1.610507808
87.6;1.6763;1.825014267;1.5829;1.610435779
87.7;1.67648;1.824897256;1.58216;1.610363809
87.8;1.67663;1.824780378;1.58263;1.610291896
87.9;1.67601;1.82466363;1.58222;1.610220041
88;1.67643;1.824547013;1.58232;1.610148244
88.1;1.67601;1.824430526;1.58267;1.610076505
88.2;1.67599;1.824314169;1.58258;1.610004823
88.3;1.67612;1.824197941;1.58253;1.609933198
88.4;1.67513;1.824081841;1.58289;1.60986163
88.5;1.67554;1.823965869;1.58196;1.609790119
88.6;1.6753;1.823850025;1.58285;1.609718665
88.7;1.67456;1.823734307;1.58148;1.609647268
88.8;1.67517;1.823618716;1.58186;1.609575927
88.9;1.67462;1.82350325;1.58187;1.609504643
89;1.67533;1.82338791;1.58119;1.609433415
89.1;1.67429;1.823272695;1.58177;1.609362243
89.2;1.67424;1.823157604;1.58207;1.609291127
89.3;1.67364;1.823042636;1.58152;1.609220067
89.4;1.67379;1.822927792;1.58168;1.609149062
89.5;1.67437;1.822813071;1.58104;1.609078113
89.6;1.67387;1.822698472;1.58105;1.60900722
89.7;1.67371;1.822583995;1.58137;1.608936382
89.8;1.6728;1.822469638;1.58104;1.608865598
89.9;1.67283;1.822355403;1.5804;1.60879487
90;1.67252;1.822241288;1.58039;1.608724197
90.1;1.67261;1.822127293;1.58031;1.608653579
90.2;1.67286;1.822013417;1.58099;1.608583015
90.3;1.67248;1.821899659;1.58038;1.608512505
90.4;1.67226;1.82178602;1.57995;1.60844205
90.5;1.67214;1.821672499;1.58051;1.608371649
90.6;1.67247;1.821559095;1.58013;1.608301302
90.7;1.67199;1.821445808;1.58063;1.608231009
90.8;1.67181;1.821332638;1.58059;1.60816077
90.9;1.67188;1.821219583;1.57997;1.608090585
91;1.67209;1.821106644;1.58032;1.608020453
91.1;1.67107;1.82099382;1.58004;1.607950374
91.2;1.67079;1.82088111;1.58;1.607880349
91.3;1.6716;1.820768515;1.57983;1.607810377
91.4;1.67143;1.820656033;1.58051;1.607740458
91.5;1.67036;1.820543664;1.57929;1.607670592
91.6;1.6697;1.820431407;1.57953;1.607600778
91.7;1.67029;1.820319263;1.5799;1.607531018
91.8;1.67057;1.820207231;1.57937;1.607461309
91.9;1.67034;1.82009531;1.57964;1.607391654
92;1.66988;1.8199835;1.5789;1.60732205
92.1;1.66999;1.819871801;1.57919;1.607252499
92.2;1.66984;1.819760211;1.57928;1.607182999
92.3;1.67013;1.819648731;1.57913;1.607113552
92.4;1.66933;1.81953736;1.57911;1.607044156
92.5;1.66938;1.819426098;1.57896;1.606974812
92.6;1.66949;1.819314944;1.57867;1.60690552
92.7;1.66889;1.819203898;1.57815;1.606836279
92.8;1.66874;1.819092959;1.5788;1.606767089
92.9;1.66868;1.818982127;1.57774;1.606697951
93;1.6684;1.818871402;1.5785;1.606628863
93.1;1.66831;1.818760783;1.57806;1.606559827
93.2;1.66808;1.81865027;1.57799;1.606490841
93.3;1.66816;1.818539862;1.57859;1.606421906
93.4;1.66853;1.818429558;1.5787;1.606353021
93.5;1.66767;1.81831936;1.57828;1.606284188
93.6;1.66851;1.818209265;1.57692;1.606215404
93.7;1.66834;1.818099274;1.57815;1.606146671
93.8;1.66741;1.817989386;1.57742;1.606077988
93.9;1.66743;1.817879601;1.57685;1.606009354
94;1.6673;1.817769918;1.578;1.605940771
94.1;1.66756;1.817660337;1.57728;1.605872238
94.2;1.6669;1.817550858;1.57677;1.605803754
94.3;1.66639;1.81744148;1.57714;1.60573532
94.4;1.66689;1.817332203;1.57753;1.605666935
94.5;1.66688;1.817223027;1.57811;1.6055986
94.6;1.66599;1.81711395;1.57751;1.605530314
94.7;1.66613;1.817004974;1.57785;1.605462077
94.8;1.6661;1.816896096;1.57692;1.605393889
94.9;1.66651;1.816787317;1.5773;1.60532575
95;1.66521;1.816678637;1.57738;1.605257659
95.1;1.66636;1.816570055;1.57669;1.605189618
95.2;1.66549;1.81646157;1.57663;1.605121625
95.3;1.66565;1.816353183;1.57596;1.60505368
95.4;1.66483;1.816244893;1.57619;1.604985784
95.5;1.66528;1.8161367;1.57681;1.604917936
95.6;1.66501;1.816028603;1.57733;1.604850137
95.7;1.66477;1.815920601;1.57663;1.604782385
95.8;1.66409;1.815812695;1.57592;1.604714681
95.9;1.66482;1.815704885;1.57547;1.604647025
96;1.66454;1.815597169;1.57616;1.604579417
96.1;1.66401;1.815489547;1.57594;1.604511857
96.2;1.66441;1.81538202;1.57524;1.604444344
96.3;1.66342;1.815274586;1.57584;1.604376878
96.4;1.66265;1.815167245;1.57584;1.60430946
96.5;1.66382;1.815059998;1.57593;1.604242089
96.6;1.66277;1.814952843;1.57608;1.604174766
96.7;1.66306;1.81484578;1.57588;1.604107489
96.8;1.66313;1.81473881;1.57498;1.604040259
96.9;1.66292;1.81463193;1.57527;1.603973076
97;1.663;1.814525143;1.57558;1.60390594
97.1;1.66282;1.814418445;1.57509;1.60383885
97.2;1.66244;1.814311839;1.57501;1.603771807
97.3;1.66259;1.814205323;1.57503;1.60370481
97.4;1.66221;1.814098896;1.57503;1.60363786
97.5;1.6615;1.813992559;1.57506;1.603570956
97.6;1.66242;1.813886311;1.57583;1.603504098
97.7;1.66183;1.813780152;1.57471;1.603437286
97.8;1.6615;1.813674082;1.57443;1.60337052
97.9;1.66188;1.8135681;1.57428;1.6033038
98;1.6613;1.813462205;1.57499;1.603237126
98.1;1.66193;1.813356398;1.57486;1.603170497
98.2;1.66159;1.813250679;1.57422;1.603103914
98.3;1.66115;1.813145046;1.57489;1.603037377
98.4;1.66074;1.8130395;1.574;1.602970884
98.5;1.66078;1.81293404;1.57501;1.602904437
98.6;1.66034;1.812828665;1.57442;1.602838036
98.7;1.66056;1.812723377;1.57408;1.602771679
98.8;1.66018;1.812618174;1.57373;1.602705368
98.9;1.65967;1.812513055;1.57385;1.602639101
99;1.66028;1.812408022;1.57406;1.602572879
99.1;1.66068;1.812303072;1.57392;1.602506702
99.2;1.66003;1.812198207;1.57362;1.60244057
99.3;1.65962;1.812093425;1.57332;1.602374482
99.4;1.6601;1.811988727;1.57369;1.602308438
99.5;1.65983;1.811884112;1.57331;1.602242439
99.6;1.65923;1.81177958;1.57373;1.602176485
99.7;1.6596;1.81167513;1.57316;1.602110574
99.8;1.65955;1.811570762;1.57287;1.602044708
99.9;1.65969;1.811466477;1.57305;1.601978886
100;1.65628;1.811362272;1.57291;1.601913107
100.1;;1.81125815;1.57328;1.601847373
100.2;;1.811154108;1.57284;1.601781682
100.3;;1.811050147;1.57267;1.601716035
100.4;;1.810946266;1.57286;1.601650432
100.5;;1.810842466;1.57188;1.601584872
100.6;;1.810738745;1.57228;1.601519355
100.7;;1.810635104;1.57296;1.601453882
100.8;;1.810531542;1.57124;1.601388452
100.9;;1.810428059;1.5721;1.601323065
101;;1.810324655;1.57161;1.601257722
101.1;;1.810221329;1.57238;1.601192421
101.2;;1.810118081;1.57188;1.601127163
101.3;;1.810014912;1.5719;1.601061949
101.4;;1.809911819;1.57191;1.600996777
101.5;;1.809808804;1.57166;1.600931647
101.6;;1.809705867;1.57188;1.60086656
101.7;;1.809603005;1.57142;1.600801516
