;;;First Relaxation;;;Second Relaxation;;
Numerical Time;Experimental Time;Experimental;Equation 1;Equation 2;Equation 3;Equation 1;Equation 2;Equation 3
811,5;;1,562047323;1,561946348;1,561946346;2,348858414;2,348699279;2,348699276;
811,6;;1,562029049;1,561928091;1,561928092;2,348852075;2,348692951;2,34869295;
811,7;;1,56201078;1,561909842;1,56190984;2,348845739;2,348686628;2,348686625;
811,8;;1,561992516;1,561891594;1,561891595;2,348839406;2,348680306;2,348680305;
811,9;;1,561974257;1,561873355;1,561873352;2,348833076;2,348673989;2,348673986;
812;;1,561956002;1,561855117;1,561855118;2,348826749;2,348667673;2,348667672;
812,1;;1,561937753;1,561836887;1,561836885;2,348820425;2,348661362;2,348661359;
812,2;;1,561919509;1,561818659;1,56181866;2,348814104;2,348655052;2,34865505;
812,3;;1,561901269;1,561800439;1,561800437;2,348807786;2,348648746;2,348648743;
812,4;;1,561883034;1,561782221;1,561782222;2,348801471;2,348642442;2,348642441;
812,5;;1,561864805;1,561764011;1,561764009;2,348795159;2,348636143;2,34863614;
812,6;;1,56184658;1,561745803;1,561745804;2,34878885;2,348629844;2,348629843;
812,7;;1,56182836;1,561727603;1,561727601;2,348782544;2,348623551;2,348623548;
812,8;;1,561810145;1,561709404;1,561709405;2,34877624;2,348617258;2,348617257;
812,9;;1,561791935;1,561691214;1,561691212;2,34876994;2,34861097;2,348610967;
813;;1,56177373;1,561673025;1,561673026;2,348763643;2,348604684;2,348604683;
813,1;;1,56175553;1,561654845;1,561654842;2,348757348;2,348598402;2,348598399;
813,2;;1,561737335;1,561636666;1,561636666;2,348751057;2,348592121;2,34859212;
813,3;;1,561719144;1,561618495;1,561618493;2,348744768;2,348585845;2,348585842;
813,4;;1,561700959;1,561600326;1,561600327;2,348738482;2,348579571;2,348579569;
813,5;;1,561682778;1,561582165;1,561582163;2,3487322;2,3485733;2,348573297;
813,6;;1,561664603;1,561564006;1,561564006;2,34872592;2,348567032;2,34856703;
813,7;;1,561646432;1,561545854;1,561545852;2,348719643;2,348560767;2,348560764;
813,8;;1,561628266;1,561527705;1,561527706;2,348713369;2,348554504;2,348554503;
813,9;;1,561610105;1,561509564;1,561509561;2,348707098;2,348548246;2,348548243;
814;;1,561591949;1,561491424;1,561491425;2,34870083;2,348541989;2,348541987;
814,1;;1,561573798;1,561473292;1,56147329;2,348694565;2,348535736;2,348535733;
814,2;;1,561555651;1,561455163;1,561455163;2,348688303;2,348529485;2,348529483;
814,3;;1,56153751;1,561437041;1,561437038;2,348682044;2,348523238;2,348523235;
814,4;;1,561519374;1,561418921;1,561418921;2,348675787;2,348516992;2,348516991;
814,5;;1,561501242;1,561400808;1,561400806;2,348669534;2,348510752;2,348510748;
814,6;;1,561483115;1,561382698;1,561382699;2,348663284;2,348504512;2,348504511;
814,7;;1,561464993;1,561364596;1,561364594;2,348657036;2,348498277;2,348498274;
814,8;;1,561446877;1,561346495;1,561346496;2,348650791;2,348492043;2,348492042;
814,9;;1,561428764;1,561328403;1,561328401;2,34864455;2,348485814;2,348485811;
815;;1,561410657;1,561310312;1,561310313;2,348638311;2,348479586;2,348479584;
815,1;;1,561392555;1,561292229;1,561292227;2,348632075;2,348473362;2,348473359;
815,2;;1,561374458;1,561274148;1,561274149;2,348625842;2,34846714;2,348467139;
815,3;;1,561356365;1,561256075;1,561256073;2,348619612;2,348460922;2,348460919;
815,4;;1,561338277;1,561238004;1,561238004;2,348613385;2,348454706;2,348454705;
815,5;;1,561320195;1,56121994;1,561219938;2,348607161;2,348448494;2,348448491;
815,6;;1,561302117;1,561201879;1,561201879;2,348600939;2,348442284;2,348442282;
815,7;;1,561284044;1,561183825;1,561183823;2,348594721;2,348436078;2,348436075;
815,8;;1,561265976;1,561165774;1,561165774;2,348588505;2,348429873;2,348429872;
815,9;;1,561247912;1,56114773;1,561147727;2,348582293;2,348423673;2,34842367;
816;;1,561229854;1,561129688;1,561129688;2,348576083;2,348417474;2,348417473;
816,1;;1,5612118;1,561111653;1,561111651;2,348569876;2,34841128;2,348411277;
816,2;;1,561193752;1,561093621;1,561093622;2,348563673;2,348405086;2,348405085;
816,3;;1,561175708;1,561075597;1,561075595;2,348557472;2,348398898;2,348398895;
816,4;;1,561157669;1,561057574;1,561057575;2,348551274;2,34839271;2,348392709;
816,5;;1,561139635;1,561039559;1,561039557;2,348545078;2,348386528;2,348386525;
816,6;;1,561121606;1,561021547;1,561021547;2,348538886;2,348380346;2,348380345;
816,7;;1,561103581;1,561003541;1,561003539;2,348532697;2,348374169;2,348374166;
816,8;;1,561085562;1,560985539;1,560985539;2,34852651;2,348367993;2,348367992;
816,9;;1,561067547;1,560967543;1,560967541;2,348520327;2,348361822;2,348361819;
817;;1,561049537;1,56094955;1,56094955;2,348514146;2,348355652;2,348355651;
817,1;;1,561031533;1,560931564;1,560931562;2,348507968;2,348349486;2,348349483;
817,2;;1,561013533;1,560913581;1,560913581;2,348501793;2,348343322;2,348343321;
817,3;;1,560995537;1,560895604;1,560895602;2,348495621;2,348337162;2,348337159;
817,4;;1,560977547;1,560877631;1,560877631;2,348489452;2,348331004;2,348331003;
817,5;;1,560959561;1,560859664;1,560859662;2,348483286;2,34832485;2,348324847;
817,6;;1,560941581;1,5608417;1,560841701;2,348477122;2,348318697;2,348318696;
817,7;;1,560923605;1,560823743;1,560823741;2,348470962;2,348312549;2,348312546;
817,8;;1,560905634;1,560805789;1,560805789;2,348464804;2,348306402;2,348306401;
817,9;;1,560887668;1,560787842;1,56078784;2,348458649;2,348300259;2,348300257;
818;;1,560869707;1,560769897;1,560769898;2,348452497;2,348294118;2,348294117;
818,1;;1,56085175;1,56075196;1,560751958;2,348446348;2,348287982;2,348287979;
818,2;;1,560833799;1,560734025;1,560734025;2,348440202;2,348281846;2,348281845;
818,3;;1,560815852;1,560716097;1,560716095;2,348434059;2,348275715;2,348275712;
818,4;;1,56079791;1,560698172;1,560698172;2,348427919;2,348269585;2,348269584;
818,5;;1,560779973;1,560680254;1,560680252;2,348421781;2,34826346;2,348263457;
818,6;;1,560762041;1,560662338;1,560662338;2,348415646;2,348257336;2,348257335;
818,7;;1,560744113;1,560644429;1,560644427;2,348409515;2,348251216;2,348251213;
818,8;;1,560726191;1,560626523;1,560626524;2,348403386;2,348245098;2,348245097;
818,9;;1,560708273;1,560608625;1,560608623;2,34839726;2,348238984;2,348238981;
819;;1,56069036;1,560590728;1,560590729;2,348391137;2,348232872;2,34823287;
819,1;;1,560672452;1,560572839;1,560572837;2,348385016;2,348226764;2,348226761;
819,2;;1,560654549;1,560554952;1,560554953;2,348378899;2,348220657;2,348220655;
819,3;;1,560636651;1,560537073;1,560537071;2,348372784;2,348214554;2,348214551;
819,4;;1,560618757;1,560519196;1,560519196;2,348366672;2,348208453;2,348208452;
819,5;;1,560600868;1,560501326;1,560501324;2,348360564;2,348202356;2,348202353;
819,6;;1,560582984;1,560483459;1,560483459;2,348354458;2,348196261;2,34819626;
819,7;;1,560565105;1,560465598;1,560465596;2,348348354;2,34819017;2,348190167;
819,8;;1,560547231;1,560447741;1,560447741;2,348342254;2,34818408;2,348184079;
819,9;;1,560529361;1,56042989;1,560429888;2,348336157;2,348177995;2,348177992;
820;;1,560511497;1,560412042;1,560412042;2,348330062;2,348171911;2,34817191;
820,1;;1,560493637;1,560394201;1,560394199;2,34832397;2,348165831;2,348165828;
820,2;;1,560475782;1,560376362;1,560376363;2,348317881;2,348159753;2,348159752;
820,3;;1,560457932;1,560358531;1,560358529;2,348311795;2,348153679;2,348153676;
820,4;;1,560440086;1,560340702;1,560340703;2,348305712;2,348147606;2,348147605;
820,5;;1,560422246;1,560322881;1,560322879;2,348299632;2,348141538;2,348141535;
820,6;;1,56040441;1,560305061;1,560305062;2,348293554;2,348135471;2,34813547;
820,7;;1,560386579;1,560287249;1,560287247;2,348287479;2,348129408;2,348129405;
820,8;;1,560368753;1,560269439;1,56026944;2,348281408;2,348123347;2,348123346;
820,9;;1,560350932;1,560251637;1,560251635;2,348275338;2,34811729;2,348117287;
821;;1,560333115;1,560233837;1,560233837;2,348269272;2,348111234;2,348111233;
821,1;;1,560315303;1,560216044;1,560216042;2,348263209;2,348105183;2,34810518;
821,2;;1,560297496;1,560198253;1,560198254;2,348257148;2,348099133;2,348099132;
821,3;;1,560279694;1,56018047;1,560180468;2,348251091;2,348093087;2,348093085;
821,4;;1,560261897;1,560162689;1,56016269;2,348245036;2,348087043;2,348087042;
821,5;;1,560244104;1,560144916;1,560144914;2,348238984;2,348081003;2,348081;
821,6;;1,560226317;1,560127144;1,560127145;2,348232935;2,348074964;2,348074963;
821,7;;1,560208534;1,56010938;1,560109378;2,348226888;2,34806893;2,348068927;
821,8;;1,560190756;1,560091618;1,560091619;2,348220845;2,348062897;2,348062896;
821,9;;1,560172982;1,560073864;1,560073862;2,348214804;2,348056868;2,348056865;
822;;1,560155214;1,560056112;1,560056112;2,348208766;2,348050841;2,34805084;
822,1;;1,56013745;1,560038367;1,560038365;2,348202731;2,348044818;2,348044815;
822,2;;1,560119691;1,560020624;1,560020625;2,348196699;2,348038796;2,348038795;
822,3;;1,560101937;1,560002889;1,560002887;2,348190669;2,348032779;2,348032776;
822,4;;1,560084187;1,559985156;1,559985156;2,348184643;2,348026763;2,348026761;
822,5;;1,560066443;1,55996743;1,559967428;2,348178619;2,348020751;2,348020748;
822,6;;1,560048703;1,559949706;1,559949707;2,348172598;2,34801474;2,348014739;
822,7;;1,560030968;1,55993199;1,559931988;2,34816658;2,348008734;2,348008731;
822,8;;1,560013238;1,559914276;1,559914277;2,348160565;2,348002729;2,348002728;
822,9;;1,559995512;1,55989657;1,559896568;2,348154552;2,347996729;2,347996726;
823;;1,559977792;1,559878865;1,559878866;2,348148542;2,347990729;2,347990728;
823,1;;1,559960076;1,559861168;1,559861166;2,348142535;2,347984734;2,347984731;
823,2;;1,559942365;1,559843473;1,559843474;2,348136531;2,347978741;2,347978739;
823,3;;1,559924658;1,559825786;1,559825784;2,34813053;2,347972751;2,347972748;
823,4;;1,559906957;1,5598081;1,559808101;2,348124532;2,347966763;2,347966762;
823,5;;1,55988926;1,559790422;1,55979042;2,348118536;2,34796078;2,347960777;
823,6;;1,559871568;1,559772747;1,559772747;2,348112543;2,347954797;2,347954796;
823,7;;1,55985388;1,559755078;1,559755076;2,348106553;2,347948819;2,347948816;
823,8;;1,559836198;1,559737412;1,559737412;2,348100566;2,347942842;2,347942841;
823,9;;1,55981852;1,559719753;1,559719751;2,348094581;2,347936869;2,347936866;
824;;1,559800847;1,559702096;1,559702097;2,3480886;2,347930898;2,347930897;
824,1;;1,559783179;1,559684447;1,559684445;2,348082621;2,347924931;2,347924928;
824,2;;1,559765516;1,559666799;1,5596668;2,348076645;2,347918965;2,347918964;
824,3;;1,559747857;1,559649159;1,559649157;2,348070671;2,347913004;2,347913001;
824,4;;1,559730203;1,559631522;1,559631522;2,348064701;2,347907044;2,347907042;
824,5;;1,559712554;1,559613891;1,559613889;2,348058733;2,347901088;2,347901085;
824,6;;1,559694909;1,559596263;1,559596264;2,348052768;2,347895133;2,347895132;
824,7;;1,55967727;1,559578642;1,55957864;2,348046806;2,347889183;2,34788918;
824,8;;1,559659635;1,559561024;1,559561024;2,348040847;2,347883234;2,347883233;
824,9;;1,559642005;1,559543412;1,55954341;2,34803489;2,347877289;2,347877286;
825;;1,559624379;1,559525803;1,559525803;2,348028936;2,347871346;2,347871345;
825,1;;1,559606759;1,559508201;1,559508199;2,348022985;2,347865407;2,347865404;
825,2;;1,559589143;1,559490601;1,559490602;2,348017037;2,347859469;2,347859468;
825,3;;1,559571532;1,559473009;1,559473007;2,348011092;2,347853535;2,347853532;
825,4;;1,559553926;1,559455419;1,559455419;2,348005149;2,347847603;2,347847602;
825,5;;1,559536324;1,559437836;1,559437834;2,347999209;2,347841675;2,347841672;
825,6;;1,559518727;1,559420255;1,559420256;2,347993272;2,347835748;2,347835747;
825,7;;1,559501135;1,559402682;1,55940268;2,347987338;2,347829826;2,347829823;
825,8;;1,559483548;1,559385111;1,559385111;2,347981406;2,347823904;2,347823903;
825,9;;1,559465965;1,559367547;1,559367545;2,347975477;2,347817987;2,347817984;
826;;1,559448387;1,559349985;1,559349985;2,347969551;2,347812072;2,34781207;
826,1;;1,559430814;1,55933243;1,559332428;2,347963628;2,34780616;2,347806157;
826,2;;1,559413245;1,559314878;1,559314878;2,347957708;2,34780025;2,347800249;
826,3;;1,559395682;1,559297333;1,559297331;2,34795179;2,347794344;2,347794341;
826,4;;1,559378123;1,55927979;1,559279791;2,347945875;2,347788439;2,347788438;
826,5;;1,559360569;1,559262255;1,559262253;2,347939963;2,347782539;2,347782536;
826,6;;1,559343019;1,559244721;1,559244722;2,347934053;2,34777664;2,347776639;
826,7;;1,559325474;1,559227195;1,559227193;2,347928147;2,347770745;2,347770742;
826,8;;1,559307934;1,559209671;1,559209672;2,347922243;2,347764851;2,34776485;
826,9;;1,559290399;1,559192155;1,559192153;2,347916342;2,347758962;2,347758959;
827;;1,559272868;1,55917464;1,559174641;2,347910443;2,347753074;2,347753072;
827,1;;1,559255343;1,559157133;1,559157131;2,347904548;2,34774719;2,347747187;
827,2;;1,559237822;1,559139628;1,559139628;2,347898655;2,347741307;2,347741306;
827,3;;1,559220305;1,55912213;1,559122128;2,347892765;2,347735429;2,347735426;
827,4;;1,559202793;1,559104635;1,559104635;2,347886878;2,347729552;2,347729551;
827,5;;1,559185287;1,559087146;1,559087144;2,347880993;2,347723679;2,347723676;
827,6;;1,559167784;1,55906966;1,55906966;2,347875111;2,347717807;2,347717806;
827,7;;1,559150287;1,559052181;1,559052179;2,347869232;2,34771194;2,347711937;
827,8;;1,559132794;1,559034704;1,559034705;2,347863356;2,347706074;2,347706072;
827,9;;1,559115306;1,559017235;1,559017233;2,347857482;2,347700212;2,347700209;
828;;1,559097823;1,558999768;1,558999768;2,347851611;2,347694351;2,34769435;
828,1;;1,559080344;1,558982308;1,558982306;2,347845743;2,347688495;2,347688492;
828,2;;1,55906287;1,55896485;1,55896485;2,347839878;2,34768264;2,347682638;
828,3;;1,559045401;1,558947399;1,558947397;2,347834015;2,347676789;2,347676786;
828,4;;1,559027936;1,558929951;1,558929951;2,347828155;2,347670939;2,347670938;
828,5;;1,559010477;1,558912509;1,558912507;2,347822298;2,347665094;2,347665091;
828,6;;1,558993022;1,55889507;1,558895071;2,347816444;2,347659249;2,347659248;
828,7;;1,558975571;1,558877638;1,558877636;2,347810592;2,347653409;2,347653406;
828,8;;1,558958125;1,558860209;1,558860209;2,347804743;2,34764757;2,347647569;
828,9;;1,558940685;1,558842786;1,558842784;2,347798897;2,347641736;2,347641733;
829;;1,558923248;1,558825366;1,558825367;2,347793054;2,347635903;2,347635901;
829,1;;1,558905817;1,558807953;1,558807951;2,347787213;2,347630074;2,347630071;
829,2;;1,55888839;1,558790542;1,558790543;2,347781375;2,347624246;2,347624244;
829,3;;1,558870968;1,558773139;1,558773137;2,34777554;2,347618422;2,347618419;
829,4;;1,55885355;1,558755737;1,558755738;2,347769707;2,3476126;2,347612598;
829,5;;1,558836137;1,558738343;1,558738341;2,347763877;2,347606781;2,347606778;
829,6;;1,558818729;1,558720951;1,558720951;2,34775805;2,347600964;2,347600963;
829,7;;1,558801326;1,558703566;1,558703564;2,347752226;2,347595152;2,347595149;
829,8;;1,558783927;1,558686183;1,558686184;2,347746404;2,34758934;2,347589339;
829,9;;1,558766533;1,558668808;1,558668806;2,347740585;2,347583533;2,34758353;
830;;1,558749144;1,558651434;1,558651435;2,347734769;2,347577727;2,347577725;
830,1;;1,558731759;1,558634068;1,558634066;2,347728956;2,347571925;2,347571922;
830,2;;1,55871438;1,558616704;1,558616705;2,347723145;2,347566124;2,347566123;
830,3;;1,558697004;1,558599347;1,558599345;2,347717337;2,347560328;2,347560325;
830,4;;1,558679634;1,558581993;1,558581993;2,347711532;2,347554532;2,347554531;
830,5;;1,558662268;1,558564645;1,558564643;2,347705729;2,347548741;2,347548738;
830,6;;1,558644907;1,5585473;1,558547301;2,347699929;2,347542951;2,34754295;
830,7;;1,55862755;1,558529962;1,55852996;2,347694132;2,347537166;2,347537163;
830,8;;1,558610198;1,558512626;1,558512627;2,347688337;2,347531381;2,34753138;
830,9;;1,558592851;1,558495297;1,558495296;2,347682546;2,347525601;2,347525598;
831;;1,558575509;1,558477971;1,558477971;2,347676757;2,347519822;2,347519821;
831,1;;1,558558171;1,558460652;1,55846065;2,34767097;2,347514047;2,347514044;
831,2;;1,558540838;1,558443334;1,558443335;2,347665187;2,347508274;2,347508272;
831,3;;1,558523509;1,558426024;1,558426022;2,347659406;2,347502504;2,347502501;
831,4;;1,558506186;1,558408717;1,558408717;2,347653627;2,347496736;2,347496735;
831,5;;1,558488867;1,558391416;1,558391414;2,347647852;2,347490972;2,347490969;
831,6;;1,558471552;1,558374117;1,558374118;2,347642079;2,347485209;2,347485208;
831,7;;1,558454242;1,558356826;1,558356824;2,347636309;2,34747945;2,347479448;
831,8;;1,558436937;1,558339537;1,558339537;2,347630541;2,347473693;2,347473692;
831,9;;1,558419637;1,558322255;1,558322253;2,347624777;2,34746794;2,347467937;
832;;1,558402341;1,558304975;1,558304975;2,347619015;2,347462188;2,347462186;
832,1;;1,55838505;1,558287702;1,5582877;2,347613255;2,34745644;2,347456437;
832,2;;1,558367764;1,558270432;1,558270432;2,347607499;2,347450693;2,347450692;
832,3;;1,558350482;1,558253168;1,558253166;2,347601745;2,347444951;2,347444948;
832,4;;1,558333205;1,558235907;1,558235907;2,347595993;2,347439209;2,347439208;
832,5;;1,558315932;1,558218653;1,558218651;2,347590245;2,347433472;2,347433469;
832,6;;1,558298664;1,558201401;1,558201401;2,347584499;2,347427736;2,347427735;
832,7;;1,558281401;1,558184156;1,558184154;2,347578755;2,347422004;2,347422001;
832,8;;1,558264143;1,558166913;1,558166914;2,347573015;2,347416274;2,347416272;
832,9;;1,558246889;1,558149678;1,558149676;2,347567277;2,347410547;2,347410544;
833;;1,55822964;1,558132445;1,558132445;2,347561542;2,347404822;2,347404821;
833,1;;1,558212395;1,558115218;1,558115216;2,347555809;2,347399101;2,347399098;
833,2;;1,558195155;1,558097994;1,558097995;2,34755008;2,347393381;2,34739338;
833,3;;1,55817792;1,558080777;1,558080775;2,347544352;2,347387665;2,347387663;
833,4;;1,55816069;1,558063563;1,558063563;2,347538628;2,347381951;2,347381949;
833,5;;1,558143464;1,558046355;1,558046353;2,347532906;2,34737624;2,347376238;
833,6;;1,558126242;1,55802915;1,55802915;2,347527187;2,347370531;2,34737053;
833,7;;1,558109026;1,558011951;1,558011949;2,347521471;2,347364826;2,347364823;
833,8;;1,558091814;1,557994755;1,557994755;2,347515757;2,347359122;2,347359121;
833,9;;1,558074606;1,557977566;1,557977564;2,347510046;2,347353423;2,34735342;
834;;1,558057404;1,557960379;1,557960379;2,347504337;2,347347724;2,347347723;
834,1;;1,558040206;1,557943199;1,557943197;2,347498632;2,34734203;2,347342027;
834,2;;1,558023012;1,557926022;1,557926022;2,347492929;2,347336336;2,347336335;
834,3;;1,558005823;1,557908851;1,557908849;2,347487228;2,347330647;2,347330645;
834,4;;1,557988639;1,557891683;1,557891683;2,34748153;2,34732496;2,347324958;
834,5;;1,55797146;1,557874521;1,557874519;2,347475835;2,347319276;2,347319273;
834,6;;1,557954285;1,557857362;1,557857363;2,347470143;2,347313593;2,347313592;
834,7;;1,557937115;1,55784021;1,557840208;2,347464453;2,347307915;2,347307912;
834,8;;1,557919949;1,55782306;1,557823061;2,347458766;2,347302238;2,347302236;
834,9;;1,557902788;1,557805917;1,557805915;2,347453082;2,347296564;2,347296562;
835;;1,557885631;1,557788777;1,557788777;2,3474474;2,347290892;2,347290891;
835,1;;1,55786848;1,557771643;1,557771641;2,347441721;2,347285225;2,347285222;
835,2;;1,557851333;1,557754512;1,557754512;2,347436044;2,347279558;2,347279557;
835,3;;1,55783419;1,557737388;1,557737386;2,34743037;2,347273896;2,347273893;
835,4;;1,557817052;1,557720265;1,557720266;2,347424699;2,347268234;2,347268233;
835,5;;1,557799919;1,55770315;1,557703148;2,347419031;2,347262577;2,347262574;
835,6;;1,55778279;1,557686037;1,557686038;2,347413365;2,347256921;2,34725692;
835,7;;1,557765666;1,557668932;1,55766893;2,347407702;2,347251269;2,347251266;
835,8;;1,557748547;1,557651828;1,557651828;2,347402041;2,347245618;2,347245617;
835,9;;1,557731432;1,557634731;1,557634729;2,347396383;2,347239972;2,347239969;
836;;1,557714322;1,557617637;1,557617637;2,347390728;2,347234326;2,347234325;
836,1;;1,557697216;1,557600549;1,557600547;2,347385075;2,347228685;2,347228682;
836,2;;1,557680115;1,557583464;1,557583465;2,347379425;2,347223044;2,347223043;
836,3;;1,557663019;1,557566386;1,557566384;2,347373778;2,347217408;2,347217405;
836,4;;1,557645927;1,55754931;1,55754931;2,347368133;2,347211773;2,347211772;
836,5;;1,55762884;1,557532241;1,557532239;2,347362491;2,347206143;2,34720614;
836,6;;1,557611758;1,557515174;1,557515175;2,347356852;2,347200513;2,347200512;
836,7;;1,55759468;1,557498114;1,557498112;2,347351215;2,347194887;2,347194884;
836,8;;1,557577606;1,557481057;1,557481057;2,347345581;2,347189263;2,347189262;
836,9;;1,557560538;1,557464006;1,557464004;2,347339949;2,347183643;2,34718364;
837;;1,557543474;1,557446958;1,557446958;2,34733432;2,347178023;2,347178022;
837,1;;1,557526414;1,557429916;1,557429914;2,347328694;2,347172408;2,347172406;
837,2;;1,557509359;1,557412877;1,557412877;2,34732307;2,347166794;2,347166793;
837,3;;1,557492309;1,557395845;1,557395843;2,347317449;2,347161185;2,347161182;
837,4;;1,557475263;1,557378815;1,557378815;2,347311831;2,347155576;2,347155575;
837,5;;1,557458222;1,557361792;1,55736179;2,347306215;2,347149971;2,347149969;
837,6;;1,557441186;1,557344771;1,557344771;2,347300602;2,347144368;2,347144367;
837,7;;1,557424154;1,557327757;1,557327755;2,347294991;2,347138769;2,347138766;
837,8;;1,557407126;1,557310745;1,557310746;2,347289384;2,34713317;2,347133169;
837,9;;1,557390104;1,557293741;1,557293739;2,347283778;2,347127576;2,347127574;
838;;1,557373085;1,557276738;1,557276739;2,347278176;2,347121983;2,347121982;
838,1;;1,557356072;1,557259743;1,557259741;2,347272576;2,347116395;2,347116392;
838,2;;1,557339063;1,557242749;1,55724275;2,347266978;2,347110807;2,347110806;
838,3;;1,557322059;1,557225763;1,557225761;2,347261383;2,347105223;2,34710522;
838,4;;1,557305059;1,557208779;1,557208779;2,347255791;2,347099641;2,347099639;
838,5;;1,557288064;1,557191802;1,5571918;2,347250202;2,347094062;2,34709406;
838,6;;1,557271073;1,557174827;1,557174827;2,347244615;2,347088485;2,347088484;
838,7;;1,557254087;1,557157859;1,557157857;2,34723903;2,347082912;2,347082909;
838,8;;1,557237105;1,557140893;1,557140893;2,347233449;2,34707734;2,347077338;
838,9;;1,557220128;1,557123934;1,557123932;2,34722787;2,347071772;2,347071769;
839;;1,557203156;1,557106977;1,557106978;2,347222293;2,347066205;2,347066204;
839,1;;1,557186188;1,557090028;1,557090026;2,347216719;2,347060642;2,347060639;
839,2;;1,557169225;1,55707308;1,55707308;2,347211148;2,34705508;2,347055079;
839,3;;1,557152267;1,557056139;1,557056137;2,347205579;2,347049523;2,34704952;
839,4;;1,557135313;1,557039201;1,557039201;2,347200013;2,347043966;2,347043965;
839,5;;1,557118363;1,55702227;1,557022268;2,34719445;2,347038414;2,347038411;
839,6;;1,557101418;1,55700534;1,557005341;2,347188889;2,347032863;2,347032862;
839,7;;1,557084478;1,556988418;1,556988416;2,34718333;2,347027316;2,347027313;
839,8;;1,557067542;1,556971498;1,556971498;2,347177775;2,34702177;2,347021768;
839,9;;1,557050611;1,556954585;1,556954583;2,347172222;2,347016228;2,347016225;
840;;1,557033685;1,556937674;1,556937674;2,347166671;2,347010687;2,347010685;
840,1;;1,557016763;1,556920769;1,556920768;2,347161123;2,34700515;2,347005147;
840,2;;1,556999845;1,556903868;1,556903868;2,347155578;2,346999614;2,346999613;
840,3;;1,556982932;1,556886973;1,556886971;2,347150035;2,346994082;2,34699408;
840,4;;1,556966024;1,55687008;1,55687008;2,347144495;2,346988552;2,346988551;
840,5;;1,55694912;1,556853194;1,556853192;2,347138958;2,346983025;2,346983023;
840,6;;1,556932221;1,55683631;1,556836311;2,347133423;2,3469775;2,346977499;
840,7;;1,556915326;1,556819433;1,556819432;2,34712789;2,346971979;2,346971976;
840,8;;1,556898436;1,556802559;1,556802559;2,347122361;2,346966459;2,346966457;
840,9;;1,55688155;1,556785691;1,556785689;2,347116833;2,346960942;2,34696094;
841;;1,556864669;1,556768826;1,556768826;2,347111309;2,346955427;2,346955426;
841,1;;1,556847793;1,556751967;1,556751965;2,347105787;2,346949916;2,346949914;
841,2;;1,556830921;1,556735111;1,556735111;2,347100267;2,346944406;2,346944405;
841,3;;1,556814054;1,556718261;1,556718259;2,34709475;2,346938901;2,346938898;
841,4;;1,556797191;1,556701414;1,556701414;2,347089236;2,346933396;2,346933395;
841,5;;1,556780333;1,556684574;1,556684572;2,347083724;2,346927895;2,346927892;
841,6;;1,556763479;1,556667735;1,556667736;2,347078215;2,346922396;2,346922394;
841,7;;1,55674663;1,556650904;1,556650902;2,347072709;2,3469169;2,346916897;
841,8;;1,556729785;1,556634075;1,556634075;2,347067205;2,346911406;2,346911404;
841,9;;1,556712945;1,556617253;1,556617251;2,347061703;2,346905915;2,346905912;
842;;1,556696109;1,556600433;1,556600433;2,347056205;2,346900426;2,346900425;
842,1;;1,556679278;1,55658362;1,556583618;2,347050708;2,346894941;2,346894938;
842,2;;1,556662452;1,556566809;1,556566809;2,347045215;2,346889456;2,346889455;
842,3;;1,55664563;1,556550004;1,556550003;2,347039724;2,346883976;2,346883973;
842,4;;1,556628813;1,556533203;1,556533203;2,347034235;2,346878497;2,346878496;
842,5;;1,556612;1,556516407;1,556516406;2,347028749;2,346873022;2,346873019;
842,6;;1,556595192;1,556499615;1,556499615;2,347023266;2,346867548;2,346867547;
842,7;;1,556578388;1,556482829;1,556482827;2,347017785;2,346862078;2,346862075;
842,8;;1,556561588;1,556466045;1,556466045;2,347012306;2,346856609;2,346856608;
842,9;;1,556544794;1,556449268;1,556449266;2,347006831;2,346851145;2,346851142;
843;;1,556528004;1,556432493;1,556432494;2,347001358;2,346845681;2,34684568;
843,1;;1,556511218;1,556415725;1,556415723;2,346995887;2,346840221;2,346840218;
843,2;;1,556494437;1,55639896;1,55639896;2,346990419;2,346834763;2,346834761;
843,3;;1,55647766;1,556382201;1,556382199;2,346984953;2,346829308;2,346829305;
843,4;;1,556460888;1,556365444;1,556365445;2,34697949;2,346823854;2,346823853;
843,5;;1,55644412;1,556348694;1,556348692;2,34697403;2,346818405;2,346818402;
843,6;;1,556427357;1,556331947;1,556331947;2,346968572;2,346812957;2,346812955;
843,7;;1,556410599;1,556315206;1,556315204;2,346963117;2,346807512;2,346807509;
843,8;;1,556393845;1,556298467;1,556298468;2,346957664;2,346802069;2,346802068;
843,9;;1,556377095;1,556281736;1,556281734;2,346952214;2,34679663;2,346796627;
844;;1,55636035;1,556265006;1,556265006;2,346946766;2,346791191;2,34679119;
844,1;;1,55634361;1,556248283;1,556248281;2,346941321;2,346785757;2,346785754;
844,2;;1,556326874;1,556231563;1,556231563;2,346935879;2,346780324;2,346780323;
844,3;;1,556310142;1,556214849;1,556214847;2,346930439;2,346774895;2,346774892;
844,4;;1,556293415;1,556198137;1,556198138;2,346925001;2,346769467;2,346769465;
844,5;;1,556276693;1,556181433;1,556181431;2,346919566;2,346764043;2,34676404;
844,6;;1,556259975;1,55616473;1,556164731;2,346914134;2,34675862;2,346758618;
844,7;;1,556243262;1,556148035;1,556148033;2,346908704;2,346753201;2,346753198;
