;;;First Relaxation;;;Second Relaxation;;
Numerical Time;Experimental Time;Experimental;Equation 1;Equation 2;Equation 3;Equation 1;Equation 2;Equation 3
513,8;513,746;1,49605;1,645533058;1,645349413;1,645349414;2,389848401;2,389612927;2,389612927
513,9;513,846;1,49584;1,645492271;1,645308668;1,645308664;2,389822899;2,389587476;2,389587469
514;513,946;1,49589;1,645451495;1,64526793;1,645267931;2,38979741;2,389562031;2,38956203
514,1;514,046;1,49594;1,645410729;1,645227208;1,645227203;2,389771932;2,389536604;2,389536597
514,2;514,146;1,49594;1,645369975;1,645186491;1,645186492;2,389746466;2,389511182;2,389511182
514,3;514,246;1,49539;1,645329232;1,645145791;1,645145786;2,389721012;2,389485779;2,389485771
514,4;514,346;1,49627;1,645288499;1,645105096;1,645105097;2,38969557;2,38946038;2,38946038
514,5;514,446;1,49522;1,645247778;1,645064418;1,645064413;2,38967014;2,389435001;2,389434994
514,6;514,546;1,49654;1,645207068;1,645023745;1,645023746;2,389644721;2,389409627;2,389409626
514,7;514,646;1,49611;1,645166368;1,644983089;1,644983084;2,389619315;2,389384271;2,389384264
514,8;514,746;1,49526;1,64512568;1,644942438;1,644942439;2,38959392;2,38935892;2,38935892
514,9;514,846;1,49489;1,645085003;1,644901803;1,644901799;2,389568538;2,389333588;2,389333581
515;514,946;1,49545;1,645044336;1,644861174;1,644861175;2,389543167;2,389308261;2,389308261
515,1;515,046;1,49572;1,645003681;1,644820562;1,644820557;2,389517808;2,389282953;2,389282946
515,2;515,146;1,49549;1,644963036;1,644779955;1,644779956;2,389492461;2,38925765;2,38925765
515,3;515,246;1,49565;1,644922403;1,644739365;1,64473936;2,389467126;2,389232365;2,389232358
515,4;515,346;1,49499;1,64488178;1,644698779;1,64469878;2,389441802;2,389207085;2,389207085
515,5;515,446;1,49507;1,644841169;1,644658211;1,644658206;2,389416491;2,389181825;2,389181817
515,6;515,546;1,49526;1,644800568;1,644617648;1,644617649;2,389391191;2,389156569;2,389156568
515,7;515,646;1,49518;1,644759978;1,644577101;1,644577096;2,389365903;2,389131331;2,389131324
515,8;515,746;1,49466;1,6447194;1,64453656;1,644536561;2,389340627;2,389106099;2,389106099
515,9;515,846;1,49446;1,644678832;1,644496035;1,64449603;2,389315363;2,389080885;2,389080878
516;515,946;1,49519;1,644638275;1,644455515;1,644455516;2,389290111;2,389055676;2,389055676
516,1;516,046;1,49504;1,644597729;1,644415012;1,644415008;2,38926487;2,389030486;2,389030479
516,2;516,146;1,49481;1,644557194;1,644374515;1,644374516;2,389239641;2,389005301;2,389005301
516,3;516,246;1,49556;1,64451667;1,644334034;1,644334029;2,389214424;2,388980134;2,388980127
516,4;516,346;1,49393;1,644476157;1,644293558;1,644293559;2,389189219;2,388954973;2,388954972
516,5;516,446;1,49523;1,644435655;1,644253099;1,644253094;2,389164026;2,38892983;2,388929822
516,6;516,546;1,49504;1,644395164;1,644212645;1,644212646;2,389138844;2,388904691;2,388904691
516,7;516,646;1,49518;1,644354683;1,644172207;1,644172203;2,389113674;2,388879572;2,388879565
516,8;516,746;1,49477;1,644314214;1,644131775;1,644131776;2,389088516;2,388854457;2,388854457
516,9;516,846;1,49482;1,644273755;1,64409136;1,644091355;2,38906337;2,388829361;2,388829354
517;516,946;1,49477;1,644233308;1,644050949;1,64405095;2,389038235;2,38880427;2,38880427
517,1;517,046;1,49386;1,644192871;1,644010555;1,644010551;2,389013112;2,388779197;2,38877919
517,2;517,146;1,49478;1,644152446;1,643970167;1,643970168;2,388988001;2,388754129;2,388754129
517,3;517,246;1,49498;1,644112031;1,643929795;1,64392979;2,388962902;2,38872908;2,388729073
517,4;517,346;1,49467;1,644071627;1,643889428;1,643889429;2,388937814;2,388704036;2,388704036
517,5;517,446;1,49389;1,644031234;1,643849078;1,643849073;2,388912738;2,38867901;2,388679003
517,6;517,546;1,49461;1,643990852;1,643808733;1,643808734;2,388887674;2,388653989;2,388653989
517,7;517,646;1,49488;1,64395048;1,643768405;1,6437684;2,388862622;2,388628987;2,38862898
517,8;517,746;1,49449;1,64391012;1,643728082;1,643728083;2,388837581;2,388603989;2,388603989
517,9;517,846;1,49517;1,643869771;1,643687775;1,64368777;2,388812552;2,388579011;2,388579004
518;517,946;1,49439;1,643829432;1,643647474;1,643647474;2,388787535;2,388554036;2,388554036
518,1;518,046;1,49409;1,643789104;1,643607189;1,643607184;2,388762529;2,388529081;2,388529074
518,2;518,146;1,49445;1,643748788;1,643566909;1,64356691;2,388737535;2,38850413;2,38850413
518,3;518,246;1,49484;1,643708482;1,643526646;1,643526641;2,388712553;2,388479198;2,388479191
518,4;518,346;1,49408;1,643668187;1,643486388;1,643486389;2,388687582;2,38845427;2,38845427
518,5;518,446;1,49422;1,643627903;1,643446146;1,643446142;2,388662624;2,388429361;2,388429354
518,6;518,546;1,49368;1,643587629;1,64340591;1,643405911;2,388637676;2,388404457;2,388404457
518,7;518,646;1,49428;1,643547367;1,64336569;1,643365686;2,388612741;2,388379572;2,388379565
518,8;518,746;1,49439;1,643507115;1,643325476;1,643325477;2,388587817;2,388354691;2,388354691
518,9;518,846;1,49405;1,643466875;1,643285278;1,643285273;2,388562905;2,388329828;2,388329821
519;518,946;1,49408;1,643426645;1,643245085;1,643245086;2,388538004;2,388304971;2,388304971
519,1;519,046;1,49408;1,643386426;1,643204909;1,643204904;2,388513115;2,388280132;2,388280125
519,2;519,146;1,49425;1,643346217;1,643164737;1,643164738;2,388488238;2,388255297;2,388255297
519,3;519,246;1,49374;1,64330602;1,643124583;1,643124578;2,388463372;2,388230481;2,388230474
519,4;519,346;1,49376;1,643265834;1,643084433;1,643084434;2,388438518;2,38820567;2,38820567
519,5;519,446;1,49427;1,643225658;1,6430443;1,643044296;2,388413676;2,388180877;2,38818087
519,6;519,546;1,49431;1,643185493;1,643004172;1,643004173;2,388388845;2,388156089;2,388156089
519,7;519,646;1,49339;1,643145339;1,642964061;1,642964056;2,388364026;2,38813132;2,388131313
519,8;519,746;1,49396;1,643105196;1,642923955;1,642923956;2,388339218;2,388106555;2,388106555
519,9;519,846;1,49394;1,643065064;1,642883865;1,642883861;2,388314422;2,388081809;2,388081802
520;519,946;1,49413;1,643024943;1,642843781;1,642843782;2,388289638;2,388057067;2,388057067
520,1;520,046;1,49451;1,642984832;1,642803712;1,642803708;2,388264865;2,388032344;2,388032337
520,2;520,146;1,49328;1,642944732;1,64276365;1,642763651;2,388240104;2,388007625;2,388007625
520,3;520,246;1,493;1,642904643;1,642723603;1,642723599;2,388215354;2,387982925;2,387982918
520,4;520,346;1,49326;1,642864565;1,642683562;1,642683563;2,388190616;2,38795823;2,38795823
520,5;520,446;1,4932;1,642824498;1,642643537;1,642643532;2,38816589;2,387933553;2,387933546
520,6;520,546;1,49381;1,642784441;1,642603517;1,642603518;2,388141175;2,38790888;2,38790888
520,7;520,646;1,49349;1,642744395;1,642563514;1,642563509;2,388116472;2,387884226;2,38788422
520,8;520,746;1,4937;1,64270436;1,642523516;1,642523517;2,38809178;2,387859577;2,387859577
520,9;520,846;1,49316;1,642664336;1,642483534;1,64248353;2,3880671;2,387834946;2,387834939
521;520,946;1,49334;1,642624323;1,642443558;1,642443559;2,388042431;2,38781032;2,38781032
521,1;521,046;1,49358;1,64258432;1,642403597;1,642403593;2,388017774;2,387785712;2,387785705
521,2;521,146;1,49271;1,642544328;1,642363643;1,642363643;2,387993128;2,387761109;2,387761109
521,3;521,246;1,49287;1,642504347;1,642323704;1,642323699;2,387968494;2,387736524;2,387736517
521,4;521,346;1,49343;1,642464377;1,642283771;1,642283771;2,387943871;2,387711944;2,387711944
521,5;521,446;1,49307;1,642424418;1,642243853;1,642243849;2,38791926;2,387687382;2,387687375
521,6;521,546;1,49271;1,642384469;1,642203942;1,642203943;2,38789466;2,387662825;2,387662825
521,7;521,646;1,49326;1,642344531;1,642164046;1,642164042;2,387870072;2,387638286;2,387638279
521,8;521,746;1,49262;1,642304604;1,642124156;1,642124157;2,387845496;2,387613752;2,387613752
521,9;521,846;1,49357;1,642264688;1,642084282;1,642084277;2,387820931;2,387589236;2,387589229
522;521,946;1,49296;1,642224782;1,642044413;1,642044414;2,387796377;2,387564725;2,387564724
522,1;522,046;1,49274;1,642184888;1,64200456;1,642004556;2,387771835;2,387540232;2,387540225
522,2;522,146;1,49305;1,642145004;1,641964713;1,641964714;2,387747304;2,387515743;2,387515743
522,3;522,246;1,49264;1,64210513;1,641924882;1,641924878;2,387722785;2,387491273;2,387491266
522,4;522,346;1,49271;1,642065268;1,641885056;1,641885057;2,387698277;2,387466808;2,387466807
522,5;522,446;1,49269;1,642025416;1,641845247;1,641845242;2,387673781;2,38744236;2,387442353
522,6;522,546;1,49262;1,641985575;1,641805443;1,641805444;2,387649296;2,387417918;2,387417917
522,7;522,646;1,49259;1,641945745;1,641765655;1,64176565;2,387624823;2,387393493;2,387393486
522,8;522,746;1,49212;1,641905925;1,641725872;1,641725873;2,387600361;2,387369073;2,387369073
522,9;522,846;1,49261;1,641866117;1,641686105;1,641686101;2,38757591;2,387344672;2,387344665
523;522,946;1,49273;1,641826319;1,641646344;1,641646345;2,387551471;2,387320275;2,387320275
523,1;523,046;1,49189;1,641786531;1,641606599;1,641606594;2,387527044;2,387295896;2,387295889
523,2;523,146;1,49237;1,641746755;1,641566859;1,64156686;2,387502627;2,387271522;2,387271522
523,3;523,246;1,49221;1,641706989;1,641527135;1,641527131;2,387478222;2,387247166;2,387247159
523,4;523,346;1,49218;1,641667234;1,641487417;1,641487418;2,387453829;2,387222815;2,387222815
523,5;523,446;1,49267;1,64162749;1,641447714;1,64144771;2,387429447;2,387198481;2,387198475
523,6;523,546;1,4927;1,641587756;1,641408017;1,641408018;2,387405077;2,387174153;2,387174153
523,7;523,646;1,49279;1,641548033;1,641368336;1,641368332;2,387380717;2,387149842;2,387149836
523,8;523,746;1,49178;1,641508321;1,641328661;1,641328662;2,38735637;2,387125537;2,387125536
523,9;523,846;1,49173;1,641468619;1,641289001;1,641288997;2,387332033;2,387101249;2,387101242
524;523,946;1,49251;1,641428929;1,641249347;1,641249348;2,387307708;2,387076966;2,387076966
524,1;524,046;1,4916;1,641389248;1,641209709;1,641209705;2,387283394;2,387052701;2,387052694
524,2;524,146;1,4918;1,641349579;1,641170076;1,641170077;2,387259092;2,38702844;2,38702844
524,3;524,246;1,49194;1,64130992;1,64113046;1,641130455;2,387234801;2,387004198;2,387004191
524,4;524,346;1,49231;1,641270272;1,641090848;1,641090849;2,387210522;2,38697996;2,38697996
524,5;524,446;1,49205;1,641230635;1,641051253;1,641051248;2,387186253;2,386955741;2,386955734
524,6;524,546;1,49223;1,641191009;1,641011663;1,641011664;2,387161997;2,386931526;2,386931525
524,7;524,646;1,4922;1,641151393;1,640972089;1,640972084;2,387137751;2,386907329;2,386907322
524,8;524,746;1,49178;1,641111787;1,64093252;1,640932521;2,387113517;2,386883136;2,386883136
524,9;524,846;1,49195;1,641072193;1,640892968;1,640892963;2,387089294;2,386858962;2,386858955
525;524,946;1,49211;1,641032609;1,64085342;1,640853421;2,387065082;2,386834792;2,386834792
525,1;525,046;1,49238;1,640993036;1,640813889;1,640813884;2,387040882;2,38681064;2,386810633
525,2;525,146;1,49201;1,640953473;1,640774363;1,640774364;2,387016693;2,386786493;2,386786493
525,3;525,246;1,49202;1,640913922;1,640734853;1,640734848;2,386992516;2,386762364;2,386762357
525,4;525,346;1,49129;1,64087438;1,640695348;1,640695349;2,386968349;2,386738239;2,386738239
525,5;525,446;1,49218;1,64083485;1,64065586;1,640655855;2,386944194;2,386714132;2,386714126
525,6;525,546;1,49174;1,64079533;1,640616376;1,640616377;2,386920051;2,38669003;2,38669003
525,7;525,646;1,49127;1,640755821;1,640576909;1,640576904;2,386895918;2,386665946;2,386665939
525,8;525,746;1,49146;1,640716322;1,640537447;1,640537448;2,386871797;2,386641867;2,386641867
525,9;525,846;1,49114;1,640676835;1,640498001;1,640497996;2,386847687;2,386617805;2,386617798
526;525,946;1,49083;1,640637357;1,64045856;1,640458561;2,386823589;2,386593748;2,386593748
526,1;526,046;1,49127;1,640597891;1,640419135;1,640419131;2,386799501;2,386569709;2,386569702
526,2;526,146;1,49163;1,640558435;1,640379716;1,640379716;2,386775425;2,386545674;2,386545674
526,3;526,246;1,49091;1,64051899;1,640340312;1,640340308;2,386751361;2,386521658;2,386521651
526,4;526,346;1,49157;1,640479555;1,640300914;1,640300915;2,386727307;2,386497646;2,386497645
526,5;526,446;1,49158;1,640440131;1,640261532;1,640261527;2,386703265;2,386473651;2,386473645
526,6;526,546;1,49171;1,640400718;1,640222154;1,640222155;2,386679234;2,386449662;2,386449662
526,7;526,646;1,49088;1,640361315;1,640182793;1,640182789;2,386655214;2,38642569;2,386425683
526,8;526,746;1,49103;1,640321923;1,640143438;1,640143439;2,386631205;2,386401723;2,386401723
526,9;526,846;1,49035;1,640282541;1,640104098;1,640104093;2,386607208;2,386377774;2,386377767
527;526,946;1,49108;1,64024317;1,640064763;1,640064764;2,386583222;2,386353829;2,386353829
527,1;527,046;1,49035;1,64020381;1,640025445;1,64002544;2,386559247;2,386329902;2,386329895
527,2;527,146;1,49114;1,640164461;1,639986131;1,639986132;2,386535283;2,386305979;2,386305979
527,3;527,246;1,49072;1,640125122;1,639946834;1,63994683;2,386511331;2,386282075;2,386282068
527,4;527,346;1,49156;1,640085793;1,639907542;1,639907543;2,386487389;2,386258175;2,386258175
527,5;527,446;1,49092;1,640046475;1,639868266;1,639868261;2,386463459;2,386234293;2,386234286
527,6;527,546;1,49082;1,640007168;1,639828995;1,639828996;2,38643954;2,386210415;2,386210415
527,7;527,646;1,4906;1,639967872;1,63978974;1,639789735;2,386415633;2,386186555;2,386186548
527,8;527,746;1,49101;1,639928586;1,63975049;1,639750491;2,386391736;2,3861627;2,386162699
527,9;527,846;1,49168;1,63988931;1,639711256;1,639711252;2,386367851;2,386138862;2,386138855
528;527,946;1,49117;1,639850046;1,639672028;1,639672029;2,386343976;2,386115029;2,386115029
528,1;528,046;1,49093;1,639810791;1,639632815;1,639632811;2,386320113;2,386091214;2,386091207
528,2;528,146;1,4912;1,639771548;1,639593608;1,639593609;2,386296261;2,386067403;2,386067403
528,3;528,246;1,49079;1,639732315;1,639554416;1,639554412;2,386272421;2,38604361;2,386043603
528,4;528,346;1,49087;1,639693092;1,63951523;1,639515231;2,386248591;2,386019821;2,386019821
528,5;528,446;1,49039;1,639653881;1,63947606;1,639476055;2,386224773;2,38599605;2,385996044
528,6;528,546;1,49032;1,639614679;1,639436895;1,639436895;2,386200965;2,385972284;2,385972284
528,7;528,646;1,49076;1,639575489;1,639397745;1,639397741;2,386177169;2,385948536;2,385948529
528,8;528,746;1,49029;1,639536308;1,639358601;1,639358602;2,386153384;2,385924791;2,385924791
528,9;528,846;1,49045;1,639497139;1,639319473;1,639319469;2,38612961;2,385901065;2,385901058
529;528,946;1,4909;1,63945798;1,63928035;1,639280351;2,386105847;2,385877343;2,385877343
529,1;529,046;1,49072;1,639418831;1,639241243;1,639241239;2,386082095;2,385853639;2,385853632
529,2;529,146;1,49054;1,639379694;1,639202142;1,639202142;2,386058355;2,385829939;2,385829939
529,3;529,246;1,49018;1,639340566;1,639163056;1,639163051;2,386034625;2,385806257;2,385806251
529,4;529,346;1,49064;1,639301449;1,639123975;1,639123976;2,386010907;2,38578258;2,38578258
529,5;529,446;1,49027;1,639262343;1,63908491;1,639084906;2,385987199;2,38575892;2,385758913
529,6;529,546;1,49059;1,639223248;1,639045851;1,639045851;2,385963503;2,385735264;2,385735264
529,7;529,646;1,48967;1,639184162;1,639006807;1,639006802;2,385939818;2,385711627;2,38571162
529,8;529,746;1,49019;1,639145088;1,638967768;1,638967769;2,385916144;2,385687993;2,385687993
529,9;529,846;1,48986;1,639106024;1,638928746;1,638928741;2,385892481;2,385664378;2,385664371
530;529,946;1,48981;1,63906697;1,638889728;1,638889729;2,385868829;2,385640766;2,385640766
530,1;530,046;1,49106;1,639027927;1,638850726;1,638850722;2,385845188;2,385617173;2,385617166
530,2;530,146;1,4909;1,638988895;1,63881173;1,638811731;2,385821558;2,385593584;2,385593584
530,3;530,246;1,48903;1,638949873;1,638772749;1,638772745;2,385797939;2,385570012;2,385570005
530,4;530,346;1,48934;1,638910862;1,638733774;1,638733775;2,385774332;2,385546445;2,385546445
530,5;530,446;1,49039;1,638871861;1,638694814;1,63869481;2,385750735;2,385522896;2,385522889
530,6;530,546;1,4902;1,63883287;1,63865586;1,638655861;2,385727149;2,385499351;2,38549935
530,7;530,646;1,48968;1,638793891;1,638616921;1,638616917;2,385703575;2,385475823;2,385475816
530,8;530,746;1,48956;1,638754921;1,638577988;1,638577989;2,385680011;2,3854523;2,3854523
530,9;530,846;1,49005;1,638715963;1,63853907;1,638539066;2,385656458;2,385428795;2,385428788
531;530,946;1,49007;1,638677014;1,638500158;1,638500159;2,385632917;2,385405294;2,385405293
531,1;531,046;1,48918;1,638638076;1,638461262;1,638461257;2,385609386;2,38538181;2,385381803
531,2;531,146;1,48871;1,638599149;1,63842237;1,638422371;2,385585866;2,385358331;2,385358331
531,3;531,246;1,48896;1,638560232;1,638383495;1,63838349;2,385562358;2,385334869;2,385334863
531,4;531,346;1,4894;1,638521326;1,638344624;1,638344625;2,38553886;2,385311412;2,385311412
531,5;531,446;1,48912;1,63848243;1,63830577;1,638305765;2,385515374;2,385287973;2,385287966
531,6;531,546;1,48889;1,638443545;1,63826692;1,638266921;2,385491898;2,385264537;2,385264537
531,7;531,646;1,48888;1,63840467;1,638228086;1,638228082;2,385468433;2,38524112;2,385241113
531,8;531,746;1,48948;1,638365806;1,638189258;1,638189259;2,38544498;2,385217706;2,385217706
531,9;531,846;1,48934;1,638326952;1,638150445;1,638150441;2,385421537;2,385194311;2,385194304
532;531,946;1,48895;1,638288109;1,638111638;1,638111639;2,385398105;2,385170919;2,385170919
532,1;532,046;1,48987;1,638249276;1,638072846;1,638072841;2,385374684;2,385147545;2,385147539
532,2;532,146;1,48899;1,638210453;1,638034059;1,63803406;2,385351274;2,385124176;2,385124175
532,3;532,246;1,48941;1,638171641;1,637995288;1,637995284;2,385327875;2,385100824;2,385100817
532,4;532,346;1,48939;1,63813284;1,637956523;1,637956524;2,385304487;2,385077476;2,385077476
532,5;532,446;1,48952;1,638094049;1,637917773;1,637917768;2,38528111;2,385054146;2,385054139
532,6;532,546;1,48912;1,638055268;1,637879028;1,637879029;2,385257744;2,38503082;2,38503082
532,7;532,646;1,48964;1,638016498;1,637840299;1,637840295;2,385234389;2,385007511;2,385007505
532,8;532,746;1,49;1,637977739;1,637801575;1,637801576;2,385211045;2,384984207;2,384984207
532,9;532,846;1,48878;1,63793899;1,637762867;1,637762862;2,385187711;2,384960921;2,384960914
533;532,946;1,48887;1,637900251;1,637724164;1,637724165;2,385164389;2,384937638;2,384937638
533,1;533,046;1,48963;1,637861523;1,637685477;1,637685472;2,385141077;2,384914373;2,384914367
533,2;533,146;1,48904;1,637822805;1,637646794;1,637646795;2,385117777;2,384891113;2,384891113
533,3;533,246;1,48973;1,637784097;1,637608128;1,637608124;2,385094487;2,38486787;2,384867863
533,4;533,346;1,48937;1,6377454;1,637569467;1,637569468;2,385071208;2,384844631;2,384844631
533,5;533,446;1,48862;1,637706714;1,637530821;1,637530817;2,38504794;2,38482141;2,384821403
533,6;533,546;1,48883;1,637668038;1,637492181;1,637492182;2,385024683;2,384798193;2,384798192
533,7;533,646;1,48909;1,637629372;1,637453556;1,637453552;2,385001437;2,384774993;2,384774986
533,8;533,746;1,48846;1,637590717;1,637414936;1,637414937;2,384978201;2,384751798;2,384751797
533,9;533,846;1,489;1,637552072;1,637376333;1,637376328;2,384954977;2,38472862;2,384728613
534;533,946;1,48825;1,637513438;1,637337734;1,637337735;2,384931763;2,384705446;2,384705446
534,1;534,046;1,48823;1,637474814;1,637299151;1,637299146;2,38490856;2,38468229;2,384682283
534,2;534,146;1,48889;1,6374362;1,637260573;1,637260574;2,384885368;2,384659138;2,384659137
534,3;534,246;1,48893;1,637397597;1,637222011;1,637222006;2,384862187;2,384636003;2,384635996
534,4;534,346;1,48892;1,637359005;1,637183454;1,637183454;2,384839017;2,384612873;2,384612872
534,5;534,446;1,48904;1,637320422;1,637144912;1,637144908;2,384815858;2,384589759;2,384589753
534,6;534,546;1,48906;1,63728185;1,637106376;1,637106377;2,384792709;2,384566651;2,384566651
534,7;534,646;1,48887;1,637243289;1,637067855;1,637067851;2,384769571;2,384543559;2,384543553
534,8;534,746;1,48897;1,637204738;1,63702934;1,63702934;2,384746444;2,384520472;2,384520472
534,9;534,846;1,48849;1,637166197;1,63699084;1,636990835;2,384723328;2,384497402;2,384497396
535;534,946;1,48864;1,637127667;1,636952345;1,636952346;2,384700223;2,384474337;2,384474337
535,1;535,046;1,48892;1,637089147;1,636913866;1,636913861;2,384677128;2,384451288;2,384451282
535,2;535,146;1,48889;1,637050637;1,636875392;1,636875393;2,384654045;2,384428244;2,384428244
535,3;535,246;1,489;1,637012138;1,636836933;1,636836929;2,384630972;2,384405218;2,384405211
535,4;535,346;1,48819;1,63697365;1,63679848;1,636798481;2,384607909;2,384382195;2,384382195
535,5;535,446;1,48776;1,636935171;1,636760043;1,636760038;2,384584858;2,38435919;2,384359183
535,6;535,546;1,48921;1,636896703;1,63672161;1,636721611;2,384561817;2,384336189;2,384336189
535,7;535,646;1,48912;1,636858246;1,636683193;1,636683189;2,384538788;2,384313205;2,384313199
535,8;535,746;1,48806;1,636819798;1,636644781;1,636644782;2,384515769;2,384290226;2,384290226
535,9;535,846;1,48742;1,636781362;1,636606385;1,636606381;2,38449276;2,384267264;2,384267257
536;535,946;1,48787;1,636742935;1,636567994;1,636567995;2,384469763;2,384244306;2,384244306
536,1;536,046;1,48825;1,636704519;1,636529619;1,636529614;2,384446776;2,384221365;2,384221358
536,2;536,146;1,48922;1,636666113;1,636491248;1,636491249;2,3844238;2,384198429;2,384198428
536,3;536,246;1,48766;1,636627718;1,636452894;1,636452889;2,384400835;2,384175509;2,384175503
536,4;536,346;1,48759;1,636589333;1,636414544;1,636414545;2,38437788;2,384152594;2,384152594
536,5;536,446;1,48792;1,636550958;1,63637621;1,636376205;2,384354936;2,384129696;2,38412969
536,6;536,546;1,48817;1,636512594;1,636337881;1,636337882;2,384332003;2,384106803;2,384106803
536,7;536,646;1,48682;1,63647424;1,636299567;1,636299563;2,384309081;2,384083926;2,38408392
536,8;536,746;1,48742;1,636435896;1,636261259;1,63626126;2,384286169;2,384061054;2,384061054
536,9;536,846;1,48768;1,636397563;1,636222966;1,636222962;2,384263268;2,384038199;2,384038192
537;536,946;1,4875;1,63635924;1,636184679;1,63618468;2,384240378;2,384015348;2,384015348
537,1;537,046;1,48732;1,636320927;1,636146407;1,636146402;2,384217498;2,383992514;2,383992508
537,2;537,146;1,48797;1,636282625;1,63610814;1,63610814;2,384194629;2,383969685;2,383969685
537,3;537,246;1,48734;1,636244333;1,636069888;1,636069884;2,384171771;2,383946873;2,383946866
537,4;537,346;1,48851;1,636206051;1,636031642;1,636031643;2,384148924;2,383924064;2,383924064
537,5;537,446;1,48713;1,63616778;1,635993411;1,635993407;2,384126087;2,383901273;2,383901267
537,6;537,546;1,48743;1,636129519;1,635955185;1,635955186;2,384103261;2,383878487;2,383878486
537,7;537,646;1,48827;1,636091268;1,635916975;1,635916971;2,384080445;2,383855717;2,38385571
537,8;537,746;1,488;1,636053028;1,63587877;1,635878771;2,384057641;2,383832951;2,383832951
537,9;537,846;1,48775;1,636014798;1,63584058;1,635840576;2,384034847;2,383810203;2,383810196
538;537,946;1,48757;1,635976578;1,635802396;1,635802397;2,384012063;2,383787459;2,383787458
538,1;538,046;1,48686;1,635938368;1,635764227;1,635764222;2,38398929;2,383764731;2,383764725
538,2;538,146;1,48738;1,635900169;1,635726063;1,635726064;2,383966528;2,383742009;2,383742008
538,3;538,246;1,48677;1,63586198;1,635687914;1,63568791;2,383943777;2,383719303;2,383719296
538,4;538,346;1,48727;1,635823802;1,635649771;1,635649772;2,383921036;2,383696601;2,383696601
538,5;538,446;1,48795;1,635785634;1,635611643;1,635611639;2,383898306;2,383673916;2,38367391
538,6;538,546;1,48712;1,635747476;1,635573521;1,635573521;2,383875586;2,383651236;2,383651235
538,7;538,646;1,48769;1,635709328;1,635535413;1,635535409;2,383852877;2,383628572;2,383628566
538,8;538,746;1,48709;1,635671191;1,635497311;1,635497312;2,383830179;2,383605913;2,383605913
538,9;538,846;1,48743;1,635633064;1,635459224;1,63545922;2,383807491;2,38358327;2,383583264
539;538,946;1,48653;1,635594947;1,635421143;1,635421144;2,383784814;2,383560632;2,383560632
539,1;539,046;1,488;1,63555684;1,635383077;1,635383072;2,383762147;2,383538011;2,383538005
539,2;539,146;1,48724;1,635518744;1,635345015;1,635345016;2,383739491;2,383515394;2,383515394
539,3;539,246;1,48726;1,635480658;1,63530697;1,635306965;2,383716846;2,383492794;2,383492788
539,4;539,346;1,48696;1,635442582;1,635268929;1,63526893;2,383694211;2,383470198;2,383470198
539,5;539,446;1,48709;1,635404517;1,635230904;1,6352309;2,383671587;2,38344762;2,383447613
539,6;539,546;1,48694;1,635366462;1,635192884;1,635192885;2,383648973;2,383425045;2,383425045
539,7;539,646;1,48676;1,635328417;1,635154879;1,635154875;2,38362637;2,383402487;2,383402481
539,8;539,746;1,48712;1,635290382;1,63511688;1,635116881;2,383603778;2,383379934;2,383379933
539,9;539,846;1,48728;1,635252358;1,635078896;1,635078891;2,383581196;2,383357397;2,38335739
540;539,946;1,48627;1,635214344;1,635040917;1,635040918;2,383558624;2,383334864;2,383334864
540,1;540,046;1,4868;1,63517634;1,635002953;1,635002949;2,383536063;2,383312349;2,383312342
540,2;540,146;1,48754;1,635138346;1,634964994;1,634964995;2,383513513;2,383289837;2,383289837
540,3;540,246;1,48634;1,635100363;1,634927051;1,634927047;2,383490974;2,383267343;2,383267336
540,4;540,346;1,4874;1,63506239;1,634889113;1,634889114;2,383468444;2,383244852;2,383244852
540,5;540,446;1,48655;1,635024427;1,63485119;1,634851186;2,383445926;2,383222379;2,383222372
540,6;540,546;1,4863;1,634986474;1,634813273;1,634813274;2,383423418;2,383199909;2,383199909
540,7;540,646;1,48662;1,634948532;1,634775371;1,634775366;2,38340092;2,383177457;2,38317745
540,8;540,746;1,48631;1,6349106;1,634737473;1,634737474;2,383378433;2,383155009;2,383155008
540,9;540,846;1,48632;1,634872678;1,634699592;1,634699587;2,383355956;2,383132577;2,38313257
541;540,946;1,48635;1,634834766;1,634661715;1,634661716;2,38333349;2,38311015;2,383110149
541,1;541,046;1,48652;1,634796865;1,634623853;1,634623849;2,383311035;2,383087739;2,383087732
541,2;541,146;1,48672;1,634758973;1,634585997;1,634585998;2,38328859;2,383065333;2,383065332
541,3;541,246;1,48675;1,634721092;1,634548156;1,634548152;2,383266155;2,383042943;2,383042936
541,4;541,346;1,48576;1,634683221;1,63451032;1,634510321;2,383243731;2,383020558;2,383020557
541,5;541,446;1,48606;1,634645361;1,6344725;1,634472495;2,383221317;2,382998189;2,382998182
541,6;541,546;1,48637;1,63460751;1,634434684;1,634434685;2,383198914;2,382975824;2,382975824
541,7;541,646;1,48674;1,63456967;1,634396884;1,63439688;2,383176522;2,382953476;2,38295347
541,8;541,746;1,4862;1,63453184;1,634359089;1,63435909;2,38315414;2,382931133;2,382931133
541,9;541,846;1,48645;1,63449402;1,634321309;1,634321305;2,383131768;2,382908806;2,382908799
542;541,946;1,48654;1,634456211;1,634283534;1,634283535;2,383109407;2,382886483;2,382886483
542,1;542,046;1,48636;1,634418411;1,634245775;1,634245771;2,383087056;2,382864177;2,382864171
542,2;542,146;1,4867;1,634380622;1,634208021;1,634208021;2,383064715;2,382841875;2,382841875
