Time;Strain;Reduced Relaxation Function;Elastic Response;Stress;Stress by dG
0;0,02;1;1,65;1,65;1,65
0,1;0,02;0,9979027156382513;1,65;1,6465394808031146;1,6438921480800386
0,2;0,02;0,9957591892716082;1,65;1,6430026622981535;1,6420370256646188
0,30000000000000004;0,02;0,9937617335162761;1,65;1,6397068603018554;1,6383314073730324
0,4;0,02;0,9918978184988259;1,65;1,6366314005230627;1,6371225728983245
0,5;0,02;0,9901560240556468;1,65;1,6337574396918173;1,6342519492642638
0,6;0,02;0,9885259409804812;1,65;1,6310678026177938;1,6352507241950283
0,7;0,02;0,9869980810662666;1,65;1,6285468337593398;1,634537161556531
0,7999999999999999;0,02;0,9855637951580329;1,65;1,6261802620107542;1,6324141300072084
0,8999999999999999;0,02;0,9842151985033533;1,65;1,6239550775305327;1,6320122089475977
0,9999999999999999;0,02;0,9829451027504102;1,65;1,6218594195381768;1,6303323756398598
1,0999999999999999;0,02;0,9817469540016123;1,65;1,61988247410266;1,6301501730619512
1,2;0,02;0,9806147763834363;1,65;1,61801438103267;1,6288047886101185
1,3;0,02;0,9795431206412033;1,65;1,6162461490579854;1,6264783413363737
1,4000000000000001;0,02;0,9785270173112538;1,65;1,6145695785635688;1,6265895195017976
1,5000000000000002;0,02;0,9775619340628467;1,65;1,612977191203697;1,6256756000060768
2,5;0,02;0,9699642568546423;1,65;1,6004410238101596;1,6236992766943978
2,6;0,02;0,9693534710133117;1,65;1,5994332271719642;1,623895592417629
3,6;0,02;0,9641243936586149;1,65;1,5908052495367144;1,6223752388454173
3,7;0,02;0,963668450062715;1,65;1,5900529426034795;1,6219587812844787
4,7;0,02;0,959547891873154;1,65;1,583254021590704;1,620187620255333
4,8;0,02;0,9591716042907455;1,65;1,5826331470797301;1,6206193023606708
5,8;0,02;0,9556735636184913;1,65;1,5768613799705107;1,6187291096311014
5,8999999999999995;0,02;0,9553467952827832;1,65;1,5763222122165923;1,6187278014791888
6,8999999999999995;0,02;0,9522674526137059;1,65;1,5712412968126146;1,6170492083281685
6,999999999999999;0,02;0,9519766532714209;1,65;1,5707614778978445;1,6167378640988168
7,999999999999999;0,02;0,9492174169786686;1,65;1,566208738014803;1,6153960163817356
8,1;0,02;0,9489553605913966;1,65;1,5657763449758044;1,6154215811244623
9,1;0,02;0,9464588778214497;1,65;1,5616571484053918;1,6143829997781223
9,2;0,02;0,9462209317866712;1,65;1,5612645374480074;1,6141633322593085
10,2;0,02;0,9439476645573703;1,65;1,557513646519661;1,6134081414748065
10,299999999999999;0,02;0,9437304071368049;1,65;1,557155171775728;1,6134633396188933
11,299999999999999;0,02;0,9416498150489668;1,65;1,553722194830795;1,6129158292720822
11,399999999999999;0,02;0,9414505007136513;1,65;1,5533933261775246;1,6127609411649604
12,399999999999999;0,02;0,9395375174019471;1,65;1,5502369037132127;1,6123870918683176
12,499999999999998;0,02;0,9393538515190336;1,65;1,5499338550064055;1,6124570108146474
13,499999999999998;0,02;0,9375873089840745;1,65;1,5470190598237228;1,6121965826687452
13,599999999999998;0,02;0,9374173380642636;1,65;1,546738607806035;1,6120821407079766
14,599999999999998;0,02;0,9357791326995823;1,65;1,5440355689543108;1,6119128327815568
14,699999999999998;0,02;0,9356211801013324;1,65;1,5437749471671984;1,6119856900993301
15,699999999999998;0,02;0,9340957420531673;1,65;1,541257974387726;1,61186715404443
15,799999999999997;0,02;0,9339483634558944;1,65;1,5410147997022257;1,611776542820634
16,799999999999997;0,02;0,9325222669821277;1,65;1,5386617405205105;1,6116977792252911
16,9;0,02;0,9323842159374485;1,65;1,53843395629679;1,6117667493532022
17,9;0,02;0,9310458680870123;1,65;1,5362256823435703;1,6117022387898263
18;0,02;0,9309160677577596;1,65;1,5360115118003033;1,6115539084425181
19;0,02;0,9296554490344422;1,65;1,5339314909068296;1,6116389224120726
19,1;0,02;0,9295329683682322;1,65;1,533729397807583;1,6113644656780768
20,1;0,02;0,9283414126074294;1,65;1,5317633308022585;1,6113189567353392
20,200000000000003;0,02;0,9282254460074917;1,65;1,531571985912361;1,611377695498189
21,200000000000003;0,02;0,9270954520203841;1,65;1,5297074958336336;1,611321178665784
21,300000000000004;0,02;0,926985301911845;1,65;1,5295257481545441;1,611254567896561
22,300000000000004;0,02;0,9259103717600164;1,65;1,527752113404027;1,6111896170032352
22,400000000000006;0,02;0,9258054336071192;1,65;1,5275789654517467;1,6112400807547327
23,400000000000006;0,02;0,9247799335420273;1,65;1,525886890344345;1,611159796012243
23,500000000000007;0,02;0,9246796829600352;1,65;1,5257214768840581;1,6110960798167668
24,500000000000007;0,02;0,9236987237776704;1,65;1,524102894233156;1,6110046940829748
24,60000000000001;0,02;0,9236027054422804;1,65;1,5239444639797626;1,6110476015937625
25,60000000000001;0,02;0,9226620395147453;1,65;1,5223923651993296;1,6109412744764942
25,70000000000001;0,02;0,9225698576166368;1,65;1,5222402650674507;1,610879422481424
26,70000000000001;0,02;0,9216657902649792;1,65;1,5207485539372156;1,610763033772943
27,70000000000001;0,02;0,9207921906122408;1,65;1,5193071145101973;1,6106370199159539
28,70000000000001;0,02;0,9199467106409991;1,65;1,5179120725576485;1,6105028015088998
29,70000000000001;0,02;0,9191272739359407;1,65;1,5165600019943022;1,6103619215834382
30,70000000000001;0,02;0,9183320415470161;1,65;1,5152478685525765;1,610215980324226
31,70000000000001;0,02;0,9175593821975403;1,65;1,5139729806259414;1,610066584737556
32,70000000000001;0,02;0,9168078462832018;1,65;1,512732946367283;1,6099153105110355
33,70000000000001;0,02;0,9160761431786093;1,65;1,5115256362447054;1,6097636737667196
34,70000000000001;0,02;0,9153631214296684;1,65;1,5103491503589528;1,6096131107979024
35,70000000000001;0,02;0,9146677514638616;1,65;1,5092017899153716;1,6094649642061203
36,70000000000001;0,02;0,9139891104974318;1,65;1,5080820323207624;1,6093204741290918
37,70000000000001;0,02;0,9133263693594117;1,65;1,5069885094430293;1,6091807734803112
38,70000000000001;0,02;0,9126787809881575;1,65;1,5059199886304597;1,6090468863136627
39,70000000000001;0,02;0,9120456703872089;1,65;1,5048753561388946;1,6089197285874521
40,70000000000001;0,02;0,9114264258544864;1,65;1,5038536026599025;1,6088001107366638
41,70000000000001;0,02;0,9108204913225524;1,65;1,5028538106822114;1,6086887415741309
42,70000000000001;0,02;0,910227359668364;1,65;1,5018751434528006;1,608586233134312
43,70000000000001;0,02;0,9096465668689944;1,65;1,5009168353338407;1,608493106150398
44,70000000000001;0,02;0,9090776868955557;1,65;1,4999781833776669;1,6084097959191663
45,70000000000001;0,02;0,9085203272512988;1,65;1,499058539964643;1,6083366583604537
46,70000000000001;0,02;0,907974125071854;1,65;1,4981573063685591;1,6082739761212004
47,70000000000001;0,02;0,9074387437160396;1,65;1,4972739271314652;1,6082219646092373
48,70000000000001;0,02;0,9069138697847924;1,65;1,4964078851449074;1,608180777870667
49,70000000000001;0,02;0,9063992105137338;1,65;1,4955586973476607;1,6081505142479193
50,70000000000001;0,02;0,9058944914918375;1,65;1,4947259109615318;1,6081312217742587
51,70000000000001;0,02;0,905399454664718;1,65;1,4939091001967848;1,6081229032754834
52,70000000000001;0,02;0,9049138565863584;1,65;1,4931078633674912;1,6081255211613907
53,70000000000001;0,02;0,9044374668876971;1,65;1,4923218203647002;1,6081390018989208
54,70000000000001;0,02;0,9039700669345284;1,65;1,4915506104419718;1,6081632401660595
55,70000000000001;0,02;0,9035114486506776;1,65;1,490793890273618;1,6081981026911347
56,70000000000001;0,02;0,9030614134854773;1,65;1,4900513322510374;1,6082434317861964
57,70000000000001;0,02;0,902619771507247;1,65;1,4893226229869576;1,6082990485862103
58,70000000000001;0,02;0,9021863406068031;1,65;1,488607462001225;1,6083647560078265
59,70000000000001;0,02;0,9017609457970726;1,65;1,4879055605651696;1,6084403414428798
60,70000000000001;0,02;0,9013434185966462;1,65;1,4872166406844662;1,6085255792025368
61,70000000000001;0,02;0,9009335964866675;1,65;1,4865404342030013;1,6086202327283612
62,70000000000001;0,02;0,9005313224317965;1,65;1,485876682012464;1,6087240565865353
63,70000000000001;0,02;0,90013644445717;1,65;1,4852251333543305;1,608836798261233
64,70000000000002;0,02;0,8997488152743123;1,65;1,484585545202615;1,6089581997626299
65,70000000000002;0,02;0,8993682919498374;1,65;1,4839576817172315;1,609087999064466
66,70000000000002;0,02;0,89899473561158;1,65;1,483341313759107;1,6092259313853334
67,70000000000002;0,02;0,8986280111874657;1,65;1,4827362184593182;1,6093717303271051
68,70000000000002;0,02;0,8982679871730297;1,65;1,482142178835499;1,609525128883114
69,70000000000002;0,02;0,8979145354240179;1,65;1,4815589834496294;1,6096858603278494
70,70000000000002;0,02;0,8975675309709508;1,65;1,4809864261020687;1,6098536589991657
71,70000000000002;0,02;0,8972268518529316;1,65;1,4804243055573372;1,610028260983125
72,70000000000002;0,02;0,896892378968324;1,65;1,4798724252977344;1,6102094047108917
73,70000000000002;0,02;0,8965639959402257;1,65;1,4793305933013723;1,6103968314762966
74,70000000000002;0,02;0,8962415889949286;1,65;1,478798621841632;1,6105902858820027
75,70000000000002;0,02;0,8959250468517838;1,65;1,4782763273054431;1,6107895162215313
76,70000000000002;0,02;0,8956142606230919;1,65;1,4777635300281016;1,6109942748037687
77,70000000000002;0,02;0,8953091237228117;1,65;1,4772600541426393;1,611204318225997
78,70000000000002;0,02;0,8950095317830353;1,65;1,4767657274420083;1,6114194076009383
79,70000000000002;0,02;0,8947153825773096;1,65;1,476280381252561;1,6116393087427912
80,70000000000002;0,02;0,8944265759499974;1,65;1,4758038503174957;1,611863792316775
81,70000000000002;0,02;0,894143013750979;1,65;1,4753359726891153;1,6120926339562707
82,70000000000002;0,02;0,8938645997750779;1,65;1,4748765896288785;1,6123256143512337
83,70000000000002;0,02;0,8935912397056721;1,65;1,474425545514359;1,612562519311214
84,70000000000002;0,02;0,8933228410620248;1,65;1,4739826877523408;1,6128031398059774
85,70000000000002;0,02;0,8930593131499193;1,65;1,4735478666973667;1,6130472719864
86,70000000000002;0,02;0,8928005670152414;1,65;1,4731209355751482;1,6132947171880883
87,70000000000002;0,02;0,8925465154001926;1,65;1,4727017504103177;1,6135452819198521
88,70000000000002;0,02;0,8922970727018578;1,65;1,4722901699580653;1,6137987778390066
89,70000000000002;0,02;0,8920521549328876;1,65;1,4718860556392643;1,6140550217152179
90,70000000000002;0,02;0,8918116796840808;1,65;1,4714892714787333;1,614313835384445
91,70000000000002;0,02;0,8915755660886832;1,65;1,471099684046327;1,6145750456943853
92,70000000000002;0,02;0,8913437347882369;1,65;1,4707171624005908;1,6148384844426178
93,70000000000002;0,02;0,8911161078998395;1,65;1,470341578034735;1,6151039883085836
94,70000000000002;0,02;0,8908926089846844;1,65;1,4699728048247291;1,6153713987803462
95,70000000000002;0,02;0,8906731630177721;1,65;1,469610718979324;1,6156405620770207
96,70000000000002;0,02;0,8904576963586962;1,65;1,4692551989918488;1,6159113290676304
97,70000000000002;0,02;0,8902461367234135;1,65;1,4689061255936322;1,6161835551870587
98,70000000000002;0,02;0,8900384131569284;1,65;1,4685633817089319;1,6164571003497281
99,70000000000002;0,02;0,8898344560068175;1,65;1,468226852411249;1,6167318288615
100,70000000000002;0,02;0,8896341968975394;1,65;1,4678964248809399;1,6170076093302894
101,70000000000002;0,02;0,8894375687054749;1,65;1,4675719883640335;1,6172843145757803
102,70000000000002;0,02;0,8892445055346503;1,65;1,4672534341321728;1,6175618215386292
103,70000000000002;0,02;0,8890549426931037;1,65;1,466940655443621;1,6178400111894435
104,70000000000002;0,02;0,8888688166698543;1,65;1,4666335475052594;1,6181187684378282
105,70000000000002;0,02;0,8886860651124433;1,65;1,4663320074355313;1,618397982041723
106,70000000000002;0,02;0,8885066268050164;1,65;1,466035934228277;1,618677544517258
107,70000000000002;0,02;0,888330441646919;1,65;1,4657452287174162;1,618957352049283
108,70000000000002;0,02;0,8881574506317836;1,65;1,465459793542443;1,6192373044027437
109,70000000000002;0,02;0,8879875958270829;1,65;1,4651795331146866;1,6195173048350149
110,70000000000002;0,02;0,8878208203541328;1,65;1,464904353584319;1,619797260009333
111,70000000000002;0,02;0,8876570683685246;1,65;1,4646341628080657;1,6200770799093804
112,70000000000002;0,02;0,8874962850409722;1,65;1,464368870317604;1,6203566777551428
113,70000000000002;0,02;0,8873384165385564;1,65;1,464108387288618;1,6206359699200723
114,70000000000002;0,02;0,8871834100063556;1,65;1,4638526265104865;1,6209148758496303
115,70000000000002;0,02;0,887031213549448;1,65;1,4636015023565891;1,6211933179812363
116,70000000000002;0,02;0,8868817762152743;1,65;1,4633549307552025;1,6214712216656695
117,70000000000002;0,02;0,8867350479763506;1,65;1,4631128291609785;1,6217485150899387
118,70000000000002;0,02;0,8865909797133197;1,65;1,4628751165269773;1,622025129201643
119,70000000000002;0,02;0,8864495231983334;1,65;1,46264171327725;1,622300997634835
120,70000000000002;0,02;0,8863106310787551;1,65;1,4624125412799458;1,622576056637386
121,70000000000002;0,02;0,8861742568611757;1,65;1,4621875238209399;1,622850244999869
122,70000000000002;0,02;0,8860403548957341;1,65;1,461966585577961;1,6231235039859349
123,70000000000002;0,02;0,885908880360735;1,65;1,4617496525952127;1,6233957772642034
124,70000000000002;0,02;0,8857797892475572;1,65;1,4615366522584692;1,623667010841621
125,70000000000002;0,02;0,8856530383458456;1,65;1,4613275132706451;1,6239371529983244
126,70000000000002;0,02;0,8855285852289803;1,65;1,4611221656278173;1,6242061542239423
127,70000000000002;0,02;0,885406388239816;1,65;1,4609205405956962;1,624473967155356
128,70000000000002;0,02;0,8852864064766887;1,65;1,460722570686536;1,6247405465158917
129,70000000000002;0,02;0,885168599779679;1,65;1,4605281896364704;1,6250058490559056
130,70000000000002;0,02;0,8850529287171318;1,65;1,4603373323832674;1,6252698334947755
131,70000000000002;0,02;0,884939354572424;1,65;1,4601499350444995;1,625532460464252
132,70000000000002;0,02;0,8848278393309751;1,65;1,4599659348961087;1,6257936924531482
