Time;Strain;Reduced Relaxation Function;Elastic Response;Stress;;
220.6;0.06;0.751383692;2.28012;1.713244983;;
220.7;0.06;0.751354145;2.28012;1.713177613;;
220.8;0.06;0.751324607;2.28012;1.713110262;;
220.9;0.06;0.751295076;2.28012;1.713042928;;
221;0.06;0.751265553;2.28012;1.712975613;;
221.1;0.06;0.751236039;2.28012;1.712908317;;
221.2;0.06;0.751206532;2.28012;1.712841038;;
221.3;0.06;0.751177034;2.28012;1.712773778;;
221.4;0.06;0.751147543;2.28012;1.712706536;;
221.5;0.06;0.75111806;2.28012;1.712639312;;
221.6;0.06;0.751088586;2.28012;1.712572106;;
221.7;0.06;0.751059119;2.28012;1.712504919;;
221.8;0.06;0.751029661;2.28012;1.71243775;;
221.9;0.06;0.75100021;2.28012;1.712370599;;
222;0.06;0.750970767;2.28012;1.712303466;;
222.1;0.06;0.750941333;2.28012;1.712236351;;
222.2;0.06;0.750911906;2.28012;1.712169255;;
222.3;0.06;0.750882487;2.28012;1.712102177;;
222.4;0.06;0.750853077;2.28012;1.712035117;;
222.5;0.06;0.750823674;2.28012;1.711968075;;
222.6;0.06;0.750794279;2.28012;1.711901052;;
222.7;0.06;0.750764892;2.28012;1.711834046;;
222.8;0.06;0.750735513;2.28012;1.711767059;;
222.9;0.06;0.750706143;2.28012;1.71170009;;
223;0.06;0.75067678;2.28012;1.711633139;;
223.1;0.06;0.750647425;2.28012;1.711566206;;
223.2;0.06;0.750618078;2.28012;1.711499291;;
223.3;0.06;0.750588739;2.28012;1.711432395;;
223.4;0.06;0.750559408;2.28012;1.711365516;;
223.5;0.06;0.750530084;2.28012;1.711298656;;
223.6;0.06;0.750500769;2.28012;1.711231814;;
223.7;0.06;0.750471462;2.28012;1.71116499;;
223.8;0.06;0.750442163;2.28012;1.711098184;;
223.9;0.06;0.750412871;2.28012;1.711031396;;
224;0.06;0.750383588;2.28012;1.710964627;;
224.1;0.06;0.750354312;2.28012;1.710897875;;
224.2;0.06;0.750325045;2.28012;1.710831141;;
224.3;0.06;0.750295785;2.28012;1.710764426;;
224.4;0.06;0.750266534;2.28012;1.710697729;;
224.5;0.06;0.75023729;2.28012;1.710631049;;
224.6;0.06;0.750208054;2.28012;1.710564388;;
224.7;0.06;0.750178826;2.28012;1.710497745;;
224.8;0.06;0.750149606;2.28012;1.71043112;;
224.9;0.06;0.750120394;2.28012;1.710364513;;
225;0.06;0.75009119;2.28012;1.710297924;;
225.1;0.06;0.750061994;2.28012;1.710231353;;
225.2;0.06;0.750032805;2.28012;1.7101648;;
225.3;0.06;0.750003625;2.28012;1.710098265;;
225.4;0.06;0.749974452;2.28012;1.710031748;;
225.5;0.06;0.749945288;2.28012;1.709965249;;
225.6;0.06;0.749916131;2.28012;1.709898768;;
225.7;0.06;0.749886982;2.28012;1.709832306;;
225.8;0.06;0.749857841;2.28012;1.709765861;;
225.9;0.06;0.749828708;2.28012;1.709699434;;
226;0.06;0.749799583;2.28012;1.709633025;;
226.1;0.06;0.749770466;2.28012;1.709566634;;
226.2;0.06;0.749741356;2.28012;1.709500262;;
226.3;0.06;0.749712255;2.28012;1.709433907;;
226.4;0.06;0.749683161;2.28012;1.70936757;;
226.5;0.06;0.749654076;2.28012;1.709301251;;
226.6;0.06;0.749624998;2.28012;1.70923495;;
226.7;0.06;0.749595928;2.28012;1.709168667;;
226.8;0.06;0.749566866;2.28012;1.709102402;;
226.9;0.06;0.749537811;2.28012;1.709036155;;
227;0.06;0.749508765;2.28012;1.708969925;;
227.1;0.06;0.749479727;2.28012;1.708903714;;
227.2;0.06;0.749450696;2.28012;1.708837521;;
227.3;0.06;0.749421673;2.28012;1.708771346;;
227.4;0.06;0.749392658;2.28012;1.708705188;;
227.5;0.06;0.749363651;2.28012;1.708639049;;
227.6;0.06;0.749334652;2.28012;1.708572927;;
227.7;0.06;0.749305661;2.28012;1.708506823;;
227.8;0.06;0.749276677;2.28012;1.708440737;;
227.9;0.06;0.749247702;2.28012;1.708374669;;
228;0.06;0.749218734;2.28012;1.708308619;;
228.1;0.06;0.749189774;2.28012;1.708242587;;
228.2;0.06;0.749160822;2.28012;1.708176573;;
228.3;0.06;0.749131877;2.28012;1.708110577;;
228.4;0.06;0.749102941;2.28012;1.708044598;;
228.5;0.06;0.749074012;2.28012;1.707978637;;
228.6;0.06;0.749045092;2.28012;1.707912694;;
228.7;0.06;0.749016179;2.28012;1.70784677;;
228.8;0.06;0.748987274;2.28012;1.707780862;;
228.9;0.06;0.748958376;2.28012;1.707714973;;
229;0.06;0.748929487;2.28012;1.707649102;;
229.1;0.06;0.748900605;2.28012;1.707583248;;
229.2;0.06;0.748871731;2.28012;1.707517412;;
229.3;0.06;0.748842865;2.28012;1.707451594;;
229.4;0.06;0.748814007;2.28012;1.707385794;;
229.5;0.06;0.748785157;2.28012;1.707320012;;
229.6;0.06;0.748756314;2.28012;1.707254247;;
229.7;0.06;0.74872748;2.28012;1.707188501;;
229.8;0.06;0.748698653;2.28012;1.707122772;;
229.9;0.06;0.748669833;2.28012;1.707057061;;
230;0.06;0.748641022;2.28012;1.706991367;;
230.1;0.06;0.748612218;2.28012;1.706925692;;
230.2;0.06;0.748583423;2.28012;1.706860034;;
230.3;0.06;0.748554635;2.28012;1.706794394;;
230.4;0.06;0.748525855;2.28012;1.706728772;;
230.5;0.06;0.748497082;2.28012;1.706663167;;
230.6;0.06;0.748468318;2.28012;1.70659758;;
230.7;0.06;0.748439561;2.28012;1.706532011;;
230.8;0.06;0.748410812;2.28012;1.70646646;;
230.9;0.06;0.74838207;2.28012;1.706400927;;
231;0.06;0.748353337;2.28012;1.706335411;;
231.1;0.06;0.748324611;2.28012;1.706269913;;
231.2;0.06;0.748295893;2.28012;1.706204432;;
231.3;0.06;0.748267183;2.28012;1.70613897;;
231.4;0.06;0.748238481;2.28012;1.706073525;;
231.5;0.06;0.748209786;2.28012;1.706008098;;
231.6;0.06;0.748181099;2.28012;1.705942688;;
231.7;0.06;0.74815242;2.28012;1.705877297;;
231.8;0.06;0.748123749;2.28012;1.705811922;;
231.9;0.06;0.748095085;2.28012;1.705746566;;
232;0.06;0.74806643;2.28012;1.705681227;;
232.1;0.06;0.748037781;2.28012;1.705615906;;
232.2;0.06;0.748009141;2.28012;1.705550603;;
232.3;0.06;0.747980509;2.28012;1.705485317;;
232.4;0.06;0.747951884;2.28012;1.705420049;;
232.5;0.06;0.747923267;2.28012;1.705354799;;
232.6;0.06;0.747894657;2.28012;1.705289566;;
232.7;0.06;0.747866056;2.28012;1.705224351;;
232.8;0.06;0.747837462;2.28012;1.705159154;;
232.9;0.06;0.747808876;2.28012;1.705093974;;
233;0.06;0.747780297;2.28012;1.705028812;;
233.1;0.06;0.747751727;2.28012;1.704963667;;
233.2;0.06;0.747723164;2.28012;1.70489854;;
233.3;0.06;0.747694609;2.28012;1.704833431;;
233.4;0.06;0.747666061;2.28012;1.704768339;;
233.5;0.06;0.747637521;2.28012;1.704703265;;
233.6;0.06;0.747608989;2.28012;1.704638209;;
233.7;0.06;0.747580465;2.28012;1.70457317;;
233.8;0.06;0.747551948;2.28012;1.704508149;;
233.9;0.06;0.74752344;2.28012;1.704443145;;
234;0.06;0.747494938;2.28012;1.704378159;;
234.1;0.06;0.747466445;2.28012;1.70431319;;
234.2;0.06;0.747437959;2.28012;1.704248239;;
234.3;0.06;0.747409481;2.28012;1.704183306;;
234.4;0.06;0.747381011;2.28012;1.70411839;;
234.5;0.06;0.747352548;2.28012;1.704053492;;
234.6;0.06;0.747324093;2.28012;1.703988611;;
234.7;0.06;0.747295646;2.28012;1.703923748;;
234.8;0.06;0.747267206;2.28012;1.703858902;;
234.9;0.06;0.747238774;2.28012;1.703794074;;
235;0.06;0.74721035;2.28012;1.703729264;;
235.1;0.06;0.747181934;2.28012;1.703664471;;
235.2;0.06;0.747153525;2.28012;1.703599695;;
235.3;0.06;0.747125124;2.28012;1.703534937;;
235.4;0.06;0.74709673;2.28012;1.703470197;;
235.5;0.06;0.747068345;2.28012;1.703405474;;
235.6;0.06;0.747039967;2.28012;1.703340768;;
235.7;0.06;0.747011596;2.28012;1.703276081;;
235.8;0.06;0.746983233;2.28012;1.70321141;;
235.9;0.06;0.746954878;2.28012;1.703146757;;
236;0.06;0.746926531;2.28012;1.703082122;;
236.1;0.06;0.746898191;2.28012;1.703017504;;
236.2;0.06;0.746869859;2.28012;1.702952903;;
236.3;0.06;0.746841535;2.28012;1.70288832;;
236.4;0.06;0.746813218;2.28012;1.702823754;;
236.5;0.06;0.746784909;2.28012;1.702759206;;
236.6;0.06;0.746756607;2.28012;1.702694675;;
236.7;0.06;0.746728314;2.28012;1.702630162;;
236.8;0.06;0.746700027;2.28012;1.702565666;;
236.9;0.06;0.746671749;2.28012;1.702501188;;
237;0.06;0.746643478;2.28012;1.702436727;;
237.1;0.06;0.746615215;2.28012;1.702372284;;
237.2;0.06;0.746586959;2.28012;1.702307857;;
237.3;0.06;0.746558711;2.28012;1.702243449;;
237.4;0.06;0.746530471;2.28012;1.702179058;;
237.5;0.06;0.746502238;2.28012;1.702114684;;
237.6;0.06;0.746474013;2.28012;1.702050327;;
237.7;0.06;0.746445796;2.28012;1.701985988;;
237.8;0.06;0.746417586;2.28012;1.701921667;;
237.9;0.06;0.746389384;2.28012;1.701857362;;
238;0.06;0.746361189;2.28012;1.701793075;;
238.1;0.06;0.746333003;2.28012;1.701728806;;
238.2;0.06;0.746304823;2.28012;1.701664554;;
238.3;0.06;0.746276652;2.28012;1.701600319;;
238.4;0.06;0.746248488;2.28012;1.701536102;;
238.5;0.06;0.746220331;2.28012;1.701471902;;
238.6;0.06;0.746192182;2.28012;1.701407719;;
238.7;0.06;0.746164041;2.28012;1.701343554;;
238.8;0.06;0.746135908;2.28012;1.701279406;;
238.9;0.06;0.746107782;2.28012;1.701215275;;
239;0.06;0.746079663;2.28012;1.701151162;;
239.1;0.06;0.746051552;2.28012;1.701087066;;
239.2;0.06;0.746023449;2.28012;1.701022987;;
239.3;0.06;0.745995354;2.28012;1.700958926;;
239.4;0.06;0.745967266;2.28012;1.700894882;;
239.5;0.06;0.745939185;2.28012;1.700830855;;
239.6;0.06;0.745911112;2.28012;1.700766845;;
239.7;0.06;0.745883047;2.28012;1.700702853;;
239.8;0.06;0.745854989;2.28012;1.700638879;;
239.9;0.06;0.745826939;2.28012;1.700574921;;
240;0.06;0.745798897;2.28012;1.700510981;;
240.1;0.06;0.745770862;2.28012;1.700447058;;
240.2;0.06;0.745742835;2.28012;1.700383152;;
240.3;0.06;0.745714815;2.28012;1.700319264;;
240.4;0.06;0.745686803;2.28012;1.700255393;;
240.5;0.06;0.745658798;2.28012;1.700191539;;
240.6;0.06;0.745630801;2.28012;1.700127702;;
240.7;0.06;0.745602812;2.28012;1.700063883;;
240.8;0.06;0.74557483;2.28012;1.700000081;;
240.9;0.06;0.745546855;2.28012;1.699936296;;
241;0.06;0.745518889;2.28012;1.699872528;;
241.1;0.06;0.745490929;2.28012;1.699808778;;
241.2;0.06;0.745462978;2.28012;1.699745045;;
241.3;0.06;0.745435034;2.28012;1.699681329;;
241.4;0.06;0.745407097;2.28012;1.69961763;;
241.5;0.06;0.745379168;2.28012;1.699553948;;
241.6;0.06;0.745351246;2.28012;1.699490284;;
241.7;0.06;0.745323333;2.28012;1.699426637;;
241.8;0.06;0.745295426;2.28012;1.699363007;;
241.9;0.06;0.745267527;2.28012;1.699299394;;
242;0.06;0.745239636;2.28012;1.699235799;;
242.1;0.06;0.745211752;2.28012;1.69917222;;
242.2;0.06;0.745183876;2.28012;1.699108659;;
242.3;0.06;0.745156007;2.28012;1.699045115;;
242.4;0.06;0.745128146;2.28012;1.698981588;;
242.5;0.06;0.745100292;2.28012;1.698918079;;
242.6;0.06;0.745072446;2.28012;1.698854586;;
242.7;0.06;0.745044608;2.28012;1.698791111;;
242.8;0.06;0.745016777;2.28012;1.698727653;;
242.9;0.06;0.744988953;2.28012;1.698664212;;
243;0.06;0.744961137;2.28012;1.698600788;;
243.1;0.06;0.744933329;2.28012;1.698537381;;
243.2;0.06;0.744905528;2.28012;1.698473991;;
243.3;0.06;0.744877734;2.28012;1.698410619;;
243.4;0.06;0.744849948;2.28012;1.698347264;;
243.5;0.06;0.74482217;2.28012;1.698283925;;
243.6;0.06;0.744794399;2.28012;1.698220604;;
243.7;0.06;0.744766635;2.28012;1.6981573;;
243.8;0.06;0.744738879;2.28012;1.698094013;;
243.9;0.06;0.744711131;2.28012;1.698030743;;
244;0.06;0.74468339;2.28012;1.697967491;;
244.1;0.06;0.744655656;2.28012;1.697904255;;
244.2;0.06;0.74462793;2.28012;1.697841036;;
244.3;0.06;0.744600212;2.28012;1.697777835;;
244.4;0.06;0.744572501;2.28012;1.69771465;;
244.5;0.06;0.744544797;2.28012;1.697651483;;
244.6;0.06;0.744517101;2.28012;1.697588333;;
244.7;0.06;0.744489413;2.28012;1.697525199;;
244.8;0.06;0.744461732;2.28012;1.697462083;;
244.9;0.06;0.744434058;2.28012;1.697398984;;
245;0.06;0.744406392;2.28012;1.697335902;;
245.1;0.06;0.744378733;2.28012;1.697272837;;
245.2;0.06;0.744351082;2.28012;1.697209789;;
245.3;0.06;0.744323438;2.28012;1.697146758;;
245.4;0.06;0.744295802;2.28012;1.697083744;;
245.5;0.06;0.744268173;2.28012;1.697020747;;
245.6;0.06;0.744240552;2.28012;1.696957767;;
245.7;0.06;0.744212938;2.28012;1.696894804;;
245.8;0.06;0.744185332;2.28012;1.696831859;;
245.9;0.06;0.744157733;2.28012;1.69676893;;
246;0.06;0.744130141;2.28012;1.696706018;;
246.1;0.06;0.744102557;2.28012;1.696643123;;
246.2;0.06;0.744074981;2.28012;1.696580245;;
246.3;0.06;0.744047412;2.28012;1.696517384;;
246.4;0.06;0.74401985;2.28012;1.69645454;;
246.5;0.06;0.743992296;2.28012;1.696391713;;
246.6;0.06;0.743964749;2.28012;1.696328903;;
246.7;0.06;0.743937209;2.28012;1.69626611;;
246.8;0.06;0.743909678;2.28012;1.696203334;;
246.9;0.06;0.743882153;2.28012;1.696140575;;
247;0.06;0.743854636;2.28012;1.696077833;;
247.1;0.06;0.743827126;2.28012;1.696015107;;
247.2;0.06;0.743799624;2.28012;1.695952399;;
247.3;0.06;0.743772129;2.28012;1.695889708;;
247.4;0.06;0.743744642;2.28012;1.695827033;;
247.5;0.06;0.743717162;2.28012;1.695764376;;
247.6;0.06;0.74368969;2.28012;1.695701735;;
247.7;0.06;0.743662225;2.28012;1.695639112;;
247.8;0.06;0.743634767;2.28012;1.695576505;;
247.9;0.06;0.743607317;2.28012;1.695513915;;
248;0.06;0.743579874;2.28012;1.695451342;;
248.1;0.06;0.743552439;2.28012;1.695388786;;
248.2;0.06;0.743525011;2.28012;1.695326247;;
248.3;0.06;0.74349759;2.28012;1.695263725;;
248.4;0.06;0.743470177;2.28012;1.69520122;;
248.5;0.06;0.743442771;2.28012;1.695138731;;
248.6;0.06;0.743415373;2.28012;1.69507626;;
248.7;0.06;0.743387982;2.28012;1.695013805;;
248.8;0.06;0.743360598;2.28012;1.694951367;;
248.9;0.06;0.743333222;2.28012;1.694888946;;
249;0.06;0.743305853;2.28012;1.694826542;;
249.1;0.06;0.743278492;2.28012;1.694764155;;
249.2;0.06;0.743251138;2.28012;1.694701784;;
249.3;0.06;0.743223791;2.28012;1.69463943;;
249.4;0.06;0.743196452;2.28012;1.694577094;;
249.5;0.06;0.74316912;2.28012;1.694514774;;
249.6;0.06;0.743141795;2.28012;1.694452471;;
249.7;0.06;0.743114478;2.28012;1.694390184;;
249.8;0.06;0.743087169;2.28012;1.694327915;;
249.9;0.06;0.743059866;2.28012;1.694265662;;
250;0.06;0.743032571;2.28012;1.694203427;;
250.1;0.06;0.743005284;2.28012;1.694141208;;
250.2;0.06;0.742978003;2.28012;1.694079005;;
250.3;0.06;0.742950731;2.28012;1.69401682;;
250.4;0.06;0.742923465;2.28012;1.693954651;;
250.5;0.06;0.742896207;2.28012;1.693892499;;
250.6;0.06;0.742868956;2.28012;1.693830364;;
250.7;0.06;0.742841713;2.28012;1.693768246;;
250.8;0.06;0.742814477;2.28012;1.693706145;;
250.9;0.06;0.742787248;2.28012;1.69364406;;
251;0.06;0.742760027;2.28012;1.693581992;;
251.1;0.06;0.742732813;2.28012;1.693519941;;
251.2;0.06;0.742705606;2.28012;1.693457906;;
251.3;0.06;0.742678407;2.28012;1.693395888;;
251.4;0.06;0.742651215;2.28012;1.693333888;;
251.5;0.06;0.74262403;2.28012;1.693271903;;
251.6;0.06;0.742596853;2.28012;1.693209936;;
251.7;0.06;0.742569683;2.28012;1.693147985;;
251.8;0.06;0.74254252;2.28012;1.693086051;;
251.9;0.06;0.742515365;2.28012;1.693024134;;
252;0.06;0.742488217;2.28012;1.692962233;;
252.1;0.06;0.742461076;2.28012;1.692900349;;
252.2;0.06;0.742433943;2.28012;1.692838482;;
252.3;0.06;0.742406817;2.28012;1.692776632;;
252.4;0.06;0.742379698;2.28012;1.692714798;;
252.5;0.06;0.742352587;2.28012;1.692652981;;
252.6;0.06;0.742325483;2.28012;1.69259118;;
252.7;0.06;0.742298386;2.28012;1.692529397;;
252.8;0.06;0.742271297;2.28012;1.69246763;;
252.9;0.06;0.742244215;2.28012;1.692405879;;
253;0.06;0.74221714;2.28012;1.692344146;;
253.1;0.06;0.742190073;2.28012;1.692282429;;
253.2;0.06;0.742163013;2.28012;1.692220728;;
253.3;0.06;0.74213596;2.28012;1.692159045;;
253.4;0.06;0.742108914;2.28012;1.692097378;;
253.5;0.06;0.742081876;2.28012;1.692035727;;
253.6;0.06;0.742054845;2.28012;1.691974093;;
253.7;0.06;0.742027822;2.28012;1.691912476;;
253.8;0.06;0.742000805;2.28012;1.691850876;;
253.9;0.06;0.741973796;2.28012;1.691789292;;
254;0.06;0.741946794;2.28012;1.691727725;;
254.1;0.06;0.7419198;2.28012;1.691666174;;
254.2;0.06;0.741892813;2.28012;1.69160464;;
254.3;0.06;0.741865833;2.28012;1.691543123;;
254.4;0.06;0.74183886;2.28012;1.691481622;;
254.5;0.06;0.741811895;2.28012;1.691420138;;
254.6;0.06;0.741784937;2.28012;1.69135867;;
254.7;0.06;0.741757986;2.28012;1.69129722;;
254.8;0.06;0.741731043;2.28012;1.691235785;;
254.9;0.06;0.741704107;2.28012;1.691174367;;
255;0.06;0.741677178;2.28012;1.691112966;;
255.1;0.06;0.741650256;2.28012;1.691051582;;
255.2;0.06;0.741623342;2.28012;1.690990214;;
255.3;0.06;0.741596434;2.28012;1.690928862;;
255.4;0.06;0.741569535;2.28012;1.690867527;;
255.5;0.06;0.741542642;2.28012;1.690806209;;
255.6;0.06;0.741515757;2.28012;1.690744907;;
255.7;0.06;0.741488878;2.28012;1.690683622;;
255.8;0.06;0.741462008;2.28012;1.690622353;;
255.9;0.06;0.741435144;2.28012;1.690561101;;
256;0.06;0.741408288;2.28012;1.690499865;;
256.1;0.06;0.741381439;2.28012;1.690438646;;
256.2;0.06;0.741354597;2.28012;1.690377443;;
256.3;0.06;0.741327762;2.28012;1.690316257;;
256.4;0.06;0.741300935;2.28012;1.690255088;;
256.5;0.06;0.741274115;2.28012;1.690193935;;
256.6;0.06;0.741247302;2.28012;1.690132798;;
256.7;0.06;0.741220496;2.28012;1.690071678;;
256.8;0.06;0.741193698;2.28012;1.690010574;;
256.9;0.06;0.741166907;2.28012;1.689949487;;
257;0.06;0.741140123;2.28012;1.689888417;;
257.1;0.06;0.741113346;2.28012;1.689827363;;
257.2;0.06;0.741086577;2.28012;1.689766325;;
257.3;0.06;0.741059814;2.28012;1.689705304;;
257.4;0.06;0.741033059;2.28012;1.689644299;;
257.5;0.06;0.741006312;2.28012;1.689583311;;
257.6;0.06;0.740979571;2.28012;1.689522339;;
257.7;0.06;0.740952838;2.28012;1.689461384;;
257.8;0.06;0.740926112;2.28012;1.689400445;;
257.9;0.06;0.740899393;2.28012;1.689339523;;
258;0.06;0.740872681;2.28012;1.689278617;;
258.1;0.06;0.740845976;2.28012;1.689217728;;
258.2;0.06;0.740819279;2.28012;1.689156855;;
258.3;0.06;0.740792589;2.28012;1.689095998;;
258.4;0.06;0.740765906;2.28012;1.689035158;;
258.5;0.06;0.74073923;2.28012;1.688974334;;
258.6;0.06;0.740712562;2.28012;1.688913527;;
258.7;0.06;0.740685901;2.28012;1.688852736;;
258.8;0.06;0.740659247;2.28012;1.688791961;;
258.9;0.06;0.7406326;2.28012;1.688731203;;
259;0.06;0.74060596;2.28012;1.688670461;;
259.1;0.06;0.740579327;2.28012;1.688609736;;
259.2;0.06;0.740552702;2.28012;1.688549027;;
259.3;0.06;0.740526084;2.28012;1.688488334;;
259.4;0.06;0.740499473;2.28012;1.688427658;;
259.5;0.06;0.740472869;2.28012;1.688366998;;
259.6;0.06;0.740446273;2.28012;1.688306355;;
259.7;0.06;0.740419683;2.28012;1.688245728;;
259.8;0.06;0.740393101;2.28012;1.688185117;;
259.9;0.06;0.740366526;2.28012;1.688124523;;
260;0.06;0.740339958;2.28012;1.688063945;;
260.1;0.06;0.740313397;2.28012;1.688003383;;
260.2;0.06;0.740286844;2.28012;1.687942838;;
260.3;0.06;0.740260297;2.28012;1.687882309;;
260.4;0.06;0.740233758;2.28012;1.687821796;;
260.5;0.06;0.740207226;2.28012;1.6877613;;
260.6;0.06;0.740180701;2.28012;1.68770082;;
260.7;0.06;0.740154183;2.28012;1.687640356;;
260.8;0.06;0.740127673;2.28012;1.687579909;;
260.9;0.06;0.740101169;2.28012;1.687519478;;
261;0.06;0.740074673;2.28012;1.687459063;;
261.1;0.06;0.740048184;2.28012;1.687398665;;
261.2;0.06;0.740021702;2.28012;1.687338283;;
261.3;0.06;0.739995227;2.28012;1.687277917;;
261.4;0.06;0.739968759;2.28012;1.687217567;;
261.5;0.06;0.739942299;2.28012;1.687157234;;
261.6;0.06;0.739915845;2.28012;1.687096917;;
261.7;0.06;0.739889399;2.28012;1.687036617;;
261.8;0.06;0.73986296;2.28012;1.686976332;;
261.9;0.06;0.739836528;2.28012;1.686916064;;
262;0.06;0.739810103;2.28012;1.686855812;;
262.1;0.06;0.739783685;2.28012;1.686795577;;
262.2;0.06;0.739757275;2.28012;1.686735357;;
262.3;0.06;0.739730871;2.28012;1.686675154;;
262.4;0.06;0.739704475;2.28012;1.686614967;;
262.5;0.06;0.739678086;2.28012;1.686554797;;
262.6;0.06;0.739651704;2.28012;1.686494642;;
262.7;0.06;0.739625329;2.28012;1.686434504;;
262.8;0.06;0.739598961;2.28012;1.686374382;;
262.9;0.06;0.7395726;2.28012;1.686314277;;
263;0.06;0.739546246;2.28012;1.686254187;;
263.1;0.06;0.7395199;2.28012;1.686194114;;
263.2;0.06;0.73949356;2.28012;1.686134057;;
263.3;0.06;0.739467228;2.28012;1.686074016;;
263.4;0.06;0.739440903;2.28012;1.686013991;;
263.5;0.06;0.739414585;2.28012;1.685953983;;
263.6;0.06;0.739388274;2.28012;1.685893991;;
263.7;0.06;0.73936197;2.28012;1.685834015;;
263.8;0.06;0.739335673;2.28012;1.685774055;;
263.9;0.06;0.739309383;2.28012;1.685714111;;
264;0.06;0.739283101;2.28012;1.685654184;;
264.1;0.06;0.739256825;2.28012;1.685594272;;
264.2;0.06;0.739230557;2.28012;1.685534377;;
264.3;0.06;0.739204295;2.28012;1.685474498;;
264.4;0.06;0.739178041;2.28012;1.685414635;;
264.5;0.06;0.739151794;2.28012;1.685354788;;
264.6;0.06;0.739125554;2.28012;1.685294958;;
264.7;0.06;0.739099321;2.28012;1.685235143;;
264.8;0.06;0.739073095;2.28012;1.685175345;;
264.9;0.06;0.739046876;2.28012;1.685115563;;
265;0.06;0.739020664;2.28012;1.685055797;;
265.1;0.06;0.73899446;2.28012;1.684996047;;
265.2;0.06;0.738968262;2.28012;1.684936313;;
265.3;0.06;0.738942071;2.28012;1.684876596;;
265.4;0.06;0.738915888;2.28012;1.684816894;;
265.5;0.06;0.738889711;2.28012;1.684757209;;
265.6;0.06;0.738863542;2.28012;1.68469754;;
265.7;0.06;0.73883738;2.28012;1.684637886;;
265.8;0.06;0.738811225;2.28012;1.684578249;;
265.9;0.06;0.738785076;2.28012;1.684518628;;
266;0.06;0.738758935;2.28012;1.684459023;;
266.1;0.06;0.738732801;2.28012;1.684399434;;
266.2;0.06;0.738706674;2.28012;1.684339862;;
266.3;0.06;0.738680554;2.28012;1.684280305;;
266.4;0.06;0.738654441;2.28012;1.684220764;;
266.5;0.06;0.738628335;2.28012;1.68416124;;
266.6;0.06;0.738602236;2.28012;1.684101731;;
266.7;0.06;0.738576145;2.28012;1.684042239;;
266.8;0.06;0.73855006;2.28012;1.683982762;;
266.9;0.06;0.738523982;2.28012;1.683923302;;
267;0.06;0.738497911;2.28012;1.683863858;;
267.1;0.06;0.738471848;2.28012;1.68380443;;
267.2;0.06;0.738445791;2.28012;1.683745017;;
267.3;0.06;0.738419742;2.28012;1.683685621;;
267.4;0.06;0.738393699;2.28012;1.683626241;;
267.5;0.06;0.738367663;2.28012;1.683566877;;
267.6;0.06;0.738341635;2.28012;1.683507529;;
267.7;0.06;0.738315613;2.28012;1.683448197;;
267.8;0.06;0.738289599;2.28012;1.68338888;;
267.9;0.06;0.738263592;2.28012;1.68332958;;
268;0.06;0.738237591;2.28012;1.683270296;;
268.1;0.06;0.738211598;2.28012;1.683211028;;
268.2;0.06;0.738185611;2.28012;1.683151776;;
268.3;0.06;0.738159632;2.28012;1.68309254;;
268.4;0.06;0.738133659;2.28012;1.68303332;;
268.5;0.06;0.738107694;2.28012;1.682974116;;
268.6;0.06;0.738081736;2.28012;1.682914927;;
268.7;0.06;0.738055784;2.28012;1.682855755;;
268.8;0.06;0.73802984;2.28012;1.682796599;;
268.9;0.06;0.738003903;2.28012;1.682737459;;
269;0.06;0.737977972;2.28012;1.682678334;;
269.1;0.06;0.737952049;2.28012;1.682619226;;
269.2;0.06;0.737926133;2.28012;1.682560133;;
269.3;0.06;0.737900223;2.28012;1.682501057;;
269.4;0.06;0.737874321;2.28012;1.682441996;;
269.5;0.06;0.737848425;2.28012;1.682382952;;
269.6;0.06;0.737822537;2.28012;1.682323923;;
269.7;0.06;0.737796656;2.28012;1.68226491;;
269.8;0.06;0.737770781;2.28012;1.682205913;;
269.9;0.06;0.737744914;2.28012;1.682146932;;
270;0.06;0.737719053;2.28012;1.682087967;;
270.1;0.06;0.7376932;2.28012;1.682029018;;
270.2;0.06;0.737667353;2.28012;1.681970085;;
270.3;0.06;0.737641513;2.28012;1.681911168;;
270.4;0.06;0.737615681;2.28012;1.681852266;;
270.5;0.06;0.737589855;2.28012;1.681793381;;
270.6;0.06;0.737564037;2.28012;1.681734511;;
270.7;0.06;0.737538225;2.28012;1.681675657;;
270.8;0.06;0.73751242;2.28012;1.681616819;;
270.9;0.06;0.737486622;2.28012;1.681557997;;
271;0.06;0.737460832;2.28012;1.681499191;;
271.1;0.06;0.737435048;2.28012;1.681440401;;
271.2;0.06;0.737409271;2.28012;1.681381627;;
271.3;0.06;0.737383501;2.28012;1.681322868;;
271.4;0.06;0.737357738;2.28012;1.681264125;;
271.5;0.06;0.737331982;2.28012;1.681205399;;
271.6;0.06;0.737306233;2.28012;1.681146688;;
271.7;0.06;0.737280491;2.28012;1.681087992;;
271.8;0.06;0.737254755;2.28012;1.681029313;;
271.9;0.06;0.737229027;2.28012;1.68097065;;
272;0.06;0.737203306;2.28012;1.680912002;;
272.1;0.06;0.737177592;2.28012;1.68085337;;
272.2;0.06;0.737151884;2.28012;1.680794754;;
272.3;0.06;0.737126184;2.28012;1.680736154;;
272.4;0.06;0.73710049;2.28012;1.680677569;;
272.5;0.06;0.737074803;2.28012;1.680619001;;
272.6;0.06;0.737049124;2.28012;1.680560448;;
