Time;Strain;Reduced Relaxation Function;Elastic Response;Stress;;
413.3;0.06;0.706986842;2.28012;1.612014837;;
413.4;0.06;0.706969276;2.28012;1.611974785;;
413.5;0.06;0.706951715;2.28012;1.611934743;;
413.6;0.06;0.706934158;2.28012;1.611894713;;
413.7;0.06;0.706916607;2.28012;1.611854693;;
413.8;0.06;0.70689906;2.28012;1.611814684;;
413.9;0.06;0.706881518;2.28012;1.611774686;;
414;0.06;0.70686398;2.28012;1.611734698;;
414.1;0.06;0.706846447;2.28012;1.611694722;;
414.2;0.06;0.706828919;2.28012;1.611654756;;
414.3;0.06;0.706811396;2.28012;1.611614801;;
414.4;0.06;0.706793878;2.28012;1.611574856;;
414.5;0.06;0.706776364;2.28012;1.611534923;;
414.6;0.06;0.706758855;2.28012;1.611495;;
414.7;0.06;0.70674135;2.28012;1.611455088;;
414.8;0.06;0.706723851;2.28012;1.611415187;;
414.9;0.06;0.706706356;2.28012;1.611375296;;
415;0.06;0.706688866;2.28012;1.611335417;;
415.1;0.06;0.70667138;2.28012;1.611295548;;
415.2;0.06;0.7066539;2.28012;1.611255689;;
415.3;0.06;0.706636423;2.28012;1.611215842;;
415.4;0.06;0.706618952;2.28012;1.611176005;;
415.5;0.06;0.706601486;2.28012;1.611136179;;
415.6;0.06;0.706584024;2.28012;1.611096364;;
415.7;0.06;0.706566566;2.28012;1.611056559;;
415.8;0.06;0.706549114;2.28012;1.611016766;;
415.9;0.06;0.706531666;2.28012;1.610976982;;
416;0.06;0.706514223;2.28012;1.61093721;;
416.1;0.06;0.706496785;2.28012;1.610897449;;
416.2;0.06;0.706479351;2.28012;1.610857698;;
416.3;0.06;0.706461922;2.28012;1.610817957;;
416.4;0.06;0.706444498;2.28012;1.610778228;;
416.5;0.06;0.706427078;2.28012;1.610738509;;
416.6;0.06;0.706409663;2.28012;1.610698801;;
416.7;0.06;0.706392253;2.28012;1.610659104;;
416.8;0.06;0.706374848;2.28012;1.610619417;;
416.9;0.06;0.706357447;2.28012;1.610579741;;
417;0.06;0.706340051;2.28012;1.610540076;;
417.1;0.06;0.706322659;2.28012;1.610500422;;
417.2;0.06;0.706305272;2.28012;1.610460778;;
417.3;0.06;0.70628789;2.28012;1.610421145;;
417.4;0.06;0.706270513;2.28012;1.610381522;;
417.5;0.06;0.70625314;2.28012;1.61034191;;
417.6;0.06;0.706235772;2.28012;1.610302309;;
417.7;0.06;0.706218409;2.28012;1.610262719;;
417.8;0.06;0.70620105;2.28012;1.610223139;;
417.9;0.06;0.706183697;2.28012;1.61018357;;
418;0.06;0.706166347;2.28012;1.610144012;;
418.1;0.06;0.706149003;2.28012;1.610104464;;
418.2;0.06;0.706131663;2.28012;1.610064927;;
418.3;0.06;0.706114328;2.28012;1.610025401;;
418.4;0.06;0.706096997;2.28012;1.609985885;;
418.5;0.06;0.706079671;2.28012;1.60994638;;
418.6;0.06;0.70606235;2.28012;1.609906885;;
418.7;0.06;0.706045033;2.28012;1.609867402;;
418.8;0.06;0.706027722;2.28012;1.609827928;;
418.9;0.06;0.706010414;2.28012;1.609788466;;
419;0.06;0.705993112;2.28012;1.609749014;;
419.1;0.06;0.705975814;2.28012;1.609709573;;
419.2;0.06;0.705958521;2.28012;1.609670142;;
419.3;0.06;0.705941232;2.28012;1.609630722;;
419.4;0.06;0.705923948;2.28012;1.609591313;;
419.5;0.06;0.705906669;2.28012;1.609551914;;
419.6;0.06;0.705889395;2.28012;1.609512526;;
419.7;0.06;0.705872125;2.28012;1.609473149;;
419.8;0.06;0.705854859;2.28012;1.609433782;;
419.9;0.06;0.705837599;2.28012;1.609394426;;
420;0.06;0.705820343;2.28012;1.60935508;;
420.1;0.06;0.705803092;2.28012;1.609315745;;
420.2;0.06;0.705785845;2.28012;1.609276421;;
420.3;0.06;0.705768603;2.28012;1.609237107;;
420.4;0.06;0.705751366;2.28012;1.609197804;;
420.5;0.06;0.705734133;2.28012;1.609158511;;
420.6;0.06;0.705716905;2.28012;1.609119229;;
420.7;0.06;0.705699682;2.28012;1.609079958;;
420.8;0.06;0.705682463;2.28012;1.609040697;;
420.9;0.06;0.705665249;2.28012;1.609001447;;
421;0.06;0.705648039;2.28012;1.608962207;;
421.1;0.06;0.705630834;2.28012;1.608922978;;
421.2;0.06;0.705613634;2.28012;1.60888376;;
421.3;0.06;0.705596439;2.28012;1.608844552;;
421.4;0.06;0.705579248;2.28012;1.608805354;;
421.5;0.06;0.705562062;2.28012;1.608766168;;
421.6;0.06;0.70554488;2.28012;1.608726992;;
421.7;0.06;0.705527703;2.28012;1.608687826;;
421.8;0.06;0.705510531;2.28012;1.608648671;;
421.9;0.06;0.705493363;2.28012;1.608609526;;
422;0.06;0.7054762;2.28012;1.608570392;;
422.1;0.06;0.705459041;2.28012;1.608531269;;
422.2;0.06;0.705441887;2.28012;1.608492156;;
422.3;0.06;0.705424738;2.28012;1.608453054;;
422.4;0.06;0.705407594;2.28012;1.608413962;;
422.5;0.06;0.705390454;2.28012;1.608374881;;
422.6;0.06;0.705373318;2.28012;1.60833581;;
422.7;0.06;0.705356187;2.28012;1.60829675;;
422.8;0.06;0.705339061;2.28012;1.6082577;;
422.9;0.06;0.70532194;2.28012;1.608218661;;
423;0.06;0.705304823;2.28012;1.608179633;;
423.1;0.06;0.705287711;2.28012;1.608140615;;
423.2;0.06;0.705270603;2.28012;1.608101607;;
423.3;0.06;0.7052535;2.28012;1.60806261;;
423.4;0.06;0.705236402;2.28012;1.608023624;;
423.5;0.06;0.705219308;2.28012;1.607984648;;
423.6;0.06;0.705202218;2.28012;1.607945682;;
423.7;0.06;0.705185134;2.28012;1.607906727;;
423.8;0.06;0.705168054;2.28012;1.607867783;;
423.9;0.06;0.705150979;2.28012;1.607828849;;
424;0.06;0.705133908;2.28012;1.607789926;;
424.1;0.06;0.705116842;2.28012;1.607751013;;
424.2;0.06;0.70509978;2.28012;1.60771211;;
424.3;0.06;0.705082723;2.28012;1.607673218;;
424.4;0.06;0.705065671;2.28012;1.607634337;;
424.5;0.06;0.705048623;2.28012;1.607595466;;
424.6;0.06;0.70503158;2.28012;1.607556605;;
424.7;0.06;0.705014541;2.28012;1.607517755;;
424.8;0.06;0.704997507;2.28012;1.607478916;;
424.9;0.06;0.704980478;2.28012;1.607440087;;
425;0.06;0.704963453;2.28012;1.607401268;;
425.1;0.06;0.704946433;2.28012;1.60736246;;
425.2;0.06;0.704929417;2.28012;1.607323662;;
425.3;0.06;0.704912406;2.28012;1.607284875;;
425.4;0.06;0.704895399;2.28012;1.607246098;;
425.5;0.06;0.704878398;2.28012;1.607207332;;
425.6;0.06;0.7048614;2.28012;1.607168576;;
425.7;0.06;0.704844408;2.28012;1.607129831;;
425.8;0.06;0.70482742;2.28012;1.607091096;;
425.9;0.06;0.704810436;2.28012;1.607052371;;
426;0.06;0.704793457;2.28012;1.607013657;;
426.1;0.06;0.704776483;2.28012;1.606974954;;
426.2;0.06;0.704759513;2.28012;1.60693626;;
426.3;0.06;0.704742548;2.28012;1.606897578;;
426.4;0.06;0.704725587;2.28012;1.606858905;;
426.5;0.06;0.704708631;2.28012;1.606820243;;
426.6;0.06;0.704691679;2.28012;1.606781592;;
426.7;0.06;0.704674732;2.28012;1.606742951;;
426.8;0.06;0.70465779;2.28012;1.60670432;;
426.9;0.06;0.704640852;2.28012;1.6066657;;
427;0.06;0.704623919;2.28012;1.60662709;;
427.1;0.06;0.70460699;2.28012;1.606588491;;
427.2;0.06;0.704590066;2.28012;1.606549902;;
427.3;0.06;0.704573147;2.28012;1.606511323;;
427.4;0.06;0.704556232;2.28012;1.606472755;;
427.5;0.06;0.704539321;2.28012;1.606434197;;
427.6;0.06;0.704522416;2.28012;1.60639565;;
427.7;0.06;0.704505514;2.28012;1.606357113;;
427.8;0.06;0.704488617;2.28012;1.606318587;;
427.9;0.06;0.704471725;2.28012;1.60628007;;
428;0.06;0.704454838;2.28012;1.606241565;;
428.1;0.06;0.704437955;2.28012;1.606203069;;
428.2;0.06;0.704421076;2.28012;1.606164584;;
428.3;0.06;0.704404202;2.28012;1.606126109;;
428.4;0.06;0.704387333;2.28012;1.606087645;;
428.5;0.06;0.704370468;2.28012;1.606049191;;
428.6;0.06;0.704353608;2.28012;1.606010748;;
428.7;0.06;0.704336752;2.28012;1.605972314;;
428.8;0.06;0.704319901;2.28012;1.605933892;;
428.9;0.06;0.704303054;2.28012;1.605895479;;
429;0.06;0.704286212;2.28012;1.605857077;;
429.1;0.06;0.704269374;2.28012;1.605818685;;
429.2;0.06;0.704252541;2.28012;1.605780304;;
429.3;0.06;0.704235713;2.28012;1.605741933;;
429.4;0.06;0.704218889;2.28012;1.605703572;;
429.5;0.06;0.704202069;2.28012;1.605665222;;
429.6;0.06;0.704185254;2.28012;1.605626882;;
429.7;0.06;0.704168444;2.28012;1.605588552;;
429.8;0.06;0.704151638;2.28012;1.605550233;;
429.9;0.06;0.704134837;2.28012;1.605511924;;
430;0.06;0.70411804;2.28012;1.605473625;;
430.1;0.06;0.704101248;2.28012;1.605435337;;
430.2;0.06;0.70408446;2.28012;1.605397059;;
430.3;0.06;0.704067677;2.28012;1.605358791;;
430.4;0.06;0.704050898;2.28012;1.605320534;;
430.5;0.06;0.704034124;2.28012;1.605282287;;
430.6;0.06;0.704017354;2.28012;1.60524405;;
430.7;0.06;0.704000589;2.28012;1.605205823;;
430.8;0.06;0.703983829;2.28012;1.605167607;;
430.9;0.06;0.703967073;2.28012;1.605129401;;
431;0.06;0.703950321;2.28012;1.605091206;;
431.1;0.06;0.703933574;2.28012;1.605053021;;
431.2;0.06;0.703916831;2.28012;1.605014846;;
431.3;0.06;0.703900093;2.28012;1.604976681;;
431.4;0.06;0.70388336;2.28012;1.604938527;;
431.5;0.06;0.703866631;2.28012;1.604900383;;
431.6;0.06;0.703849907;2.28012;1.604862249;;
431.7;0.06;0.703833187;2.28012;1.604824125;;
431.8;0.06;0.703816471;2.28012;1.604786012;;
431.9;0.06;0.70379976;2.28012;1.604747909;;
432;0.06;0.703783054;2.28012;1.604709817;;
432.1;0.06;0.703766352;2.28012;1.604671734;;
432.2;0.06;0.703749654;2.28012;1.604633662;;
432.3;0.06;0.703732961;2.28012;1.6045956;;
432.4;0.06;0.703716273;2.28012;1.604557549;;
432.5;0.06;0.703699589;2.28012;1.604519507;;
432.6;0.06;0.70368291;2.28012;1.604481476;;
432.7;0.06;0.703666235;2.28012;1.604443455;;
432.8;0.06;0.703649564;2.28012;1.604405445;;
432.9;0.06;0.703632898;2.28012;1.604367444;;
433;0.06;0.703616237;2.28012;1.604329454;;
433.1;0.06;0.70359958;2.28012;1.604291475;;
433.2;0.06;0.703582928;2.28012;1.604253505;;
433.3;0.06;0.70356628;2.28012;1.604215546;;
433.4;0.06;0.703549636;2.28012;1.604177597;;
433.5;0.06;0.703532997;2.28012;1.604139658;;
433.6;0.06;0.703516363;2.28012;1.604101729;;
433.7;0.06;0.703499733;2.28012;1.604063811;;
433.8;0.06;0.703483107;2.28012;1.604025902;;
433.9;0.06;0.703466486;2.28012;1.603988004;;
434;0.06;0.70344987;2.28012;1.603950117;;
434.1;0.06;0.703433258;2.28012;1.603912239;;
434.2;0.06;0.70341665;2.28012;1.603874372;;
434.3;0.06;0.703400047;2.28012;1.603836515;;
434.4;0.06;0.703383448;2.28012;1.603798668;;
434.5;0.06;0.703366854;2.28012;1.603760831;;
434.6;0.06;0.703350264;2.28012;1.603723005;;
434.7;0.06;0.703333679;2.28012;1.603685188;;
434.8;0.06;0.703317098;2.28012;1.603647382;;
434.9;0.06;0.703300522;2.28012;1.603609586;;
435;0.06;0.70328395;2.28012;1.603571801;;
435.1;0.06;0.703267383;2.28012;1.603534025;;
435.2;0.06;0.70325082;2.28012;1.60349626;;
435.3;0.06;0.703234262;2.28012;1.603458505;;
435.4;0.06;0.703217708;2.28012;1.60342076;;
435.5;0.06;0.703201158;2.28012;1.603383025;;
435.6;0.06;0.703184613;2.28012;1.6033453;;
435.7;0.06;0.703168073;2.28012;1.603307586;;
435.8;0.06;0.703151537;2.28012;1.603269882;;
435.9;0.06;0.703135005;2.28012;1.603232187;;
436;0.06;0.703118478;2.28012;1.603194503;;
436.1;0.06;0.703101955;2.28012;1.60315683;;
436.2;0.06;0.703085437;2.28012;1.603119166;;
436.3;0.06;0.703068923;2.28012;1.603081513;;
436.4;0.06;0.703052414;2.28012;1.603043869;;
436.5;0.06;0.703035909;2.28012;1.603006236;;
436.6;0.06;0.703019408;2.28012;1.602968613;;
436.7;0.06;0.703002912;2.28012;1.602931;;
436.8;0.06;0.702986421;2.28012;1.602893397;;
436.9;0.06;0.702969934;2.28012;1.602855805;;
437;0.06;0.702953451;2.28012;1.602818222;;
437.1;0.06;0.702936973;2.28012;1.60278065;;
437.2;0.06;0.702920499;2.28012;1.602743088;;
437.3;0.06;0.70290403;2.28012;1.602705536;;
437.4;0.06;0.702887565;2.28012;1.602667994;;
437.5;0.06;0.702871104;2.28012;1.602630462;;
437.6;0.06;0.702854648;2.28012;1.60259294;;
437.7;0.06;0.702838197;2.28012;1.602555429;;
437.8;0.06;0.702821749;2.28012;1.602517927;;
437.9;0.06;0.702805307;2.28012;1.602480436;;
438;0.06;0.702788868;2.28012;1.602442955;;
438.1;0.06;0.702772435;2.28012;1.602405484;;
438.2;0.06;0.702756005;2.28012;1.602368023;;
438.3;0.06;0.70273958;2.28012;1.602330572;;
438.4;0.06;0.70272316;2.28012;1.602293131;;
438.5;0.06;0.702706744;2.28012;1.6022557;;
438.6;0.06;0.702690332;2.28012;1.60221828;;
438.7;0.06;0.702673925;2.28012;1.602180869;;
438.8;0.06;0.702657522;2.28012;1.602143469;;
438.9;0.06;0.702641123;2.28012;1.602106078;;
439;0.06;0.702624729;2.28012;1.602068698;;
439.1;0.06;0.70260834;2.28012;1.602031328;;
439.2;0.06;0.702591955;2.28012;1.601993968;;
439.3;0.06;0.702575574;2.28012;1.601956618;;
439.4;0.06;0.702559198;2.28012;1.601919278;;
439.5;0.06;0.702542826;2.28012;1.601881948;;
439.6;0.06;0.702526458;2.28012;1.601844628;;
439.7;0.06;0.702510095;2.28012;1.601807318;;
439.8;0.06;0.702493736;2.28012;1.601770018;;
439.9;0.06;0.702477382;2.28012;1.601732729;;
440;0.06;0.702461032;2.28012;1.601695449;;
440.1;0.06;0.702444687;2.28012;1.601658179;;
440.2;0.06;0.702428346;2.28012;1.60162092;;
440.3;0.06;0.702412009;2.28012;1.60158367;;
440.4;0.06;0.702395677;2.28012;1.601546431;;
440.5;0.06;0.702379349;2.28012;1.601509202;;
440.6;0.06;0.702363026;2.28012;1.601471982;;
440.7;0.06;0.702346707;2.28012;1.601434773;;
440.8;0.06;0.702330392;2.28012;1.601397574;;
440.9;0.06;0.702314082;2.28012;1.601360384;;
441;0.06;0.702297776;2.28012;1.601323205;;
441.1;0.06;0.702281475;2.28012;1.601286036;;
441.2;0.06;0.702265178;2.28012;1.601248877;;
441.3;0.06;0.702248885;2.28012;1.601211728;;
441.4;0.06;0.702232597;2.28012;1.601174589;;
441.5;0.06;0.702216313;2.28012;1.601137459;;
441.6;0.06;0.702200034;2.28012;1.60110034;;
441.7;0.06;0.702183758;2.28012;1.601063231;;
441.8;0.06;0.702167488;2.28012;1.601026132;;
441.9;0.06;0.702151221;2.28012;1.600989043;;
442;0.06;0.70213496;2.28012;1.600951964;;
442.1;0.06;0.702118702;2.28012;1.600914895;;
442.2;0.06;0.702102449;2.28012;1.600877836;;
442.3;0.06;0.7020862;2.28012;1.600840787;;
442.4;0.06;0.702069956;2.28012;1.600803748;;
442.5;0.06;0.702053716;2.28012;1.600766719;;
442.6;0.06;0.70203748;2.28012;1.600729699;;
442.7;0.06;0.702021249;2.28012;1.60069269;;
442.8;0.06;0.702005022;2.28012;1.600655691;;
442.9;0.06;0.7019888;2.28012;1.600618702;;
443;0.06;0.701972582;2.28012;1.600581723;;
443.1;0.06;0.701956368;2.28012;1.600544753;;
443.2;0.06;0.701940159;2.28012;1.600507794;;
443.3;0.06;0.701923954;2.28012;1.600470845;;
443.4;0.06;0.701907753;2.28012;1.600433906;;
443.5;0.06;0.701891557;2.28012;1.600396976;;
443.6;0.06;0.701875365;2.28012;1.600360057;;
443.7;0.06;0.701859177;2.28012;1.600323147;;
443.8;0.06;0.701842994;2.28012;1.600286248;;
443.9;0.06;0.701826815;2.28012;1.600249358;;
444;0.06;0.701810641;2.28012;1.600212479;;
444.1;0.06;0.701794471;2.28012;1.600175609;;
444.2;0.06;0.701778305;2.28012;1.600138749;;
444.3;0.06;0.701762144;2.28012;1.600101899;;
444.4;0.06;0.701745987;2.28012;1.600065059;;
444.5;0.06;0.701729834;2.28012;1.60002823;;
444.6;0.06;0.701713686;2.28012;1.59999141;;
444.7;0.06;0.701697542;2.28012;1.599954599;;
444.8;0.06;0.701681402;2.28012;1.599917799;;
444.9;0.06;0.701665267;2.28012;1.599881009;;
445;0.06;0.701649136;2.28012;1.599844229;;
445.1;0.06;0.70163301;2.28012;1.599807458;;
445.2;0.06;0.701616888;2.28012;1.599770698;;
445.3;0.06;0.70160077;2.28012;1.599733947;;
445.4;0.06;0.701584656;2.28012;1.599697207;;
445.5;0.06;0.701568547;2.28012;1.599660476;;
445.6;0.06;0.701552443;2.28012;1.599623755;;
445.7;0.06;0.701536342;2.28012;1.599587044;;
445.8;0.06;0.701520246;2.28012;1.599550343;;
445.9;0.06;0.701504154;2.28012;1.599513652;;
446;0.06;0.701488067;2.28012;1.599476971;;
446.1;0.06;0.701471984;2.28012;1.5994403;;
446.2;0.06;0.701455905;2.28012;1.599403638;;
446.3;0.06;0.701439831;2.28012;1.599366987;;
446.4;0.06;0.701423761;2.28012;1.599330345;;
446.5;0.06;0.701407695;2.28012;1.599293713;;
446.6;0.06;0.701391633;2.28012;1.599257091;;
446.7;0.06;0.701375576;2.28012;1.599220479;;
446.8;0.06;0.701359524;2.28012;1.599183877;;
446.9;0.06;0.701343475;2.28012;1.599147285;;
447;0.06;0.701327431;2.28012;1.599110702;;
447.1;0.06;0.701311391;2.28012;1.59907413;;
447.2;0.06;0.701295356;2.28012;1.599037567;;
447.3;0.06;0.701279325;2.28012;1.599001014;;
447.4;0.06;0.701263298;2.28012;1.598964471;;
447.5;0.06;0.701247275;2.28012;1.598927938;;
447.6;0.06;0.701231257;2.28012;1.598891414;;
447.7;0.06;0.701215243;2.28012;1.598854901;;
447.8;0.06;0.701199234;2.28012;1.598818397;;
447.9;0.06;0.701183229;2.28012;1.598781904;;
448;0.06;0.701167228;2.28012;1.59874542;;
448.1;0.06;0.701151231;2.28012;1.598708946;;
448.2;0.06;0.701135239;2.28012;1.598672481;;
448.3;0.06;0.701119251;2.28012;1.598636027;;
448.4;0.06;0.701103268;2.28012;1.598599582;;
448.5;0.06;0.701087288;2.28012;1.598563148;;
448.6;0.06;0.701071313;2.28012;1.598526723;;
448.7;0.06;0.701055343;2.28012;1.598490308;;
448.8;0.06;0.701039376;2.28012;1.598453902;;
448.9;0.06;0.701023414;2.28012;1.598417507;;
449;0.06;0.701007456;2.28012;1.598381121;;
449.1;0.06;0.700991503;2.28012;1.598344745;;
449.2;0.06;0.700975554;2.28012;1.598308379;;
449.3;0.06;0.700959609;2.28012;1.598272023;;
449.4;0.06;0.700943668;2.28012;1.598235677;;
449.5;0.06;0.700927732;2.28012;1.59819934;;
449.6;0.06;0.7009118;2.28012;1.598163013;;
449.7;0.06;0.700895872;2.28012;1.598126696;;
449.8;0.06;0.700879949;2.28012;1.598090389;;
449.9;0.06;0.70086403;2.28012;1.598054091;;
450;0.06;0.700848115;2.28012;1.598017804;;
450.1;0.06;0.700832204;2.28012;1.597981526;;
450.2;0.06;0.700816298;2.28012;1.597945258;;
450.3;0.06;0.700800396;2.28012;1.597908999;;
450.4;0.06;0.700784499;2.28012;1.597872751;;
450.5;0.06;0.700768605;2.28012;1.597836512;;
450.6;0.06;0.700752716;2.28012;1.597800283;;
450.7;0.06;0.700736831;2.28012;1.597764064;;
450.8;0.06;0.700720951;2.28012;1.597727854;;
450.9;0.06;0.700705075;2.28012;1.597691655;;
451;0.06;0.700689203;2.28012;1.597655465;;
451.1;0.06;0.700673335;2.28012;1.597619285;;
451.2;0.06;0.700657472;2.28012;1.597583114;;
451.3;0.06;0.700641613;2.28012;1.597546954;;
451.4;0.06;0.700625758;2.28012;1.597510803;;
451.5;0.06;0.700609907;2.28012;1.597474661;;
451.6;0.06;0.700594061;2.28012;1.59743853;;
451.7;0.06;0.700578219;2.28012;1.597402408;;
451.8;0.06;0.700562381;2.28012;1.597366296;;
451.9;0.06;0.700546548;2.28012;1.597330194;;
452;0.06;0.700530718;2.28012;1.597294102;;
452.1;0.06;0.700514893;2.28012;1.597258019;;
452.2;0.06;0.700499073;2.28012;1.597221946;;
452.3;0.06;0.700483256;2.28012;1.597185883;;
452.4;0.06;0.700467444;2.28012;1.597149829;;
452.5;0.06;0.700451636;2.28012;1.597113785;;
452.6;0.06;0.700435833;2.28012;1.597077751;;
452.7;0.06;0.700420033;2.28012;1.597041727;;
452.8;0.06;0.700404238;2.28012;1.597005712;;
452.9;0.06;0.700388448;2.28012;1.596969707;;
453;0.06;0.700372661;2.28012;1.596933712;;
453.1;0.06;0.700356879;2.28012;1.596897726;;
453.2;0.06;0.700341101;2.28012;1.59686175;;
453.3;0.06;0.700325327;2.28012;1.596825784;;
453.4;0.06;0.700309557;2.28012;1.596789828;;
453.5;0.06;0.700293792;2.28012;1.596753881;;
453.6;0.06;0.700278031;2.28012;1.596717944;;
453.7;0.06;0.700262274;2.28012;1.596682017;;
453.8;0.06;0.700246522;2.28012;1.596646099;;
453.9;0.06;0.700230773;2.28012;1.596610191;;
454;0.06;0.700215029;2.28012;1.596574293;;
454.1;0.06;0.70019929;2.28012;1.596538404;;
454.2;0.06;0.700183554;2.28012;1.596502525;;
454.3;0.06;0.700167823;2.28012;1.596466656;;
454.4;0.06;0.700152096;2.28012;1.596430796;;
454.5;0.06;0.700136373;2.28012;1.596394946;;
454.6;0.06;0.700120654;2.28012;1.596359106;;
454.7;0.06;0.70010494;2.28012;1.596323275;;
454.8;0.06;0.70008923;2.28012;1.596287454;;
454.9;0.06;0.700073524;2.28012;1.596251643;;
455;0.06;0.700057822;2.28012;1.596215841;;
455.1;0.06;0.700042125;2.28012;1.596180049;;
455.2;0.06;0.700026432;2.28012;1.596144267;;
455.3;0.06;0.700010743;2.28012;1.596108494;;
455.4;0.06;0.699995058;2.28012;1.596072731;;
455.5;0.06;0.699979377;2.28012;1.596036978;;
455.6;0.06;0.699963701;2.28012;1.596001234;;
455.7;0.06;0.699948029;2.28012;1.5959655;;
455.8;0.06;0.699932361;2.28012;1.595929776;;
455.9;0.06;0.699916698;2.28012;1.595894061;;
456;0.06;0.699901038;2.28012;1.595858356;;
456.1;0.06;0.699885383;2.28012;1.59582266;;
456.2;0.06;0.699869732;2.28012;1.595786974;;
456.3;0.06;0.699854086;2.28012;1.595751298;;
456.4;0.06;0.699838443;2.28012;1.595715631;;
456.5;0.06;0.699822805;2.28012;1.595679974;;
456.6;0.06;0.699807171;2.28012;1.595644326;;
456.7;0.06;0.699791541;2.28012;1.595608689;;
456.8;0.06;0.699775915;2.28012;1.59557306;;
456.9;0.06;0.699760294;2.28012;1.595537442;;
457;0.06;0.699744677;2.28012;1.595501833;;
457.1;0.06;0.699729064;2.28012;1.595466233;;
457.2;0.06;0.699713455;2.28012;1.595430643;;
457.3;0.06;0.699697851;2.28012;1.595395063;;
457.4;0.06;0.69968225;2.28012;1.595359492;;
457.5;0.06;0.699666654;2.28012;1.595323931;;
457.6;0.06;0.699651062;2.28012;1.59528838;;
457.7;0.06;0.699635474;2.28012;1.595252838;;
457.8;0.06;0.699619891;2.28012;1.595217306;;
457.9;0.06;0.699604312;2.28012;1.595181783;;
458;0.06;0.699588736;2.28012;1.59514627;;
458.1;0.06;0.699573166;2.28012;1.595110766;;
458.2;0.06;0.699557599;2.28012;1.595075272;;
458.3;0.06;0.699542036;2.28012;1.595039788;;
458.4;0.06;0.699526478;2.28012;1.595004313;;
458.5;0.06;0.699510924;2.28012;1.594968848;;
458.6;0.06;0.699495374;2.28012;1.594933392;;
458.7;0.06;0.699479828;2.28012;1.594897946;;
458.8;0.06;0.699464287;2.28012;1.594862509;;
458.9;0.06;0.699448749;2.28012;1.594827082;;
459;0.06;0.699433216;2.28012;1.594791665;;
459.1;0.06;0.699417687;2.28012;1.594756257;;
459.2;0.06;0.699402162;2.28012;1.594720858;;
459.3;0.06;0.699386642;2.28012;1.594685469;;
459.4;0.06;0.699371125;2.28012;1.59465009;;
459.5;0.06;0.699355613;2.28012;1.59461472;;
459.6;0.06;0.699340105;2.28012;1.59457936;;
459.7;0.06;0.699324601;2.28012;1.594544009;;
459.8;0.06;0.699309101;2.28012;1.594508668;;
459.9;0.06;0.699293606;2.28012;1.594473337;;
460;0.06;0.699278114;2.28012;1.594438014;;
460.1;0.06;0.699262627;2.28012;1.594402702;;
460.2;0.06;0.699247144;2.28012;1.594367399;;
460.3;0.06;0.699231666;2.28012;1.594332105;;
460.4;0.06;0.699216191;2.28012;1.594296821;;
460.5;0.06;0.69920072;2.28012;1.594261547;;
460.6;0.06;0.699185254;2.28012;1.594226282;;
460.7;0.06;0.699169792;2.28012;1.594191026;;
460.8;0.06;0.699154334;2.28012;1.59415578;;
460.9;0.06;0.69913888;2.28012;1.594120544;;
461;0.06;0.699123431;2.28012;1.594085317;;
461.1;0.06;0.699107985;2.28012;1.594050099;;
461.2;0.06;0.699092544;2.28012;1.594014891;;
461.3;0.06;0.699077107;2.28012;1.593979693;;
461.4;0.06;0.699061674;2.28012;1.593944504;;
461.5;0.06;0.699046245;2.28012;1.593909324;;
461.6;0.06;0.69903082;2.28012;1.593874154;;
461.7;0.06;0.6990154;2.28012;1.593838994;;
461.8;0.06;0.698999984;2.28012;1.593803843;;
461.9;0.06;0.698984571;2.28012;1.593768701;;
462;0.06;0.698969163;2.28012;1.593733569;;
462.1;0.06;0.69895376;2.28012;1.593698446;;
462.2;0.06;0.69893836;2.28012;1.593663333;;
462.3;0.06;0.698922964;2.28012;1.593628229;;
462.4;0.06;0.698907573;2.28012;1.593593135;;
462.5;0.06;0.698892186;2.28012;1.59355805;;
462.6;0.06;0.698876803;2.28012;1.593522975;;
462.7;0.06;0.698861424;2.28012;1.593487909;;
462.8;0.06;0.698846049;2.28012;1.593452853;;
462.9;0.06;0.698830678;2.28012;1.593417806;;
463;0.06;0.698815312;2.28012;1.593382768;;
463.1;0.06;0.698799949;2.28012;1.59334774;;
463.2;0.06;0.698784591;2.28012;1.593312722;;
463.3;0.06;0.698769237;2.28012;1.593277713;;
463.4;0.06;0.698753887;2.28012;1.593242713;;
463.5;0.06;0.698738541;2.28012;1.593207723;;
463.6;0.06;0.6987232;2.28012;1.593172742;;
463.7;0.06;0.698707862;2.28012;1.59313777;;
463.8;0.06;0.698692529;2.28012;1.593102808;;
463.9;0.06;0.698677199;2.28012;1.593067856;;
464;0.06;0.698661874;2.28012;1.593032913;;
464.1;0.06;0.698646553;2.28012;1.592997979;;
464.2;0.06;0.698631236;2.28012;1.592963055;;
464.3;0.06;0.698615924;2.28012;1.59292814;;
464.4;0.06;0.698600615;2.28012;1.592893234;;
464.5;0.06;0.698585311;2.28012;1.592858338;;
464.6;0.06;0.69857001;2.28012;1.592823452;;
464.7;0.06;0.698554714;2.28012;1.592788575;;
464.8;0.06;0.698539422;2.28012;1.592753707;;
464.9;0.06;0.698524134;2.28012;1.592718848;;
465;0.06;0.69850885;2.28012;1.592683999;;
465.1;0.06;0.69849357;2.28012;1.59264916;;
465.2;0.06;0.698478295;2.28012;1.592614329;;
465.3;0.06;0.698463023;2.28012;1.592579509;;
