Time;Input 0;Input 1;Input 2;Input 3;Input 4;Input 5;Input 6;Input 7;Input 8;Input 9;
0;1;1;1;1;1;1;1;1;1;1;
0,1;0,8805173499519623;0,8832241529297762;0,8847514214599491;0,8858110309520516;0,8866196049482231;0,8872718065266352;0,8878174095494121;0,8882857812075229;0,8886956798964405;0,8890598062737894;
0,2;0,8573378736670579;0,8605697928471566;0,8623933494548168;0,8636585217887508;0,8646239580721358;0,8654026858952679;0,8660541351837775;0,8666133703248905;0,8671027888180237;0,8675375552316046;
0,30000000000000004;0,8437787492540335;0,8473178417209899;0,8493147157433909;0,8507001346313382;0,8517573294705202;0,8526100704021705;0,8533234357869753;0,8539358226583296;0,8544717572549936;0,8549478454408196;
0,4;0,8341583973821535;0,837915432764537;0,8400352774496845;0,8415060126254501;0,8426283111960484;0,8435335652639006;0,844290860818143;0,8449409594422581;0,8455098977396069;0,8460153041894197;
0,5;0,8266962727412674;0,8306223577822469;0,8328375859237178;0,834374497553534;0,8355472945014144;0,8364932809221827;0,8372846513631033;0,8379640014951962;0,838558539451622;0,8390866869137215;
0,6;0,8205992729691292;0,8246634816383702;0,8269566437382586;0,8285476254680375;0,829761682594433;0,8307409497708033;0,8315601614213408;0,8322634117756972;0,8328788661765768;0,8334255943986347;
0,7;0,8154443331128186;0,8196253236457688;0,8219843779686227;0,8236210753165333;0,8248700174267983;0,8258774230810947;0,8267201741389578;0,8274436318433103;0,8280767708459934;0,8286392088767522;
0,7999999999999999;0,8109789210972492;0,8152610726819173;0,8176772054445522;0,8193535034621494;0,8206326643199612;0,8216644446325333;0,8225275864525086;0,8232685485596257;0,8239170066611902;0,8244930531472348;
0,8999999999999999;0,8070401485561047;0,8114115305122036;0,8138780100268328;0,8155892383106248;0,8168950539928174;0,8179483342777061;0,8188294620245387;0,8195858641091361;0,8202478346135464;0,8208358846078496;
0,9999999999999999;0,8035167964563631;0,8079679976996272;0,8104795139185855;0,8122219883902333;0,8135516476253272;0,8146241602908154;0,8155213769974687;0,8162915906125638;0,8169656483732052;0,8175644358715365;
1,0999999999999999;0,8003295367885107;0,8048529433599673;0,807405200233625;0,8091759403203768;0,8105271686727059;0,8116170791426899;0,8125288500838573;0,8133115577480455;0,8139965497619743;0,8146050505142055;
1,2;0,7974197966842247;0,8020091215557507;0,8045985717331262;0,8063951163047368;0,8077660357183456;0,808871829139436;0,8097968870557063;0,8105910008930648;0,81128597509816;0,8119033433564499;
1,3;0,7947430952615926;0,7993930590909805;0,802016723791099;0,8038370061876893;0,8052260396217434;0,8063464439415048;0,8072837246900162;0,8080883311895569;0,8087924881203727;0,8094180136934849;
