Time;Input 0;Input 1;Input 2;Input 3;Input 4;Input 5;Input 6;Input 7;Input 8;Input 9;
0;1;1;1;1;1;1;1;1;1;1;
0,1;1,8223067627104816;2,8706813677429284;3,90840342578933;4,937814685236493;5,96063789437964;6,978046615484713;7,9908751029786105;8,999742571144301;10,00512525092646;11,00740005451867;
0,2;1,2645280041171592;1,7810235691270455;2,2954683582398117;2,8070885724390866;3,316136724220602;3,822930079794694;4,327742974260902;4,830800336515751;5,332285995317042;5,8323515492452405;
0,30000000000000004;1,078323375445214;1,4176641726260217;1,7577302142350162;2,0967769893135566;2,4345809256343616;2,771178567676806;3,1066596372108957;3,441118649343598;3,7746425292935495;4,107308109297331;
0,4;0,9850183385497578;1,2358809313773327;1,4887919943884207;1,741569428191904;1,9937617187436114;2,245268483807979;2,496088624392917;2,746252195513245;2,995798086721342;3,2447659971517173;
0,5;0,9288778010986762;1,126729371734742;1,3273742915476094;1,528403784461716;1,729237345996013;1,9296951082117861;2,1297226417463735;2,3293119118181833;2,5284733141045144;2,7272244651079873;
0,6;0,8913232523223674;1,0538946494123722;1,2197172973649126;1,3862593540514407;1,5528605535730415;1,7192902001425117;1,8854592574432387;2,051334776871905;2,216908426721523;2,3821832637703446;
0,7;0,8643923534861694;1,0018132432073716;1,142781088948697;1,2846986902136002;1,42685394587683;1,5689816557828198;1,7109688574390962;1,852765209809585;1,9943492309302673;2,1357137146878546;
0,7999999999999999;0,80704520733316;0,9627033784202679;1,0850457005247693;1,2085030677202477;1,3323288241517708;1,456233422668127;1,5800866343608773;1,7038254199634981;1,8274186297443518;1,9508514785145137;
0,8999999999999999;0,7915638562156121;0,9322418346528913;1,0401111473222762;1,1492176375944898;1,2587914660249435;1,3685254711613513;1,4782765838027565;1,5879721900881447;1,6975737913585034;1,8070608110625894;
0,9999999999999999;0,7791788857925749;0,8704688198647585;1,0041374351269818;1,101769489002828;1,1999456373222042;1,2983457830427791;1,3968171028444938;1,4952795896502915;1,5936890165587327;1,6920202657239654;
