Time;Strain;Reduced Relaxation Function;Elastic Response;Stress
0;0,02;1;2,5;2,5
0,1;0,02;0,9849221210670582;2,5;2,4623053026676454
0,2;0,02;0,9840473809695928;2,5;2,460118452423982
1,2;0,02;0,9754701666708957;2,5;2,4386754166772393
1,3;0,02;0,9746292218135157;2,5;2,436573054533789
2,3;0,02;0,9663833848155251;2,5;2,415958462038813
2,4;0,02;0,9655749295314637;2,5;2,413937323828659
3,4;0,02;0,9576476671932886;2,5;2,3941191679832214
3,5;0,02;0,9568704462597742;2,5;2,3921761156494354
4,5;0,02;0,9492494505662313;2,5;2,373123626415578
4,6;0,02;0,9485022572555998;2,5;2,3712556431389995
5,6;0,02;0,9411756957075018;2,5;2,3529392392687547
5,699999999999999;0,02;0,9404573699136021;2,5;2,3511434247840053
6,699999999999999;0,02;0,9334138671563457;2,5;2,333534667890864
6,799999999999999;0,02;0,9327232935933332;2,5;2,331808233983333
7,799999999999999;0,02;0,9259519137552604;2,5;2,3148797843881512
7,899999999999999;0,02;0,9252880202259781;2,5;2,3132200505649454
8,899999999999999;0,02;0,9187782499390902;2,5;2,2969456248477256
8,999999999999998;0,02;0,9181400056703509;2,5;2,2953500141758774
9,999999999999998;0,02;0,9118817377470124;2,5;2,279704344367531
10,099999999999998;0,02;0,9112681517891967;2,5;2,278170379472992
11,099999999999998;0,02;0,9052516695294858;2,5;2,2631291738237143
11,199999999999998;0,02;0,9046617892179706;2,5;2,2616544730449264
12,199999999999998;0,02;0,8988777513233093;2,5;2,247194378308273
12,299999999999997;0,02;0,8983106607993395;2,5;2,245776651998349
13,299999999999997;0,02;0,8927500868689827;2,5;2,231875217172457
13,399999999999997;0,02;0,8922049056576883;2,5;2,2305122641442208
14,399999999999997;0,02;0,8868591622455502;2,5;2,217147905613875
14,499999999999996;0,02;0,8863350438889014;2,5;2,2158376097222536
15,499999999999996;0,02;0,8811958310990736;2,5;2,202989577747684
15,599999999999996;0,02;0,8806919618416506;2,5;2,2017299046041265
16,599999999999994;0,02;0,8757513004417986;2,5;2,1893782511044964
16,699999999999996;0,02;0,8752668979673367;2,5;2,1881672449183416
17,699999999999996;0,02;0,8705171169999658;2,5;2,1762927924999147
17,799999999999997;0,02;0,8700514292167143;2,5;2,1751285730417855
18,799999999999997;0,02;0,8654851540890701;2,5;2,1637128852226755
18,9;0,02;0,8650374579620781;2,5;2,1625936449051952
19,9;0,02;0,8606475989961919;2,5;2,1516189974904796
20;0,02;0,8602171994247073;2,5;2,150542998561768
21;0,02;0,8559969408498057;2,5;2,1399923521245143
21,1;0,02;0,8555831695880478;2,5;2,1389579239701195
22,1;0,02;0,8515259589582376;2,5;2,128814897395594
