Time;Strain;Reduced Relaxation Function;Elastic Response;Stress;Stress by Integral;Stress by dG
19.4;0.0388;0.940476731;0.82321201;0.786865954;0.786687724;0.786687465
19.5;0.039;0.940394041;0.827603524;0.792467293;0.790822032;0.790821886
19.6;0.0392;0.940311864;0.831996594;0.79513707;0.794957579;0.79495732
19.7;0.0394;0.940230196;0.836391218;0.800741701;0.799094142;0.799093994
19.8;0.0396;0.940149031;0.840787399;0.803412698;0.803231947;0.803231688
19.9;0.0398;0.940068365;0.845185136;0.809020632;0.807370775;0.807370626
20;0.04;0.939988192;0.84958443;0.811692858;0.811510848;0.811510589
20.1;0.0402;0.939908509;0.853985282;0.817304104;0.815651951;0.8156518
20.2;0.0404;0.939829309;0.858387692;0.819977567;0.819794302;0.819794043
20.3;0.0406;0.939750589;0.862791661;0.825592137;0.823937689;0.823937536
20.4;0.0408;0.939672344;0.867197189;0.828266846;0.828082328;0.828082068
20.5;0.041;0.939594568;0.871604276;0.833884749;0.832228008;0.832227854
20.6;0.0412;0.939517258;0.876012925;0.836560714;0.836374943;0.836374684
20.7;0.0414;0.939440408;0.880423134;0.842181961;0.840522926;0.840522771
20.8;0.0416;0.939364015;0.884834904;0.844859189;0.844672168;0.844671908
20.9;0.0418;0.939288074;0.889248237;0.850483789;0.848822463;0.848822306
21;0.042;0.93921258;0.893663132;0.85316229;0.85297402;0.85297376
21.1;0.0422;0.939137529;0.898079591;0.858790253;0.857126636;0.857126477
21.2;0.0424;0.939062916;0.902497613;0.861470033;0.861280517;0.861280256
21.3;0.0426;0.938988739;0.906917199;0.867101369;0.865435462;0.865435302
21.4;0.0428;0.938914991;0.91133835;0.869782438;0.869591677;0.869591416
21.5;0.043;0.938841669;0.915761067;0.875417156;0.87374896;0.873748799
21.6;0.0432;0.938768769;0.920185349;0.878099522;0.877907516;0.877907255
21.7;0.0434;0.938696287;0.924611198;0.883737631;0.882067147;0.882066985
21.8;0.0436;0.938624219;0.929038614;0.886421301;0.886228054;0.886227792
21.9;0.0438;0.93855256;0.933467598;0.892062812;0.89039004;0.890389876
22;0.044;0.938481307;0.937898149;0.894747793;0.894553305;0.894553043
22.1;0.0442;0.938410456;0.94233027;0.900392714;0.898717655;0.89871749
22.2;0.0444;0.938340003;0.94676396;0.903079014;0.902883287;0.902883025
22.3;0.0446;0.938269943;0.951199219;0.908727354;0.90705001;0.907049843
22.4;0.0448;0.938200274;0.955636049;0.911414982;0.911218017;0.911217754
22.5;0.045;0.938130992;0.960074449;0.917066749;0.91538712;0.915386952
22.6;0.0452;0.938062092;0.964514422;0.919755711;0.91955751;0.919557247
22.7;0.0454;0.937993571;0.968955966;0.925410915;0.923729001;0.923728832
22.8;0.0456;0.937925426;0.973399083;0.928101218;0.927901782;0.927901519
22.9;0.0458;0.937857652;0.977843773;0.933759868;0.932075669;0.932075499
23;0.046;0.937790247;0.982290036;0.936451519;0.93625085;0.936250587
23.1;0.0462;0.937723206;0.986737874;0.942113623;0.940427141;0.940426969
23.2;0.0464;0.937656527;0.991187287;0.94480663;0.944604728;0.944604464
23.3;0.0466;0.937590205;0.995638275;0.950472196;0.94878343;0.948783257
23.4;0.0468;0.937524237;1.000090839;0.953166565;0.952963432;0.952963168
23.5;0.047;0.93745862;1.004544979;0.958835601;0.957144553;0.957144379
23.6;0.0472;0.937393351;1.009000697;0.96153134;0.961326976;0.961326712
23.7;0.0474;0.937328426;1.013457992;0.967203855;0.965510524;0.965510349
23.8;0.0476;0.937263842;1.017916865;0.969900969;0.969695377;0.969695112
23.9;0.0478;0.937199596;1.022377317;0.975576971;0.973881359;0.973881182
24;0.048;0.937135684;1.026839349;0.978275468;0.978068647;0.978068383
24.1;0.0482;0.937072104;1.03130296;0.983954964;0.98225707;0.982256892
24.2;0.0484;0.937008851;1.035768151;0.98665485;0.986446803;0.986446538
24.3;0.0486;0.936945924;1.040234924;0.992337849;0.990637674;0.990637495
24.4;0.0488;0.936883318;1.044703278;0.99503913;0.994829857;0.994829592
24.5;0.049;0.936821031;1.049173214;1.00072564;0.999023183;0.999023003
24.6;0.0492;0.936759061;1.053644733;1.003428322;1.003217825;1.003217559
24.7;0.0494;0.936697403;1.058117835;1.009118351;1.007413613;1.007413432
24.8;0.0496;0.936636055;1.06259252;1.01182244;1.011610719;1.011610453
24.9;0.0498;0.936575013;1.06706879;1.017515994;1.015808976;1.015808794
25;0.05;0.936514276;1.071546645;1.020221498;1.020008553;1.020008288
25.1;0.0502;0.936453841;1.076026086;1.025918585;1.024209287;1.024209103
25.2;0.0504;0.936393703;1.080507112;1.028625508;1.028411342;1.028411076
25.3;0.0506;0.936333862;1.084989725;1.034326137;1.032614558;1.032614373
25.4;0.0508;0.936274313;1.089473925;1.037034485;1.036819098;1.036818832
25.5;0.051;0.936215054;1.093959713;1.042738662;1.041024802;1.041024617
25.6;0.0512;0.936156082;1.098447088;1.045448442;1.045231834;1.045231568
25.7;0.0514;0.936097395;1.102936053;1.051156174;1.049440034;1.049439847
25.8;0.0516;0.93603899;1.107426607;1.053867391;1.053649564;1.053649297
25.9;0.0518;0.935980865;1.111918751;1.059578686;1.057860266;1.057860078
26;0.052;0.935923016;1.116412486;1.062291345;1.0620723;1.062072032
26.1;0.0522;0.935865441;1.120907812;1.06800621;1.06628551;1.066285321
26.2;0.0524;0.935808138;1.125404729;1.070720318;1.070500054;1.070499787
26.3;0.0526;0.935751104;1.129903238;1.076438759;1.074715778;1.074715589
26.4;0.0528;0.935694337;1.134403341;1.07915432;1.07893284;1.078932572
26.5;0.053;0.935637834;1.138905036;1.084876346;1.083151085;1.083150894
26.6;0.0532;0.935581592;1.143408326;1.087593366;1.087370669;1.087370401
26.7;0.0534;0.93552561;1.147913209;1.093318982;1.091591441;1.091591249
26.8;0.0536;0.935469884;1.152419688;1.096037467;1.095813554;1.095813286
26.9;0.0538;0.935414413;1.156927763;1.10176668;1.100036858;1.100036665
27;0.054;0.935359195;1.161437433;1.104486635;1.104261507;1.104261238
27.1;0.0542;0.935304226;1.165948701;1.110219452;1.10848735;1.108487156
27.2;0.0544;0.935249504;1.170461565;1.112940882;1.112714539;1.11271427
27.3;0.0546;0.935195028;1.174976028;1.11867731;1.116942926;1.116942731
27.4;0.0548;0.935140795;1.179492088;1.121400219;1.121172662;1.121172393
27.5;0.055;0.935086802;1.184009748;1.127140264;1.1254036;1.125403404
27.6;0.0552;0.935033048;1.188529008;1.129864659;1.129635889;1.129635619
27.7;0.0554;0.934979531;1.193049867;1.135608328;1.133869382;1.133869186
27.8;0.0556;0.934926248;1.197572327;1.138334212;1.138104229;1.138103959
27.9;0.0558;0.934873197;1.202096388;1.144081512;1.142340285;1.142340087
28;0.056;0.934820375;1.206622051;1.146808891;1.146577695;1.146577425
28.1;0.0562;0.934767782;1.211149317;1.152559827;1.150816318;1.15081612
28.2;0.0564;0.934715415;1.215678185;1.155288706;1.155056298;1.155056028
28.3;0.0566;0.934663271;1.220208657;1.161043285;1.159297494;1.159297294
28.4;0.0568;0.934611349;1.224740733;1.163773668;1.163540049;1.163539778
28.5;0.057;0.934559647;1.229274414;1.169531896;1.167783823;1.167783623
28.6;0.0572;0.934508163;1.2338097;1.172263788;1.172028959;1.172028688
28.7;0.0574;0.934456894;1.238346591;1.178025672;1.176275316;1.176275115
28.8;0.0576;0.93440584;1.242885089;1.180759078;1.180523038;1.180522766
28.9;0.0578;0.934354997;1.247425194;1.186524623;1.184771984;1.184771782
29;0.058;0.934304364;1.251966907;1.189259547;1.189022297;1.189022025
29.1;0.0582;0.93425394;1.256510227;1.19502876;1.193273838;1.193273635
29.2;0.0584;0.934203721;1.261055156;1.197765207;1.197526747;1.197526475
29.3;0.0586;0.934153707;1.265601694;1.203538093;1.201780888;1.201780684
29.4;0.0588;0.934103896;1.270149842;1.206276068;1.206036398;1.206036126
29.5;0.059;0.934054286;1.274699601;1.212052634;1.210293144;1.210292939
29.6;0.0592;0.934004875;1.27925097;1.21479214;1.214551261;1.214550989
29.7;0.0594;0.933955661;1.28380395;1.220572391;1.218810616;1.218810411
29.8;0.0596;0.933906642;1.288358543;1.223313433;1.223071345;1.223071073
29.9;0.0598;0.933857817;1.292914748;1.229097375;1.227333316;1.22733311
30;0.06;0.933809185;1.297472567;1.231839958;1.230836757;1.231596389
30.1;0.06;0.933760742;1.297472567;1.231547278;1.231309449;1.231305742
30.2;0.06;0.933712489;1.297472567;1.231265968;1.231029833;1.231029828
30.3;0.06;0.933664422;1.297472567;1.230995041;1.230763699;1.230760597
30.4;0.06;0.933616541;1.297472567;1.230733606;1.230503684;1.230503679
30.5;0.06;0.933568844;1.297472567;1.230480859;1.230254962;1.230252353
30.6;0.06;0.933521328;1.297472567;1.230236074;1.230011374;1.230011368
30.7;0.06;0.933473994;1.297472567;1.229998596;1.229777295;1.229775088
30.8;0.06;0.933426838;1.297472567;1.229767832;1.229547546;1.22954754
30.9;0.06;0.93337986;1.297472567;1.229543249;1.229325851;1.229323972
31;0.06;0.933333057;1.297472567;1.229324363;1.229107831;1.229107824
