Time;Strain;Reduced Relaxation Function;Elastic Response;Stress;Stress by Integral;Stress by dG
12.9;0.0258;0.930506916;0.345776196;0.325864214;0.328498058;0.328498056
13;0.026;0.93033547;0.348505361;0.329312906;0.331039291;0.331039138
13.1;0.0262;0.930165361;0.351235285;0.330946076;0.333580632;0.333580627
13.2;0.0264;0.929996566;0.353965968;0.334395788;0.336122381;0.336122228
13.3;0.0266;0.929829064;0.35669741;0.336028974;0.338664248;0.33866424
13.4;0.0268;0.929662837;0.359429612;0.33947972;0.341206527;0.341206374
13.5;0.027;0.929497864;0.362162573;0.341112937;0.343748933;0.343748923
13.6;0.0272;0.929334126;0.364896294;0.344564732;0.346291757;0.346291602
13.7;0.0274;0.929171603;0.367630775;0.346197992;0.348834715;0.348834702
13.8;0.0276;0.929010278;0.370366017;0.349650848;0.351378096;0.351377941
13.9;0.0278;0.928850132;0.373102019;0.351284165;0.353921619;0.353921604
14;0.028;0.928691146;0.375838782;0.354738095;0.35646557;0.356465415
14.1;0.0282;0.928533305;0.378576305;0.356371481;0.359009672;0.359009655
14.2;0.0284;0.928376589;0.38131459;0.359826499;0.361554206;0.36155405
14.3;0.0286;0.928220983;0.384053636;0.361459966;0.364098898;0.364098878
14.4;0.0288;0.928066471;0.386793444;0.364916084;0.366644026;0.36664387
14.5;0.029;0.927913035;0.389534013;0.366549644;0.369189321;0.369189299
14.6;0.0292;0.92776066;0.392275345;0.370006874;0.371735055;0.371734899
14.7;0.0294;0.92760933;0.395017439;0.371640537;0.374280964;0.37428094
14.8;0.0296;0.927459031;0.397760295;0.375098891;0.376827317;0.376827159
14.9;0.0298;0.927309747;0.400503913;0.37673267;0.379373851;0.379373824
15;0.03;0.927161464;0.403248295;0.380192159;0.381920832;0.381920674
15.1;0.0302;0.927014167;0.40599344;0.381826064;0.384468002;0.384467973
15.2;0.0304;0.926867842;0.408739347;0.385286699;0.387015623;0.387015465
15.3;0.0306;0.926722475;0.411486019;0.38692074;0.38956344;0.389563409
15.4;0.0308;0.926578053;0.414233454;0.390382533;0.392111712;0.392111553
15.5;0.031;0.926434563;0.416981653;0.39201672;0.394660186;0.394660153
15.6;0.0312;0.926291991;0.419730616;0.395479681;0.397209118;0.397208959
15.7;0.0314;0.926150324;0.422480343;0.397114024;0.39975826;0.399758224
15.8;0.0316;0.926009551;0.425230835;0.400578163;0.402307862;0.402307703
15.9;0.0318;0.925869659;0.427982091;0.402212673;0.404857681;0.404857643
16;0.032;0.925730636;0.430734113;0.405678;0.407407964;0.407407804
16.1;0.0322;0.92559247;0.433486899;0.407312684;0.409958469;0.40995843
16.2;0.0324;0.925455149;0.436240452;0.410779209;0.412509442;0.412509281
16.3;0.0326;0.925318662;0.438994769;0.412414078;0.415060644;0.415060602
16.4;0.0328;0.925182998;0.441749853;0.415881811;0.417612316;0.417612154
16.5;0.033;0.925048147;0.444505702;0.417516873;0.420164222;0.420164178
16.6;0.0332;0.924914096;0.447262318;0.420985823;0.422716602;0.42271644
16.7;0.0334;0.924780836;0.4500197;0.422621087;0.425269223;0.425269177
16.8;0.0336;0.924648357;0.452777849;0.426091262;0.42782232;0.427822157
16.9;0.0338;0.924516648;0.455536765;0.427726737;0.430375663;0.430375615
17;0.034;0.924385699;0.458296448;0.431198147;0.432929485;0.432929322
17.1;0.0342;0.924255502;0.461056898;0.43283384;0.435483559;0.43548351
17.2;0.0344;0.924126045;0.463818115;0.436306494;0.438038116;0.438037952
17.3;0.0346;0.92399732;0.466580101;0.437942413;0.440592929;0.440592878
17.4;0.0348;0.923869317;0.469342854;0.441416319;0.443148228;0.443148064
17.5;0.035;0.923742028;0.472106375;0.443052472;0.445703788;0.445703736
17.6;0.0352;0.923615444;0.474870665;0.446527639;0.448259837;0.448259673
17.7;0.0354;0.923489556;0.477635723;0.448164034;0.450816153;0.450816098
17.8;0.0356;0.923364355;0.480401551;0.451640469;0.453372959;0.453372794
17.9;0.0358;0.923239833;0.483168147;0.453277114;0.455930038;0.455929982
18;0.036;0.923115982;0.485935512;0.456754825;0.45848761;0.458487445
18.1;0.0362;0.922992794;0.488703647;0.458391727;0.46104546;0.461045402
18.2;0.0364;0.922870261;0.491472551;0.461870722;0.463603804;0.463603639
18.3;0.0366;0.922748375;0.494242226;0.463507887;0.466162432;0.466162372
18.4;0.0368;0.922627129;0.49701267;0.466988174;0.468721557;0.468721391
18.5;0.037;0.922506514;0.499783885;0.46862561;0.471280969;0.471280908
18.6;0.0372;0.922386525;0.50255587;0.472107196;0.473840882;0.473840715
18.7;0.0374;0.922267153;0.505328626;0.47374491;0.476401086;0.476401023
18.8;0.0376;0.922148391;0.508102153;0.477227802;0.478961793;0.478961626
18.9;0.0378;0.922030233;0.510876451;0.4788658;0.481522796;0.481522732
19;0.038;0.921912672;0.51365152;0.48420031;0.484084304;0.484084137
19.1;0.0382;0.921795701;0.516427361;0.487689931;0.486646113;0.486646047
19.2;0.0384;0.921679313;0.519203974;0.489325154;0.48920843;0.489208261
19.3;0.0386;0.921563502;0.521981359;0.492816102;0.491771051;0.491770983
19.4;0.0388;0.921448262;0.524759516;0.494451624;0.494334182;0.494334013
19.5;0.039;0.921333587;0.527538445;0.497943905;0.496897621;0.496897553
19.6;0.0392;0.92121947;0.530318147;0.499579731;0.499461573;0.499461404
19.7;0.0394;0.921105905;0.533098622;0.503073353;0.502025838;0.502025768
19.8;0.0396;0.920992887;0.53587987;0.50470949;0.504590617;0.504590448
19.9;0.0398;0.920880409;0.538661891;0.508204458;0.507155714;0.507155642
20;0.04;0.920768467;0.541444686;0.509840912;0.509721327;0.509721156
20.1;0.0402;0.920657054;0.544228255;0.513337233;0.512287261;0.512287187
20.2;0.0404;0.920546166;0.547012597;0.514974009;0.514853713;0.514853542
20.3;0.0406;0.920435796;0.549797714;0.51847169;0.51742049;0.517420416
20.4;0.0408;0.920325939;0.552583605;0.520108793;0.519987788;0.519987617
20.5;0.041;0.92021659;0.55537027;0.52360784;0.522555415;0.522555339
20.6;0.0412;0.920107745;0.558157711;0.525245278;0.525123564;0.525123392
20.7;0.0414;0.919999397;0.560945926;0.528745696;0.527692046;0.527691969
20.8;0.0416;0.919891543;0.563734917;0.530383473;0.530261053;0.53026088
20.9;0.0418;0.919784177;0.566524683;0.533885269;0.532830396;0.532830317
21;0.042;0.919677295;0.569315224;0.53552339;0.535400265;0.535400092
21.1;0.0422;0.919570892;0.572106542;0.53902657;0.537970474;0.537970394
21.2;0.0424;0.919464963;0.574898636;0.540665041;0.540541212;0.540541038
21.3;0.0426;0.919359504;0.577691506;0.54416961;0.543112293;0.543112212
21.4;0.0428;0.91925451;0.580485152;0.545808436;0.545683905;0.545683731
