Time,Stress,Derivative,RateInDegrees,SecondDerivative
0,0.97689,,,
2,0.94449,-0.016199999999999992,-0.9281104426917037,
4,0.93281,-0.005840000000000012,-0.3346035484394032,0.00517999999999999
6,0.9252,-0.003805000000000003,-0.21800938893621263,0.0010175000000000045
8,0.91944,-0.0028799999999999937,-0.16501138877519814,0.0004625000000000046
10,0.91454,-0.0024500000000000077,-0.1403743789417652,0.00021499999999999297
12,0.91048,-0.0020300000000000318,-0.116310272644067,0.00020999999999998797
14,0.90711,-0.001684999999999992,-0.09654329711023153,0.00017250000000001986
16,0.90438,-0.001365000000000005,-0.07820869046191938,0.00015999999999999348
18,0.90167,-0.001354999999999995,-0.07763573372653353,5.0000000000050004E-06
20,0.89925,-0.0012099999999999889,-0.06932785937653588,7.250000000000312E-05
22,0.89709,-0.0010799999999999699,-0.06187941781541702,6.50000000000095E-05
24,0.89512,-0.0009850000000000136,-0.056436324568413916,4.7499999999978115E-05
26,0.89345,-0.0008350000000000302,-0.04784196477455624,7.499999999999174E-05
28,0.89203,-0.0007099999999999884,-0.04067999661869327,6.250000000002087E-05
30,0.89064,-0.0006950000000000012,-0.03982056035015105,7.499999999993623E-06
32,0.8894,-0.0006200000000000094,-0.035523378746383116,3.749999999999587E-05
34,0.88781,-0.0007949999999999902,-0.04555013511662678,-8.749999999999036E-05
36,0.88658,-0.0006149999999999767,-0.03523689995805258,9.000000000000674E-05
38,0.88547,-0.0005550000000000277,-0.031799154364784366,2.999999999997449E-05
40,0.8843,-0.0005850000000000022,-0.033518027191584684,-1.4999999999987246E-05
42,0.88351,-0.0003949999999999787,-0.022631831730622498,9.500000000001174E-05
44,0.88211,-0.0007000000000000339,-0.04010703910834403,-0.0001525000000000276
46,0.88134,-0.0003849999999999687,-0.02205887402264274,0.00015750000000003261
48,0.88039,-0.0004750000000000032,-0.027215493221882527,-4.500000000001725E-05
50,0.87966,-0.0003650000000000042,-0.02091295859356569,5.4999999999999494E-05
52,0.8786,-0.0005299999999999749,-0.03036676029859142,-8.249999999998536E-05
52.1,0.87854705,-0.0005294999999999744,-0.03033811241687445,
52.2,0.87849415,-0.0005289999999999739,-0.03030946453514231,
52.300000000000004,0.8784413,-0.0005284999999999734,-0.030280816653395017,
52.400000000000006,0.8783885,-0.0005279999999999729,-0.030252168771632587,
52.50000000000001,0.87833575,-0.0005274999999999724,-0.030223520889855027,
52.60000000000001,0.87828305,-0.0005269999999999719,-0.030194873008062357,
52.70000000000001,0.8782304,-0.0005264999999999714,-0.030166225126254588,
52.80000000000001,0.8781778,-0.0005259999999999709,-0.03013757724443173,
52.90000000000001,0.87812525,-0.0005254999999999704,-0.030108929362593812,
53.000000000000014,0.87807275,-0.0005249999999999699,-0.03008028148074084,
