Time,Stress,Derivative,SecondDerivative
0,4.41357,,
2,4.26789,-0.0728399999999998,
4,4.20936,-0.029265000000000096,-0.014632500000000048
6,4.17022,-0.01957000000000031,0.026634999999999742
8,4.13984,-0.015189999999999593,0.007037500000000252
10,4.11549,-0.012175000000000047,0.0036975000000001312
12,4.09505,-0.01022000000000034,0.0024849999999996264
14,4.07733,-0.008859999999999868,0.0016575000000000895
16,4.06181,-0.007759999999999767,0.0012300000000002864
18,4.04792,-0.006944999999999979,0.0009574999999999445
20,4.03574,-0.006090000000000373,0.0008349999999996971
22,4.02388,-0.005929999999999769,0.0005075000000001051
24,4.01329,-0.005295000000000272,0.0003975000000000506
26,4.00372,-0.004784999999999595,0.0005725000000000868
28,3.99492,-0.0044000000000001815,0.0004475000000000451
30,3.98628,-0.0043200000000001015,0.0002324999999997468
32,3.97865,-0.003814999999999902,0.00029250000000013987
34,3.97163,-0.003509999999999902,0.0004050000000000997
36,3.96451,-0.0035600000000000076,
38,3.9581,-0.0032050000000001244,0.0003049999999998887
40,3.95227,-0.002915000000000001,0.00032250000000000334
42,3.94647,-0.0028999999999999027,0.00015250000000011088
44,3.94077,-0.002850000000000019,3.249999999999087E-05
46,3.9356,-0.0025850000000000595,0.0001574999999999216
48,3.9305,-0.0025500000000000522,0.00014999999999998348
50,3.92565,-0.0024249999999998995,8.000000000008001E-05
52,3.92097,-0.0023400000000000087,0.00010500000000002174
54,3.91664,-0.0021649999999999725,0.00012999999999996348
56,3.91218,-0.0022299999999999542,
58,3.90792,-0.0021300000000001873,0.00010499999999991072
60,3.904,-0.0019599999999999618,0.00013499999999999623
62,3.89983,-0.0020849999999998925,
64,3.8961,-0.0018650000000000055,0.00013250000000009088
66,3.89254,-0.0017800000000001148,0.00015249999999988884
68,3.88932,-0.0016099999999998893,0.00012750000000005812
70,3.88623,-0.0015450000000001296,0.00011749999999999261
72,3.88293,-0.0016499999999999293,
74,3.87987,-0.0015300000000000313,3.999999999992898E-05
76,3.87698,-0.0014449999999999186,0.00010250000000000536
78,3.87458,-0.0012000000000000899,0.00016499999999997073
80,3.87159,-0.001495000000000024,
82,3.86877,-0.0014099999999999113,1.7500000000003624E-05
84,3.86629,-0.0012400000000001299,0.0001274999999999471
86,3.86355,-0.0013699999999998713,
88,3.86106,-0.0012449999999999406,8.249999999998536E-05
90,3.85841,-0.0013250000000000206,
92,3.85585,-0.0012799999999999478,4.499999999996174E-05
94,3.85317,-0.0013400000000001189,
96,3.85054,-0.001314999999999955,5.000000000032756E-06
98,3.84816,-0.0011900000000000244,7.500000000004725E-05
99.999,3.84618,-0.0009904952476238607,0.00016233354295952732
100.09899999999999,3.8460810004752375,-0.0009899952476238574,
100.19899999999998,3.845982050950475,-0.000989495247623854,
100.29899999999998,3.845883151425713,-0.0009889952476238508,
100.39899999999997,3.8457843019009506,-0.0009884952476238475,
100.49899999999997,3.8456855023761882,-0.0009879952476238441,
100.59899999999996,3.845586752851426,-0.0009874952476238408,
100.69899999999996,3.8454880533266635,-0.0009869952476238375,
100.79899999999995,3.845389403801901,-0.0009864952476238342,
100.89899999999994,3.845290804277139,-0.0009859952476238309,
100.99899999999994,3.8451922547523765,-0.0009854952476238276,
101.09899999999993,3.845093755227614,-0.0009849952476238242,
